0,1,2,3,4,5,6,7,8,9,10
"127.9623158,37.7708145","127.6078989,37.729716","127.682012,37.742458",,"127.8449866,37.3513129","127.4472732,37.3796399","127.7853861,37.4030614","128.6195742,36.4503749","127.6078989,37.729716","127.2987744,37.919408","127.9561356,37.7621363"
"127.9625762,37.7712461","127.6081497,37.7297374","127.6833629,37.7425398",,"127.8446264,37.3520621","127.4488782,37.3796758","127.7860618,37.4030724","128.6194746,36.4508996","127.6081497,37.7297374","127.2985622,37.924208","127.9558359,37.7623195"
"127.9626531,37.7713728","127.6095866,37.7298578","127.6848366,37.7427249",,"127.84446,37.3524529","127.4511451,37.3797408","127.7869306,37.4030514","128.619262,36.4517913","127.6095866,37.7298578","127.2985386,37.9249362","127.9554137,37.7627141"
"127.9630651,37.7718976","127.6106615,37.7299992","127.6876243,37.743191",,"127.8442768,37.3528834","127.4525898,37.3797423","127.7881122,37.4029782","128.6191742,36.4521248","127.6106615,37.7299992","127.298543,37.9253832","127.9553088,37.7630111"
"127.9632342,37.7720565","127.6111746,37.7300825","127.6885896,37.7433995",,"127.8440434,37.3534547","127.4539408,37.3797004","127.788651,37.4029399","128.6189869,36.4529163","127.6111746,37.7300825","127.2985863,37.9257763","127.9553004,37.763122"
"127.9635117,37.7723159","127.6128739,37.7303666","127.6891587,37.7435725",,"127.8438099,37.3539926","127.4551065,37.3796414","127.7889786,37.4029166","128.6187164,36.4540465","127.6128739,37.7303666","127.29865,37.9262018","127.9553227,37.763249"
"127.9641493,37.7727748","127.6143747,37.730741","127.6899868,37.7438082",,"127.8436478,37.3543671","127.4573092,37.379443","127.7900514,37.402758","128.6186743,36.4542245","127.6143747,37.730741","127.2988245,37.9268826","127.9553583,37.7633083"
"127.9648875,37.7731496","127.615409,37.7310095","127.690632,37.7440127",,"127.8435517,37.3545891","127.457769,37.3793999","127.7907322,37.4026455","128.6181372,36.4562993","127.615409,37.7310095","127.2993198,37.9284571","127.9554431,37.7634486"
"127.965485,37.7733797","127.6160868,37.7312333","127.691292,37.7442207",,"127.8434422,37.3548346","127.4590533,37.379285","127.7929212,37.4021651","128.6180708,36.4565713","127.6160868,37.7312333","127.2996153,37.9293977","127.9558613,37.7638751"
"127.9661212,37.7736044","127.6172314,37.7316396","127.6914874,37.7442826",,"127.8434053,37.3549195","127.4613012,37.3790784","127.7935218,37.4020419","128.6177872,36.4577242","127.6172314,37.7316396","127.3008158,37.9332149","127.9560621,37.764033"
"127.9667244,37.7738318","127.6172371,37.7316414","127.692286,37.7445229",,"127.8433776,37.3550241","127.4621303,37.379002","127.7942828,37.4019102","128.617631,36.4585082","127.6172371,37.7316414","127.3009365,37.9336","127.9564123,37.7642993"
"127.9670079,37.7739488","127.6177935,37.7318571","127.6935946,37.7449182",,"127.8432866,37.355375","127.4627425,37.3789473","127.7956446,37.4016824","128.6175998,36.4586662","127.6177935,37.7318571","127.3012239,37.9346162","127.956637,37.7644742"
"127.9674623,37.774166","127.6186123,37.7321745","127.6941898,37.7450948",,"127.8432158,37.3559431","127.4629278,37.3789302","127.7971494,37.4013631","128.6175497,36.4589831","127.6186123,37.7321745","127.3012979,37.9350399","127.956849,37.7646077"
"127.967999,37.7744658","127.6195275,37.7325404","127.6964742,37.7457742",,"127.8431537,37.3564453","127.4658443,37.3786661","127.7994321,37.4008913","128.6174994,36.4595993","127.6195275,37.7325404","127.301332,37.9354934","127.957225,37.7648162"
"127.9684873,37.7748163","127.6196059,37.7325719","127.6987438,37.746395",,"127.8430364,37.3572191","127.468204,37.3784405","127.8018264,37.4003525","128.6175244,36.4601742","127.6196059,37.7325719","127.301312,37.9361495","127.9580849,37.765259"
"127.9690494,37.7753575","127.6208619,37.7330897","127.6998773,37.7466428",,"127.8430201,37.3573705","127.4703332,37.3782571","127.8024856,37.4002048","128.6175869,36.460875","127.6208619,37.7330897","127.3011274,37.9387764","127.958443,37.7655145"
"127.9694117,37.7757328","127.621549,37.7333666","127.7011494,37.7469498",,"127.8428502,37.3579849","127.4715204,37.3781348","127.8035049,37.3999607","128.6176614,36.461325","127.621549,37.7333666","127.30108,37.9394496","127.9589772,37.76579"
"127.9700499,37.7764576","127.6224098,37.7336911","127.7034704,37.7476885",,"127.8426981,37.3583179","127.4723935,37.3780521","127.8070808,37.3988508","128.6178239,36.4619167","127.6224098,37.7336911","127.3010115,37.9403914","127.9592574,37.765935"
"127.9707486,37.7772219","127.6227618,37.7338242","127.7037249,37.7477854",,"127.8426065,37.3585345","127.4756173,37.3777482","127.8088029,37.3983542","128.6180013,36.4624595","127.6227618,37.7338242","127.3009402,37.941498","127.9596618,37.7661578"
"127.971112,37.7775882","127.6241621,37.7343833","127.7046158,37.7481236",,"127.842563,37.3586491","127.4765785,37.3776573","127.8105214,37.3978233","128.6180118,36.4624909","127.6241621,37.7343833","127.300919,37.9417801","127.9597325,37.7662071"
"127.9711451,37.7776151","127.624999,37.7347159","127.7050294,37.7482807",,"127.8424699,37.3587954","127.4774031,37.3775818","127.8139449,37.3967768","128.6181494,36.462825","127.624999,37.7347159","127.3008138,37.9432355","127.9599993,37.7663908"
"127.9713734,37.7778007","127.6256884,37.7349919","127.7057293,37.7485309",,"127.8423712,37.3589372","127.4778459,37.3775386","127.8142348,37.3966823","128.618376,36.463371","127.6256884,37.7349919","127.3007996,37.9434329","127.9603495,37.7666499"
"127.9714259,37.7778429","127.6269115,37.7354827","127.7061463,37.7486663",,"127.8421329,37.3591831","127.4781079,37.3775152","127.8169426,37.3957944","128.6185124,36.4636996","127.6269115,37.7354827","127.300753,37.9446577","127.9607367,37.7670243"
"127.9717065,37.7780491","127.6272239,37.7356158","127.7065542,37.748799",,"127.841981,37.3592944","127.4787212,37.3774576","127.8196761,37.3948631","128.6188493,36.4644663","127.6272239,37.7356158","127.3007614,37.9449362","127.9610606,37.7674403"
"127.9719118,37.7781843","127.6282994,37.736041","127.7066371,37.7488259",,"127.8417535,37.3594285","127.4830281,37.3770653","127.8212779,37.3943008","128.6191121,36.4650408","127.6282994,37.736041","127.3007874,37.9458159","127.9610618,37.7674412"
"127.9720634,37.7782784","127.6305867,37.7369416","127.7076766,37.7491188",,"127.8415418,37.3595652","127.4849212,37.3769051","127.823464,37.3935179","128.6195873,36.4661163","127.6305867,37.7369416","127.300942,37.9467598","127.9613242,37.7678332"
"127.9722219,37.7783751","127.6320745,37.7375249","127.7083525,37.7492879",,"127.8402943,37.3603719","127.4865274,37.376762","127.8257798,37.392694","128.620706,36.4686209","127.6320745,37.7375249","127.3010498,37.9472909","127.9615917,37.7683089"
"127.9723005,37.7784189","127.6327934,37.7378017","127.7085558,37.7493326",,"127.8398518,37.3606598","127.4878308,37.3766765","127.8288571,37.3916362","128.6207741,36.4687744","127.6327934,37.7378017","127.3013115,37.9481575","127.9617711,37.7688508"
"127.9726287,37.7786015","127.6334056,37.738038","127.7094803,37.7495212",,"127.8389768,37.3612104","127.4895601,37.3766821","127.8295543,37.3914144","128.6212739,36.4699245","127.6334056,37.738038","127.3015217,37.9487112","127.9619658,37.7696775"
"127.9740683,37.7794393","127.634355,37.7383714","127.7105331,37.7496942",,"127.8382999,37.3616071","127.4899057,37.376683","127.8307931,37.3910422","128.6214991,36.4704498","127.634355,37.7383714","127.3016619,37.9490828","127.9620976,37.7702403"
"127.9742017,37.7795199","127.635175,37.7386408","127.7107908,37.7497334",,"127.8373166,37.3621778","127.4918213,37.3766895","127.8325773,37.3906226","128.6217688,36.4711982","127.635175,37.7386408","127.3019618,37.949716","127.9621173,37.7702916"
"127.974546,37.7797276","127.6360869,37.7389165","127.7116743,37.7498498",,"127.837168,37.3622846","127.492804,37.3766922","127.833137,37.3904939","128.6218352,36.4714617","127.6360869,37.7389165","127.3021498,37.9500498","127.9622535,37.7706516"
"127.9753424,37.7803274","127.6372666,37.7391846","127.7121058,37.7498923",,"127.8365635,37.3627172","127.4949399,37.3766996","127.8357811,37.3901169","128.6219292,36.4718719","127.6372666,37.7391846","127.3022868,37.950333","127.9623158,37.7708145"
"127.975475,37.7804558","127.6383044,37.7394033","127.7122091,37.7499021",,"127.8363239,37.3629198","127.4973536,37.3767141","127.8365399,37.3900255","128.6219475,36.4719754","127.6383044,37.7394033","127.3024205,37.9505559","127.9625762,37.7712461"
"127.9755835,37.7805599","127.6385178,37.7394418","127.7135273,37.7499997",,"127.8362575,37.3629623","127.5,37.3767024","127.8379053,37.3899558","128.62196,36.4720708","127.6385178,37.7394418","127.3025871,37.9508328","127.9626531,37.7713728"
"127.9758203,37.7808293","127.6395692,37.7396344","127.7139122,37.7500315",,"127.8360965,37.3630664","127.5001209,37.3767024","127.8380307,37.3899491","128.6219781,36.4723203","127.6395692,37.7396344","127.3036872,37.9523083","127.9630651,37.7718976"
"127.9760175,37.7811151","127.6404603,37.7397433","127.7141325,37.7500455",,"127.8360198,37.3631054","127.5014153,37.3767105","127.8390903,37.3899272","128.6219888,36.4727493","127.6404603,37.7397433","127.304995,37.9540662","127.9632342,37.7720565"
"127.9763975,37.7817526","127.6418407,37.7398705","127.7148296,37.7500893",,"127.8359364,37.3631462","127.5026814,37.376715","127.8398868,37.3899465","128.6219754,36.4729865","127.6418407,37.7398705","127.3053217,37.9545057","127.9635117,37.7723159"
"127.9770643,37.7828396","127.6466423,37.7401594","127.715999,37.7501728",,"127.8358643,37.3631689","127.5035613,37.3767447","127.8403139,37.3899624","128.621911,36.4734748","127.6466423,37.7401594","127.3056676,37.9549632","127.9641493,37.7727748"
"127.9773025,37.7831604","127.6481486,37.7402467","127.7176794,37.7502932",,"127.8357819,37.3631872","127.5041204,37.3767762","127.8418973,37.3901246","128.6218598,36.4737935","127.6481486,37.7402467","127.3057017,37.9550092","127.9648875,37.7731496"
"127.9774696,37.7833598","127.6481509,37.7402467","127.7179235,37.7503189",,"127.8357244,37.3632009","127.5051313,37.376878","127.8426274,37.3902036","128.6217581,36.4742488","127.6481509,37.7402467","127.3063187,37.9558322","127.965485,37.7733797"
"127.977768,37.7836633","127.6497843,37.7403312","127.7179269,37.7503189",,"127.835589,37.3632256","127.5069204,37.3770934","127.8434392,37.39035","128.6217132,36.4743845","127.6497843,37.7403312","127.3068496,37.9565415","127.9661212,37.7736044"
"127.9781698,37.783987","127.6508479,37.7403731","127.7183164,37.7503596",,"127.8353249,37.3632579","127.5080839,37.3772772","127.8434856,37.390358","128.6216608,36.4745436","127.6508479,37.7403731","127.308212,37.9583662","127.9667244,37.7738318"
"127.9785177,37.7842208","127.6519613,37.740378","127.7192305,37.7504733",,"127.8350742,37.3632658","127.5098911,37.3776727","127.84522,37.3906765","128.6215647,36.4747717","127.6519613,37.740378","127.3104683,37.9614054","127.9670079,37.7739488"
"127.9786614,37.7843176","127.6521543,37.7403786","127.7201743,37.7506419",,"127.834895,37.3633439","127.510762,37.3778548","127.8481222,37.3914071","128.6214444,36.4750162","127.6521543,37.7403786","127.3107122,37.9617329","127.9674623,37.774166"
"127.9790033,37.7844983","127.6538897,37.7403692","127.7207593,37.7507769",,"127.8348623,37.3633575","127.5125467,37.3781304","127.8500877,37.3918655","128.6213976,36.4751041","127.6538897,37.7403692","127.311655,37.9630017","127.967999,37.7744658"
"127.9798843,37.7849832","127.6562401,37.7403282","127.7208547,37.7507965",,"127.8346584,37.3634788","127.5128595,37.3781628","127.8504338,37.3919519","128.6213194,36.4752536","127.6562401,37.7403282","127.3116709,37.9630233","127.9684873,37.7748163"
"127.9800723,37.7850861","127.6565012,37.7403234","127.7212364,37.7508742",,"127.8346591,37.3636221","127.513308,37.3782096","127.8530794,37.3926291","128.6210614,36.4757059","127.6565012,37.7403234","127.3126625,37.9643579","127.9690494,37.7753575"
"127.9802684,37.7852043","127.6590457,37.7402749","127.7221498,37.7511249",,"127.8346462,37.3637673","127.5138072,37.3782547","127.8541518,37.3929333","128.6209564,36.4758538","127.6590457,37.7402749","127.313249,37.9651745","127.9694117,37.7757328"
"127.9808125,37.7855761","127.6640511,37.7403104","127.7229496,37.7513577",,"127.8346179,37.3640072","127.5144206,37.3782933","127.8543939,37.3929974","128.620731,36.4761696","127.6640511,37.7403104","127.3137246,37.965708","127.9700499,37.7764576"
"127.9809566,37.7857242","127.6647811,37.740367","127.7232644,37.751459",,"127.834616,37.3640991","127.5150169,37.378323","127.8554176,37.3932711","128.6203864,36.476583","127.6647811,37.740367","127.314391,37.9664715","127.9707486,37.7772219"
"127.9813247,37.7860995","127.6655894,37.7404588","127.7236576,37.7515943",,"127.8346175,37.364182","127.5157692,37.3783481","127.8578166,37.393866","128.6199746,36.4769745","127.6655894,37.7404588","127.3144364,37.9665248","127.971112,37.7775882"
"127.9815307,37.7863339","127.6674616,37.7407409","127.7238746,37.751666",,"127.8346393,37.364255","127.5163204,37.3783463","127.8591613,37.3941603","128.6164615,36.4797578","127.6674616,37.7407409","127.3151996,37.9672659","127.9711451,37.7776151"
"127.9816439,37.7864623","127.6688117,37.7409679","127.7246496,37.7519412",,"127.8346724,37.3643288","127.5166051,37.3783453","127.8608549,37.3944228","128.6153222,36.4806402","127.6688117,37.7409679","127.3157994,37.9677743","127.9713734,37.7778007"
"127.9818376,37.786722","127.6690989,37.7410162","127.7253747,37.7522247",,"127.8347914,37.3644384","127.5167971,37.3783453","127.8623583,37.3945877","128.6148364,36.4810162","127.6690989,37.7410162","127.3165118,37.9683666","127.9714259,37.7778429"
"127.9820729,37.7871068","127.6711995,37.7413827","127.7261544,37.7525576",,"127.8348786,37.3644896","127.5168423,37.3783444","127.8633866,37.3946503","128.6127602,36.48266","127.6711995,37.7413827","127.3166754,37.968503","127.9717065,37.7780491"
"127.9824247,37.7877741","127.673299,37.741733","127.7272367,37.7530665",,"127.8350245,37.3645243","127.5175109,37.3783326","127.8642783,37.3947044","128.6091743,36.4854582","127.673299,37.741733","127.3180672,37.9696633","127.9719118,37.7781843"
"127.983016,37.7889326","127.6748727,37.7419794","127.727763,37.753299",,"127.8351374,37.364533","127.5181389,37.3783054","127.8650816,37.3947136","128.6088,36.485751","127.6748727,37.7419794","127.3181581,37.9697365","127.9720634,37.7782784"
"127.9832243,37.7893409","127.6749125,37.7419857","127.728129,37.7534605",,"127.8353497,37.3645162","127.5189635,37.3782377","127.8668935,37.3946683","128.6084544,36.4860202","127.6749125,37.7419857","127.3186489,37.970141","127.9722219,37.7783751"
"127.983345,37.789573","127.6761762,37.7421821","127.7288441,37.7537845",,"127.836196,37.3643768","127.5195903,37.3781673","127.8684091,37.3945618","128.6082248,36.4861999","127.6761762,37.7421821","127.3208623,37.9719993","127.9723005,37.7784189"
"127.9836778,37.7900935","127.6772377,37.7423004","127.7297534,37.7541532",,"127.8361984,37.3644128","127.5205413,37.3780409","127.8685006,37.3945534","128.6073858,36.4868631","127.6772377,37.7423004","127.3211349,37.9722295","127.9726287,37.7786015"
"127.9837489,37.7902077","127.6774943,37.7423288","127.7306637,37.7544984",,"127.8361901,37.364557","127.5213975,37.3778957","127.8690223,37.3945067","128.6069248,36.4872658","127.6774943,37.7423288","127.3214872,37.9725248","127.9740683,37.7794393"
"127.9841294,37.7907334","127.6778689,37.7423616","127.7316501,37.7548264",,"127.8361901,37.3645607","127.5220119,37.3777874","127.8696704,37.3944325","128.6065491,36.4876163","127.6778689,37.7423616","127.3236371,37.9743162","127.9742017,37.7795199"
"127.9843493,37.7910083","127.67944,37.7424394","127.732942,37.7551798",,"127.8361522,37.3646843","127.5226026,37.3776548","127.870061,37.3943763","128.6061494,36.4880825","127.67944,37.7424394","127.3244996,37.9750205","127.974546,37.7797276"
"127.9848425,37.7915686","127.6798237,37.7424452","127.7333532,37.7552818",,"127.8361231,37.3647456","127.5235208,37.3774599","127.870437,37.3943238","128.6058123,36.488558","127.6798237,37.7424452","127.3246075,37.975109","127.9753424,37.7803274"
"127.9855081,37.7922707","127.6807249,37.7424582","127.7346723,37.7556072",,"127.8360794,37.3648088","127.5244684,37.3772704","127.8708739,37.3942584","128.6056368,36.488858","127.6807249,37.7424582","127.3248723,37.9753248","127.975475,37.7804558"
"127.9857838,37.7925778","127.682012,37.742458","127.7353369,37.7557699",,"127.8359037,37.3649139","127.5252172,37.3771432","127.8719416,37.3940586","128.6054366,36.489225","127.682012,37.742458","127.3251734,37.9755785","127.9755835,37.7805599"
"127.9861527,37.7930639","127.6833629,37.7425398","127.7369172,37.7561598",,"127.8358621,37.3649546","127.5253426,37.3771269","127.8736399,37.3936512","128.6053245,36.4895055","127.6833629,37.7425398","127.3253166,37.9756986","127.9758203,37.7808293"
"127.9862939,37.793286","127.6848366,37.7427249","127.7369695,37.7561741",,"127.8361074,37.3650062","127.5257198,37.3770773","127.8749993,37.3932638","128.6052868,36.4895996","127.6848366,37.7427249","127.325353,37.9757274","127.9760175,37.7811151"
"127.9865878,37.7939337","127.6876243,37.743191","127.7377921,37.7563815",,"127.8370125,37.3651244","127.5258814,37.3770565","127.875306,37.3931511","128.6052052,36.4898293","127.6876243,37.743191","127.3256326,37.9759505","127.9763975,37.7817526"
"127.9868601,37.7945941","127.6885896,37.7433995","127.7398439,37.7568866",,"127.8372271,37.3651481","127.5263873,37.3770014","127.8756737,37.3930318","128.6051741,36.4899161","127.6885896,37.7433995","127.3264677,37.9766836","127.9770643,37.7828396"
"127.9870762,37.7951449","127.6891587,37.7435725","127.7414869,37.7572997",,"127.8373458,37.3651613","127.5264009,37.3769996","127.876135,37.3928744","128.6050491,36.4903915","127.6891587,37.7435725","127.326787,37.9769634","127.9773025,37.7831604"
"127.98727,37.7956109","127.6899868,37.7438082","127.7417482,37.7573658",,"127.8378395,37.3652059","127.5270289,37.3769363","127.8769321,37.3925636","128.6049997,36.4906912","127.6899868,37.7438082","127.3274882,37.9775503","127.9774696,37.7833598"
"127.9874448,37.7961023","127.690632,37.7440127","127.7417618,37.7573694",,"127.8379988,37.3652198","127.5280996,37.3768748","127.8777079,37.3922619","128.6049497,36.4912578","127.690632,37.7440127","127.3279552,37.9779476","127.977768,37.7836633"
"127.9874978,37.7963995","127.691292,37.7442207","127.7418107,37.7573819",,"127.8379302,37.3655292","127.5292257,37.3768772","127.8782129,37.3920484","128.6049367,36.4919908","127.691292,37.7442207","127.3286496,37.9785056","127.9781698,37.783987"
"127.9875215,37.7968807","127.6914874,37.7442826","127.7420652,37.7574463",,"127.837918,37.3655968","127.5301463,37.3769248","127.8784699,37.3919367","128.6049245,36.4930997","127.6914874,37.7442826","127.3295873,37.9792577","127.9785177,37.7842208"
"127.9875246,37.7978821","127.692286,37.7445229","127.7421118,37.7574579",,"127.8378495,37.3656718","127.5314803,37.3770623","127.8789051,37.3917479","128.6049241,36.4948747","127.692286,37.7445229","127.3346152,37.9835037","127.9786614,37.7843176"
"127.9875062,37.7981967","127.6935946,37.7449182","127.7437218,37.7578728",,,"127.5319005,37.3771073","127.87902,37.3916979","128.6049249,36.4961909","127.6935946,37.7449182","127.335021,37.9838431","127.9790033,37.7844983"
"127.9874933,37.7986537","127.6941898,37.7450948","127.7447739,37.7581329",,,"127.5328968,37.3772476","127.8800289,37.3912602","128.6049214,36.4971203","127.6941898,37.7450948","127.3357359,37.9844408","127.9798843,37.7849832"
"127.9875028,37.7990584","127.6964742,37.7457742","127.7456964,37.758332",,,"127.5337202,37.3774196","127.8802397,37.391164","128.6049175,36.4982634","127.6964742,37.7457742","127.336219,37.9848425","127.9800723,37.7850861"
"127.9875189,37.7997749","127.6987438,37.746395","127.7463428,37.7584586",,,"127.5348024,37.3776455","127.8832976,37.3897921","128.6049132,36.4992983","127.6987438,37.746395","127.3370385,37.9855232","127.9802684,37.7852043"
"127.9875191,37.7998082","127.6998773,37.7466428","127.746637,37.7585166",,,"127.5350069,37.3776878","127.8834622,37.3897231","128.6049121,36.4995327","127.6998773,37.7466428","127.3373352,37.9857616","127.9808125,37.7855761"
"127.9875239,37.80002","127.7011494,37.7469498","127.7471902,37.7586236",,,"127.5352599,37.3777409","127.8837056,37.389615","128.6049499,36.4999912","127.7011494,37.7469498","127.3383128,37.9865462","127.9809566,37.7857242"
"127.9875569,37.8003669","127.7034704,37.7476885","127.7481741,37.7588379",,,"127.536211,37.3779353","127.8839108,37.3895296","128.6049489,36.4999994","127.7034704,37.7476885","127.3384617,37.9866662","127.9813247,37.7860995"
"127.9875974,37.8006551","127.7037249,37.7477854","127.7487354,37.758971",,,"127.5377835,37.3782386","127.8847088,37.3891809","128.6050115,36.5003999","127.7037249,37.7477854","127.3390867,37.9872746","127.9815307,37.7863339"
"127.9876632,37.8009974","127.7046158,37.7481236","127.7491137,37.7590675",,,"127.5395276,37.3785797","127.8858371,37.3886905","128.6050875,36.5007165","127.7046158,37.7481236","127.3394365,37.9877077","127.9816439,37.7864623"
"127.9878701,37.8015346","127.7050294,37.7482807","127.75,37.7592838",,,"127.5407578,37.3788244","127.8882561,37.3876676","128.6051746,36.501033","127.7050294,37.7482807","127.3397497,37.9882245","127.9818376,37.786722"
"127.9879392,37.8016749","127.7057293,37.7485309","127.7542223,37.7603239",,,"127.541291,37.3789306","127.8891579,37.3872861","128.6053739,36.5015414","127.7057293,37.7485309","127.3398993,37.9885744","127.9820729,37.7871068"
"127.9880267,37.8018593","127.7061463,37.7486663","127.7553222,37.7606018",,,"127.5463056,37.3798716","127.8905816,37.3867045","128.6054865,36.5017667","127.7061463,37.7486663","127.3399174,37.9886258","127.9824247,37.7877741"
"127.9882139,37.8021677","127.7065542,37.748799","127.7563117,37.7608097",,,"127.5514818,37.3808916","127.8909446,37.3865663","128.6055498,36.5018995","127.7065542,37.748799","127.3400374,37.9889748","127.983016,37.7889326"
"127.9884729,37.8025163","127.7066371,37.7488259","127.7574523,37.7610064",,,"127.5528352,37.3811795","127.8922223,37.3861519","128.6056874,36.5021497","127.7066371,37.7488259","127.3401365,37.9894742","127.9832243,37.7893409"
"127.9886779,37.8027597","127.7076766,37.7491188","127.7585642,37.76115",,,"127.5540057,37.3814584","127.8930357,37.38595","128.6058749,36.5024581","127.7076766,37.7491188","127.3401712,37.9902584","127.983345,37.789573"
"127.9891706,37.8032381","127.7083525,37.7492879","127.7592285,37.7611773",,,"127.5564901,37.3821233","127.8938832,37.3857886","128.6060991,36.502758","127.7083525,37.7492879","127.3403154,37.995733","127.9836778,37.7900935"
"127.9895247,37.8035313","127.7085558,37.7493326","127.7599302,37.7612146",,,"127.55937,37.3828809","127.8946766,37.3856453","128.6062491,36.5029414","127.7085558,37.7493326","127.3403362,37.9966452","127.9837489,37.7902077"
"127.991278,37.8051536","127.7094803,37.7495212","127.7603958,37.7612243",,,"127.5610319,37.3833289","127.8956487,37.3855465","128.6067616,36.5034911","127.7094803,37.7495212","127.3403487,37.9971851","127.9841294,37.7907334"
"127.991558,37.8054129","127.7105331,37.7496942","127.7609827,37.7612221",,,"127.563582,37.3840135","127.8970051,37.3855014","128.6070114,36.5036997","127.7105331,37.7496942","127.3403738,37.9982081","127.9843493,37.7910083"
"127.9918723,37.8056991","127.7107908,37.7497334","127.7618012,37.7611987",,,"127.5636747,37.3840387","127.8984049,37.3855283","128.6082373,36.5047079","127.7107908,37.7497334","127.3403842,37.9986506","127.9848425,37.7915686"
"127.9919752,37.8057933","127.7116743,37.7498498","127.7622983,37.7611597",,,"127.5644012,37.3842294","127.8993214,37.3856126","128.6094014,36.505612","127.7116743,37.7498498","127.3404454,37.9993258","127.9855081,37.7922707"
"127.9920894,37.8058956","127.7121058,37.7498923","127.7631529,37.7610722",,,"127.5652824,37.3844615","127.8998449,37.385701","128.6102494,36.5062703","127.7121058,37.7498923","127.3405786,37.9998992","127.9857838,37.7925778"
"127.9921066,37.8059109","127.7122091,37.7499021","127.7634752,37.7610345",,,"127.5661807,37.38469","127.9000304,37.3857355","128.6103624,36.5063576","127.7122091,37.7499021","127.3406148,37.9999993","127.9861527,37.7930639"
"127.9921317,37.8059333","127.7135273,37.7499997","127.7640006,37.7609721",,,"127.5670744,37.3848823","127.9003877,37.385801","128.6109394,36.5068066","127.7135273,37.7499997","127.3407235,38.0003121","127.9862939,37.793286"
"127.9922426,37.8060311","127.7139122,37.7500315","127.7658181,37.7606219",,,"127.5682358,37.3851034","127.9012043,37.3859974","128.6117118,36.5074079","127.7139122,37.7500315","127.3408877,38.0007188","127.9865878,37.7939337"
"127.992262,37.806049","127.7141325,37.7500455","127.7673213,37.7603093",,,"127.5693667,37.3852587","127.9021478,37.3862565","128.6128601,36.5082914","127.7141325,37.7500455","127.3412134,38.0012637","127.9868601,37.7945941"
"127.992294,37.8060768","127.7148296,37.7500893","127.7684092,37.760086",,,"127.5700705,37.3853313","127.9028616,37.3864515","128.6145493,36.5095909","127.7148296,37.7500893","127.341544,38.0016967","127.9870762,37.7951449"
"127.9924197,37.8061854","127.715999,37.7501728","127.7694769,37.7599042",,,"127.5705789,37.3853833","127.9046164,37.386953","128.6170619,36.5115326","127.715999,37.7501728","127.3419269,38.0021254","127.98727,37.7956109"
"127.9924619,37.8062221","127.7176794,37.7502932","127.7699216,37.7598284",,,"127.5714228,37.3854441","127.9052816,37.3871319","128.6176999,36.5120242","127.7176794,37.7502932","127.3421872,38.0023916","127.9874448,37.7961023"
"127.9927008,37.8064365","127.7179235,37.7503189","127.7699375,37.7598257",,,"127.57274,37.3854991","127.9060801,37.3873193","128.6181008,36.5123378","127.7179235,37.7503189","127.3426614,38.0027329","127.9874978,37.7963995"
"127.9930392,37.8067623","127.7179269,37.7503189","127.7708418,37.7596713",,,"127.574012,37.3855119","127.9066399,37.387431","128.6197883,36.5136579","127.7179269,37.7503189","127.3429151,38.0028793","127.9875215,37.7968807"
"127.9933548,37.8070755","127.7183164,37.7503596","127.7722101,37.7594383",,,"127.5743565,37.38549","127.9072856,37.3875604","128.6199374,36.5137746","127.7183164,37.7503596","127.3438115,38.0033996","127.9875246,37.7978821"
"127.9938992,37.8076158","127.7192305,37.7504733","127.7746574,37.7590225",,,"127.5753708,37.3854398","127.907834,37.3876513","128.6216744,36.5151249","127.7192305,37.7504733","127.345562,38.004058","127.9875062,37.7981967"
"127.9941054,37.8078791","127.7201743,37.7506419","127.7751282,37.758934",,,"127.5758746,37.3854143","127.9087634,37.3878067","128.6222499,36.5156081","127.7201743,37.7506419","127.3473845,38.004585","127.9874933,37.7986537"
"127.9943496,37.8082079","127.7207593,37.7507769","127.7765566,37.7586836",,,"127.576244,37.3853888","127.9091884,37.3878503","128.6227496,36.5161082","127.7207593,37.7507769","127.3487096,38.0049797","127.9875028,37.7990584"
"127.9944186,37.8083356","127.7208547,37.7507965","127.7781415,37.7583969",,,"127.5763863,37.385377","127.9102577,37.3879647","128.6230864,36.5164665","127.7208547,37.7507965","127.3523491,38.0060163","127.9875189,37.7997749"
"127.9945992,37.8086665","127.7212364,37.7508742","127.779158,37.7582124",,,"127.5769963,37.3853135","127.9106859,37.3879858","128.6234617,36.5169327","127.7212364,37.7508742","127.3555115,38.0069909","127.9875191,37.7998082"
"127.9949744,37.8094076","127.7221498,37.7511249","127.7794495,37.7581595",,,"127.5776739,37.3852202","127.9116159,37.3880303","128.6237741,36.5173741","127.7221498,37.7511249","127.3558746,38.0071328","127.9875239,37.80002"
"127.9951994,37.809925","127.7229496,37.7513577","127.7807156,37.7579158",,,"127.5786543,37.3850474","127.9124226,37.38805","128.6242367,36.5181577","127.7229496,37.7513577","127.3563617,38.0073912","127.9875569,37.8003669"
"127.9952283,37.8099879","127.7232644,37.751459","127.7812532,37.7577802",,,"127.5800841,37.3848021","127.912879,37.3880593","128.6243458,36.5183703","127.7232644,37.751459","127.3566621,38.0075583","127.9875974,37.8006551"
"127.9953851,37.8103343","127.7236576,37.7515943","127.782858,37.7573753",,,"127.5801948,37.3847831","127.9134483,37.3880437","128.6246745,36.5190081","127.7236576,37.7515943","127.3570249,38.0078327","127.9876632,37.8009974"
