0,1,2,3,4,5,6,7,8,9,10
"127.1671443,37.5740551","126.9559975,37.5135817","127.0141629,37.5199258","126.7322089,37.4210926","127.172008,37.2538017","126.9788755,37.5536905","126.7322089,37.4210926","128.5720951,35.8620274","126.9559975,37.5135817","127.0302875,37.569559","127.1498213,37.5665066"
"127.1684226,37.5748771","126.9561243,37.5137328","127.0150866,37.5204082","126.7339617,37.4209841","127.1722478,37.2538943","126.978874,37.5535733","126.7339617,37.4209841","128.5720415,35.862155","126.9561243,37.5137328","127.030445,37.5695488","127.1498937,37.5665212"
"127.1693975,37.5754251","126.9562374,37.5138911","127.0152388,37.5204845","126.7343914,37.420958","127.1731593,37.2543205","126.9788998,37.5534499","126.7343914,37.420958","128.5720372,35.8621659","126.9562374,37.5138911","127.0308628,37.5695523","127.1499582,37.5665341"
"127.1699523,37.5757133","126.9563116,37.5139617","127.0153618,37.5205409","126.7350631,37.4209182","127.1737161,37.2546402","126.9789509,37.5532663","126.7350631,37.4209182","128.5720266,35.8622002","126.9563116,37.5139617","127.0312047,37.5695708","127.150242,37.5666088"
"127.1707421,37.576122","126.9564902,37.5141329","127.0155378,37.5206209","126.7356093,37.4208857","127.1740894,37.2548918","126.979024,37.5531665","126.7356093,37.4208857","128.5719968,35.8622934","126.9564902,37.5141329","127.0314864,37.5695999","127.1507079,37.5667598"
"127.1719131,37.5766337","126.9568499,37.5144744","127.015583,37.5206428","126.7362233,37.4208482","127.1745042,37.2552058","126.979057,37.5531406","126.7362233,37.4208482","128.5719723,35.8623684","126.9568499,37.5144744","127.0318201,37.5696643","127.151151,37.5669243"
"127.1727498,37.5769506","126.9586828,37.5170102","127.0157872,37.5207328","126.7364122,37.4208368","127.1748773,37.2555015","126.9794315,37.5528493","126.7364122,37.4208368","128.5718023,35.8629","126.9586828,37.5170102","127.0321705,37.5697666","127.1520742,37.5673326"
"127.1733231,37.5771559","126.9590612,37.5175645","127.0159034,37.5207928","126.7384771,37.4207131","127.175239,37.2558243","126.979899,37.5525332","126.7384771,37.4207131","128.5717492,35.86307","126.9590612,37.5175645","127.0323874,37.5698414","127.1521115,37.5673498"
"127.1737867,37.5773158","126.9592594,37.5178538","127.0163207,37.521009","126.7414326,37.4205789","127.175854,37.256512","126.9801994,37.5523245","126.7414326,37.4205789","128.5717088,35.8631993","126.9592594,37.5178538","127.0326788,37.5699714","127.1533647,37.567916"
"127.1744281,37.5774933","126.9603273,37.519638","127.0164391,37.5210681","126.7420137,37.420552","127.1762878,37.2571252","126.9803619,37.5522332","126.7420137,37.420552","128.5717056,35.8632083","126.9603273,37.519638","127.0329779,37.570124","127.1538856,37.5681527"
"127.1747358,37.577578","126.9605223,37.5198939","127.017073,37.5214015","126.7423371,37.4205369","127.1774634,37.2591313","126.9805241,37.5521916","126.7423371,37.4205369","128.5716855,35.8632734","126.9605223,37.5198939","127.0332407,37.5702945","127.1561434,37.5691707"
"127.1759303,37.5779076","126.9611339,37.5209261","127.0171947,37.5214741","126.7432417,37.4204895","127.1780152,37.2600955","126.9809249,37.5521825","126.7432417,37.4204895","128.5716781,35.8632987","126.9611339,37.5209261","127.0337085,37.570638","127.1562406,37.5692151"
"127.1760615,37.5779413","126.9613206,37.521246","127.0174733,37.5216294","126.7436081,37.4204603","127.1780331,37.260128","126.9811919,37.5522062","126.7436081,37.4204603","128.5716643,35.863343","126.9613206,37.521246","127.0338912,37.5707622","127.1564903,37.5693276"
"127.1773739,37.5782495","126.9613284,37.5212577","127.0180586,37.5219436","126.7439826,37.420423","127.1791772,37.2621395","126.9812429,37.5522092","126.7439826,37.420423","128.5715878,35.8635835","126.9613284,37.5212577","127.0341764,37.5709634","127.1566124,37.5693829"
"127.1795179,37.5787349","126.9613575,37.5213066","127.0183034,37.5220591","126.7443118,37.4203864","127.1792007,37.2621819","126.9813526,37.5522196","126.7443118,37.4203864","128.5715125,35.863833","126.9613575,37.5213066","127.0346229,37.571277","127.1566519,37.5694011"
"127.1802941,37.5789109","126.9615553,37.5216635","127.0185816,37.5220972","126.7446763,37.4203301","127.179354,37.2624509","126.9816491,37.5522353","126.7446763,37.4203301","128.5713874,35.8642498","126.9615553,37.5216635","127.0348745,37.5714331","127.1576373,37.5698402"
"127.1810499,37.5790824","126.9616637,37.5218533","127.0187354,37.5221059","126.7452991,37.4202043","127.179586,37.2628103","126.981802,37.5522333","126.7452991,37.4202043","128.5712866,35.8645797","126.9616637,37.5218533","127.0350901,37.5715412","127.1576385,37.5698402"
"127.1834746,37.5796325","126.9618406,37.5221137","127.0188509,37.5220938","126.7456174,37.4201315","127.1803126,37.2637867","126.9818711,37.55222","126.7456174,37.4201315","128.5712824,35.8645942","126.9618406,37.5221137","127.0353974,37.5716515","127.1582182,37.5701024"
"127.1846264,37.5799033","126.9619679,37.5221936","127.0189053,37.522076","126.7458836,37.4200674","127.180676,37.2642744","126.9818961,37.5522129","126.7458836,37.4200674","128.5712495,35.8647","126.9619679,37.5221936","127.0358247,37.5717712","127.1587516,37.5703437"
"127.1860509,37.5802379","126.9620424,37.5222218","127.0189815,37.5220285","126.7463631,37.4199209","127.1811136,37.2647984","126.9819687,37.5521907","126.7463631,37.4199209","128.5711806,35.8649332","126.9620424,37.5222218","127.0358519,37.5717794","127.1588115,37.5703745"
"127.1866211,37.5803719","126.9620922,37.5222266","127.0190271,37.5219683","126.7468485,37.41975","127.1815683,37.2652927","126.9820823,37.5521254","126.7468485,37.41975","128.571134,35.8650932","126.9620922,37.5222266","127.0361685,37.5718546","127.1589493,37.5704425"
"127.1870239,37.5804658","126.9622414,37.5222462","127.0190491,37.5218909","126.7473295,37.4195665","127.1822076,37.2658731","126.982236,37.5520017","126.7473295,37.4195665","128.5710938,35.8652324","126.9622414,37.5222462","127.0365395,37.5719227","127.1603359,37.5710847"
"127.188825,37.5809492","126.962368,37.5222594","127.0190633,37.5218008","126.7482511,37.419173","127.1826795,37.266298","126.9823591,37.5518932","126.7482511,37.419173","128.5709813,35.865594","126.962368,37.5222594","127.0368768,37.5719511","127.1621887,37.5718011"
"127.1890693,37.5810282","126.9625435,37.5222575","127.0188869,37.5214242","126.7492422,37.4187178","127.1828179,37.266375","126.9826441,37.5516006","126.7492422,37.4187178","128.5709475,35.8657972","126.9625435,37.5222575","127.03705,37.5719581","127.1631655,37.5721428"
"127.1896472,37.5812163","126.9628098,37.5222001","127.0188365,37.5213411","126.7495295,37.4185827","127.1830203,37.2665342","126.9827833,37.5514462","126.7495295,37.4185827","128.5709367,35.8659019","126.9628098,37.5222001","127.0376363,37.5720028","127.1632243,37.5721637"
"127.1903608,37.5814697","126.9639887,37.5219278","127.018787,37.5212994","126.7499996,37.4183639","127.1831586,37.2666292","126.9830436,37.5511309","126.7499996,37.4183639","128.5709337,35.8660074","126.9639887,37.5219278","127.0376748,37.5720083","127.1633374,37.572201"
"127.1907238,37.5816166","126.9643167,37.5217959","127.0186989,37.5212666","126.7522018,37.4173674","127.18335,37.2667136","126.9831258,37.5510313","126.7522018,37.4173674","128.5709335,35.8662409","126.9643167,37.5217959","127.0377245,37.572022","127.1641751,37.5725207"
"127.1912269,37.5818415","126.9645858,37.5216683","127.0185994,37.52125","126.7530033,37.4170048","127.1835211,37.2667807","126.983216,37.5509154","126.7530033,37.4170048","128.5709359,35.8665853","126.9645858,37.5216683","127.0377629,37.5720474","127.1641762,37.5725207"
"127.1916292,37.5820472","126.9649505,37.5214662","127.0185123,37.5212577","126.7537197,37.4166659","127.1839852,37.2669136","126.9832743,37.5508408","126.7537197,37.4166659","128.5709365,35.8667935","126.9649505,37.5214662","127.0377942,37.5721124","127.1649923,37.5728655"
"127.1921761,37.5823451","126.9650744,37.5213992","127.0184375,37.5212746","126.7557843,37.4157568","127.1845016,37.266951","126.9833475,37.5507312","126.7557843,37.4157568","128.5709477,35.8669701","126.9650744,37.5213992","127.0378035,37.5722585","127.1656873,37.5731956"
"127.1927151,37.5826647","126.9650973,37.5213587","127.0183739,37.5213077","126.7568265,37.4152667","127.1854877,37.266877","126.9834253,37.5506134","126.7568265,37.4152667","128.5709548,35.8670864","126.9650973,37.5213587","127.0378075,37.5725271","127.1663934,37.5735761"
"127.1932563,37.5829861","126.9652047,37.5212069","127.0183374,37.5213409","126.7568402,37.4152605","127.1859985,37.2668964","126.9834896,37.5504767","126.7568402,37.4152605","128.5709628,35.8672666","126.9652047,37.5212069","127.0377948,37.5725658","127.1666079,37.5737101"
"127.1935105,37.5831373","126.9656124,37.5206913","127.0182623,37.5214082","126.7572159,37.4150862","127.1868483,37.2670483","126.983612,37.5499662","126.7572159,37.4150862","128.5709643,35.8675407","126.9656124,37.5206913","127.0377526,37.5726089","127.1671443,37.5740551"
"127.1937974,37.5833327","126.9657082,37.5205953","127.0181424,37.5215798","126.7574414,37.4149163","127.1871764,37.2670762","126.9837025,37.5494889","126.7574414,37.4149163","128.5709691,35.8676542","126.9657082,37.5205953","127.0376357,37.5726499","127.1684226,37.5748771"
"127.1948694,37.5840241","126.9657992,37.5205245","127.0180849,37.5217211","126.7581225,37.4146051","127.1874256,37.2670805","126.9837755,37.5492485","126.7581225,37.4146051","128.5709769,35.8678994","126.9657992,37.5205245","127.0373865,37.5726688","127.1693975,37.5754251"
"127.1965188,37.5850631","126.9658872,37.5204077","127.0179694,37.5219135","126.7585155,37.4143931","127.1874888,37.2670815","126.9838054,37.549182","126.7585155,37.4143931","128.5710024,35.8686474","126.9658872,37.5204077","127.0372733,37.572653","127.1699523,37.5757133"
"127.1983219,37.5862034","126.9660748,37.5202833","127.0178588,37.522042","126.7588567,37.4141789","127.1877923,37.2670427","126.9838491,37.549083","126.7588567,37.4141789","128.5710026,35.8686628","126.9660748,37.5202833","127.0365515,37.5725492","127.1707421,37.576122"
"127.1996278,37.5870414","126.9663291,37.5201664","127.0178393,37.522077","126.7593696,37.4138486","127.1878352,37.2670374","126.9838788,37.5490435","126.7593696,37.4138486","128.5710096,35.8687709","126.9663291,37.5201664","127.0362618,37.5725075","127.1719131,37.5766337"
"127.2014184,37.5882258","126.9664872,37.5200499","127.0178153,37.5221139","126.7597321,37.413639","127.1882146,37.2669248","126.9842021,37.5486086","126.7597321,37.413639","128.5710433,35.8697082","126.9664872,37.5200499","127.0361374,37.5724908","127.1727498,37.5769506"
"127.2027718,37.5891153","126.9667995,37.5197413","127.017467,37.5222441","126.7599329,37.4135556","127.1891636,37.2665307","126.9843396,37.5483713","126.7599329,37.4135556","128.5710496,35.8698452","126.9667995,37.5197413","127.0360365,37.5725075","127.1733231,37.5771559"
"127.2039884,37.5899422","126.9670612,37.5195432","127.0170768,37.5227346","126.7600031,37.4135434","127.1894426,37.266435","126.9843617,37.548292","126.7600031,37.4135434","128.5710476,35.8699444","126.9670612,37.5195432","127.035957,37.5725361","127.1737867,37.5773158"
"127.204028,37.5899693","126.9687745,37.5188993","127.0166906,37.5231359","126.7600743,37.413542","127.1916821,37.2654331","126.9843721,37.5482587","126.7600743,37.413542","128.5710495,35.8700075","126.9687745,37.5188993","127.0357368,37.5726163","127.1744281,37.5774933"
"127.2046696,37.5904171","126.9694496,37.5186499","127.0166826,37.5231449","126.7601737,37.4135508","127.1919214,37.265367","126.9843767,37.5482461","126.7601737,37.4135508","128.5710374,35.8703412","126.9694496,37.5186499","127.0355449,37.572712","127.1747358,37.577578"
"127.2059926,37.5912695","126.9696175,37.5185858","127.0164729,37.5233793","126.7604219,37.4135848","127.1932861,37.264543","126.9843837,37.5482227","126.7604219,37.4135848","128.5710748,35.8712244","126.9696175,37.5185858","127.0352106,37.5729189","127.1759303,37.5779076"
"127.2064762,37.5915924","126.9702087,37.5183604","127.0157457,37.5241876","126.7605562,37.4137199","127.1935978,37.2644312","126.9843942,37.5481804","126.7605562,37.4137199","128.5710874,35.8715831","126.9702087,37.5183604","127.0350591,37.5730598","127.1760615,37.5779413"
"127.2080963,37.5926655","126.9707512,37.5181258","127.0156727,37.524263","126.7607163,37.4138723","127.1947136,37.2637643","126.9844121,37.5480408","126.7607163,37.4138723","128.5711141,35.8720859","126.9707512,37.5181258","127.0348696,37.5733042","127.1773739,37.5782495"
"127.2090613,37.5932826","126.9711298,37.5178841","127.015634,37.5243025","126.7607958,37.4139495","127.1959865,37.2630284","126.9844439,37.5475353","126.7607958,37.4139495","128.5711226,35.8722301","126.9711298,37.5178841","127.0347791,37.5734751","127.1795179,37.5787349"
"127.2101583,37.5940244","126.9712682,37.5178297","127.0154186,37.5245287","126.7610421,37.4141817","127.1977895,37.2619847","126.9844372,37.5471963","126.7610421,37.4141817","128.5711254,35.8722715","126.9712682,37.5178297","127.0346763,37.5738037","127.1802941,37.5789109"
"127.2107957,37.5943982","126.9714441,37.5177602","127.0153321,37.5246185","126.7620344,37.4150866","127.1989923,37.2612658","126.9844695,37.5470982","126.7620344,37.4150866","128.5711349,35.8724788","126.9714441,37.5177602","127.034628,37.574092","127.1810499,37.5790824"
"127.2112365,37.5946498","126.9720399,37.5175249","127.0147919,37.5251932","126.7623837,37.4154214","127.2006369,37.2603334","126.9844992,37.5470641","126.7623837,37.4154214","128.5711453,35.872678","126.9720399,37.5175249","127.0346123,37.5744389","127.1834746,37.5796325"
"127.2118244,37.5949496","126.9725244,37.5173333","127.0143167,37.5257005","126.7636801,37.4166661","127.2016076,37.2598419","126.9845186,37.5470417","126.7636801,37.4166661","128.5711496,35.8732414","126.9725244,37.5173333","127.0345881,37.5754204","127.1846264,37.5799033"
"127.2123637,37.5952132","126.9727478,37.5172586","127.0127987,37.5273139","126.7667924,37.4197961","127.2026198,37.2594","126.9845791,37.5469716","126.7667924,37.4197961","128.5711532,35.8734316","126.9727478,37.5172586","127.0345293,37.5761223","127.1860509,37.5802379"
"127.2126249,37.595341","126.9730053,37.5171804","127.0118505,37.5283232","126.7670183,37.4200309","127.2040406,37.2588519","126.9850803,37.5466818","126.7670183,37.4200309","128.5711604,35.8738012","126.9730053,37.5171804","127.0344619,37.5764087","127.1866211,37.5803719"
"127.2129936,37.595514","126.9738297,37.5169317","127.0117778,37.5285455","126.7681028,37.4211229","127.2052028,37.2584068","126.985261,37.5465771","126.7681028,37.4211229","128.5711616,35.8738913","126.9738297,37.5169317","127.0344609,37.57657","127.1870239,37.5804658"
"127.2132367,37.5956246","126.9744894,37.5167733","127.0117028,37.5287606","126.7685393,37.4215564","127.2052525,37.2583862","126.9852997,37.5465547","126.7685393,37.4215564","128.5711701,35.8741094","126.9744894,37.5167733","127.0344524,37.5777481","127.188825,37.5809492"
"127.2133973,37.5956899","126.9747671,37.516707","127.0114477,37.5291859","126.7688069,37.4218222","127.2058759,37.2581498","126.9855257,37.5464439","126.7688069,37.4218222","128.5711802,35.8743654","126.9747671,37.516707","127.0344494,37.5782249","127.1890693,37.5810282"
"127.2138248,37.5958748","126.97525,37.516591","127.0113585,37.5293171","126.7698974,37.4228799","127.2063254,37.2579778","126.9856562,37.5463904","126.7698974,37.4228799","128.5711868,35.8745249","126.97525,37.516591","127.0346493,37.5797832","127.1896472,37.5812163"
"127.2138825,37.5958947","126.9759967,37.5164438","127.0113218,37.5293954","126.7705811,37.4235764","127.2067817,37.2577987","126.9864908,37.5461958","126.7705811,37.4235764","128.5711886,35.8745781","126.9759967,37.5164438","127.0352219,37.5822127","127.1903608,37.5814697"
"127.2144741,37.5960999","126.9773368,37.5162406","127.0112964,37.5294773","126.7709089,37.4239245","127.2076129,37.2574726","126.9871982,37.5460465","126.7709089,37.4239245","128.5712083,35.8750557","126.9773368,37.5162406","127.0352617,37.5823833","127.1907238,37.5816166"
"127.2151123,37.5962997","126.9775214,37.5162126","127.0112821,37.5295872","126.77125,37.4242944","127.2081889,37.2572451","126.987375,37.5460166","126.77125,37.4242944","128.5712118,35.8751495","126.9775214,37.5162126","127.0354494,37.5833331","127.1912269,37.5818415"
