0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
"126.9691836,37.5568228","128.582015,35.8476496","129.1374633,35.168046","127.0493116,37.6784331","127.4726873,36.6394326","128.9732877,35.2085776","127.0801841,37.5529945","127.0774228,37.6311341","126.9514451,37.4659636","128.5891443,35.8802082","127.0741718,37.5292322","126.9514451,37.4659636","127.1380864,37.4346083","127.0132754,37.6340993","127.0125132,37.5670065","127.0774228,37.6311341","127.7222843,37.8790151","126.9703693,37.5178933","127.0525749,37.5953493","127.9314373,37.3685827","127.0095049,37.2955036","127.0134047,37.2973477","129.1723524,37.456032","128.5891443,35.8802082","127.0134047,37.2973477","127.1061126,37.642802","128.582015,35.8476496","127.1338529,35.8471615","127.0312903,37.2924569","128.7259234,36.5599874","127.074003,37.5097479","127.0118081,37.5054745","127.0483321,37.5570069","126.9703693,37.5178933","127.1209455,37.4128982","127.2568538,37.4103416","127.0525749,37.5953493","128.9732877,35.2085776","127.9314373,37.3685827","127.1061126,37.642802","127.0125132,37.5670065","127.092668,37.4997518","128.5808702,35.2226942","127.9314373,37.3685827","127.1193209,37.4112606","126.9514451,37.4659636","126.9514451,37.4659636","126.9514451,37.4659636","127.0476995,37.5029647","127.0483321,37.5570069","127.0476995,37.5029647","127.1380864,37.4346083","127.0593619,37.5033414","127.1491706,37.5562797","127.7222843,37.8790151","127.0493116,37.6784331","127.7222843,37.8790151","127.2083791,37.5442581","127.0741718,37.5292322","127.7222843,37.8790151","127.1380864,37.4346083","127.1317573,35.8445964","127.102999,37.6146526","127.1209455,37.4128982","127.1061126,37.642802","127.1491706,37.5562797","127.9314373,37.3685827","127.1193209,37.4112606","127.9314373,37.3685827","127.102999,37.6146526","127.0476995,37.5029647","127.0774228,37.6311341","128.9732877,35.2085776","127.102999,37.6146526","126.9586604,37.5052285","128.1630746,35.1585122","127.0394646,37.286675","127.1193209,37.4112606","127.0525749,37.5953493","127.1061126,37.642802","127.1380864,37.4346083","127.1061126,37.642802","127.1380864,37.4346083","127.0134047,37.2973477","127.1380864,37.4346083","126.9514451,37.4659636","127.0741718,37.5292322","127.0774228,37.6311341","127.0741718,37.5292322","127.1193209,37.4112606","127.0394646,37.286675","127.1061126,37.642802"
"126.9691846,37.5568354","128.5815402,35.8476728","129.1367996,35.1676916","127.0495098,37.679036","127.4727881,36.6393262","128.9732897,35.2082629","127.080349,37.5530744","127.0774253,37.6310827","126.9516882,37.4659737","128.5890529,35.8799251","127.0743521,37.5291644","126.9516882,37.4659737","127.1379893,37.43459","127.0133327,37.6338363","127.0125813,37.567324","127.0774253,37.6310827","127.7220505,37.8791463","126.9702419,37.5176575","127.0526372,37.5953414","127.931586,37.3685326","127.0094182,37.295469","127.0136792,37.2974796","129.1723602,37.4558778","128.5890529,35.8799251","127.0136792,37.2974796","127.1061469,37.6427328","128.5815402,35.8476728","127.1339283,35.8473746","127.0316546,37.2924845","128.7258429,36.5599819","127.0737724,37.510698","127.0116814,37.5054803","127.0487741,37.5571159","126.9702419,37.5176575","127.1208612,37.4130268","127.2569104,37.4103075","127.0526372,37.5953414","128.9732897,35.2082629","127.931586,37.3685326","127.1061469,37.6427328","127.0125813,37.567324","127.0917695,37.4999993","128.5809036,35.2227255","127.931586,37.3685326","127.1193636,37.4113022","126.9516882,37.4659737","126.9516882,37.4659737","126.9516882,37.4659737","127.0476503,37.5030637","127.0487741,37.5571159","127.0476503,37.5030637","127.1379893,37.43459","127.0588944,37.5031801","127.1491411,37.5562814","127.7220505,37.8791463","127.0495098,37.679036","127.7220505,37.8791463","127.2084298,37.5443123","127.0743521,37.5291644","127.7220505,37.8791463","127.1379893,37.43459","127.131344,35.8446537","127.1027491,37.6145472","127.1208612,37.4130268","127.1061469,37.6427328","127.1491411,37.5562814","127.931586,37.3685326","127.1193636,37.4113022","127.931586,37.3685326","127.1027491,37.6145472","127.0476503,37.5030637","127.0774253,37.6310827","128.9732897,35.2082629","127.1027491,37.6145472","126.9586474,37.5053032","128.1636042,35.1584182","127.0394691,37.2866723","127.1193636,37.4113022","127.0526372,37.5953414","127.1061469,37.6427328","127.1379893,37.43459","127.1061469,37.6427328","127.1379893,37.43459","127.0136792,37.2974796","127.1379893,37.43459","126.9516882,37.4659737","127.0743521,37.5291644","127.0774253,37.6310827","127.0743521,37.5291644","127.1193636,37.4113022","127.0394691,37.2866723","127.1061469,37.6427328"
"126.9691866,37.5568741","128.5813289,35.8476828","129.1360773,35.1673146","127.0495644,37.6791993","127.4729492,36.6391568","128.9732869,35.2077409","127.0804866,37.5531578","127.0774539,37.6310423","126.951834,37.465987","128.5890285,35.8798414","127.0744168,37.5291412","126.951834,37.465987","127.1379261,37.4345781","127.013342,37.6337976","127.0126029,37.5674846","127.0774539,37.6310423","127.7211763,37.8796094","126.9700731,37.5173746","127.0526374,37.5953189","127.9317371,37.3684825","127.0094025,37.2954626","127.013822,37.2975514","129.1723871,37.455662","128.5890285,35.8798414","127.013822,37.2975514","127.1061474,37.642648","128.5813289,35.8476828","127.1339414,35.8474116","127.032417,37.2925226","128.7257915,36.5599861","127.0737183,37.5108627","127.0116769,37.5054803","127.0489086,37.5571543","126.9700731,37.5173746","127.1208373,37.4130628","127.2570497,37.4102222","127.0526374,37.5953189","128.9732869,35.2077409","127.9317371,37.3684825","127.1061474,37.642648","127.0126029,37.5674846","127.0911723,37.5001793","128.5809219,35.2227767","127.9317371,37.3684825","127.1194199,37.411342","126.951834,37.465987","126.951834,37.465987","126.951834,37.465987","127.0475942,37.503177","127.0489086,37.5571543","127.0475942,37.503177","127.1379261,37.4345781","127.0586766,37.5031009","127.1491287,37.5562814","127.7211763,37.8796094","127.0495644,37.6791993","127.7211763,37.8796094","127.2088854,37.5447641","127.0744168,37.5291412","127.7211763,37.8796094","127.1379261,37.4345781","127.1308277,35.8447224","127.1023613,37.6143828","127.1208373,37.4130628","127.1061474,37.642648","127.1491287,37.5562814","127.9317371,37.3684825","127.1194199,37.411342","127.9317371,37.3684825","127.1023613,37.6143828","127.0475942,37.503177","127.0774539,37.6310423","128.9732869,35.2077409","127.1023613,37.6143828","126.95852,37.5053928","128.1638958,35.1583661","127.039511,37.2866472","127.1194199,37.411342","127.0526374,37.5953189","127.1061474,37.642648","127.1379261,37.4345781","127.1061474,37.642648","127.1379261,37.4345781","127.013822,37.2975514","127.1379261,37.4345781","126.951834,37.465987","127.0744168,37.5291412","127.0774539,37.6310423","127.0744168,37.5291412","127.1194199,37.411342","127.039511,37.2866472","127.1061474,37.642648"
"126.9689215,37.5568928","128.581009,35.8476983","129.1367996,35.1676916","127.0495891,37.6792445","127.4731808,36.6389008","128.9733245,35.2076972","127.0805373,37.5532166","127.0774983,37.6310064","126.9519117,37.4661776","128.5889995,35.8797416","127.0744803,37.5291198","126.9519117,37.4661776","127.1379238,37.4345771","127.012932,37.6337463","127.0125998,37.5676062","127.0774983,37.6310064","127.7211002,37.8796492","126.9700328,37.5173068","127.0526404,37.5951837","127.9319119,37.3684413","127.0093721,37.2954544","127.0139651,37.2974086","129.1717221,37.4559571","128.5889995,35.8797416","127.0139651,37.2974086","127.1061387,37.6425813","128.581009,35.8476983","127.13395,35.8474657","127.0327712,37.2925348","128.7257269,36.5600012","127.074487,37.5110016","127.0115456,37.5054806","127.0492658,37.5572548","126.9700328,37.5173068","127.1209262,37.4131307","127.2574028,37.4100327","127.0526404,37.5951837","128.9733245,35.2076972","127.9319119,37.3684413","127.1061387,37.6425813","127.0125998,37.5676062","127.091131,37.5000854","128.5809264,35.2227902","127.9319119,37.3684413","127.1194773,37.4113837","126.9519117,37.4661776","126.9519117,37.4661776","126.9519117,37.4661776","127.0473021,37.5037591","127.0492658,37.5572548","127.0473021,37.5037591","127.1379238,37.4345771","127.0586246,37.5030826","127.1490868,37.556284","127.7211002,37.8796492","127.0495891,37.6792445","127.7211002,37.8796492","127.2092451,37.5451291","127.0744803,37.5291198","127.7211002,37.8796492","127.1379238,37.4345771","127.1305396,35.8447603","127.1033846,37.6141465","127.1209262,37.4131307","127.1061387,37.6425813","127.1490868,37.556284","127.9319119,37.3684413","127.1194773,37.4113837","127.9319119,37.3684413","127.1033846,37.6141465","127.0473021,37.5037591","127.0774983,37.6310064","128.9733245,35.2076972","127.1033846,37.6141465","126.958317,37.505464","128.1639438,35.1585922","127.0395914,37.2865998","127.1194773,37.4113837","127.0526404,37.5951837","127.1061387,37.6425813","127.1379238,37.4345771","127.1061387,37.6425813","127.1379238,37.4345771","127.0136788,37.297704","127.1379238,37.4345771","126.9519117,37.4661776","127.0744803,37.5291198","127.0774983,37.6310064","127.0744803,37.5291198","127.1194773,37.4113837","127.0395914,37.2865998","127.1061387,37.6425813"
"126.9689116,37.5566962","128.5804978,35.8477227","129.1374633,35.168046","127.0496126,37.6792869","127.4732872,36.6387828","128.9733604,35.2076769","127.0805493,37.5532824","127.0774814,37.6309838","126.9519416,37.4662642","128.5890285,35.8798414","127.0745868,37.5290913","126.9519416,37.4662642","127.1375477,37.4345075","127.0127509,37.6337221","127.0125938,37.5676666","127.0775856,37.631004","127.7210013,37.8796746","126.9700918,37.5172819","127.052654,37.5946195","127.9319999,37.3684247","127.009291,37.2954315","127.0140241,37.2973494","129.1715296,37.4560455","128.5890285,35.8798414","127.0140241,37.2973494","127.106105,37.6425109","128.5804978,35.8477227","127.1339511,35.8474693","127.0330058,37.2925511","128.7256113,36.5600384","127.0750442,37.5111037","127.0111892,37.5054828","127.049433,37.5573041","126.9700918,37.5172819","127.1209657,37.4131542","127.2577741,37.4098487","127.052654,37.5946195","128.9733604,35.2076769","127.9319999,37.3684247","127.106105,37.6425109","127.0125938,37.5676666","127.0910941,37.4999997","128.5810318,35.2231129","127.9319999,37.3684247","127.1193526,37.411696","126.9519416,37.4662642","126.9519416,37.4662642","126.9519416,37.4662642","127.0472999,37.5037627","127.049433,37.5573041","127.0472999,37.5037627","127.1375477,37.4345075","127.0585251,37.5032698","127.1490448,37.5562911","127.7210013,37.8796746","127.0496126,37.6792869","127.7210013,37.8796746","127.2092846,37.5451671","127.0745868,37.5290913","127.7210013,37.8796746","127.1375477,37.4345075","127.1305892,35.8445675","127.1035366,37.6141118","127.1209657,37.4131542","127.106105,37.6425109","127.1490448,37.5562911","127.9319999,37.3684247","127.1193526,37.411696","127.9319999,37.3684247","127.1035366,37.6141118","127.0472999,37.5037627","127.0774814,37.6309838","128.9733604,35.2076769","127.1035366,37.6141118","126.9582943,37.505472","128.1639662,35.1587805","127.0397544,37.2865048","127.1193526,37.411696","127.052654,37.5946195","127.106105,37.6425109","127.1375477,37.4345075","127.106105,37.6425109","127.1375477,37.4345075","127.0135619,37.2978207","127.1375477,37.4345075","126.9519416,37.4662642","127.0745868,37.5290913","127.0774814,37.6309838","127.0745868,37.5290913","127.1193526,37.411696","127.0397544,37.2865048","127.106105,37.6425109"
"126.9689121,37.5566277","128.5801282,35.8477405","129.1378051,35.1682289","127.0496508,37.6793429","127.4735994,36.6384078","128.9734173,35.2076645","127.0804373,37.5532829","127.0774252,37.6309151","126.95195,37.466358","128.5890529,35.8799251","127.0748634,37.5290184","126.95195,37.466358","127.1374009,37.4344746","127.012701,37.6337147","127.0125822,37.5677125","127.0776456,37.6310177","127.7208547,37.8797019","126.9703585,37.5171722","127.0526724,37.5938219","127.9322989,37.368375","127.0091748,37.2955915","127.01435,37.2970325","129.1711999,37.455558","128.5890529,35.8799251","127.01435,37.2970325","127.1060543,37.6424503","128.5801282,35.8477405","127.1339521,35.8475008","127.0331996,37.2925915","128.7256084,36.5600637","127.0752876,37.5112776","127.0111688,37.5054818","127.0494466,37.5573078","126.9703585,37.5171722","127.1210401,37.4131905","127.2578205,37.4098136","127.0526724,37.5938219","128.9734173,35.2076645","127.9322989,37.368375","127.1060543,37.6424503","127.0125822,37.5677125","127.0910215,37.4998336","128.581191,35.2235993","127.9322989,37.368375","127.1193103,37.411786","126.95195,37.466358","126.95195,37.466358","126.95195,37.466358","127.0472368,37.5038976","127.0494466,37.5573078","127.0472368,37.5038976","127.1374009,37.4344746","127.058262,37.5037492","127.1489644,37.5563125","127.7208547,37.8797019","127.0496508,37.6793429","127.7208547,37.8797019","127.2096285,37.5455186","127.0748634,37.5290184","127.7208547,37.8797019","127.1374009,37.4344746","127.1306647,35.8442783","127.1044794,37.6138942","127.1210401,37.4131905","127.1060543,37.6424503","127.1489644,37.5563125","127.9322989,37.368375","127.1193103,37.411786","127.9322989,37.368375","127.1044794,37.6138942","127.0472368,37.5038976","127.0774252,37.6309151","128.9734173,35.2076645","127.1044794,37.6138942","126.957884,37.5055774","128.1639986,35.1589895","127.03997,37.2866724","127.1193103,37.411786","127.0526724,37.5938219","127.1060543,37.6424503","127.1374009,37.4344746","127.1060543,37.6424503","127.1374009,37.4344746","127.0134744,37.2979078","127.1374009,37.4344746","126.95195,37.466358","127.0748634,37.5290184","127.0774252,37.6309151","127.0748634,37.5290184","127.1193103,37.411786","127.03997,37.2866724","127.1060543,37.6424503"
"126.9689135,37.5564286","128.5802123,35.8479831","129.1379587,35.1683296","127.0498111,37.6792796","127.4736139,36.6383844","128.9734634,35.2076622","127.0802866,37.5532995","127.0772283,37.630662","126.9519119,37.4664579","128.5891443,35.8802082","127.0773654,37.5280791","126.9519119,37.4664579","127.1367121,37.4343328","127.0123624,37.6336746","127.0125569,37.5677638","127.0776885,37.6310395","127.7210088,37.8798846","126.9706388,37.5170572","127.0526731,37.593711","127.9329704,37.3682842","127.0090221,37.2958243","127.0145907,37.2967956","129.1710921,37.4555902","128.5891443,35.8802082","127.0145907,37.2967956","127.1058009,37.6421439","128.5802123,35.8479831","127.1339519,35.847545","127.033375,37.2926914","128.7256031,36.5600854","127.0776821,37.5116548","127.0110614,37.5054777","127.0497145,37.5573836","126.9706388,37.5170572","127.122259,37.4137181","127.2578376,37.4097551","127.0526731,37.593711","128.9734634,35.2076622","127.9329704,37.3682842","127.1058009,37.6421439","127.0125569,37.5677638","127.0904323,37.4999992","128.5811956,35.2236164","127.9329704,37.3682842","127.1193753,37.4118863","126.9519119,37.4664579","126.9519119,37.4664579","126.9519119,37.4664579","127.0480036,37.504143","127.0497145,37.5573836","127.0480036,37.504143","127.1367121,37.4343328","127.0580585,37.5041207","127.1488544,37.5563446","127.7210088,37.8798846","127.0498111,37.6792796","127.7210088,37.8798846","127.2102159,37.5461401","127.0773654,37.5280791","127.7210088,37.8798846","127.1367121,37.4343328","127.1307482,35.8439567","127.1043801,37.6135964","127.122259,37.4137181","127.1058009,37.6421439","127.1488544,37.5563446","127.9329704,37.3682842","127.1193753,37.4118863","127.9329704,37.3682842","127.1043801,37.6135964","127.0480036,37.504143","127.0772283,37.630662","128.9734634,35.2076622","127.1043801,37.6135964","126.9576945,37.5056531","128.1641023,35.1597283","127.0400902,37.286754","127.1193753,37.4118863","127.0526731,37.593711","127.1058009,37.6421439","127.1367121,37.4343328","127.1058009,37.6421439","127.1367121,37.4343328","127.0133688,37.2980128","127.1367121,37.4343328","126.9519119,37.4664579","127.0773654,37.5280791","127.0772283,37.630662","127.0773654,37.5280791","127.1193753,37.4118863","127.0400902,37.286754","127.1058009,37.6421439"
"126.968916,37.5563907","128.580249,35.8480757","129.1380748,35.1684245","127.0498703,37.6792536","127.4739385,36.6378372","128.9740282,35.207667","127.0801742,37.5533496","127.0770999,37.6305182","126.9518381,37.4666604","128.5892232,35.8804654","127.0773711,37.5280755","126.9518381,37.4666604","127.136676,37.4343254","127.0120624,37.6336229","127.0125043,37.5678474","127.0777223,37.6310838","127.7210442,37.8799341","126.970674,37.5170411","127.052669,37.5936272","127.9335436,37.3682063","127.0089926,37.2958603","127.0148371,37.2965577","129.1707541,37.4556932","128.5892232,35.8804654","127.0148371,37.2965577","127.1057885,37.6421277","128.580249,35.8480757","127.1339424,35.8479092","127.0335996,37.2928581","128.7255813,36.5601208","127.0779986,37.5117037","127.0109596,37.5054737","127.0498083,37.5572109","126.970674,37.5170411","127.122303,37.4137354","127.2582035,37.4098198","127.052669,37.5936272","128.9740282,35.207667","127.9335436,37.3682063","127.1057885,37.6421277","127.0125043,37.5678474","127.0897581,37.5001834","128.5812667,35.2238412","127.9335436,37.3682063","127.1198183,37.4125656","126.9518381,37.4666604","126.9518381,37.4666604","126.9518381,37.4666604","127.0482701,37.5042252","127.0498083,37.5572109","127.0482701,37.5042252","127.136676,37.4343254","127.0579486,37.5043321","127.1488317,37.5563499","127.7210442,37.8799341","127.0498703,37.6792536","127.7210442,37.8799341","127.2105665,37.5465115","127.0773711,37.5280755","127.7210442,37.8799341","127.136676,37.4343254","127.1307764,35.8438486","127.1043143,37.613397","127.122303,37.4137354","127.1057885,37.6421277","127.1488317,37.5563499","127.9335436,37.3682063","127.1198183,37.4125656","127.9335436,37.3682063","127.1043143,37.613397","127.0482701,37.5042252","127.0770999,37.6305182","128.9740282,35.207667","127.1043143,37.613397","126.9573185,37.5058614","128.1641118,35.1598121","127.0404664,37.2870322","127.1198183,37.4125656","127.052669,37.5936272","127.1057885,37.6421277","127.136676,37.4343254","127.1057885,37.6421277","127.136676,37.4343254","127.0126489,37.2987247","127.136676,37.4343254","126.9518381,37.4666604","127.0773711,37.5280755","127.0770999,37.6305182","127.0773711,37.5280755","127.1198183,37.4125656","127.0404664,37.2870322","127.1057885,37.6421277"
"126.9689163,37.5563492","128.5805081,35.8487279","129.1381294,35.1684679","127.0500908,37.6791671","127.4739553,36.637812","128.9740622,35.2076648","127.0801241,37.5533999","127.076869,37.6302587","126.9516717,37.4669859","128.5892567,35.8805651","127.0775481,37.5279824","126.9516717,37.4669859","127.1365224,37.4342961","127.0113118,37.6334999","127.0124468,37.5679715","127.07773,37.6311235","127.7217047,37.881009","126.9707354,37.5171676","127.0526727,37.5935821","127.9338257,37.3681638","127.0086875,37.2962826","127.0148995,37.2964994","129.1704888,37.4557619","128.5892567,35.8805651","127.0148995,37.2964994","127.1057375,37.642141","128.5805081,35.8487279","127.1340908,35.8479142","127.033723,37.2929658","128.7255471,36.5601454","127.0782236,37.5117397","127.0109007,37.505478","127.0505715,37.557385","126.9707354,37.5171676","127.1223289,37.4137436","127.2582273,37.409819","127.0526727,37.5935821","128.9740622,35.2076648","127.9338257,37.3681638","127.1057375,37.642141","127.0124468,37.5679715","127.0893072,37.5003071","128.581495,35.223904","127.9338257,37.3681638","127.119852,37.4126062","126.9516717,37.4669859","126.9516717,37.4669859","126.9516717,37.4669859","127.0488528,37.5043987","127.0505715,37.557385","127.0488528,37.5043987","127.1365224,37.4342961","127.0579074,37.5044104","127.1488034,37.5563517","127.7217047,37.881009","127.0500908,37.6791671","127.7217047,37.881009","127.2107086,37.5466605","127.0775481,37.5279824","127.7217047,37.881009","127.1365224,37.4342961","127.1308045,35.8437405","127.1042351,37.6131606","127.1223289,37.4137436","127.1057375,37.642141","127.1488034,37.5563517","127.9338257,37.3681638","127.119852,37.4126062","127.9338257,37.3681638","127.1042351,37.6131606","127.0488528,37.5043987","127.076869,37.6302587","128.9740622,35.2076648","127.1042351,37.6131606","126.9572083,37.5059159","128.1641562,35.1601365","127.0415994,37.2879056","127.119852,37.4126062","127.0526727,37.5935821","127.1057375,37.642141","127.1365224,37.4342961","127.1057375,37.642141","127.1365224,37.4342961","127.0125206,37.2988485","127.1365224,37.4342961","126.9516717,37.4669859","127.0775481,37.5279824","127.076869,37.6302587","127.0775481,37.5279824","127.119852,37.4126062","127.0415994,37.2879056","127.1057375,37.642141"
"126.9689208,37.5562005","128.5805998,35.8489579","129.1386777,35.1689257","127.0502885,37.6790966","127.4739676,36.6377949","128.9741369,35.2076657","127.0801249,37.5534666","127.0767945,37.6302179","126.9515685,37.4671819","128.5893853,35.8809814","127.0775924,37.5279601","126.9515685,37.4671819","127.1363869,37.434266","127.01135,37.6333793","127.0124307,37.5680138","127.0778592,37.6311275","127.7217652,37.8811072","126.9708458,37.5173943","127.0526861,37.5934254","127.9341496,37.3681158","127.0085987,37.296404","127.0151367,37.296275","129.1703155,37.4557976","128.5893853,35.8809814","127.0151367,37.296275","127.1057046,37.6421409","128.5805998,35.8489579","127.1342536,35.8479201","127.0337993,37.2930329","128.7255092,36.5601548","127.0783066,37.5120582","127.0107839,37.5055199","127.0506371,37.5573979","126.9708458,37.5173943","127.1225761,37.4138129","127.258277,37.4098164","127.0526861,37.5934254","128.9741369,35.2076657","127.9341496,37.3681158","127.1057046,37.6421409","127.0124307,37.5680138","127.0891731,37.4999993","128.5828021,35.2237066","127.9341496,37.3681158","127.1198722,37.4126225","126.9515685,37.4671819","126.9515685,37.4671819","126.9515685,37.4671819","127.048915,37.504416","127.0506371,37.5573979","127.048915,37.504416","127.1363869,37.434266","127.0578639,37.5044949","127.1487977,37.5563516","127.7217652,37.8811072","127.0502885,37.6790966","127.7217652,37.8811072","127.2108145,37.5467762","127.0775924,37.5279601","127.7217652,37.8811072","127.1363869,37.434266","127.1309149,35.8433405","127.1040729,37.6131952","127.1225761,37.4138129","127.1057046,37.6421409","127.1487977,37.5563516","127.9341496,37.3681158","127.1198722,37.4126225","127.9341496,37.3681158","127.1040729,37.6131952","127.048915,37.504416","127.0767945,37.6302179","128.9741369,35.2076657","127.1040729,37.6131952","126.9571456,37.5059796","128.1641773,35.1603068","127.0418083,37.2880731","127.1198722,37.4126225","127.0526861,37.5934254","127.1057046,37.6421409","127.1363869,37.434266","127.1057046,37.6421409","127.1363869,37.434266","127.0121697,37.2991878","127.1363869,37.434266","126.9515685,37.4671819","127.0775924,37.5279601","127.0767945,37.6302179","127.0775924,37.5279601","127.1198722,37.4126225","127.0418083,37.2880731","127.1057046,37.6421409"
