0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,"127.9884729,37.8025163","127.949555,37.7536504","127.949555,37.7536504",,"126.8070364,35.2530495",,,"127.8670189,37.6808061","127.7754591,37.9372034","127.6461518,37.9852984",,"128.5493443,38.0233177","127.7767414,37.8815748","128.0740807,37.9585666","127.949555,37.7536504","127.4730552,38.0771225",,"127.7484722,37.5770841","128.2819996,37.5255496"
,"127.9886779,37.8027597","127.9495545,37.7533746","127.9495545,37.7533746",,"126.8081622,35.251873",,,"127.8673039,37.6808738","127.7754844,37.9372962","127.6460972,37.9853642",,"128.5500613,38.0239872","127.7766888,37.8821085","128.0738481,37.9592572","127.9495545,37.7533746","127.4732741,38.077191",,"127.7486349,37.577301","128.2825623,37.5258992"
,"127.9891706,37.8032381","127.9495997,37.7527742","127.9495997,37.7527742",,"126.808191,35.2518416",,,"127.8678716,37.6810189","127.7754162,37.9373171","127.6460542,37.9854769",,"128.5510566,38.0248282","127.7765651,37.8833796","128.0737433,37.9596822","127.9495997,37.7527742","127.4736572,38.0772894",,"127.7488056,37.5775593","128.283312,37.5263827"
,"127.9895247,37.8035313","127.949671,37.7521853","127.949671,37.7521853",,"126.8082243,35.2518057",,,"127.8682975,37.6811429","127.7753367,37.937347","127.6459047,37.9859107",,"128.552013,38.0255848","127.7765238,37.8838989","128.0737356,37.9597129","127.949671,37.7521853","127.4739741,38.0773498",,"127.7489469,37.5777996","128.2853488,37.52787"
,"127.991278,37.8051536","127.9497005,37.7519959","127.9497005,37.7519959",,"126.8085147,35.2515224",,,"127.8684078,37.6811984","127.7752118,37.9374248","127.6458299,37.9860531",,"128.553077,38.0262909","127.776469,37.8847625","128.0737324,37.959749","127.9497005,37.7519959","127.4742865,38.0773661",,"127.7490494,37.5779887","128.2864631,37.5286837"
,"127.991558,37.8054129","127.9498544,37.7505947","127.9498544,37.7505947",,"126.8100775,35.2499994",,,"127.8684954,37.6812441","127.7751993,37.9374303","127.6456469,37.9862562",,"128.5550896,38.0273552","127.7764637,37.8848535","128.0737017,37.9600402","127.9498544,37.7505947","127.4745545,38.0773671",,"127.7491693,37.5782625","128.2888593,37.5304334"
,"127.9918723,37.8056991","127.9499064,37.7499996","127.9499064,37.7499996",,"126.8103526,35.2497043",,,"127.868526,37.681253","127.7751323,37.9374629","127.6452866,37.9865991",,"128.556105,38.0278463","127.776418,37.8854034","128.073701,37.9600943","127.9499064,37.7499996","127.4748874,38.0773581",,"127.7492663,37.5785074","128.2909306,37.5319446"
,"127.9919752,37.8057933","127.9499942,37.7489384","127.9499942,37.7489384",,"126.8107555,35.2492422",,,"127.8685556,37.681261","127.7749697,37.9375128","127.6451468,37.9867399",,"128.5561876,38.027887","127.7763793,37.8857036","128.0737003,37.9602998","127.9499942,37.7489384","127.4752614,38.0773429",,"127.7492915,37.5785714","128.2930624,37.5334995"
,"127.9920894,37.8058956","127.9499974,37.7485364","127.9499974,37.7485364",,"126.811142,35.2487737",,,"127.8687157,37.6813029","127.7748583,37.9375455","127.6450059,37.9868816",,"128.5563515,38.0279522","127.776345,37.8859714","128.0737213,37.9605205","127.9499974,37.7485364","127.475575,38.0773159",,"127.749328,37.578665","128.2934239,37.5337576"
,"127.9921066,37.8059109","127.9499888,37.7482408","127.9499888,37.7482408",,"126.8127243,35.2467494",,,"127.8689984,37.6813786","127.7747595,37.9376007","127.6447468,37.9871505",,"128.5578216,38.0285338","127.7762633,37.8866043","128.0737466,37.9606953","127.9499888,37.7482408","127.4757597,38.0773042",,"127.7493669,37.5787794","128.2942372,37.5343497"
,"127.9921317,37.8059333","127.9499643,37.7479417","127.9499643,37.7479417",,"126.8127699,35.2466848",,,"127.8693227,37.6813677","127.7747268,37.9376756","127.6445865,37.9873165",,"128.5598109,38.029236","127.776149,37.887067","128.0737939,37.9609203","127.9499643,37.7479417","127.4759729,38.0772836",,"127.7493761,37.5788065","128.2978872,37.5369832"
,"127.9922426,37.8060311","127.9499435,37.7476993","127.9499435,37.7476993",,"126.8130747,35.2462582",,,"127.8695018,37.6813536","127.7747194,37.9378207","127.6445638,37.98734",,"128.5609629,38.0296429","127.7760016,37.8874918","128.0738605,37.9611363","127.9499435,37.7476993","127.4762215,38.0772394",,"127.7494139,37.578947","128.3078713,37.544308"
,"127.992262,37.806049","127.9499233,37.7475453","127.9499233,37.7475453",,"126.813237,35.2460409",,,"127.8698759,37.6813065","127.7747198,37.9379298","127.6444695,37.9874419",,"128.5610821,38.0296905","127.7757918,37.8879574","128.0739567,37.9613675","127.9499233,37.7475453","127.4762808,38.0772259",,"127.7495573,37.5794911","128.3088366,37.5450162"
,"127.992294,37.8060768","127.9498709,37.7471336","127.9498709,37.7471336",,"126.8134873,35.2456916",,,"127.8702237,37.6812315","127.7747173,37.9381894","127.6444252,37.9875042",,"128.5613858,38.0298112","127.7751116,37.8891577","128.0740747,37.9616076","127.9498709,37.7471336","127.4767323,38.0771224",,"127.7496401,37.5798767","128.3149409,37.5494358"
,"127.9924197,37.8061854","127.9496992,37.7463329","127.9496992,37.7463329",,"126.813974,35.2450577",,,"127.8703412,37.6811509","127.7747322,37.93853","127.6443969,37.9876051",,"128.5614878,38.0298518","127.7748687,37.8895864","128.0744112,37.9621287","127.9496992,37.7463329","127.4770721,38.0770332",,"127.749743,37.5804903","128.3168339,37.5508063"
,"127.9924619,37.8062221","127.949401,37.745266","127.949401,37.745266",,"126.8150118,35.2437246",,,"127.8705489,37.6809492","127.7748449,37.9394545","127.6443837,37.9878161",,"128.5631013,38.0304131","127.7748427,37.8896315","128.0746038,37.9624468","127.949401,37.745266","127.4773196,38.0769332",,"127.7497652,37.580694","128.3169983,37.5509278"
,"127.9927008,37.8064365","127.9492139,37.7447395","127.9492139,37.7447395",,"126.8162364,35.2423916",,,"127.8708813,37.6807454","127.7748816,37.9398212","127.644393,37.987935",,"128.5672542,38.0318868","127.7748314,37.8896523","128.0749382,37.9629976","127.9492139,37.7447395","127.4775328,38.0767746",,"127.7498275,37.5810327","128.319032,37.5524216"
,"127.9930392,37.8067623","127.9491241,37.7445163","127.9491241,37.7445163",,"126.8168997,35.2417994",,,"127.8710599,37.6806358","127.7748845,37.9399889","127.6444344,37.9881134",,"128.5694868,38.0326975","127.774741,37.8898102","128.0751734,37.9633714","127.9491241,37.7445163","127.4776674,38.0766323",,"127.7498884,37.5813057","128.3199998,37.5531323"
,"127.9933548,37.8070755","127.9486999,37.7434552","127.9486999,37.7434552",,"126.8176114,35.2412083",,,"127.8714647,37.680392","127.7748816,37.9401421","127.6444402,37.988208",,"128.5710383,38.0333764","127.7747252,37.8898382","128.0753387,37.9635536","127.9486999,37.7434552","127.4777689,38.0764791",,"127.7499997,37.5817309","128.3207302,37.5536645"
,"127.9938992,37.8076158","127.9484118,37.7427326","127.9484118,37.7427326",,"126.8179852,35.2409345",,,"127.8718524,37.6801447","127.7748615,37.9402458","127.6444508,37.9883658",,"128.5719405,38.0338278","127.7745031,37.8903633","128.0754215,37.9636559","127.9484118,37.7427326","127.4778408,38.076325",,"127.75001,37.5817606","128.3210894,37.5538936"
,"127.9941054,37.8078791","127.9478929,37.7413699","127.9478929,37.7413699",,"126.8182097,35.2407707",,,"127.8718943,37.6801185","127.7748324,37.940354","127.6444129,37.988793",,"128.5729013,38.0343085","127.7743613,37.8907737","128.0755684,37.9639508","127.9478929,37.7413699","127.4778842,38.0761871",,"127.7500889,37.5819885","128.3212843,37.5540175"
,"127.9943496,37.8082079","127.9478248,37.7411908","127.9478248,37.7411908",,"126.8183866,35.240641",,,"127.8724697,37.6797615","127.7747691,37.9404795","127.6443581,37.9893158",,"128.5748872,38.0354673","127.7742539,37.8912327","128.0757242,37.9642331","127.9478248,37.7411908","127.4779207,38.0759789",,"127.7502419,37.5823758","128.3217368,37.5542911"
,"127.9944186,37.8083356","127.9472855,37.7398391","127.9472855,37.7398391",,"126.8193119,35.2399997",,,"127.8726551,37.6796465","127.7746819,37.9406058","127.6442984,37.9896314",,"128.5761799,38.0363577","127.7742018,37.8916159","128.0758977,37.9644332","127.9472855,37.7398391","127.4779846,38.0757806",,"127.7503241,37.5825649","128.3228745,37.5548997"
,"127.9945992,37.8086665","127.9470992,37.7394333","127.9470992,37.7394333",,"126.8197609,35.2396704",,,"127.8726981,37.6796202","127.7746367,37.9406744","127.6442463,37.9897864",,"128.5772354,38.0371609","127.7741654,37.8919008","128.0766875,37.9651287","127.9470992,37.7394333","127.4780747,38.0756436",,"127.750624,37.5831582","128.3235366,37.5551916"
,"127.9949744,37.8094076","127.9464744,37.7382","127.9464744,37.7382",,"126.8202806,35.2392847",,,"127.8728338,37.6795378","127.7745348,37.9408117","127.6440319,37.9902211",,"128.5788744,38.0385068","127.7741557,37.8923487","128.0768114,37.9652498","127.9464744,37.7382","127.4781717,38.0755625",,"127.7507242,37.5833329","128.3242619,37.555466"
,"127.9951994,37.809925","127.9462049,37.7377476","127.9462049,37.7377476",,"126.8203576,35.2391498",,,"127.8731868,37.6793825","127.7743796,37.941013","127.6439446,37.9904114",,"128.5802804,38.0398926","127.7741773,37.8926578","128.0774559,37.9656973","127.9462049,37.7377476","127.4782538,38.075522",,"127.7510614,37.5839081","128.3251246,37.5557664"
,"127.9952283,37.8099879","127.9460559,37.7375003","127.9460559,37.7375003",,"126.8208877,35.2387137",,,"127.8735356,37.6792778","127.7739548,37.9415458","127.6439209,37.9904962",,"128.5812361,38.0410248","127.7742161,37.8930201","128.0776871,37.9658593","127.9460559,37.7375003","127.4783986,38.0754679",,"127.7514839,37.5845914","128.3259117,37.5559997"
,"127.9953851,37.8103343","127.9457228,37.737032","127.9457228,37.737032",,"126.821262,35.2383777",,,"127.8736862,37.6792358",,"127.6439062,37.9905701",,"128.5820028,38.0420938","127.774313,37.8936706","128.0778681,37.9660017","127.9457228,37.737032","127.4785731,38.0754364",,"127.7517732,37.5850595","128.32689,37.5562146"
,"127.9954289,37.8104314","127.9456404,37.7369151","127.9456404,37.7369151",,"126.8219285,35.2377818",,,"127.8738505,37.6792055",,"127.6438973,37.9906891",,"128.5832545,38.0439785","127.7744455,37.8944481","128.0780009,37.965946","127.9456404,37.7369151","127.4786859,38.0754419",,"127.7518051,37.5851063","128.3291064,37.5565912"
,"127.9955246,37.810641","127.9455247,37.7367416","127.9455247,37.7367416",,"126.822108,35.2376079",,,"127.873991,37.6791817",,"127.6439226,37.9908251",,"128.5839673,38.0452535","127.7744677,37.8946085","128.0783949,37.965817","127.9455247,37.7367416","127.4787817,38.0754554",,"127.7519906,37.5853826","128.3335246,37.5573415"
,"127.9959742,37.8116162","127.9451495,37.736241","127.9451495,37.736241",,"126.8222366,35.2374841",,,"127.8742132,37.6791656",,"127.6440176,37.9910539",,"128.5848658,38.0472153","127.774581,37.8953996","128.0785731,37.9657558","127.9451495,37.736241","127.4793415,38.075615",,"127.7522114,37.5856958","128.3363776,37.5578387"
,"127.9967654,37.8130567","127.9449578,37.7360705","127.9449578,37.7360705",,"126.8224517,35.2372455",,,"127.8744117,37.6791659",,"127.6441365,37.9912665",,"128.5850401,38.0475967","127.7746255,37.8957582","128.078722,37.9657154","127.9446245,37.735558","127.4796459,38.0757025",,"127.7525119,37.5861242","128.3375563,37.5580494"
,"127.9970178,37.8135901","127.9448621,37.7360077","127.9448621,37.7360077",,"126.8231867,35.2363515",,,"127.8745841,37.6791753",,"127.6441776,37.9913413",,"128.5856423,38.0487087","127.7746733,37.8963692","128.0789686,37.9656637","127.943949,37.7347664","127.4798123,38.0757242",,"127.7529749,37.5867325","128.338519,37.5582787"
,"127.9972199,37.8142463","127.944737,37.7359748","127.944737,37.7359748",,"126.8233445,35.2361414",,,"127.8749993,37.6791992",,"127.6443319,37.9916151",,"128.5856892,38.0487948","127.7746728,37.8971569","128.0793029,37.9656179","127.9432293,37.7339814","127.4802946,38.0757684",,"127.753374,37.5871994","128.3390083,37.5583996"
,"127.9974673,37.815052","127.9445749,37.7359908","127.9445749,37.7359908",,"126.823458,35.2359797",,,"127.875325,37.6792414",,"127.6443616,37.991688",,"128.5857899,38.0489804","127.7746354,37.8977969","128.0794872,37.9655998","127.9417391,37.7326224","127.480412,38.075791",,"127.7553622,37.5892827","128.339699,37.5586083"
,"127.9977818,37.8158654","127.9444619,37.7360831","127.9444619,37.7360831",,"126.8235053,35.2358348",,,"127.875986,37.6794349",,"127.6444028,37.9917889",,"128.5868197,38.0509465","127.7745532,37.8983307","128.0794918,37.9655989","127.9410733,37.7321138","127.4806115,38.0758496",,"127.7563118,37.590383","128.3400956,37.5587326"
,"127.9980125,37.8163791","127.9444237,37.7361482","127.9444237,37.7361482",,"126.8235371,35.2357196",,,"127.8762723,37.6795376",,"127.6442697,37.9924317",,"128.5880039,38.0531814","127.7745443,37.898383","128.0797284,37.9655725","127.9408978,37.7319793","127.4808874,38.0759659",,"127.7565314,37.5906718","128.3403035,37.5587942"
,"127.9980908,37.8165347","127.9443959,37.7362339","127.9443959,37.7362339",,"126.8235235,35.2356357",,,"127.8765552,37.6796521",,"127.6442584,37.9930572",,"128.5886348,38.0542228","127.7744418,37.8989664","128.0801458,37.9655281","127.9400258,37.7313453","127.4812249,38.0761435",,"127.7573118,37.5916499","128.3407106,37.558958"
,"127.9982324,37.8168153","127.9444077,37.7363213","127.9444077,37.7363213",,"126.8234823,35.235438",,,"127.8770962,37.679873",,"127.6442585,37.9931068",,"128.589003,38.05477","127.7743612,37.8993099","128.0809489,37.9654412","127.9392887,37.7308631","127.4812477,38.0761561",,"127.757966,37.5924768","128.3416158,37.5593067"
,"127.9982623,37.8168747","127.9444364,37.7363663","127.9444364,37.7363663",,"126.8233999,35.2352986",,,"127.8778394,37.6801879",,"127.6442591,37.9933916",,"128.5892281,38.0551095","127.7742658,37.8996689","128.0811104,37.9654296","127.9384038,37.7303238","127.4814871,38.0762913",,"127.7581343,37.5926901","128.3422778,37.5595769"
,"127.9983566,37.8170401","127.9445243,37.7364579","127.9445243,37.7364579",,"126.8233325,35.2352117",,,"127.8784042,37.6804159",,"127.6442729,37.9940585",,"128.5901135,38.0564036","127.7741275,37.9001","128.081164,37.9654339","127.9375246,37.7297998","127.4816455,38.0763941",,"127.7584154,37.5930464","128.3424075,37.55963"
,"127.9985369,37.817316","127.9451857,37.7369835","127.9451857,37.7369835",,"126.8232398,35.235121",,,"127.8786144,37.6804955",,"127.6442857,37.9947777",,"128.590225,38.0565423","127.7739271,37.9006521","128.0812392,37.9654479","127.9369629,37.729417","127.4817493,38.0764779",,"127.7588989,37.5936582","128.3451119,37.5607914"
,"127.9989871,37.8178748","127.945334,37.7371119","127.9452665,37.737013",,"126.8231163,35.235041",,,"127.8787565,37.6805536",,"127.644287,37.9948751",,"128.5906547,38.057079","127.7734716,37.9017266","128.0812883,37.965463","127.9356831,37.7284934","127.4818439,38.0765609",,"127.7589364,37.5937032","128.3466822,37.5613823"
,"127.9991015,37.8179896","127.9451484,37.7371973","127.9453301,37.7370263",,"126.8230233,35.2349936",,,"127.8794167,37.680812",,"127.6442918,37.994985",,"128.5907603,38.0572078","127.7733148,37.9020974","128.0817622,37.9656454","127.9356306,37.7284503","127.4819647,38.0766889",,"127.7595973,37.5945013","128.3474218,37.5616032"
,"127.9992868,37.8181664","127.9446074,37.7374481","127.9453823,37.7370324",,"126.8229257,35.2349606",,,"127.8798213,37.680981",,"127.644305,37.9953185",,"128.5910006,38.0575012","127.77292,37.9029789","128.0818422,37.9656856","127.9352179,37.7281175","127.482016,38.0767808",,"127.7601117,37.5951825","128.3482224,37.5618147"
,"127.9995598,37.8183915","127.9423717,37.7384209","127.9454323,37.7370331",,"126.8224028,35.2348098",,,"127.8803862,37.6812262",,"127.6443246,37.9954573",,"128.5914231,38.0580146","127.7726344,37.9035852","128.0818983,37.9657267","127.9347903,37.7277775","127.4820684,38.0768989",,"127.7604872,37.5956666","128.3491498,37.5620207"
,"127.9999995,37.8187249","127.9423298,37.7384418","127.9455186,37.7370346",,"126.8222252,35.2347538",,,"127.8809976,37.6814649",,"127.6443958,37.9957438",,"128.5928959,38.0596322","127.7724775,37.9039019","128.0819442,37.9657662","127.9342725,37.7273206","127.4821174,38.0771224",,"127.760649,37.5959249","128.3497521,37.5621164"
,"128.0002497,37.8189248","127.9411955,37.7389409","127.9456182,37.7369927",,"126.8221302,35.2346748",,,"127.8834204,37.682434",,"127.6445686,37.996187",,"128.5933879,38.0601359","127.7718445,37.9053103","128.0821631,37.9659553","127.9340455,37.7271204","127.4821344,38.0773081",,"127.7610496,37.596783","128.3502011,37.5621763"
,"128.0011756,37.8197564","127.9406058,37.7392009","127.9458763,37.7368908",,"126.8219111,35.2345933",,,"127.8834397,37.6824412",,"127.6447299,37.9965104",,"128.5954088,38.0620439","127.7717655,37.9054854","128.0822468,37.966027","127.933628,37.7267524","127.4821356,38.0774433",,"127.7613165,37.5976153","128.3510708,37.5622845"
,"128.0012476,37.819821","127.9405367,37.7392246","127.9459726,37.7368499",,"126.8218224,35.2345522",,,"127.8835386,37.6824805",,"127.6449242,37.9968716",,"128.5964952,38.0631189","127.7715444,37.905978","128.0823087,37.9660906","127.9329833,37.7261428","127.482099,38.0775722",,"127.7613497,37.5977161","128.3514618,37.5623177"
,"128.001474,37.8200246","127.9405274,37.739385","127.9461379,37.7367834",,"126.8217317,35.2344949",,,"127.8841819,37.682738",,"127.6449745,37.9969661",,"128.5967494,38.0632697","127.7711957,37.906753","128.0824591,37.966244","127.9319404,37.7251561","127.4820386,38.0777353",,"127.7613817,37.5978035","128.3516375,37.5623327"
,"128.0021368,37.8207501","127.9405155,37.7394779","127.9463722,37.7366843",,"126.8215613,35.2343722",,,"127.8843989,37.6828247",,"127.6449985,37.9970283",,"128.5972752,38.0636758","127.7709906,37.9072663","128.0825337,37.9663203","127.9315992,37.7248364","127.4820043,38.0778651",,"127.7613908,37.5978278","128.3524486,37.5623674"
,"128.0023497,37.8209826","127.940491,37.7395672","127.9466427,37.736567",,"126.8214085,35.2342388",,,"127.8846992,37.6829914",,"127.6451496,37.9974247",,"128.597944,38.0641111","127.7706719,37.9081422","128.082697,37.9665249","127.9313128,37.7245608","127.482002,38.0780399",,"127.761424,37.5979161","128.3532988,37.5623559"
,"128.0026734,37.8213075","127.9406205,37.7397696","127.9467775,37.7365124",,"126.8212933,35.2340921",,,"127.8849619,37.6831411",,"127.6451947,37.9977302",,"128.5985518,38.0644281","127.7704529,37.908926","128.0827418,37.9665806","127.9305331,37.723756","127.4820407,38.0783968",,"127.7616635,37.5986925","128.3540876,37.5623258"
,"128.0027501,37.8213838","127.9405253,37.7397979","127.9471265,37.7364282",,"126.8212314,35.2339962",,,"127.8851873,37.6833044",,"127.645212,37.9978491",,"128.5989801,38.064635","127.7704484,37.9089467","128.082797,37.9666524","127.9299894,37.7231307","127.4820589,38.078587",,"127.7617964,37.5991249","128.3557756,37.562209"
,"128.0027993,37.8214331","127.9402829,37.73987","127.9474599,37.7363864",,"126.8211566,35.2338749",,,"127.8852375,37.6833457",,"127.6451746,37.9979492",,"128.5997161,38.0649147","127.7704161,37.909118","128.0828717,37.9667431","127.9279534,37.7205171","127.4821101,38.0788412",,"127.7619373,37.5995662","128.3563786,37.5621668"
,"128.002861,37.8214924","127.9400708,37.7399032","127.9475699,37.7363724",,"126.8210909,35.233715",,,"127.8853536,37.6834399",,"127.6449746,37.9981748",,"128.6004643,38.0651682","127.7702891,37.9098619","128.0829016,37.966779","127.9277509,37.7202348","127.4821819,38.0790962",,"127.7620037,37.5997535","128.3564997,37.5621578"
,"128.0029835,37.8216225","127.9398825,37.7399156","127.9477672,37.7363347",,"126.8210428,35.2335578",,,"127.8856102,37.6837041",,"127.6447142,37.9983986",,"128.6005124,38.0651839","127.7702891,37.9098646","128.0829167,37.9668195","127.9275092,37.7200347","127.4822332,38.0791936",,"127.762062,37.5999165","128.3567225,37.5621418"
,"128.0030716,37.8217159","127.9396305,37.7399193","127.9478679,37.7362794",,"126.8210172,35.233325",,,"127.8856969,37.6838183",,"127.6444276,37.998609",,"128.6008517,38.0653096","127.7702671,37.9100737","128.0829228,37.9668618","127.9272488,37.7197328","127.4822982,38.0792846",,"127.7621993,37.6003155","128.3596956,37.5619273"
,"128.0033279,37.8219843",,"127.9479289,37.7362395",,"126.8210264,35.2331438",,,"127.885786,37.6839361",,"127.6441615,37.9988049",,"128.6012112,38.065491","127.7702287,37.9104515","128.0828473,37.9673993","127.9269612,37.71944","127.4823437,38.0793432",,"127.7624335,37.6008666","128.3605441,37.5618625"
,"128.0034011,37.8220525",,"127.9481119,37.7360883",,"126.8210665,35.2329502",,,"127.8860136,37.6843067",,"127.6440443,37.9988681",,"128.6014062,38.0656433","127.7702164,37.9108346","128.0828421,37.9674525","127.926079,37.7185481","127.4824669,38.0794252",,"127.7626353,37.6012412","128.3611469,37.5618076"
,"128.0044365,37.8230908",,"127.9481243,37.7360783",,"126.8211777,35.2325252",,,"127.8863784,37.6848742",,"127.643844,37.9989765",,"128.6015564,38.0657762","127.7702274,37.9113375","128.0828343,37.9677662","127.9259738,37.718608","127.4826094,38.0794802",,"127.7628164,37.6014949","128.361803,37.5617506"
,"128.0058996,37.8247024",,"127.9490987,37.7352544",,"126.8213193,35.2320184",,,"127.8867925,37.6855561",,"127.6434548,37.9991446",,"128.6016085,38.0658289","127.7703182,37.9122295","128.0829967,37.9687199","127.9251345,37.7190689","127.4827964,38.0795298",,"127.7629881,37.6016856","128.3628253,37.5616395"
,"128.0062535,37.8251083",,"127.9505859,37.7340193",,"126.821616,35.2309678",,,"127.8869934,37.6858096",,"127.643217,37.9992792",,"128.6016536,38.0658744","127.7703217,37.912253","128.0830169,37.9688369","127.9244468,37.7194563","127.4829537,38.0795596",,"127.7631883,37.6019087","128.3641493,37.5614829"
,"128.0065181,37.8254118",,"127.9509981,37.7336779",,"126.8215943,35.230808",,,"127.8872076,37.6860045",,"127.6430249,37.999466",,"128.6018694,38.0662779","127.7704078,37.9127647","128.083024,37.9688694","127.9239333,37.7197465","127.4830643,38.0795605",,"127.7635622,37.6022414","128.3652617,37.5613332"
,"128.0067631,37.8256929",,"127.9511665,37.7335637",,"126.8216127,35.2307063",,,"127.887562,37.6863179",,"127.6428725,37.9995509",,"128.6019256,38.0665307","127.7704854,37.9131476","128.0830511,37.9689828","127.9237876,37.719848","127.4831818,38.0795497",,"127.7642585,37.602777","128.3657081,37.5612632"
,"128.0085267,37.8276807",,"127.9512049,37.7335374",,"126.8216311,35.2306045",,,"127.8878488,37.6865053",,"127.6426744,37.9996196",,"128.6019154,38.0669147","127.7706812,37.9138051","128.0831124,37.9692429","127.9237453,37.7198067","127.4836037,38.0794488",,"127.7651618,37.6035078","128.3673866,37.5610166"
,"128.0086561,37.8278262",,"127.9514392,37.7334383",,"126.8216588,35.2304459",,,"127.8883369,37.686802",,"127.6424797,37.9996604",,"128.6018607,38.0671441","127.7707859,37.9141266","128.0831877,37.9692678","127.9235981,37.7196639","127.4839982,38.0793407",,"127.7653072,37.6036274","128.3674262,37.5610109"
,"128.0088072,37.8279878",,"127.9523988,37.7331579",,"126.8216626,35.2302539",,,"127.8885234,37.6869015",,"127.6420598,37.9998313",,"128.6017112,38.0674357","127.7710386,37.914775","128.0833349,37.9693085","127.9235137,37.7195804","127.4843198,38.0792498",,"127.7661617,37.604333","128.3683881,37.5608695"
,"128.008853,37.8280372",,"127.9535839,37.7328406",,"126.8216224,35.2299363",,,"127.8893512,37.6873098",,"127.6417366,37.9999993",,"128.601561,38.0676029","127.7715433,37.9159085","128.0833737,37.969321","127.9234201,37.719478","127.4846105,38.0791155",,"127.766522,37.6046765","128.3685249,37.5608496"
,"128.0100744,37.8293415",,"127.9538455,37.7327503",,"126.8215517,35.2297168",,,"127.8897765,37.6875265",,"127.6412155,38.0002947",,"128.6013358,38.0677916","127.771942,37.9166665","128.0834902,37.9693655","127.9233585,37.7194205","127.4850918,38.078865",,"127.7666449,37.6048105","128.3702438,37.5605755"
,"128.0118868,37.8311326",,"127.9541999,37.7326093",,"126.8214237,35.2295204",,,"127.8901723,37.6877271",,"127.6407799,38.0005872",,"128.6013099,38.0678135","127.7732469,37.9194161","128.0836753,37.9694475","127.9226593,37.7187768","127.4855992,38.0786082",,"127.7666665,37.6048402","128.3710892,37.5604458"
,"128.0123366,37.8316075",,"127.9540045,37.732199",,"126.8212506,35.2293219",,,"127.8909487,37.6880607",,"127.6401767,38.000843",,"128.6010316,38.0679576","127.7744261,37.921982","128.0837541,37.9694786","127.9221642,37.7183207","127.4860348,38.0783415",,"127.7667098,37.6049005","128.371729,37.5603582"
,"128.012737,37.8319843",,"127.9538274,37.7318293",,"126.8210062,35.2291096",,,"127.8911408,37.6881367",,"127.6397955,38.0010417",,"128.6009389,38.0680062","127.7747093,37.922578","128.0837929,37.9694937",,"127.4863062,38.0781378",,"127.7668088,37.6050391","128.3720525,37.5603287"
,"128.0131865,37.8324077",,"127.9537013,37.7316215",,"126.8207624,35.2289603",,,"127.8912203,37.6881679",,"127.6392881,38.0013668",,"128.6002222,38.0682617","127.774793,37.9227536","128.0838717,37.9695285",,"127.4864955,38.0779765",,"127.7668236,37.6050589","128.3727279,37.5602832"
,"128.013437,37.832641",,"127.9536584,37.7314712",,"126.820562,35.2288681",,,"127.8919633,37.6883944",,"127.6391595,38.0014264",,"128.5989624,38.0687124","127.7749765,37.9231515","128.0838843,37.9695356",,"127.4865719,38.0779224",,"127.7669376,37.6052443","128.3734331,37.5602635"
,"128.0141748,37.8333327",,"127.9535677,37.7309217",,"126.8203122,35.2287838",,,"127.8919792,37.6883989",,"127.6389888,38.001505",,"128.5976946,38.0691622","127.7752014,37.9236359","128.0838946,37.9695419",,"127.4868319,38.0777648",,"127.7669604,37.6052902","128.3740118,37.5602746"
,"128.0143498,37.8334995",,"127.9535523,37.7308253",,"126.8190274,35.2285385",,,"127.8923075,37.6885005",,"127.6385824,38.0016209",,"128.597234,38.0693855","127.7753138,37.923879","128.0840001,37.9696306",,"127.487255,38.0775557",,"127.7671521,37.6056629","128.374899,37.5603329"
,"128.015212,37.8342664",,"127.9534326,37.730541",,"126.8188851,35.2284737",,,"127.8929505,37.6886985",,"127.6381966,38.0017692",,"128.5969193,38.0695381","127.7755871,37.924566","128.084078,37.9696978",,"127.4875047,38.0773881",,"127.7672903,37.605988","128.3749998,37.5603412"
,"128.0155999,37.8346414",,"127.953146,37.7302582",,"126.8178065,35.2282774",,,"127.8936854,37.6889097",,"127.6376287,38.0020312",,"128.5965564,38.069737","127.7756527,37.9247479","128.0842855,37.9698806",,"127.4883235,38.0767519",,"127.7674609,37.6064888","128.3756735,37.560438"
,"128.0158495,37.8349161",,"127.9519495,37.7296237",,"126.8156691,35.2278848",,,"127.8943329,37.6890941",,"127.6365735,38.0024119",,"128.595637,38.0703143","127.7759619,37.9255998","128.0844543,37.9700619",,"127.4885367,38.0766059",,"127.7676498,37.6070409","128.376158,37.5605282"
,"128.016187,37.8354077",,"127.9515991,37.7294953",,"126.8143738,35.227597",,,"127.8949338,37.6892552",,"127.6360204,38.0026324",,"128.5944115,38.0711557","127.7771481,37.9287804","128.0845082,37.9701139",,"127.488824,38.0764419",,"127.7676842,37.6071499","128.3766871,37.5606495"
,"128.0164246,37.8359078",,"127.9515923,37.7294935",,"126.8142619,35.2275657",,,"127.8950678,37.689298",,"127.6355799,38.0028294",,"128.5941667,38.0712571","127.7771493,37.9287831","128.0845277,37.9701291",,"127.489019,38.0763428",,"127.7677759,37.6074471","128.3773073,37.5608207"
,"128.0165115,37.8361408",,"127.9509546,37.7293103",,"126.8136502,35.2273919",,,"127.89537,37.6893898",,"127.6355162,38.0028619",,"128.5938904,38.0714598","127.7772698,37.9290785",,,"127.4892744,38.0762346",,"127.7678001,37.6075435","128.3777926,37.5609757"
