0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"127.33687,36.364894","128.0962212,36.134059","127.032792,36.7745077","127.0852774,36.7357171","127.0852774,36.7357171","128.5915335,35.8884124","127.1416085,35.8433459","127.1308535,35.8401","127.1073204,35.8351026","127.4328829,36.3586451","127.8750996,36.9625911","128.8889999,37.7739993","128.8889999,37.7739993","128.5915335,35.8884124","127.1308535,35.8401","127.1597722,35.8374083","127.0554003,37.6822319","127.1646376,36.7731098","126.8764144,37.5801394","127.0332215,37.6105494","128.6542185,35.227114","127.1416085,35.8433459","127.2622209,37.4065343"
"127.3352246,36.3654579","128.0965184,36.1338331","127.0333228,36.7743728","127.0853504,36.7356768","127.0853504,36.7356768","128.5914312,35.8886297","127.1416528,35.8433577","127.1314219,35.8402721","127.1072793,35.8351268","127.4329286,36.3586109","127.8760322,36.9626387","128.8889079,37.7741221","128.8889079,37.7741221","128.5914312,35.8886297","127.1314219,35.8402721","127.1598076,35.8374175","127.0554017,37.682377","127.1647372,36.772891","126.8763277,37.580212","127.0333875,37.6106366","128.6533147,35.2276177","127.1416528,35.8433577","127.2624232,37.4065203"
"127.3347706,36.3656223","128.096546,36.1338095","127.0334608,36.7743408","127.0854279,36.7356356","127.0854279,36.7356356","128.5913329,35.8888163","127.1416992,35.8433705","127.1315623,35.8403149","127.1071893,35.8351824","127.4330245,36.3585379","127.8761794,36.9626391","128.8888326,37.7742239","128.8888326,37.7742239","128.5913329,35.8888163","127.1315623,35.8403149","127.1601682,35.8375014","127.0553986,37.6825158","127.164865,36.7726083","126.8762114,37.5803078","127.0335309,37.6107111","128.653013,35.2277332","127.1416992,35.8433705","127.2641288,37.4063543"
"127.3346746,36.3656537","128.0970266,36.1334212","127.0349411,36.7739752","127.0855334,36.7355945","127.0855334,36.7355945","128.591266,35.8889449","127.1418386,35.8434106","127.131705,35.8403568","127.1071027,35.8352353","127.4331885,36.3584018","127.8768783,36.9626766","128.8888072,37.7742584","128.8888072,37.7742584","128.591266,35.8889449","127.131705,35.8403568","127.1602268,35.837516","127.055415,37.6831802","127.164882,36.7725714","126.875864,37.5801329","127.0338166,37.6108682","128.651981,35.2283391","127.1418386,35.8434106","127.2642102,37.4063454"
"127.3332958,36.3661485","128.0971679,36.1333051","127.0353361,36.7738812","127.0856141,36.7355732","127.0856141,36.7355732","128.591157,35.8891533","127.1427742,35.8436802","127.1318056,35.840386","127.1070372,35.8352765","127.4334618,36.3581658","127.8769367,36.9626827","128.8881614,37.7751249","128.8881614,37.7751249","128.591157,35.8891533","127.1318056,35.840386","127.1603751,35.8375507","127.0554267,37.6835146","127.1649397,36.7724373","126.8753373,37.579866","127.0340289,37.6109826","128.6512157,35.2287701","127.1427742,35.8436802","127.2642361,37.4063428"
"127.3328708,36.3663012","128.0971845,36.1332924","127.0356144,36.7738111","127.0857374,36.7355565","127.0857374,36.7355565","128.591063,35.8893335","127.1428538,35.8437039","127.1319759,35.8404361","127.1068206,35.8354129","127.4342124,36.3575414","127.8769963,36.9626789","128.8879468,37.7754267","128.8879468,37.7754267","128.591063,35.8893335","127.1319759,35.8404361","127.1607224,35.8376319","127.0554275,37.6835543","127.1649488,36.7724148","126.874999,37.5796993","127.0341136,37.6110262","128.6510445,35.2288664","127.1428538,35.8437039","127.2643086,37.4062987"
"127.3328049,36.3663254","128.0974165,36.1331047","127.0357042,36.7737907","127.0858662,36.7355569","127.0858662,36.7355569","128.5907867,35.8898626","127.1430175,35.8437495","127.1320356,35.8404534","127.106534,35.8355941","127.4346441,36.3571585","127.877286,36.9626536","128.887824,37.7755994","128.887824,37.7755994","128.5907867,35.8898626","127.1320356,35.8404534","127.1607865,35.8376474","127.0554358,37.683685","127.1652976,36.7715674","126.8747994,37.5795991","127.0343723,37.6111525","128.649513,35.2297438","127.1430175,35.8437495","127.2643777,37.406252"
"127.3325484,36.3664161","128.0979401,36.1326873","127.036667,36.7735655","127.0860084,36.7355718","127.0860084,36.7355718","128.590737,35.8899577","127.1432353,35.8438123","127.1321849,35.840498","127.1064474,35.8356515","127.4347545,36.3570648","127.8776923,36.9625973","128.8877607,37.7756776","128.8877607,37.7756776","128.590737,35.8899577","127.1321849,35.840498","127.160854,35.8376638","127.0554369,37.6837057","127.1654296,36.7711009","126.8744484,37.5794521","127.0345033,37.6112188","128.6493636,35.2298282","127.1432353,35.8438123","127.2644343,37.4062034"
"127.3324792,36.3664413","128.0980738,36.132583","127.0369251,36.7735052","127.0861169,36.7356001","127.0861169,36.7356001","128.5906754,35.8900736","127.1437274,35.8439653","127.13228,35.8405272","127.1052477,35.8364356","127.4348091,36.357018","127.8780717,36.9625402","128.8876763,37.7757805","128.8876763,37.7757805","128.5906754,35.8900736","127.13228,35.8405272","127.1610764,35.8377168","127.0554491,37.6841177","127.1654885,36.7707017","126.8739594,37.5792819","127.0345552,37.6112469","128.649246,35.2298988","127.1437274,35.8439653","127.2644967,37.4061287"
"127.3321367,36.3665562","128.0983953,36.1323298","127.0372561,36.773429","127.0863326,36.7356829","127.0863326,36.7356829","128.5904407,35.8904869","127.1438126,35.8439899","127.133064,35.8407541","127.1047123,35.8367827","127.4348493,36.3569828","127.878111,36.9625338","128.8876364,37.7758287","128.8876364,37.7758287","128.5904407,35.8904869","127.133064,35.8407541","127.1611538,35.8377341","127.0554489,37.6841573","127.165652,36.7691804","126.8736973,37.5792021","127.0346411,37.611295","128.6489092,35.230094","127.1438126,35.8439899","127.2644844,37.4060936"
"127.3320375,36.3665912","128.0987619,36.1320251","127.0378149,36.7733004","127.0865215,36.7357557","127.0865215,36.7357557","128.5903618,35.8906327","127.1438955,35.8440199","127.1332675,35.8408142","127.1044423,35.8369613","127.4359992,36.356008","127.8783927,36.962486","128.8873744,37.7760914","128.8873744,37.7760914","128.5903618,35.8906327","127.1332675,35.8408142","127.1616892,35.83786","127.0554486,37.6841997","127.16568,36.7689218","126.8732431,37.5790816","127.0348601,37.6114176","128.6477644,35.230736","127.1438955,35.8440199","127.2643768,37.4057995"
"127.3317519,36.3666972","128.0990171,36.1318128","127.0381405,36.7732079","127.0865237,36.7357566","127.0865237,36.7357566","128.5902625,35.8908212","127.1442096,35.8441145","127.1337729,35.8409591","127.1042613,35.8370788","127.4361141,36.3559107","127.87934,36.9623244","128.8871426,37.7763212","128.8871426,37.7763212","128.5902625,35.8908212","127.1337729,35.8409591","127.1619746,35.8379267","127.0554495,37.6842547","127.1657113,36.7686902","126.8717713,37.5787448","127.0349549,37.6114729","128.64752,35.2308637","127.1442096,35.8441145","127.2642671,37.4054793"
"127.3314596,36.366805","128.0995809,36.131279","127.0382943,36.7731626","127.0869015,36.7359139","127.0869015,36.7359139","128.5900536,35.8912666","127.1443732,35.8441655","127.1342694,35.8410986","127.1040902,35.83719","127.4363617,36.3557008","127.8794366,36.9623078","128.8863865,37.7769997","128.8863865,37.7769997","128.5900536,35.8912666","127.1342694,35.8410986","127.1622312,35.8379824","127.05546,37.684581","127.1657298,36.7685496","126.8716798,37.5787227","127.0350407,37.6115237","128.6467229,35.2313031","127.1443732,35.8441655","127.2643405,37.4054921"
"127.331338,36.3668409","128.0996943,36.1311396","127.038622,36.7730719","127.0871015,36.7359957","127.0871015,36.7359957","128.5900288,35.8913173","127.1454227,35.8444815","127.1343689,35.8411259","127.1037047,35.8374412","127.4370733,36.355098","127.879624,36.9622748","128.8863541,37.7770281","128.8863541,37.7770281","128.5900288,35.8913173","127.1343689,35.8411259","127.1624193,35.8380217","127.0554607,37.6846576","127.1657779,36.7683046","126.870206,37.5783678","127.0350926,37.6115546","128.64641,35.2314756","127.1454227,35.8444815","127.2644681,37.4055248"
"127.3312075,36.3668731","128.0998749,36.1309169","127.0387533,36.7730372","127.0873351,36.7360939","127.0873351,36.7360939","128.5898445,35.8916914","127.1456959,35.8445634","127.1344552,35.8411514","127.103647,35.8374762","127.4371491,36.3550331","127.8797867,36.9622445","128.8861865,37.7771742","128.8861865,37.7771742","128.5898445,35.8916914","127.1344552,35.8411514","127.1625,35.838039","127.0554624,37.6847468","127.1658031,36.7681793","126.8697428,37.5782292","127.035279,37.6116482","128.6454017,35.2320586","127.1456959,35.8445634","127.2646157,37.4056458"
"127.331067,36.3668937","128.1000103,36.1307413","127.0392369,36.7729318","127.0883118,36.7364984","127.0883118,36.7364984","128.5898114,35.8917827","127.1458341,35.8446035","127.1345901,35.8411906","127.1034226,35.8376116","127.4376443,36.3545979","127.8804119,36.9621461","128.8855442,37.7777424","128.8855442,37.7777424","128.5898114,35.8917827","127.1345901,35.8411906","127.1627102,35.8380838","127.0554699,37.6850119","127.1658226,36.7680811","126.8695012,37.5781432","127.0357353,37.6118762","128.6452664,35.2321329","127.1458341,35.8446035","127.2647093,37.4057145"
"127.3310246,36.3668999","128.1000939,36.1306336","127.0394568,36.7728822","127.0887733,36.7366938","127.0887733,36.7366938","128.5897943,35.8918316","127.1459049,35.8446245","127.1347737,35.8412453","127.1034171,35.8376152","127.4380269,36.3542952","127.8805141,36.9621277","128.8853688,37.7778949","128.8853688,37.7778949","128.5897943,35.8918316","127.1347737,35.8412453","127.1646207,35.8384976","127.0555133,37.6855222","127.165884,36.7678731","126.8692302,37.5780444","127.0361013,37.6120615","128.6430119,35.2334192","127.1459049,35.8446245","127.2648323,37.4057517"
"127.3308964,36.3669051","128.1001774,36.1305097","127.0400885,36.7727458","127.0889644,36.7367747","127.0889644,36.7367747","128.5899869,35.891892","127.1459425,35.8446354","127.135237,35.8413792","127.1033449,35.8376636","127.4380994,36.3542331","127.8809035,36.9620561","128.8852603,37.7779818","128.8852603,37.7779818","128.5899869,35.891892","127.135237,35.8413792","127.1648133,35.8385369","127.0556131,37.6861003","127.1659193,36.7677524","126.8688871,37.5779029","127.0363498,37.6121869","128.6429803,35.2334376","127.1459425,35.8446354","127.2649487,37.4057673"
"127.330669,36.3669192","128.1002202,36.1304382","127.0401278,36.7727388","127.0893288,36.7369283","127.0893288,36.7369283","128.5904364,35.8920331","127.1459956,35.8446518","127.1359138,35.8415751","127.1032815,35.8377031","127.4382934,36.3540718","127.8809181,36.9620543","128.885153,37.7780759","128.885153,37.7780759","128.5904364,35.8920331","127.1359138,35.8415751","127.1650223,35.8385799","127.0556372,37.6864411","127.1659986,36.7675488","126.8683389,37.5776494","127.0364221,37.6122259","128.6416175,35.2342105","127.1459956,35.8446518","127.2651419,37.4057695"
"127.3301036,36.3669969","128.1003729,36.1302022","127.0404015,36.7726974","127.0893533,36.7369428","127.0893533,36.7369428","128.5909138,35.8921856","127.1461415,35.8446946","127.1364268,35.8417426","127.1031916,35.8377605","127.4383581,36.3540204","127.8811258,36.962023","128.8849127,37.7782761","128.8849127,37.7782761","128.5909138,35.8921856","127.1364268,35.8417426","127.1663829,35.8389109","127.0556449,37.6866575","127.1661592,36.767195","126.8679149,37.5774281","127.0370103,37.6125626","128.6409312,35.2346371","127.1461415,35.8446946","127.265584,37.4056739"
"127.3294248,36.3669977","128.100642,36.1299331","127.0405497,36.7726412","127.0894561,36.7369991","127.0894561,36.7369991","128.5912366,35.8922918","127.1467808,35.8448813","127.136544,35.8417763","127.1030949,35.8378206","127.4385689,36.353842","127.8812414,36.9620073","128.8848657,37.7783136","128.8848657,37.7783136","128.5912366,35.8922918","127.136544,35.8417763","127.1665475,35.839016","127.0556666,37.6872091","127.1662326,36.7670717","126.8676095,37.5772498","127.0370611,37.6125917","128.6400048,35.2351905","127.1467808,35.8448813","127.2659153,37.4055844"
"127.3294034,36.3670716","128.1006946,36.1298363","127.0407901,36.7725484","127.0894951,36.73702","127.0894951,36.73702","128.5912455,35.8922953","127.1472486,35.8450134","127.1367287,35.8418345","127.1028094,35.8380135","127.4389748,36.3535159","127.8812672,36.9620036","128.884736,37.7784251","128.884736,37.7784251","128.5912455,35.8922953","127.1367287,35.8418345","127.1665751,35.8390251","127.0556744,37.68743","127.1663892,36.7668657","126.8671861,37.57696","127.0371468,37.6126587","128.6395743,35.2354443","127.1472486,35.8450134","127.2663564,37.4054465"
"127.3293754,36.3671509","128.1006256,36.1296807","127.0409461,36.7725057","127.0895755,36.7370752","127.0895755,36.7370752","128.5913624,35.892333","127.1473227,35.8450326","127.1368791,35.8418828","127.1014653,35.8388845","127.4407436,36.3520491","127.8812998,36.9619999","128.8845459,37.7785815","128.8845459,37.7785815","128.5913624,35.892333","127.1368791,35.8418828","127.1669532,35.8391632","127.0556207,37.6882563","127.166572,36.7665814","126.8669185,37.5768657","127.0372144,37.6127221","128.6395448,35.2354599","127.1473227,35.8450326","127.2666528,37.4053398"
"127.3283994,36.3694511","128.1005605,36.1295891","127.0411458,36.7724524","127.0895989,36.7370906","127.0895989,36.7370906","128.5914058,35.8923488","127.1473813,35.845049","127.136941,35.8419028","127.1009954,35.8391805","127.4409756,36.3518608","127.8819744,36.9618913","128.8832368,37.7796243","128.8832368,37.7796243","128.5914058,35.8923488","127.136941,35.8419028","127.1670416,35.8392031","127.0556094,37.6884365","127.16666,36.7664437","126.8665821,37.5766142","127.0372921,37.612799","128.6388827,35.2358169","127.1473813,35.845049","127.2669504,37.405207"
"127.3282134,36.3698827","128.1004419,36.1294797","127.0414173,36.7724093","127.0896436,36.7371259","127.0896436,36.7371259","128.5915583,35.8924034","127.1474908,35.8450799","127.1372782,35.8420102","127.100781,35.8393123","127.441299,36.3516013","127.8823369,36.9618325","128.8825679,37.7801657","128.8825679,37.7801657","128.5915583,35.8924034","127.1372782,35.8420102","127.1671301,35.839243","127.0555962,37.6885528","127.166758,36.7663169","126.8663559,37.5764444","127.0375666,37.6131137","128.6387178,35.2358878","127.1474908,35.8450799","127.2674913,37.4049458"
"127.3281383,36.3700566","128.1003873,36.1294628","127.0415889,36.772382","127.0897205,36.7371956","127.0897205,36.7371956","128.591899,35.8925247","127.147576,35.8451054","127.1380898,35.8422696","127.1007288,35.8393455","127.44159,36.351395","127.8824548,36.961815","128.8824404,37.7802717","128.8824404,37.7802717","128.591899,35.8925247","127.1380898,35.8422696","127.1676748,35.8395078","127.0555663,37.6888068","127.1668391,36.7662206","126.8661914,37.5763372","127.0377859,37.6133778","128.6384328,35.2360195","127.147576,35.8451054","127.2678478,37.4047626"
"127.3281148,36.3701125","128.1002358,36.1294176","127.0418109,36.7723612","127.0897405,36.7372137","127.0897405,36.7372137","128.5921441,35.8926225","127.1478392,35.8451828","127.1386118,35.8424353","127.1005644,35.8394522","127.4416491,36.351367","127.8832124,36.9616971","128.8819705,37.7806476","128.8819705,37.7806476","128.5921441,35.8926225","127.1386118,35.8424353","127.167824,35.8395749","127.055545,37.6889591","127.167007,36.7660111","126.866071,37.5762536","127.0378849,37.613498","128.6381979,35.2361181","127.1478392,35.8451828","127.267944,37.4047087"
"127.3274247,36.3716747","128.1000063,36.1293502","127.041942,36.7723617","127.0898062,36.7372942","127.0898062,36.7372942","128.5923435,35.8926973","127.1482517,35.8453049","127.1388373,35.842509","127.10011,35.8397536","127.4418107,36.3513148","127.8833696,36.9616732","128.8799746,37.7822581","128.8799746,37.7822581","128.5923435,35.8926973","127.1388373,35.842509","127.1680285,35.8396656","127.055525,37.6890744","127.1675262,36.7653869","126.8658838,37.5761571","127.0379343,37.6135577","128.638175,35.2361337","127.1482517,35.8453049","127.2681715,37.4045676"
"127.3274235,36.3716774","128.0995908,36.1292243","127.0421728,36.7723689","127.0898873,36.7374189","127.0898873,36.7374189","128.5923613,35.8927044","127.1487615,35.845456","127.1389689,35.8425472","127.0985548,35.8407411","127.4419345,36.3512202","127.8839095,36.9616047","128.8799118,37.7822994","128.8799118,37.7822994","128.5923613,35.8927044","127.1389689,35.8425472","127.1681258,35.8397056","127.0554627,37.6894383","127.1677897,36.7650712","126.8657246,37.5761049","127.0380627,37.6136871","128.63815,35.2361493","127.1487615,35.845456","127.2683935,37.4044085"
