0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"127.1276175,37.5243084","126.8827757,37.5516174","128.350541,36.1170084","129.3613293,35.5615663","128.5545119,35.8568665","127.1820251,37.7146764","127.1820251,37.7146764","126.7643503,37.5104885","129.161954,37.4579975","128.5545119,35.8568665","127.0826364,37.5558262","127.0810415,37.5167144","127.0466093,37.2918991","127.1360604,37.4318835","127.0810415,37.5167144","127.0466093,37.2918991","127.0810415,37.5167144","127.055265,37.6782998","127.0271312,37.7458574","128.5545119,35.8568665","127.1360604,37.4318835","127.0512064,37.5913989","126.8383659,37.5070856","127.1364897,37.5642661","127.2609295,37.4071915","126.7892839,37.504146","126.7892839,37.504146","127.055265,37.6782998","127.1360604,37.4318835","127.1360604,37.4318835","127.055265,37.6782998"
"127.1275937,37.5243192","126.8827291,37.5516334","128.350579,36.1170298","129.3616019,35.561572","128.5544273,35.8568348","127.1822287,37.7145679","127.1822287,37.7145679","126.7641746,37.509596","129.1618091,37.4580392","128.5544273,35.8568348","127.0830585,37.5556592","127.0819369,37.5166581","127.0466621,37.2919381","127.1360992,37.4318079","127.0819369,37.5166581","127.0466621,37.2919381","127.0819369,37.5166581","127.055341,37.6782883","127.0275042,37.7461059","128.5544273,35.8568348","127.1360992,37.4318079","127.050778,37.5914424","126.8385507,37.507175","127.1364667,37.5643427","127.2609513,37.4070915","126.7880538,37.5039277","126.7880538,37.5039277","127.055341,37.6782883","127.1360992,37.4318079","127.1360992,37.4318079","127.055341,37.6782883"
"127.125898,37.5250935","126.8821241,37.5518357","128.3508415,36.117164","129.3615828,35.5619834","128.55405,35.8566939","127.1822992,37.7145312","127.1822992,37.7145312","126.7641714,37.5095806","129.1617507,37.4580562","128.55405,35.8566939","127.0843577,37.5551455","127.0829249,37.5166408","127.0468474,37.2920758","127.136194,37.4316108","127.0829249,37.5166408","127.0468474,37.2920758","127.0829249,37.5166408","127.0553378,37.6784479","127.0275764,37.7461729","128.55405,35.8566939","127.136194,37.4316108","127.0506772,37.5914456","126.8387184,37.5072661","127.136455,37.5644228","127.2609867,37.4069825","126.7877704,37.5038764","126.7877704,37.5038764","127.0553378,37.6784479","127.136194,37.4316108","127.136194,37.4316108","127.0553378,37.6784479"
"127.1255407,37.5252555","126.8813763,37.5520418","128.3509767,36.1172316","129.3615585,35.5623165","128.5538864,35.8566331","127.1823333,37.7145123","127.1823333,37.7145123","126.7641616,37.5095418","129.1612926,37.4582006","128.5538864,35.8566331","127.0855094,37.5546898","127.0836116,37.5166676","127.0472112,37.2923737","127.1364875,37.4310015","127.0836116,37.5166676","127.0472112,37.2923737","127.0836116,37.5166676","127.0553376,37.6784776","127.0278055,37.7463838","128.5538864,35.8566331","127.1364875,37.4310015","127.0498807,37.5914732","126.8388333,37.5073307","127.1364513,37.564485","127.2610186,37.4068852","126.7874823,37.5038287","126.7874823,37.5038287","127.0553376,37.6784776","127.1364875,37.4310015","127.1364875,37.4310015","127.0553376,37.6784776"
"127.1253354,37.5253468","126.8801874,37.552333","128.351132,36.1173089","129.3614798,35.5633986","128.553016,35.8563044","127.1823674,37.7144908","127.1823674,37.7144908","126.7638973,37.5083387","129.1609257,37.4583265","128.553016,35.8563044","127.0856478,37.5546353","127.0840121,37.5166825","127.047547,37.2926301","127.1368193,37.4303878","127.0840121,37.5166825","127.047547,37.2926301","127.0840121,37.5166825","127.0553376,37.678483","127.028918,37.7470913","128.553016,35.8563044","127.1368193,37.4303878","127.0497787,37.5914782","126.8389818,37.5074199","127.1364487,37.5645445","127.2610221,37.406851","126.7871717,37.5037782","126.7871717,37.5037782","127.0553376,37.678483","127.1368193,37.4303878","127.1368193,37.4303878","127.0553376,37.678483"
"127.1252911,37.5253674","126.8798368,37.5524249","128.3512638,36.117372","129.3614398,35.5639581","128.552356,35.8560551","127.1824641,37.7144253","127.1824641,37.7144253","126.7638822,37.5082629","129.1608473,37.4583628","128.552356,35.8560551","127.0857273,37.5546041","127.0852123,37.5167742","127.0478209,37.2928682","127.1369504,37.4301565","127.0852123,37.5167742","127.0478209,37.2928682","127.0852123,37.5167742","127.0553364,37.6786921","127.0291714,37.747405","128.552356,35.8560551","127.1369504,37.4301565","127.0494547,37.5914932","126.8391225,37.5075045","127.1364586,37.5646013","127.2610256,37.4068231","126.78707,37.5037614","126.78707,37.5037614","127.0553364,37.6786921","127.1369504,37.4301565","127.1369504,37.4301565","127.0553364,37.6786921"
"127.1251437,37.5254327","126.8786475,37.5527702","128.3513699,36.117419","129.3612978,35.5642578","128.5520087,35.8559175","127.182504,37.7143974","127.182504,37.7143974","126.7638747,37.5082232","129.1605127,37.458518","128.5520087,35.8559175","127.0862152,37.5544111","127.0864916,37.5168571","127.0479274,37.2929705","127.1370828,37.4299019","127.0864916,37.5168571","127.0479274,37.2929705","127.0864916,37.5168571","127.0553413,37.6789995","127.0293024,37.7475011","128.5520087,35.8559175","127.1370828,37.4299019","127.0484621,37.5915408","126.8402368,37.5081741","127.1366173,37.5652634","127.2610372,37.4067438","126.7863078,37.5036026","126.7863078,37.5036026","127.0553413,37.6789995","127.1370828,37.4299019","127.1370828,37.4299019","127.0553413,37.6789995"
"127.1249996,37.5254972","126.8785749,37.5527915","128.3514201,36.1174412","129.3612799,35.5645358","128.5519084,35.855876","127.1825233,37.7143776","127.1825233,37.7143776","126.7638499,37.5081022","129.1603583,37.4585895","128.5519084,35.855876","127.0864398,37.5543299","127.0875356,37.5169491","127.0479824,37.2930266","127.1371353,37.4298002","127.0875356,37.5169491","127.0479824,37.2930266","127.0875356,37.5169491","127.0553494,37.6795403","127.0301124,37.7481136","128.5519084,35.855876","127.1371353,37.4298002","127.0471148,37.5916186","126.8406367,37.5083747","127.1366941,37.5655449","127.2610418,37.4067122","126.7861723,37.5035721","126.7861723,37.5035721","127.0553494,37.6795403","127.1371353,37.4298002","127.1371353,37.4298002","127.0553494,37.6795403"
"127.1239369,37.5259454","126.8785011,37.5528163","128.3515027,36.1174758","129.3612615,35.5646911","128.5518661,35.8558583","127.182553,37.7143381","127.182553,37.7143381","126.7636443,37.5070265","129.1596762,37.4589326","128.5518661,35.8558583","127.086948,37.5541451","127.0882005,37.517037","127.0480104,37.2930546","127.1371569,37.4297579","127.0882005,37.517037","127.0480104,37.2930546","127.0882005,37.517037","127.0553569,37.6798044","127.0301508,37.7481426","128.5518661,35.8558583","127.1371569,37.4297579","127.0465664,37.5916462","126.8407809,37.5084422","127.1368132,37.5659806","127.2611865,37.4066918","126.7860617,37.5035498","126.7860617,37.5035498","127.0553569,37.6798044","127.1371569,37.4297579","127.1371569,37.4297579","127.0553569,37.6798044"
"127.123726,37.5260294","126.8776325,37.553111","128.3517408,36.1176057","129.3613238,35.5653356","128.5517559,35.8558133","127.182843,37.7136556","127.182843,37.7136556","126.7636389,37.5069995","129.1582136,37.4596688","128.5517559,35.8558133","127.0873874,37.5541186","127.0889556,37.5171767","127.0482213,37.2932673","127.1371923,37.4296931","127.0889556,37.5171767","127.0482213,37.2932673","127.0889556,37.5171767","127.0553625,37.6800163","127.0302355,37.7482078","128.5517559,35.8558133","127.1371923,37.4296931","127.0463579,37.5916562","126.8407877,37.5084458","127.1369119,37.5661594","127.261286,37.4066703","126.7857049,37.5034719","126.7857049,37.5034719","127.0553625,37.6800163","127.1371923,37.4296931","127.1371923,37.4296931","127.0553625,37.6800163"
"127.1235854,37.5260785","126.8772178,37.5532927","128.3521497,36.1178138","129.3613122,35.5660245","128.5504321,35.8552848","127.1829623,37.7133468","127.1829623,37.7133468","126.763528,37.5065436","129.1578871,37.4598329","128.5504321,35.8552848","127.0880163,37.5538252","127.0894891,37.5172885","127.0483914,37.2934987","127.1372072,37.4296562","127.0894891,37.5172885","127.0483914,37.2934987","127.0894891,37.5172885","127.055373,37.6805256","127.0313804,37.7493634","128.5504321,35.8552848","127.1372072,37.4296562","127.0462276,37.5916647","126.8408327,37.5084659","127.1370617,37.5663257","127.2614951,37.4066284","126.7855999,37.5034487","126.7855999,37.5034487","127.055373,37.6805256","127.1372072,37.4296562","127.1372072,37.4296562","127.055373,37.6805256"
"127.1233372,37.5261481","126.8767622,37.5534913","128.3522033,36.1178395","129.3611622,35.5680327","128.5503999,35.8552716","127.1829737,37.7133189","127.1829737,37.7133189","126.7634429,37.5061104","129.1577567,37.4599194","128.5503999,35.8552716","127.0881877,37.5537339","127.0895061,37.5172922","127.0485477,37.2937688","127.1372494,37.4295707","127.0895061,37.5172922","127.0485477,37.2937688","127.0895061,37.5172922","127.0553711,37.6806536","127.0320132,37.7499995","128.5503999,35.8552716","127.1372494,37.4295707","127.0461256,37.5916715","126.8408868,37.5084914","127.1372694,37.5664606","127.2618015,37.4065803","126.7844901,37.5032058","126.7844901,37.5032058","127.0553711,37.6806536","127.1372494,37.4295707","127.1372494,37.4295707","127.0553711,37.6806536"
"127.1230687,37.5262103","126.8759615,37.5539242","128.3523619,36.1179159","129.3611119,35.5689079","128.5503242,35.8552416","127.1830874,37.7130154","127.1830874,37.7130154","126.7633814,37.5058045","129.15772,37.4599434","128.5503242,35.8552416","127.0882922,37.5536756","127.0901038,37.5174529","127.0486759,37.2940235","127.1374822,37.4291063","127.0901038,37.5174529","127.0486759,37.2940235","127.0901038,37.5174529","127.0553691,37.6807987","127.0331504,37.75111","128.5503242,35.8552416","127.1374822,37.4291063","127.0458435,37.591684","126.8410379,37.508549","127.1376628,37.566597","127.2619756,37.4065618","126.7844043,37.5031873","126.7844043,37.5031873","127.0553691,37.6807987","127.1374822,37.4291063","127.1374822,37.4291063","127.0553691,37.6807987"
"127.1228932,37.5262305","126.8753971,37.5542691","128.3530308,36.118224","129.3610115,35.57015","128.5485867,35.8545833","127.1831367,37.712875","127.1831367,37.712875","126.7633663,37.505726","129.1576821,37.4599691","128.5485867,35.8545833","127.0884763,37.5535528","127.0911442,37.5177828","127.0487987,37.2944304","127.1374959,37.429082","127.0911442,37.5177828","127.0487987,37.2944304","127.0911442,37.5177828","127.0554003,37.6822319","127.0331515,37.7511127","128.5485867,35.8545833","127.1374959,37.429082","127.0454209,37.5917022","126.8415602,37.5087331","127.138164,37.5666968","127.2622209,37.4065343","126.7837493,37.503058","126.7837493,37.503058","127.0554003,37.6822319","127.1374959,37.429082","127.1374959,37.429082","127.0554003,37.6822319"
"127.1227018,37.5262425","126.8749997,37.5545446","128.3530745,36.1182498","129.3609924,35.5705172","128.5483697,35.8545014","127.1831379,37.7128732","127.1831379,37.7128732","126.7633394,37.5055861","129.1572854,37.4602334","128.5483697,35.8545014","127.0885901,37.5534504","127.0924614,37.5181992","127.0488542,37.2945902","127.1376238,37.4288138","127.0924614,37.5181992","127.0488542,37.2945902","127.0924614,37.5181992","127.0554017,37.682377","127.0332688,37.7512456","128.5483697,35.8545014","127.1376238,37.4288138","127.0441824,37.5917767","126.8416719,37.5087725","127.1385475,37.5667575","127.2624232,37.4065203","126.7831304,37.5029443","126.7831304,37.5029443","127.0554017,37.682377","127.1376238,37.4288138","127.1376238,37.4288138","127.0554017,37.682377"
"127.1223295,37.5262332","126.8741938,37.555192","128.3532621,36.1183414","129.3609865,35.5706444","128.5482195,35.854445","127.1831758,37.7127507","127.1831758,37.7127507","126.763321,37.5055012","129.1571996,37.4602913","128.5482195,35.854445","127.0886526,37.5533948","127.0942495,37.5187994","127.0488763,37.2946651","127.1378361,37.4283844","127.0942495,37.5187994","127.0488763,37.2946651","127.0942495,37.5187994","127.0553986,37.6825158","127.0334381,37.7513896","128.5482195,35.854445","127.1378361,37.4283844","127.0440521,37.5917843","126.8418354,37.5088293","127.1388995,37.5667955","127.2641288,37.4063543","126.782874,37.5028977","126.782874,37.5028977","127.0553986,37.6825158","127.1378361,37.4283844","127.1378361,37.4283844","127.0553986,37.6825158"
"127.1222187,37.5262238","126.8738404,37.5554822","128.3537481,36.118483","129.3609849,35.5706714","128.5481872,35.8544335","127.1833198,37.7127871","127.1833198,37.7127871","126.7632128,37.5050048","129.1567634,37.460658","128.5481872,35.8544335","127.0887118,37.5533328","127.0951991,37.519183","127.0489006,37.294749","127.1378749,37.4283043","127.0951991,37.519183","127.0489006,37.294749","127.0951991,37.519183","127.055415,37.6831802","127.0335498,37.7515027","128.5481872,35.8544335","127.1378749,37.4283043","127.0438732,37.5917728","126.842281,37.5089796","127.1392867,37.5668048","127.2642102,37.4063454","126.7824776,37.5028277","126.7824776,37.5028277","127.055415,37.6831802","127.1378749,37.4283043","127.1378749,37.4283043","127.055415,37.6831802"
"127.1221983,37.5262219","126.8728995,37.5562992","128.3538989,36.1185577","129.3609661,35.5708574","128.5481627,35.8544238","127.1835226,37.7128481","127.1835226,37.7128481","126.7631621,37.5047503","129.156493,37.4609078","128.5481627,35.8544238","127.0889874,37.5530408","127.0952556,37.5192057","127.0490244,37.2951759","127.1378966,37.4282593","127.0952556,37.5192057","127.0490244,37.2951759","127.0952556,37.5192057","127.0554267,37.6835146","127.0338893,37.7518538","128.5481627,35.8544238","127.1378966,37.4282593","127.0435881,37.5917158","126.8425801,37.5090714","127.139991,37.5668105","127.2642361,37.4063428","126.7823353,37.5027989","126.7823353,37.5027989","127.0554267,37.6835146","127.1378966,37.4282593","127.1378966,37.4282593","127.0554267,37.6835146"
"127.1219914,37.5261933","126.871189,37.5577539","128.3549601,36.1190712","129.3609584,35.5709549","128.5480993,35.8543991","127.1842272,37.7131104","127.1842272,37.7131104","126.7629627,37.5047797","129.1562576,37.4611544","128.5480993,35.8543991","127.0891869,37.5527999","127.0957059,37.5194272","127.0490466,37.2952526","127.1379411,37.4281657","127.0957059,37.5194272","127.0490466,37.2952526","127.0957059,37.5194272","127.0554275,37.6835543","127.0340449,37.7520166","128.5480993,35.8543991","127.1379411,37.4281657","127.0430747,37.591566","126.8426613,37.5090944","127.1404007,37.566856","127.2643086,37.4062987","126.7822721,37.5027868","126.7822721,37.5027868","127.0554275,37.6835543","127.1379411,37.4281657","127.1379411,37.4281657","127.0554275,37.6835543"
"127.1215391,37.5261054","126.8709997,37.5579161","128.3549993,36.1191007","129.3609491,35.5711246","128.5477843,35.8542838","127.1844899,37.7132418","127.1844899,37.7132418","126.7621844,37.5048866","129.1559864,37.4614674","128.5477843,35.8542838","127.0893375,37.5525913","127.0961933,37.519702","127.0488196,37.2952887","127.1380577,37.4278921","127.0961933,37.519702","127.0488196,37.2952887","127.0961933,37.519702","127.0554358,37.683685","127.0346262,37.7525417","128.5477843,35.8542838","127.1380577,37.4278921","127.0427299,37.5914646","126.8426681,37.5090962","127.1408029,37.5668211","127.2643777,37.406252","126.7821591,37.5027699","126.7821591,37.5027699","127.0554358,37.683685","127.1380577,37.4278921","127.1380577,37.4278921","127.0554358,37.683685"
"127.1202745,37.5257561","126.8698615,37.5588997","128.3552368,36.1192802","129.3608741,35.5728909","128.547633,35.8542256","127.1848158,37.7134356","127.1848158,37.7134356","126.7616405,37.5049662","129.1559368,37.4615249","128.547633,35.8542256","127.0893729,37.5525338","127.0979624,37.5206995","127.04871,37.2953036","127.138068,37.4278723","127.0979624,37.5206995","127.04871,37.2953036","127.0979624,37.5206995","127.0554369,37.6837057","127.0350714,37.7528724","128.547633,35.8542256","127.138068,37.4278723","127.042507,37.5914151","126.8427008,37.5091063","127.1416219,37.5667488","127.2644343,37.4062034","126.7804541,37.5025378","126.7804541,37.5025378","127.0554369,37.6837057","127.138068,37.4278723","127.138068,37.4278723","127.0554369,37.6837057"
"127.1198699,37.5256457","126.8692995,37.5593491","128.3553061,36.1193113","129.3606132,35.5760195","128.5472367,35.8540749","127.1849911,37.7135623","127.1849911,37.7135623","126.7602516,37.505154","129.1559225,37.4615422","128.5472367,35.8540749","127.0894973,37.5523476","127.0983854,37.5209533","127.0483453,37.2953517","127.1381856,37.4276184","127.0983854,37.5209533","127.0483453,37.2953517","127.0983854,37.5209533","127.0554491,37.6841177","127.0353563,37.7530637","128.5472367,35.8540749","127.1381856,37.4276184","127.0422739,37.5913736","126.8427753,37.5091275","127.1418179,37.5667314","127.2644967,37.4061287","126.780289,37.5025286","126.780289,37.5025286","127.0554491,37.6841177","127.1381856,37.4276184","127.1381856,37.4276184","127.0554491,37.6841177"
