0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"127.3175624,37.6308466",,"128.0141299,36.1782373","129.4711386,35.6987282","128.7631744,35.9527998","127.2747601,37.841342","127.1275103,37.7922622","126.8994496,37.2829827","129.0774243,37.5997","128.7631744,35.9527998","127.2357234,37.5444477","127.3214476,37.6312501","127.3580101,37.2453263","127.5150169,37.378323","127.3214476,37.6312501","127.3609134,37.2429527","127.3214476,37.6312501","127.1668632,37.844778","127.1373828,37.8107871","128.7631744,35.9527998","127.5150169,37.378323","127.1161121,37.7315253","126.8735077,37.674445","127.4108372,37.6416493","127.5164867,37.2969145","126.8178084,37.6288064","126.8952118,37.6799166","127.1668632,37.844778","127.4626021,37.3114304","127.5150169,37.378323","127.1668632,37.844778"
"127.3178106,37.6308434",,"128.0138208,36.179096","129.4710728,35.698796","128.7646122,35.9525746","127.2747986,37.8413862","127.1274524,37.7908866","126.8989418,37.2817317","129.0766745,37.6003995","128.7646122,35.9525746","127.2372122,37.5456787","127.3222008,37.6314621","127.3581807,37.245139","127.5157692,37.3783481","127.3222008,37.6314621","127.3611933,37.2427908","127.3222008,37.6314621","127.1671301,37.84484","127.1377031,37.8112694","128.7646122,35.9525746","127.5157692,37.3783481","127.116338,37.7326049","126.8742389,37.6746039","127.4110966,37.6417703","127.5170215,37.2965521","126.8183145,37.6292339","126.895295,37.6798603","127.1675539,37.8451278","127.4630344,37.3112448","127.5157692,37.3783481","127.1675539,37.8451278"
"127.3181313,37.6308403",,"128.0138208,36.1790969","129.4710578,35.6988115","128.7657614,35.952466","127.2750272,37.8417129","127.1273223,37.7905618","126.89882,37.2814363","129.0758741,37.6011744","128.7657614,35.952466","127.2388693,37.5470164","127.3229369,37.6317075","127.3584316,37.2448617","127.5163204,37.3783463","127.3229369,37.6317075","127.3620566,37.242351","127.3229369,37.6317075","127.167401,37.8449877","127.1381004,37.8117907","128.7657614,35.952466","127.5163204,37.3783463","127.1166322,37.733655","126.8748132,37.6746781","127.4115871,37.6419996","127.5176182,37.2961148","126.8183966,37.6293028","126.8953337,37.679847","127.1684806,37.845536","127.4635412,37.3110314","127.5163204,37.3783463","127.1684806,37.845536"
"127.318239,37.6308404",,"128.0136278,36.1795107","129.4709748,35.6988994","128.7669744,35.952391","127.2750905,37.8418257","127.1271519,37.7903404","126.8987525,37.2812773","129.0754867,37.6015491","128.7669744,35.952391","127.2391611,37.5471144","127.3236242,37.6319663","127.3590245,37.2443053","127.5166051,37.3783453","127.3236242,37.6319663","127.3621796,37.2423016","127.3236242,37.6319663","127.1676814,37.8450813","127.1384541,37.8121938","128.7669744,35.952391","127.5166051,37.3783453","127.1168841,37.7343291","126.8749991,37.6746935","127.4115984,37.642005","127.5181766,37.2956614","126.8186381,37.6295422",,"127.1685975,37.8455877","127.4639995,37.3108503","127.5166051,37.3783453","127.1685975,37.8455877"
"127.3184815,37.6308408",,"128.0130368,36.1806248","129.470916,35.6989806","128.7681749,35.9523747","127.2752341,37.8420811","127.1269677,37.7901659","126.8984734,37.2806233","129.0749727,37.6020454","128.7681749,35.9523747","127.2395337,37.5473775","127.3239322,37.6320893","127.3594209,37.2439749","127.5167971,37.3783453","127.3239322,37.6320893","127.3627156,37.2420778","127.3239322,37.6320893","127.16793,37.8451469","127.1387671,37.8125408","128.7681749,35.9523747","127.5167971,37.3783453","127.1171819,37.735125","126.8751758,37.6747125","127.4124821,37.6424104","127.5189403,37.2950402","126.8188758,37.6298221",,"127.1686848,37.8456195","127.4643257,37.3107224","127.5167971,37.3783453","127.1686848,37.8456195"
"127.3188283,37.6308567",,"128.0126248,36.1812324","129.4708156,35.6991193","128.7687075,35.9523997","127.275424,37.8424185","127.1266641,37.7900063","126.898294,37.2802024","129.0734619,37.603458","128.7687075,35.9523997","127.2396037,37.5474281","127.323999,37.6321165","127.3600058,37.2435222","127.5168423,37.3783444","127.323999,37.6321165","127.3630879,37.2419322","127.323999,37.6321165","127.1681549,37.8451845","127.1396969,37.8133729","128.7687075,35.9523997","127.5168423,37.3783444","127.1182258,37.7375926","126.8757833,37.6747536","127.4128956,37.6425729","127.519581,37.2944695","126.8193746,37.6305442",,"127.168922,37.8457067","127.4649668,37.3104991","127.5168423,37.3783444","127.168922,37.8457067"
"127.3189189,37.6308649",,"128.0122412,36.1817525","129.4707867,35.6991603","128.7688218,35.9524048","127.2759434,37.8431802","127.1265575,37.7899771","126.8972566,37.2777534","129.0716993,37.6050244","128.7688218,35.9524048","127.23971,37.5474825","127.3242571,37.6322124","127.3603659,37.2432865","127.5175109,37.3783326","127.3242571,37.6322124","127.363344,37.2418324","127.3242571,37.6322124","127.1684309,37.8452141","127.1402731,37.8137974","128.7688218,35.9524048","127.5175109,37.3783326","127.1195974,37.7410356","126.8763208,37.674751","127.4129636,37.6425991","127.5198596,37.2942134","126.8196044,37.6309502",,"127.1696472,37.8459512","127.4654318,37.3103396","127.5175109,37.3783326","127.1696472,37.8459512"
"127.3190164,37.6308741",,"128.0118494,36.1822076","129.4707636,35.6992076","128.7701079,35.952466","127.2760577,37.8433373","127.126411,37.7899721","126.8971083,37.2773939","129.0708608,37.6057665","128.7701079,35.952466","127.2398468,37.5475341","127.3256997,37.6327833","127.3605296,37.2431794","127.5181389,37.3783054","127.3256997,37.6327833","127.3640096,37.2416141","127.3256997,37.6327833","127.1686321,37.8452246","127.1405618,37.8140101","128.7701079,35.952466","127.5181389,37.3783054","127.1207438,37.7439127","126.8770457,37.6747233","127.4134349,37.6428176","127.5200807,37.2939853","126.8199436,37.6317841",,"127.1707699,37.8462779","127.4659363,37.3101839","127.5181389,37.3783054","127.1707699,37.8462779"
"127.319856,37.6309583",,"128.0115579,36.1825406","129.4707077,35.6993627","128.7716725,35.9525396","127.276368,37.8436993","127.1263189,37.7899971","126.8970209,37.2771744","129.0703614,37.6062076","128.7716725,35.9525396","127.2399904,37.547566","127.3270732,37.633318","127.3609134,37.2429527","127.5189635,37.3782377","127.3270732,37.633318","127.364401,37.2415064","127.3270732,37.633318","127.1688174,37.8452134","127.1414386,37.81454","128.7716725,35.9525396","127.5189635,37.3782377","127.1211807,37.7450525","126.8780749,37.6746377","127.4154618,37.6436663","127.5204789,37.293576","126.8202029,37.6324237",,"127.171317,37.8464327","127.4678741,37.3096246","127.5189635,37.3782377","127.171317,37.8464327"
"127.3201132,37.6309875",,"128.0110643,36.1830693","129.4706608,35.6995212","128.772245,35.9525642","127.2768201,37.8441742","127.1262755,37.7900402","126.8967865,37.2765855","129.0682439,37.6080824","128.772245,35.9525642","127.2401206,37.5475807","127.3274118,37.6334492","127.3611933,37.2427908","127.5195903,37.3781673","127.3274118,37.6334492","127.3648985,37.2413691","127.3274118,37.6334492","127.1689971,37.8451914","127.1419508,37.8148093","128.772245,35.9525642","127.5195903,37.3781673","127.1215816,37.7461075","126.8815329,37.6743062","127.4171896,37.6443643","127.5207958,37.2932497","126.8208008,37.6339766",,"127.1727792,37.8468324","127.4687996,37.3093319","127.5195903,37.3781673","127.1727792,37.8468324"
"127.3201868,37.6309958",,"128.0102936,36.1837568","129.4706151,35.6996833","128.7741691,35.9526556","127.277133,37.8444569","127.1262583,37.7900699","126.8967743,37.2765566","129.0681871,37.6081328","128.7741691,35.9526556","127.2402745,37.5475828","127.3282373,37.6337578","127.3620566,37.242351","127.5205413,37.3780409","127.3282373,37.6337578","127.3654839,37.241257","127.3282373,37.6337578","127.1696842,37.8450419","127.142003,37.8148365","128.7741691,35.9526556","127.5205413,37.3780409","127.1216981,37.7464152","126.8833339,37.6741299","127.4173279,37.6444185","127.5209052,37.2931289","126.821255,37.6351302",,"127.1733831,37.8470198","127.4689384,37.3092977","127.5205413,37.3780409","127.1733831,37.8470198"
"127.3206479,37.6310749",,"128.0097526,36.1841964","129.4704721,35.7003861","128.7764851,35.952777","127.2775399,37.8448119","127.1262456,37.7901041","126.8963242,37.2754402","129.0670937,37.6090936","128.7764851,35.952777","127.2404489,37.547558","127.3285181,37.6338609","127.3621796,37.2423016","127.5213975,37.3778957","127.3285181,37.6338609","127.3664109,37.241113","127.3285181,37.6338609","127.1700128,37.8450167","127.1427954,37.8151976","128.7764851,35.952777","127.5213975,37.3778957","127.1218787,37.7470692","126.8847785,37.6740032","127.4181119,37.6447246","127.5210755,37.2929414","126.8215716,37.6359594",,"127.1738939,37.847178","127.4692612,37.3092122","127.5213975,37.3778957","127.1738939,37.847178"
"127.3213819,37.6312319",,"128.0095789,36.1843378","129.4704643,35.7004277","128.7765572,35.9527808","127.2789155,37.8458582","127.1262224,37.7902185","126.8963098,37.275405","129.0650071,37.6109392","128.7765572,35.9527808","127.240662,37.5474827","127.3290742,37.6340663","127.3627156,37.2420778","127.5220119,37.3777874","127.3290742,37.6340663","127.3665079,37.2410978","127.3290742,37.6340663","127.1701777,37.8450045","127.1430868,37.815312","128.7765572,35.9527808","127.5220119,37.3777874","127.1220189,37.747852","126.886743,37.6738124","127.4189742,37.6450992","127.5212898,37.29267","126.8231955,37.6402374",,"127.1746065,37.8474378","127.46947,37.3091581","127.5220119,37.3777874","127.1746065,37.8474378"
"127.3214476,37.6312501",,"128.0087169,36.1850032","129.4704554,35.7004693","128.7774894,35.9528303","127.2789461,37.8458844","127.1262372,37.7908882","126.8960907,37.2748721","129.0647957,37.6111258","128.7774894,35.9528303","127.2408241,37.5474164","127.3290798,37.6340681","127.3630879,37.2419322","127.5226026,37.3776548","127.3290798,37.6340681","127.3670119,37.2410487","127.3290798,37.6340681","127.1703753,37.8450258","127.1438116,37.8155684","128.7774894,35.9528303","127.5226026,37.3776548","127.1220525,37.7481631","126.8868463,37.6738021","127.4200867,37.6456075","127.5216113,37.2922859","126.8235132,37.6410676",,"127.1757356,37.8478573","127.4702431,37.3089591","127.5226026,37.3776548","127.1757356,37.8478573"
"127.3222008,37.6314621",,"128.0073815,36.1860754","129.4704091,35.7006116","128.7782939,35.9528723","127.2790425,37.8459576","127.1261822,37.7912035","126.8951628,37.2727094","129.0639782,37.6118487","128.7782939,35.9528723","127.2413119,37.5471417","127.3291784,37.634098","127.363344,37.2418324","127.5235208,37.3774599","127.3291784,37.634098","127.3675036,37.2410268","127.3291784,37.634098","127.1705717,37.8450967","127.1441553,37.8156812","128.7782939,35.9528723","127.5235208,37.3774599","127.1220951,37.748713","126.8885028,37.6736944","127.421137,37.6461075","127.5219812,37.2918586","126.8238277,37.6418896",,"127.1760997,37.8480286","127.4707352,37.3088583","127.5235208,37.3774599","127.1760997,37.8480286"
"127.3229369,37.6317075",,"128.0067841,36.1865711","129.4703916,35.7006641","128.7811825,35.9530218","127.2791752,37.8460579","127.1261919,37.7913072","126.8945992,37.2713995","129.0635138,37.6122865","128.7811825,35.9530218","127.2418495,37.5468328","127.3298874,37.6343136","127.3640096,37.2416141","127.5244684,37.3772704","127.3298874,37.6343136","127.368135,37.2409986","127.3298874,37.6343136","127.1707224,37.8451872","127.1446408,37.8158449","128.7811825,35.9530218","127.5244684,37.3772704","127.1221009,37.7489014","126.8900877,37.6735909","127.4216695,37.6463783","127.5220962,37.2917144","126.8245962,37.6438968",,"127.1764865,37.84821","127.47126,37.3087322","127.5244684,37.3772704","127.1764865,37.84821"
"127.3236242,37.6319663",,"128.0057516,36.187541","129.4703058,35.7008567","128.7824043,35.9530844","127.2796968,37.8464699","127.1261991,37.7914613","126.8939181,37.270107","129.0630049,37.6127637","128.7824043,35.9530844","127.2421625,37.5466829","127.3304605,37.6344613","127.364401,37.2415064","127.5252172,37.3771432","127.3304605,37.6344613","127.3707295,37.2408446","127.3304605,37.6344613","127.1708854,37.8453373","127.1456412,37.8161814","128.7824043,35.9530844","127.5252172,37.3771432","127.1221005,37.7489771","126.8917158,37.6734848","127.4224637,37.6467817","127.5225327,37.2911185","126.8247999,37.6444306",,"127.1770117,37.8484611","127.4725499,37.3083828","127.5252172,37.3771432","127.1770117,37.8484611"
"127.3239322,37.6320893",,"128.005047,36.1883148","129.4702848,35.7009021","128.7831234,35.9531209","127.2798419,37.8466054","127.1263111,37.7940232","126.8936556,37.2696496","129.0620816,37.6135231","128.7831234,35.9531209","127.2424923,37.5465647","127.3311176,37.6345984","127.3648985,37.2413691","127.5253426,37.3771269","127.3311176,37.6345984","127.3724942,37.2407122","127.3311176,37.6345984","127.1709905,37.8454854","127.147085,37.8167085","128.7831234,35.9531209","127.5253426,37.3771269","127.1220999,37.7499992","126.892164,37.6734556","127.4234993,37.6473078","127.5225473,37.2910959","126.8249239,37.6447549",,"127.1779734,37.8489603","127.4728942,37.308281","127.5253426,37.3771269","127.1779734,37.8489603"
"127.323999,37.6321165",,"128.0046896,36.1887806","129.4702045,35.7010548","128.7866678,35.9532966","127.2799619,37.8467426","127.1263186,37.7941098","126.8931869,37.2688828","129.0618708,37.6136845","128.7866678,35.9532966","127.2427124,37.5464245","127.331794,37.6347093","127.3654839,37.241257","127.5257198,37.3770773","127.331794,37.6347093","127.3730039,37.2406785","127.331794,37.6347093","127.1710556,37.8456595","127.1479537,37.8170635","128.7866678,35.9532966","127.5257198,37.3770773","127.1220216,37.7506551","126.892248,37.6734506","127.4246991,37.647908","127.5227695,37.2907624","126.8249605,37.6448488",,"127.1789508,37.84952","127.4733682,37.3081414","127.5257198,37.3770773","127.1789508,37.84952"
"127.3242571,37.6322124",,"128.004184,36.189541","129.4701529,35.7011116","128.7905638,35.9534811","127.2802992,37.8472416","127.1263195,37.7941512","126.8929284,37.2684939","129.0611998,37.6141575","128.7905638,35.9534811","127.2435995,37.5458992","127.3324239,37.6347868","127.3664109,37.241113","127.5258814,37.3770565","127.3324239,37.6347868","127.3749997,37.2405968","127.3324239,37.6347868","127.1710858,37.845784","127.1486814,37.817419","128.7905638,35.9534811","127.5258814,37.3770565","127.1219415,37.7512254","126.8958618,37.6731826","127.4249484,37.648029","127.5230379,37.2903116","126.8251254,37.6452833",,"127.182638,37.8519311","127.4740408,37.3079432","127.5258814,37.3770565","127.182638,37.8519311"
"127.3256997,37.6327833",,"128.0037519,36.1903136","129.4700127,35.7012536","128.7905993,35.9534825","127.2805287,37.8476585","127.1263226,37.7942125","126.8926509,37.2680769","129.0611293,37.6142008","128.7905993,35.9534825","127.2440248,37.5456576","127.333122,37.6348383","127.3665079,37.2410978","127.5263873,37.3770014","127.333122,37.6348383","127.3795278,37.2404366","127.333122,37.6348383","127.1710901,37.8460814","127.1492027,37.8177099","128.7905993,35.9534825","127.5263873,37.3770014","127.1218949,37.7514614","126.8965028,37.6731471","127.4253653,37.6482491","127.5233908,37.2897175","126.8254092,37.6461169",,"127.1837828,37.8527048","127.4751976,37.3076172","127.5263873,37.3770014","127.1837828,37.8527048"
"127.3270732,37.633318",,"128.0034008,36.1910598","129.4698319,35.7014053","128.7925248,35.9535916","127.2805468,37.8476882","127.126332,37.7943901","126.8918379,37.2669298","129.0602869,37.6147158","128.7925248,35.9535916","127.2446123,37.5453317","127.3333384,37.6348476","127.3670119,37.2410487","127.5264009,37.3769996","127.3333384,37.6348476","127.3820399,37.2403201","127.3333384,37.6348476","127.1710713,37.8462166","127.1495822,37.8179264","128.7925248,35.9535916","127.5264009,37.3769996","127.121888,37.7514902","126.8992039,37.6730049","127.4257143,37.6484206","127.5233942,37.2897112","126.8255012,37.6463481",,"127.1861291,37.8542721","127.4769164,37.3071984","127.5264009,37.3769996","127.1861291,37.8542721"
"127.3274118,37.6334492",,"128.0031274,36.1917921","129.4697742,35.7014423","128.7945999,35.953691","127.2806791,37.8479039","127.1263351,37.7944406","126.8917799,37.2668511","129.0590747,37.6152581","128.7945999,35.953691","127.2446951,37.5452859","127.3338496,37.634869","127.3675036,37.2410268","127.5270289,37.3769363","127.3338496,37.634869","127.3871003,37.2401213","127.3338496,37.634869","127.1709902,37.8465706","127.1507828,37.8187258","128.7945999,35.953691","127.5270289,37.3769363","127.1217349,37.7521288","126.9004244,37.6729553","127.4258027,37.6484567","127.5235724,37.2893885","126.8255942,37.6465974",,"127.1862232,37.8543355","127.4774219,37.3070876","127.5270289,37.3769363","127.1862232,37.8543355"
"127.3282373,37.6337578",,"128.0029935,36.1922479","129.4696232,35.7015466","128.7971746,35.9538326","127.2814131,37.8491689","127.1263391,37.7945587","126.8905867,37.2652999","129.0582741,37.6155499","128.7971746,35.9538326","127.2447303,37.545268","127.3347121,37.6348775","127.368135,37.2409986","127.5280996,37.3768748","127.3347121,37.6348775","127.3900375,37.2399862","127.3347121,37.6348775","127.1708299,37.8468234","127.1515505,37.8192842","128.7971746,35.9538326","127.5280996,37.3768748","127.1212873,37.7533045","126.9014486,37.6729298","127.4262741,37.6486499","127.5238069,37.2889242","126.82574,37.647012",,"127.1869927,37.8548819","127.4787152,37.3068589","127.5280996,37.3768748","127.1869927,37.8548819"
"127.3285181,37.6338609",,"128.0028906,36.1926847","129.4689979,35.7017804","128.7974743,35.9538492","127.2816246,37.8495325","127.1263498,37.7946885","126.8893592,37.2638208","129.0574375,37.6157998","128.7974743,35.9538492","127.2449491,37.5451711","127.3365585,37.6348223","127.3707295,37.2408446","127.5292257,37.3768772","127.3365585,37.6348223","127.3910511,37.2399529","127.3365585,37.6348223","127.1706266,37.8470518","127.1519206,37.81959","128.7974743,35.9538492","127.5292257,37.3768772","127.1212666,37.7533567","126.9024803,37.672954","127.4270368,37.648891","127.5238576,37.2888304","126.82594,37.6475918",,"127.1881814,37.8557891","127.4798437,37.3067104","127.5292257,37.3768772","127.1881814,37.8557891"
"127.3290742,37.6340663",,"128.0027753,36.1932685","129.4689069,35.7018108","128.7979136,35.953867","127.2818249,37.849833","127.126367,37.7948824","126.8882624,37.2625","129.05655,37.6159999","128.7979136,35.953867","127.245169,37.5450814","127.3385057,37.6347646","127.3724942,37.2407122","127.5301463,37.3769248","127.3385057,37.6347646","127.3930502,37.2398744","127.3385057,37.6347646","127.1704111,37.8472161","127.1521063,37.8197446","128.7979136,35.953867","127.5301463,37.3769248","127.1203029,37.7557854","126.9038807,37.6730936","127.4276453,37.6490663","127.5239715,37.2885925","126.8260857,37.6477756",,"127.188187,37.8557936","127.4805309,37.3066474","127.5301463,37.3769248","127.188187,37.8557936"
"127.3290798,37.6340681",,"128.0027409,36.1934417","129.4688017,35.7018477","128.7984839,35.9538906","127.2823874,37.8506417","127.1263876,37.7950753","126.8881007,37.2622729","129.0556492,37.6161082","128.7984839,35.9538906","127.2453776,37.5449944","127.3392992,37.6347414","127.3730039,37.2406785","127.5314803,37.3770623","127.3392992,37.6347414","127.3944878,37.239809","127.3392992,37.6347414","127.1701536,37.847356","127.1526321,37.8202672","128.7984839,35.9538906","127.5314803,37.3770623","127.1199525,37.7570317","126.90479,37.6732532","127.4279366,37.6491413","127.5242759,37.2880236","126.8261847,37.6479825",,"127.1887002,37.8562222","127.4811663,37.3065925","127.5314803,37.3770623","127.1887002,37.8562222"
"127.3291784,37.634098",,"128.0026084,36.1942925","129.4684452,35.7019572","128.7989777,35.9539105","127.2826118,37.8508746","127.1264775,37.7954965","126.8871585,37.2609484","129.0547121,37.616208","128.7989777,35.9539105","127.2455964,37.5449102","127.3405823,37.6346575","127.3749997,37.2405968","127.5319005,37.3771073","127.3405823,37.6346575","127.3957168,37.2397533","127.3405823,37.6346575","127.1698302,37.8474794","127.1530335,37.8206883","128.7989777,35.9539105","127.5319005,37.3771073","127.1197746,37.7576368","126.905272,37.6733836","127.4287118,37.6492995","127.5247516,37.2869076","126.8263463,37.6481682",,"127.1889924,37.8564681","127.4821582,37.3065422","127.5319005,37.3771073","127.1889924,37.8564681"
"127.3298874,37.6343136",,"128.0024219,36.1955698","129.4683366,35.7019905","128.8000218,35.9539533","127.2827365,37.8509911","127.1266206,37.7959377","126.8868867,37.2605287","129.0537118,37.6162166","128.8000218,35.9539533","127.2459228,37.5447964","127.3408249,37.6346416","127.3795278,37.2404366","127.5328968,37.3772476","127.3408249,37.6346416","127.3962884,37.2397277","127.3408249,37.6346416","127.1695583,37.84754","127.1533625,37.8210543","128.8000218,35.9539533","127.5328968,37.3772476","127.1196088,37.7583221","126.9053614,37.6734075","127.4294871,37.6494081","127.5247866,37.2868075","126.8264918,37.6483665",,"127.1894819,37.8568678","127.4835089,37.3065631","127.5328968,37.3772476","127.1894819,37.8568678"
"127.3304605,37.6344613",,"128.0023351,36.1962671","129.4667427,35.7025196","128.8015119,35.9540165","127.2835549,37.851774","127.1267621,37.7962644","126.886387,37.2597158","129.0531741,37.6161832","128.8015119,35.9540165","127.2469779,37.5444436","127.3427634,37.6344576","127.3820399,37.2403201","127.5337202,37.3774196","127.3427634,37.6344576","127.397461,37.2396746","127.3427634,37.6344576","127.169332,37.8475664","127.1535784,37.8212938","128.8015119,35.9540165","127.5337202,37.3774196","127.1194893,37.7590383","126.9070519,37.6738658","127.4301355,37.6494472","127.524879,37.2865461","126.82663,37.648507",,"127.1903333,37.8576857","127.4842266,37.3065812","127.5337202,37.3774196","127.1903333,37.8576857"
"127.3311176,37.6345984",,"128.0021187,36.1979089","129.4645267,35.70324","128.8027992,35.9540827","127.2836864,37.8518996","127.1271132,37.7969082","126.8856419,37.2582832","129.0526624,37.6161493","128.8027992,35.9540827","127.2480897,37.544071","127.3430219,37.6344327","127.3871003,37.2401213","127.5348024,37.3776455","127.3430219,37.6344327","127.3980947,37.2396544","127.3430219,37.6344327","127.1685077,37.8476136","127.1552343,37.82315","128.8027992,35.9540827","127.5348024,37.3776455","127.1193167,37.7601563","126.9074352,37.6740074","127.430462,37.6494664","127.5250199,37.2861134","126.8268732,37.6486868",,"127.1909129,37.8582604","127.4851282,37.3066363","127.5348024,37.3776455","127.1909129,37.8582604"
"127.331794,37.6347093",,"128.0020433,36.19846","129.4641907,35.7033717","128.803462,35.9541332","127.2845249,37.8527916","127.1274342,37.7974554","126.8851745,37.2573749","129.0517741,37.6160412","128.803462,35.9541332","127.2481327,37.5440557","127.3436929,37.6343822","127.3900375,37.2399862","127.5350069,37.3776878","127.3436929,37.6343822","127.3986979,37.2396351","127.3436929,37.6343822","127.1667954,37.8477278","127.1563025,37.8243392","128.803462,35.9541332","127.5350069,37.3776878","127.1192553,37.760623","126.9084422,37.6744307","127.4309449,37.6494676","127.5253455,37.2849036","126.8270831,37.6487971",,"127.1912581,37.85863","127.4857601,37.306704","127.5350069,37.3776878","127.1912581,37.85863"
"127.3324239,37.6347868",,"128.0017893,36.2005022","129.463886,35.7035218","128.8043496,35.9542327","127.2850618,37.8534496","127.1281914,37.79868","126.8850431,37.257038","129.0505497,37.615841","128.8043496,35.9542327","127.2493828,37.5436194","127.3511737,37.6341413","127.3910511,37.2399529","127.5352599,37.3777409","127.3511737,37.6341413","127.3991117,37.2396301","127.3511737,37.6341413","127.1666578,37.8477364","127.1579483,37.8262088","128.8043496,35.9542327","127.5352599,37.3777409","127.1191029,37.7617852","126.9100258,37.6752147","127.4310197,37.6494676","127.5254243,37.2845088","126.8273815,37.6488916",,"127.1915002,37.8589037","127.486673,37.3067897","127.5352599,37.3777409","127.1915002,37.8589037"
"127.333122,37.6348383",,"128.001728,36.2009992","129.4636375,35.7036647","128.8052499,35.9543662","127.2855871,37.8541825","127.1282331,37.7987468","126.8845485,37.2557275","129.0492276,37.6155717","128.8052499,35.9543662","127.249817,37.5434356","127.351397,37.6341263","127.3930502,37.2398744","127.536211,37.3779353","127.351397,37.6341263","127.3997735,37.2396225","127.351397,37.6341263","127.1663656,37.8477608","127.1581856,37.8265088","128.8052499,35.9543662","127.536211,37.3779353","127.1189174,37.763416","126.9113776,37.6759289","127.4317996,37.649469","127.5255133,37.2840653","126.8274798,37.64893",,"127.1916983,37.859126","127.4872327,37.3068421","127.536211,37.3779353","127.1916983,37.859126"
"127.3333384,37.6348476",,"128.0017163,36.2010903","129.4634376,35.7038032","128.8055557,35.9544206","127.2859865,37.8548493","127.1285936,37.7993329","126.8841991,37.2547414","129.0483491,37.6154409","128.8055557,35.9544206","127.2499995,37.5433494","127.3524591,37.6341078","127.3944878,37.239809","127.5377835,37.3782386","127.3524591,37.6341078","127.4004454,37.2396258","127.3524591,37.6341078","127.1660801,37.8478024","127.1585944,37.8270616","128.8055557,35.9544206","127.5377835,37.3782386","127.1187939,37.7651281","126.9141228,37.6773911","127.4333867,37.6494077","127.5256056,37.2834749","126.8278204,37.6489978",,"127.1923239,37.8598477","127.4877529,37.3068881","127.5377835,37.3782386","127.1923239,37.8598477"
"127.3338496,37.634869",,"128.0017121,36.2011246","129.4632741,35.7039437","128.8063498,35.9545661","127.2864141,37.8555846","127.1286578,37.7994394","126.883749,37.2528245","129.0483116,37.6154377","128.8063498,35.9545661","127.2501639,37.5432741","127.356936,37.6340295","127.3957168,37.2397533","127.5395276,37.3785797","127.356936,37.6340295","127.4010249,37.2396497","127.356936,37.6340295","127.1657524,37.8478943","127.1589352,37.8275718","128.8063498,35.9545661","127.5395276,37.3785797","127.1188461,37.7662432","126.91497,37.6778117","127.4334808,37.6494032","127.5256754,37.2830521","126.8280889,37.6490083",,"127.1927141,37.8603274","127.4892899,37.3070451","127.5395276,37.3785797","127.1927141,37.8603274"
"127.3347121,37.6348775",,"128.0015245,36.2023993","129.4631693,35.7040401","128.8074374,35.9548247","127.288224,37.8586992","127.128695,37.7994972","126.8832623,37.2499997","129.0473108,37.6153635","128.8074374,35.9548247","127.2507819,37.5429482","127.3624954,37.6339315","127.3962884,37.2397277","127.5407578,37.3788244","127.3624954,37.6339315","127.401937,37.2396721","127.3624954,37.6339315","127.1655155,37.8479891","127.1593107,37.8281912","128.8074374,35.9548247","127.5407578,37.3788244","127.118942,37.7674711","126.9162104,37.6784271","127.434042,37.6493765","127.5257204,37.2826158","126.8285937,37.6489715",,"127.1936344,37.8615591","127.490662,37.3071849","127.5407578,37.3788244","127.1936344,37.8615591"
"127.3365585,37.6348223",,"128.0014287,36.203084","129.4630261,35.7041957","128.8087115,35.955166","127.2905873,37.8627575","127.1287243,37.7995415","126.8831871,37.2495414","129.0467236,37.6153513","128.8087115,35.955166","127.251239,37.5426859","127.3627312,37.6339327","127.397461,37.2396746","127.541291,37.3789306","127.3627312,37.6339327","127.403026,37.2397307","127.3627312,37.6339327","127.1653526,37.8480725","127.1594863,37.8285693","128.8087115,35.955166","127.541291,37.3789306","127.1190938,37.7682026","126.9169844,37.6787897","127.4348276,37.6493391","127.525744,37.2823751","126.8290746,37.6489418",,"127.1945524,37.862799","127.4928377,37.3073482","127.541291,37.3789306","127.1945524,37.862799"
"127.3385057,37.6347646",,"128.0013574,36.2035909","129.4629449,35.7043088","128.8095154,35.955434","127.2910623,37.8636245","127.1287953,37.7996535","126.8829996,37.248475","129.0462402,37.6153694","128.8095154,35.955434","127.2515611,37.542482","127.3627844,37.6339328","127.3980947,37.2396544","127.5463056,37.3798716","127.3627844,37.6339328","127.4037791,37.2397881","127.3627844,37.6339328","127.1651748,37.8481747","127.1598193,37.8292886","128.8095154,35.955434","127.5463056,37.3798716","127.1193116,37.7691316","126.9174805,37.6790148","127.4350691,37.6493284","127.5257811,37.2819136","126.8299956,37.6487614",,"127.1960174,37.8648299","127.4930837,37.3073663","127.5463056,37.3798716","127.1960174,37.8648299"
