0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"128.5915023,35.8876761","127.1396424,35.8427521","128.0953542,36.1346395","127.0842622,37.6293422","127.0304992,36.775072","127.8731188,36.9625063","128.6563213,35.2259236","126.7943554,35.1615196","127.0009739,37.3064496","127.152982,35.8204809","127.261286,37.4066703","126.7943554,35.1615196","127.129895,35.8397769","126.8407877,37.5084458","127.071816,37.6315717","126.906849,37.6169826","127.0172746,37.634177","126.8896929,35.1427418","127.1641731,36.7745265","126.8599903,35.1325761","127.3379005,36.3646376","128.5790153,35.2254247","127.261286,37.4066703","127.166291,35.8426253","127.1396424,35.8427521"
"128.5915558,35.8878622","127.1397916,35.8427977","128.0960277,36.1341943","127.0843824,37.6291308","127.0306226,36.7750409","127.8737929,36.9625376","128.6556954,35.2262695","126.7941362,35.1614714","127.0003548,37.3067309","127.153112,35.8203731","127.2614951,37.4066284","126.7941362,35.1614714","127.1300641,35.839846","126.8408327,37.5084659","127.0717617,37.631558","126.906725,37.617183","127.0173074,37.6341816","126.8897542,35.1427701","127.164226,36.7742274","126.8599256,35.1325703","127.3378358,36.3646366","128.578924,35.2254995","127.2614951,37.4066284","127.1663521,35.8425651","127.1397916,35.8427977"
"128.5915927,35.8880458","127.1402483,35.8429379","128.0961394,36.134119","127.0848748,37.6282186","127.0315485,36.7748093","127.8742895,36.9625558","128.6553312,35.2264669","126.7923806,35.161087","127.0002371,37.3067827","127.1535676,35.8199732","127.2618015,37.4065803","126.7923806,35.161087","127.1301769,35.8398824","126.8408868,37.5084914","127.0716632,37.6315306","126.9067055,37.6172153","127.0173833,37.6341891","126.8898799,35.1428411","127.1642885,36.7740166","126.8597534,35.1325559","127.3376953,36.3646544","128.5787662,35.2256163","127.2618015,37.4065803","127.1672404,35.8417164","127.1402483,35.8429379"
"128.5915869,35.888191","127.1415333,35.8433231","128.0961648,36.1340999","127.0849997,37.6279729","127.0316989,36.7747756","127.8749996,36.9625824","128.6547808,35.2267832","126.7914894,35.1609132","126.9999995,37.3068826","127.1537133,35.8198222","127.2619756,37.4065618","126.7914894,35.1609132","127.1306733,35.8400444","126.8410379,37.508549","127.0715523,37.6315005","126.9066538,37.6173079","127.0174875,37.6341995","126.8901609,35.1429976","127.1644202,36.7736248","126.8595977,35.1325388","127.3375314,36.3646758","128.5782167,35.2260242","127.2619756,37.4065618","127.1673304,35.8416355","127.1415333,35.8433231"
"128.5915335,35.8884124","127.1416085,35.8433459","128.0962212,36.134059","127.0856364,37.6267782","127.032792,36.7745077","127.8750996,36.9625911","128.6542185,35.227114","126.7908403,35.1608039","126.9990999,37.3072583","127.1537633,35.8197682","127.2622209,37.4065343","126.7908403,35.1608039","127.1308535,35.8401","126.8415602,37.5087331","127.0715082,37.6314895","126.9065606,37.6174904","127.0176993,37.6342247","126.8903029,35.1430966","127.1646376,36.7731098","126.859397,35.1325125","127.33687,36.364894","128.5776999,35.2264075","127.2622209,37.4065343","127.1673994,35.8415735","127.1416085,35.8433459"
"128.5914312,35.8886297","127.1416528,35.8433577","128.0965184,36.1338331","127.0856871,37.6266305","127.0333228,36.7743728","127.8760322,36.9626387","128.6533147,35.2276177","126.7899015,35.1606848","126.9987842,37.307385","127.1538367,35.8196909","127.2624232,37.4065203","126.7899015,35.1606848","127.1314219,35.8402721","126.8416719,37.5087725","127.0714312,37.6314829","126.9064029,37.6177988","127.0183528,37.6342887","126.8904612,35.1432083","127.1647372,36.772891","126.8591975,35.1324853","127.3352246,36.3654579","128.577374,35.2266909","127.2624232,37.4065203","127.1674685,35.8414583","127.1416528,35.8433577"
"128.5913329,35.8888163","127.1416992,35.8433705","128.096546,36.1338095","127.0858852,37.6260526","127.0334608,36.7743408","127.8761794,36.9626391","128.653013,35.2277332","126.7899004,35.1606848","126.9984527,37.3075179","127.1538768,35.8196441","127.2641288,37.4063543","126.7899004,35.1606848","127.1315623,35.8403149","126.8418354,37.5088293","127.071404,37.631481","126.9062061,37.6181826","127.0186993,37.6343333","126.8906468,35.1433382","127.164865,36.7726083","126.859056,35.1324674","127.3347706,36.3656223","128.577199,35.2268412","127.2641288,37.4063543","127.1675308,35.841399","127.1416992,35.8433705"
"128.591266,35.8889449","127.1418386,35.8434106","128.0970266,36.1334212","127.0859969,37.6257267","127.0349411,36.7739752","127.8768783,36.9626766","128.651981,35.2283391","126.7896083,35.1606921","126.9983746,37.30755","127.153909,35.8196072","127.2642102,37.4063454","126.7896083,35.1606921","127.131705,35.8403568","126.842281,37.5089796","127.0713258,37.6314843","126.9061014,37.6183822","127.0189417,37.6343641","126.890735,35.1434351","127.164882,36.7725714","126.8589124,35.1324496","127.3346746,36.3656537","128.5767208,35.2272377","127.2642102,37.4063454","127.1677821,35.8411472","127.1418386,35.8434106"
"128.591157,35.8891533","127.1427742,35.8436802","128.0971679,36.1333051","127.0860351,37.6255907","127.0353361,36.7738812","127.8769367,36.9626827","128.6512157,35.2287701","126.7893186,35.160666","126.9980362,37.3077063","127.1540236,35.819475","127.2642361,37.4063428","126.7893186,35.160666","127.1318056,35.840386","126.8425801,37.5090714","127.071244,37.6315084","126.9060679,37.618456","127.0192237,37.6343995","126.8909746,35.1436996","127.1649397,36.7724373","126.8580275,35.1323276","127.3332958,36.3661485","128.5766371,35.2273078","127.2642361,37.4063428","127.1680834,35.8408559","127.1427742,35.8436802"
"128.591063,35.8893335","127.1428538,35.8437039","128.0971845,36.1332924","127.0861343,37.6252657","127.0356144,36.7738111","127.8769963,36.9626789","128.6510445,35.2288664","126.7889741,35.1606351","126.9979536,37.3077429","127.1540359,35.8194606","127.2643086,37.4062987","126.7889741,35.1606351","127.1319759,35.8404361","126.8426613,37.5090944","127.0711623,37.6315333","126.9058861,37.6188084","127.0193301,37.6344116","126.8911054,35.1439735","127.1649488,36.7724148","126.8579749,35.1323202","127.3328708,36.3663012","128.5763714,35.2275744","127.2643086,37.4062987","127.1683035,35.8406482","127.1428538,35.8437039"
"128.5907867,35.8898626","127.1430175,35.8437495","128.0974165,36.1331047","127.086184,37.6251018","127.0357042,36.7737907","127.877286,36.9626536","128.649513,35.2297438","126.7886988,35.1606083","126.997932,37.3077527","127.1540971,35.8193869","127.2643777,37.406252","126.7886988,35.1606083","127.1320356,35.8404534","126.8426681,37.5090962","127.0711486,37.6315378","126.9057371,37.619014","127.0193777,37.6344181","126.891157,35.1441225","127.1652976,36.7715674","126.8578269,35.1323058","127.3328049,36.3663254","128.5761301,35.2277758","127.2643777,37.406252","127.1684702,35.8404873","127.1430175,35.8437495"
"128.590737,35.8899577","127.1432353,35.8438123","128.0979401,36.1326873","127.0862428,37.6249109","127.036667,36.7735655","127.8776923,36.9625973","128.6493636,35.2298282","126.7885035,35.1605882","126.997889,37.3077715","127.154359,35.8189864","127.2644343,37.4062034","126.7885035,35.1605882","127.1321849,35.840498","126.8427008,37.5091063","127.070682,37.6316803","126.90561,37.6191882","127.0194366,37.6344247","126.8911792,35.1442272","127.1654296,36.7711009","126.8575253,35.1322718","127.3325484,36.3664161","128.5758734,35.2279737","127.2644343,37.4062034","127.1688549,35.8401178","127.1432353,35.8438123"
"128.5906754,35.8900736","127.1437274,35.8439653","128.0980738,36.132583","127.0863157,37.6246363","127.0369251,36.7735052","127.8780717,36.9625402","128.649246,35.2298988","126.787955,35.1605282","126.9966678,37.3083152","127.1544831,35.8187037","127.2644967,37.4061287","126.787955,35.1605282","127.13228,35.8405272","126.8427753,37.5091275","127.0705537,37.6317168","126.9055893,37.619217","127.0196235,37.6344362","126.8911997,35.1444293","127.1654885,36.7707017","126.8568047,35.1321949","127.3324792,36.3664413","128.5755992,35.228179","127.2644967,37.4061287","127.1691913,35.8401755","127.1437274,35.8439653"
"128.5904407,35.8904869","127.1438126,35.8439899","128.0983953,36.1323298","127.0864003,37.6243094","127.0372561,36.773429","127.878111,36.9625338","128.6489092,35.230094","126.7847402,35.1601431","126.9962773,37.3084911","127.1545901,35.8182676","127.2644844,37.4060936","126.7847402,35.1601431","127.133064,35.8407541","126.8430575,37.5092093","127.0705174,37.6317266","126.9055071,37.6193022","127.0204857,37.6344893","126.8911977,35.1445501","127.165652,36.7691804","126.8562028,35.1321106","127.3321367,36.3665562","128.5753954,35.228308","127.2644844,37.4060936","127.1694079,35.8402636","127.1438126,35.8439899"
"128.5903618,35.8906327","127.1438955,35.8440199","128.0987619,36.1320251","127.0864014,37.6243076","127.0378149,36.7733004","127.8783927,36.962486","128.6477644,35.230736","126.7830939,35.1599422","126.9961495,37.3085402","127.154614,35.8181126","127.2643768,37.4057995","126.7830939,35.1599422","127.1332675,35.8408142","126.843024,37.509283","127.070354,37.6317665","126.9051391,37.6195545","127.0205514,37.6344914","126.8908916,35.1449688","127.16568,36.7689218","126.8555701,35.1320342","127.3320375,36.3665912","128.5752928,35.2283621","127.2643768,37.4057995","127.1694433,35.8402781","127.1438955,35.8440199"
"128.5902625,35.8908212","127.1442096,35.8441145","128.0990171,36.1318128","127.0864176,37.6242482","127.0381405,36.7732079","127.87934,36.9623244","128.64752,35.2308637","126.7827374,35.1598987","126.9961325,37.3085464","127.1546317,35.8178746","127.2642671,37.4054793","126.7827374,35.1598987","127.1337729,35.8409591","126.8429328,37.5094862","127.0702178,37.6317958","126.904949,37.619659","127.0206205,37.6344944","126.8907995,35.1450909","127.1657113,36.7686902","126.8554615,35.1320246","127.3317519,36.3666972","128.5752732,35.2283731","127.2642671,37.4054793","127.1695185,35.8403081","127.1442096,35.8441145"
"128.5900536,35.8912666","127.1443732,35.8441655","128.0995809,36.131279","127.0864269,37.624213","127.0382943,36.7731626","127.8794366,36.9623078","128.6467229,35.2313031","126.7827231,35.1598968","126.9956832,37.3087446","127.154631,35.8177664","127.2643405,37.4054921","126.7827231,35.1598968","127.1342694,35.8410986","126.8429028,37.5095518","127.070196,37.6318453","126.9047194,37.6197498","127.0207123,37.6344993","126.8906233,35.1453209","127.1657298,36.7685496","126.8552641,35.1320082","127.3314596,36.366805","128.5748204,35.2286224","127.2643405,37.4054921","127.169587,35.8403344","127.1443732,35.8441655"
"128.5900288,35.8913173","127.1454227,35.8444815","128.0996943,36.1311396","127.0864442,37.62415","127.038622,36.7730719","127.879624,36.9622748","128.64641,35.2314756","126.7824896,35.1598638","126.9955678,37.308791","127.1546239,35.8176275","127.2644681,37.4055248","126.7824896,35.1598638","127.1343689,35.8411259","126.842859,37.5096462","127.0701305,37.6320046","126.9045399,37.619803","127.0215109,37.6345575","126.8905268,35.1454457","127.1657779,36.7683046","126.855151,35.1320076","127.331338,36.3668409","128.5739476,35.2290133","127.2644681,37.4055248","127.1697252,35.8403871","127.1454227,35.8444815"
"128.5898445,35.8916914","127.1456959,35.8445634","128.0998749,36.1309169","127.086858,37.6226895","127.0387533,36.7730372","127.8797867,36.9622445","128.6454017,35.2320586","126.7822996,35.1598609","126.9953018,37.3089088","127.1546187,35.8175563","127.2646157,37.4056458","126.7822996,35.1598609","127.1344552,35.8411514","126.8424028,37.510701","127.0700444,37.6321962","126.9036435,37.6201022","127.0219618,37.6345909","126.8904648,35.1455275","127.1658031,36.7681793","126.8551291,35.1320075","127.3312075,36.3668731","128.5738984,35.2290354","127.2646157,37.4056458","127.1698877,35.8404533","127.1456959,35.8445634"
"128.5898114,35.8917827","127.1458341,35.8446035","128.1000103,36.1307413","127.0868962,37.6225517","127.0392369,36.7729318","127.8804119,36.9621461","128.6452664,35.2321329","126.7820317,35.1598602","126.9949374,37.3090659","127.1546134,35.8175031","127.2647093,37.4057145","126.7820317,35.1598602","127.1345901,35.8411906","126.8423522,37.5107989","127.0696487,37.6330078","126.9033992,37.6201803","127.0225543,37.6346293","126.8904071,35.145602","127.1658226,36.7680811","126.8547823,35.1320038","127.331067,36.3668937","128.5734199,35.2292497","127.2647093,37.4057145","127.1701574,35.840565","127.1458341,35.8446035"
"128.5897943,35.8918316","127.1459049,35.8446245","128.1000939,36.1306336","127.0869124,37.6224914","127.0394568,36.7728822","127.8805141,36.9621277","128.6430119,35.2334192","126.7818054,35.159876","126.9946375,37.3091972","127.1545687,35.8170693","127.2648323,37.4057517","126.7818054,35.159876","127.1347737,35.8412453","126.8423337,37.5108367","127.0695982,37.6331158","126.9031366,37.6202889","127.0228432,37.634653","126.8903894,35.1456254","127.165884,36.7678731","126.8547011,35.1320007","127.3310246,36.3668999","128.5724181,35.2296887","127.2648323,37.4057517","127.1702625,35.8406086","127.1459049,35.8446245"
"128.5899869,35.891892","127.1459425,35.8446354","128.1001774,36.1305097","127.0870024,37.6221933","127.0400885,36.7727458","127.8809035,36.9620561","128.6429803,35.2334376","126.7816801,35.1598906","126.9941123,37.3094248","127.1545487,35.8168348","127.2649487,37.4057673","126.7816801,35.1598906","127.135237,35.8413792","126.8419924,37.511573","127.0693908,37.6333079","126.903074,37.6203255","127.0230188,37.6346654","126.8902497,35.1458077","127.1659193,36.7677524","126.8544586,35.1319904","127.3308964,36.3669051","128.5721089,35.2298267","127.2649487,37.4057673","127.1702647,35.8406095","127.1459425,35.8446354"
"128.5904364,35.8920331","127.1459956,35.8446518","128.1002202,36.1304382","127.0870185,37.622142","127.0401278,36.7727388","127.8809181,36.9620543","128.6416175,35.2342105","126.781535,35.1599069","126.9940659,37.3094453","127.1545469,35.8167419","127.2651419,37.4057695","126.781535,35.1599069","127.1359138,35.8415751","126.8409997,37.5138001","127.0684355,37.6354532","126.9029407,37.6204078","127.0232227,37.6346798","126.8901334,35.145946","127.1659986,36.7675488","126.8535204,35.1319502","127.330669,36.3669192","128.5710348,35.2302897","127.2651419,37.4057695","127.1710915,35.8409525","127.1459956,35.8446518"
"128.5909138,35.8921856","127.1461415,35.8446946","128.1003729,36.1302022","127.087074,37.6219574","127.0404015,36.7726974","127.8811258,36.962023","128.6409312,35.2346371","126.7805403,35.160157","126.9939222,37.3095087","127.1545449,35.8166941","127.265584,37.4056739","126.7805403,35.160157","127.1364268,35.8417426","126.8409224,37.5139727","127.0683815,37.6355747","126.9028872,37.6204409","127.023268,37.6346827","126.8900369,35.1460754","127.1661592,36.767195","126.853042,35.1319323","127.3301036,36.3669969","128.5705278,35.2305133","127.265584,37.4056739","127.1713745,35.8410705","127.1461415,35.8446946"
"128.5912366,35.8922918","127.1467808,35.8448813","128.100642,36.1299331","127.0870866,37.6219196","127.0405497,36.7726412","127.8812414,36.9620073","128.6400048,35.2351905","126.7803589,35.1601776","126.9936188,37.3096426","127.154543,35.8166238","127.2659153,37.4055844","126.7803589,35.1601776","127.136544,35.8417763","126.8408808,37.5140626","127.0683643,37.6356143","126.9023492,37.620841","127.0235603,37.6347019","126.8899915,35.1461347","127.1662326,36.7670717","126.8526667,35.1319276","127.3294248,36.3669977","128.5704535,35.2305437","127.2659153,37.4055844","127.1716553,35.841193","127.1467808,35.8448813"
"128.5912455,35.8922953","127.1472486,35.8450134","128.1006946,36.1298363","127.087112,37.6218386","127.0407901,36.7725484","127.8812672,36.9620036","128.6395743,35.2354443","126.7801833,35.1601703","126.9934479,37.3097185","127.1545381,35.816484","127.2663564,37.4054465","126.7801833,35.1601703","127.1367287,35.8418345","126.8404935,37.5150042","127.0682071,37.6359454","126.9020629,37.6210676","127.0240747,37.6347247","126.8897499,35.1464409","127.1663892,36.7668657","126.8525218,35.1319296","127.3278039,36.3670071","128.5703988,35.2305658","127.2663564,37.4054465","127.1716862,35.8412066","127.1472486,35.8450134"
"128.5913624,35.892333","127.1473227,35.8450326","128.1006256,36.1296807","127.0871166,37.6218251","127.0409461,36.7725057","127.8812998,36.9619999","128.6395448,35.2354599","126.7800463,35.1601379","126.9930484,37.3098943","127.1545352,35.8163876","127.2666528,37.4053398","126.7800463,35.1601379","127.1368791,35.8418828","126.8403098,37.5154295","127.068067,37.6362496","126.9019431,37.6211671","127.0249719,37.6347995","126.8894438,35.1468569","127.166572,36.7665814","126.8515667,35.1319425","127.3276579,36.3670105","128.5703562,35.2305824","127.2666528,37.4053398","127.1717249,35.8412248","127.1473227,35.8450326"
