0,1,2,3,4,5,6,7,8,9,10,11,12
"127.990318,35.7065689","129.346687,36.1558659","128.5421007,38.0119786","128.5421007,38.0119786","128.5421007,38.0119786","128.5421007,38.0119786","128.5421007,38.0119786","128.5421007,38.0119786","128.5421007,38.0119786","128.5421007,38.0119786","128.5421007,38.0119786","128.057019,37.9150938","128.5421007,38.0119786"
"127.9915485,35.70605","129.346749,36.1571332","128.543249,38.013432","128.543249,38.013432","128.543249,38.013432","128.543249,38.013432","128.543249,38.013432","128.543249,38.013432","128.543249,38.013432","128.543249,38.013432","128.543249,38.013432","128.057487,37.9154575","128.543249,38.013432"
"127.9932642,35.7053325","129.3467119,36.1580163","128.5437168,38.0141245","128.5437168,38.0141245","128.5437168,38.0141245","128.5437168,38.0141245","128.5437168,38.0141245","128.5437168,38.0141245","128.5437168,38.0141245","128.5437168,38.0141245","128.5437168,38.0141245","128.0576818,37.9156423","128.5437168,38.0141245"
"127.9937757,35.7051004","129.3465989,36.1585075","128.543875,38.0143593","128.543875,38.0143593","128.543875,38.0143593","128.543875,38.0143593","128.543875,38.0143593","128.543875,38.0143593","128.543875,38.0143593","128.543875,38.0143593","128.543875,38.0143593","128.0579617,37.9159492","128.543875,38.0143593"
"127.9953167,35.7043908","129.3463871,36.1589993","128.5442455,38.0149391","128.5442455,38.0149391","128.5442455,38.0149391","128.5442455,38.0149391","128.5442455,38.0149391","128.5442455,38.0149391","128.5442455,38.0149391","128.5442455,38.0149391","128.5442455,38.0149391","128.0580364,37.9160417","128.5442455,38.0149391"
"127.9988937,35.7027757","129.3460864,36.1594998","128.5446217,38.0156009","128.5446217,38.0156009","128.5446217,38.0156009","128.5446217,38.0156009","128.5446217,38.0156009","128.5446217,38.0156009","128.5446217,38.0156009","128.5446217,38.0156009","128.5446217,38.0156009","128.0582242,37.916358","128.5446217,38.0156009"
"127.9999378,35.7023431","129.3456778,36.1600857","128.5448471,38.0160729","128.5448471,38.0160729","128.5448471,38.0160729","128.5448471,38.0160729","128.5448471,38.0160729","128.5448471,38.0160729","128.5448471,38.0160729","128.5448471,38.0160729","128.5448471,38.0160729","128.0583699,37.9166665","128.5448471,38.0160729"
"127.9999995,35.7023176","129.3441861,36.1622243","128.5452476,38.0170003","128.5452476,38.0170003","128.5452476,38.0170003","128.5452476,38.0170003","128.5452476,38.0170003","128.5452476,38.0170003","128.5452476,38.0170003","128.5452476,38.0170003","128.5452476,38.0170003","128.0584487,37.9168554","128.5452476,38.0170003"
"128.0014449,35.7018977","129.3441624,36.162258","128.5454449,38.0174925","128.5454449,38.0174925","128.5454449,38.0174925","128.5454449,38.0174925","128.5454449,38.0174925","128.5454449,38.0174925","128.5454449,38.0174925","128.5454449,38.0174925","128.5454449,38.0174925","128.0584988,37.9170174","128.5454449,38.0174925"
"128.0016646,35.7018499","129.3440837,36.1623638","128.5454767,38.0175661","128.5454767,38.0175661","128.5454767,38.0175661","128.5454767,38.0175661","128.5454767,38.0175661","128.5454767,38.0175661","128.5454767,38.0175661","128.5454767,38.0175661","128.5454767,38.0175661","128.0585141,37.917075","128.5454767,38.0175661"
"128.002296,35.7017129","129.3437615,36.1627997","128.5458724,38.0184791","128.5458724,38.0184791","128.5458724,38.0184791","128.5458724,38.0184791","128.5458724,38.0184791","128.5458724,38.0184791","128.5458724,38.0184791","128.5458724,38.0184791","128.5458724,38.0184791","128.0585387,37.917174","128.5458724,38.0184791"
"128.0030292,35.7015909","129.3426869,36.1640494","128.5458948,38.0185312","128.5458948,38.0185312","128.5458948,38.0185312","128.5458948,38.0185312","128.5458948,38.0185312","128.5458948,38.0185312","128.5458948,38.0185312","128.5458948,38.0185312","128.5458948,38.0185312","128.0585602,37.9173082","128.5458948,38.0185312"
"128.0038774,35.7014755","129.3419244,36.1650491","128.5459347,38.018612","128.5459347,38.018612","128.5459347,38.018612","128.5459347,38.018612","128.5459347,38.018612","128.5459347,38.018612","128.5459347,38.018612","128.5459347,38.018612","128.5459347,38.018612","128.058603,37.9177055","128.5459347,38.018612"
"128.0044244,35.701448","129.3418974,36.1650837","128.5461104,38.0189556","128.5461104,38.0189556","128.5461104,38.0189556","128.5461104,38.0189556","128.5461104,38.0189556","128.5461104,38.0189556","128.5461104,38.0189556","128.5461104,38.0189556","128.5461104,38.0189556","128.0586058,37.9182282","128.5461104,38.0189556"
"128.0046156,35.7014391","129.3418301,36.165201","128.5462593,38.0192463","128.5462593,38.0192463","128.5462593,38.0192463","128.5462593,38.0192463","128.5462593,38.0192463","128.5462593,38.0192463","128.5462593,38.0192463","128.5462593,38.0192463","128.5462593,38.0192463","128.0586021,37.9183337","128.5462593,38.0192463"
"128.0050355,35.7014238","129.341449,36.1658749","128.5463061,38.0193324","128.5463061,38.0193324","128.5463061,38.0193324","128.5463061,38.0193324","128.5463061,38.0193324","128.5463061,38.0193324","128.5463061,38.0193324","128.5463061,38.0193324","128.5463061,38.0193324","128.0585569,37.9194271","128.5463061,38.0193324"
"128.0055008,35.7014065","129.3410684,36.166619","128.5465135,38.0196631","128.5465135,38.0196631","128.5465135,38.0196631","128.5465135,38.0196631","128.5465135,38.0196631","128.5465135,38.0196631","128.5465135,38.0196631","128.5465135,38.0196631","128.5465135,38.0196631","128.0585415,37.9199473","128.5465135,38.0196631"
"128.0064285,35.7014495","129.341044,36.1666662","128.5465788,38.0197662","128.5465788,38.0197662","128.5465788,38.0197662","128.5465788,38.0197662","128.5465788,38.0197662","128.5465788,38.0197662","128.5465788,38.0197662","128.5465788,38.0197662","128.5465788,38.0197662","128.0585245,37.9205575","128.5465788,38.0197662"
"128.0081492,35.7015648","129.3404562,36.1678201","128.5470802,38.0205737","128.5470802,38.0205737","128.5470802,38.0205737","128.5470802,38.0205737","128.5470802,38.0205737","128.5470802,38.0205737","128.5470802,38.0205737","128.5470802,38.0205737","128.5470802,38.0205737","128.0585614,37.9212243","128.5470802,38.0205737"
"128.0097118,35.7016773","129.3403414,36.1680454","128.5473557,38.0209588","128.5473557,38.0209588","128.5473557,38.0209588","128.5473557,38.0209588","128.5473557,38.0209588","128.5473557,38.0209588","128.5473557,38.0209588","128.5473557,38.0209588","128.5473557,38.0209588","128.0586163,37.9217143","128.5473557,38.0209588"
"128.0106694,35.7017435","129.3400977,36.1685576","128.5479358,38.0217792","128.5479358,38.0217792","128.5479358,38.0217792","128.5479358,38.0217792","128.5479358,38.0217792","128.5479358,38.0217792","128.5479358,38.0217792","128.5479358,38.0217792","128.5479358,38.0217792","128.0586875,37.9220998","128.5479358,38.0217792"
"128.0113208,35.7017894","129.33985,36.1690914","128.548604,38.0225393","128.548604,38.0225393","128.548604,38.0225393","128.548604,38.0225393","128.548604,38.0225393","128.548604,38.0225393","128.548604,38.0225393","128.548604,38.0225393","128.548604,38.0225393","128.0587623,37.9223743","128.548604,38.0225393"
"128.0150078,35.7020478","129.3397442,36.1693202","128.5493443,38.0233177","128.5493443,38.0233177","128.5493443,38.0233177","128.5493443,38.0233177","128.5493443,38.0233177","128.5493443,38.0233177","128.5493443,38.0233177","128.5493443,38.0233177","128.5493443,38.0233177","128.058837,37.9226164","128.5493443,38.0233177"
"128.0162706,35.7021272","129.339637,36.1696328","128.5500613,38.0239872","128.5500613,38.0239872","128.5500613,38.0239872","128.5500613,38.0239872","128.5500613,38.0239872","128.5500613,38.0239872","128.5500613,38.0239872","128.5500613,38.0239872","128.5500613,38.0239872","128.0588615,37.9226992","128.5500613,38.0239872"
"128.0183518,35.7022589","129.3395743,36.1700412","128.5510566,38.0248282","128.5510566,38.0248282","128.5510566,38.0248282","128.5510566,38.0248282","128.5510566,38.0248282","128.5510566,38.0248282","128.5510566,38.0248282","128.5510566,38.0248282","128.5510566,38.0248282","128.0590875,37.9232416","128.5510566,38.0248282"
"128.0189888,35.7022985","129.339562,36.1705165","128.552013,38.0255848","128.552013,38.0255848","128.552013,38.0255848","128.552013,38.0255848","128.552013,38.0255848","128.552013,38.0255848","128.552013,38.0255848","128.552013,38.0255848","128.552013,38.0255848","128.0595072,37.9244293","128.552013,38.0255848"
"128.0201709,35.7023736","129.3396197,36.1707491","128.553077,38.0262909","128.553077,38.0262909","128.553077,38.0262909","128.553077,38.0262909","128.553077,38.0262909","128.553077,38.0262909","128.553077,38.0262909","128.553077,38.0262909","128.553077,38.0262909","128.0595373,37.9244995","128.553077,38.0262909"
"128.0222414,35.7025549","129.3397364,36.1712241","128.5550896,38.0273552","128.5550896,38.0273552","128.5550896,38.0273552","128.5550896,38.0273552","128.5550896,38.0273552","128.5550896,38.0273552","128.5550896,38.0273552","128.5550896,38.0273552","128.5550896,38.0273552","128.0596045,37.9246497","128.5550896,38.0273552"
"128.0227603,35.7026284","129.3398617,36.1715909","128.556105,38.0278463","128.556105,38.0278463","128.556105,38.0278463","128.556105,38.0278463","128.556105,38.0278463","128.556105,38.0278463","128.556105,38.0278463","128.556105,38.0278463","128.556105,38.0278463","128.0596137,37.9246712","128.556105,38.0278463"
"128.0233854,35.7027204","129.3402748,36.1727077","128.5561876,38.027887","128.5561876,38.027887","128.5561876,38.027887","128.5561876,38.027887","128.5561876,38.027887","128.5561876,38.027887","128.5561876,38.027887","128.5561876,38.027887","128.5561876,38.027887","128.0596369,37.9247207","128.5561876,38.027887"
"128.0244578,35.7029159","129.3403621,36.173066","128.5563515,38.0279522","128.5563515,38.0279522","128.5563515,38.0279522","128.5563515,38.0279522","128.5563515,38.0279522","128.5563515,38.0279522","128.5563515,38.0279522","128.5563515,38.0279522","128.5563515,38.0279522","128.0597066,37.9249105","128.5563515,38.0279522"
"128.0253403,35.7031338","129.3404373,36.1735246","128.5578216,38.0285338","128.5578216,38.0285338","128.5578216,38.0285338","128.5578216,38.0285338","128.5578216,38.0285338","128.5578216,38.0285338","128.5578216,38.0285338","128.5578216,38.0285338","128.5578216,38.0285338","128.0597299,37.924978","128.5578216,38.0285338"
"128.0257532,35.7032312","129.3404122,36.1739748","128.5598109,38.029236","128.5598109,38.029236","128.5598109,38.029236","128.5598109,38.029236","128.5598109,38.029236","128.5598109,38.029236","128.5598109,38.029236","128.5598109,38.029236","128.5598109,38.029236","128.0600833,37.9261246","128.5598109,38.029236"
"128.0262857,35.703356","129.3403955,36.1740679","128.5609629,38.0296429","128.5609629,38.0296429","128.5609629,38.0296429","128.5609629,38.0296429","128.5609629,38.0296429","128.5609629,38.0296429","128.5609629,38.0296429","128.5609629,38.0296429","128.5609629,38.0296429","128.0601152,37.9262768","128.5609629,38.0296429"
"128.0275918,35.7037876","129.3402496,36.1748661","128.5610821,38.0296905","128.5610821,38.0296905","128.5610821,38.0296905","128.5610821,38.0296905","128.5610821,38.0296905","128.5610821,38.0296905","128.5610821,38.0296905","128.5610821,38.0296905","128.5610821,38.0296905","128.0602121,37.9267495","128.5610821,38.0296905"
"128.0281846,35.7039986","129.3401291,36.1754178","128.5613858,38.0298112","128.5613858,38.0298112","128.5613858,38.0298112","128.5613858,38.0298112","128.5613858,38.0298112","128.5613858,38.0298112","128.5613858,38.0298112","128.5613858,38.0298112","128.5613858,38.0298112","128.0602745,37.9273242","128.5613858,38.0298112"
"128.0287775,35.7042205","129.3400669,36.1757063","128.5614878,38.0298518","128.5614878,38.0298518","128.5614878,38.0298518","128.5614878,38.0298518","128.5614878,38.0298518","128.5614878,38.0298518","128.5614878,38.0298518","128.5614878,38.0298518","128.5614878,38.0298518","128.0602989,37.9276999","128.5614878,38.0298518"
"128.0312133,35.7053071","129.3400349,36.1758556","128.5631013,38.0304131","128.5631013,38.0304131","128.5631013,38.0304131","128.5631013,38.0304131","128.5631013,38.0304131","128.5631013,38.0304131","128.5631013,38.0304131","128.5631013,38.0304131","128.5631013,38.0304131","128.0603239,37.9279909","128.5631013,38.0304131"
"128.0317565,35.7055409","129.3400131,36.1759704","128.5672542,38.0318868","128.5672542,38.0318868","128.5672542,38.0318868","128.5672542,38.0318868","128.5672542,38.0318868","128.5672542,38.0318868","128.5672542,38.0318868","128.5672542,38.0318868","128.5672542,38.0318868","128.0603826,37.9283854","128.5672542,38.0318868"
"128.0324181,35.7057923","129.3398621,36.1767416","128.5694868,38.0326975","128.5694868,38.0326975","128.5694868,38.0326975","128.5694868,38.0326975","128.5694868,38.0326975","128.5694868,38.0326975","128.5694868,38.0326975","128.5694868,38.0326975","128.5694868,38.0326975","128.060538,37.9290688","128.5694868,38.0326975"
"128.0332237,35.7060808","129.3398711,36.1772229","128.5710383,38.0333764","128.5710383,38.0333764","128.5710383,38.0333764","128.5710383,38.0333764","128.5710383,38.0333764","128.5710383,38.0333764","128.5710383,38.0333764","128.5710383,38.0333764","128.5710383,38.0333764","128.0605804,37.9292542","128.5710383,38.0333764"
"128.0342028,35.7063695","129.3398946,36.1773703","128.5719405,38.0338278","128.5719405,38.0338278","128.5719405,38.0338278","128.5719405,38.0338278","128.5719405,38.0338278","128.5719405,38.0338278","128.5719405,38.0338278","128.5719405,38.0338278","128.5719405,38.0338278","128.0607374,37.929851","128.5719405,38.0338278"
"128.0351341,35.7066088","129.3399191,36.1775124","128.5729013,38.0343085","128.5729013,38.0343085","128.5729013,38.0343085","128.5729013,38.0343085","128.5729013,38.0343085","128.5729013,38.0343085","128.5729013,38.0343085","128.5729013,38.0343085","128.5729013,38.0343085","128.0607386,37.9298555","128.5729013,38.0343085"
"128.0358172,35.7067753","129.3401119,36.1781494","128.5748872,38.0354673","128.5748872,38.0354673","128.5748872,38.0354673","128.5748872,38.0354673","128.5748872,38.0354673","128.5748872,38.0354673","128.5748872,38.0354673","128.5748872,38.0354673","128.5748872,38.0354673","128.0608729,37.9303064","128.5748872,38.0354673"
"128.0367139,35.7069561","129.3401613,36.1782658","128.5761799,38.0363577","128.5761799,38.0363577","128.5761799,38.0363577","128.5761799,38.0363577","128.5761799,38.0363577","128.5761799,38.0363577","128.5761799,38.0363577","128.5761799,38.0363577","128.5761799,38.0363577","128.0610376,37.9310186","128.5761799,38.0363577"
"128.0378249,35.7071243","129.3404614,36.1789743","128.5772354,38.0371609","128.5772354,38.0371609","128.5772354,38.0371609","128.5772354,38.0371609","128.5772354,38.0371609","128.5772354,38.0371609","128.5772354,38.0371609","128.5772354,38.0371609","128.5772354,38.0371609","128.0611111,37.9314112","128.5772354,38.0371609"
"128.0386514,35.707236","129.3408612,36.1799056","128.5788744,38.0385068","128.5788744,38.0385068","128.5788744,38.0385068","128.5788744,38.0385068","128.5788744,38.0385068","128.5788744,38.0385068","128.5788744,38.0385068","128.5788744,38.0385068","128.5788744,38.0385068","128.061123,37.931476","128.5788744,38.0385068"
"128.0392122,35.7072849","129.3409503,36.1801007","128.5802804,38.0398926","128.5802804,38.0398926","128.5802804,38.0398926","128.5802804,38.0398926","128.5802804,38.0398926","128.5802804,38.0398926","128.5802804,38.0398926","128.5802804,38.0398926","128.5802804,38.0398926","128.0611837,37.9318254","128.5802804,38.0398926"
"128.0393084,35.7072925","129.3409633,36.180133","128.5812361,38.0410248","128.5812361,38.0410248","128.5812361,38.0410248","128.5812361,38.0410248","128.5812361,38.0410248","128.5812361,38.0410248","128.5812361,38.0410248","128.5812361,38.0410248","128.5812361,38.0410248","128.0612585,37.9322388","128.5812361,38.0410248"
"128.0398493,35.7073397","129.3409739,36.1801599","128.5820028,38.0420938","128.5820028,38.0420938","128.5820028,38.0420938","128.5820028,38.0420938","128.5820028,38.0420938","128.5820028,38.0420938","128.5820028,38.0420938","128.5820028,38.0420938","128.5820028,38.0420938","128.0614474,37.9332788","128.5820028,38.0420938"
"128.0402087,35.707357","129.3410242,36.1802664","128.5832545,38.0439785","128.5832545,38.0439785","128.5832545,38.0439785","128.5832545,38.0439785","128.5832545,38.0439785","128.5832545,38.0439785","128.5832545,38.0439785","128.5832545,38.0439785","128.5832545,38.0439785","128.0615397,37.9337498","128.5832545,38.0439785"
"128.0409285,35.7073781","129.3412207,36.1807276","128.5839673,38.0452535","128.5839673,38.0452535","128.5839673,38.0452535","128.5839673,38.0452535","128.5839673,38.0452535","128.5839673,38.0452535","128.5839673,38.0452535","128.5839673,38.0452535","128.5839673,38.0452535","128.0616668,37.9343026","128.5839673,38.0452535"
"128.0421134,35.7073566","129.341562,36.1815327","128.5848658,38.0472153","128.5848658,38.0472153","128.5848658,38.0472153","128.5848658,38.0472153","128.5848658,38.0472153","128.5848658,38.0472153","128.5848658,38.0472153","128.5848658,38.0472153","128.5848658,38.0472153","128.0618004,37.9348157","128.5848658,38.0472153"
"128.0431833,35.7073373","129.3417634,36.1820146","128.5850401,38.0475967","128.5850401,38.0475967","128.5850401,38.0475967","128.5850401,38.0475967","128.5850401,38.0475967","128.5850401,38.0475967","128.5850401,38.0475967","128.5850401,38.0475967","128.5850401,38.0475967","128.0619537,37.935371","128.5850401,38.0475967"
"128.0509094,35.7071904","129.3417741,36.1820414","128.5856423,38.0487087","128.5856423,38.0487087","128.5856423,38.0487087","128.5856423,38.0487087","128.5856423,38.0487087","128.5856423,38.0487087","128.5856423,38.0487087","128.5856423,38.0487087","128.5856423,38.0487087","128.0621991,37.9360575","128.5856423,38.0487087"
"128.0525153,35.7071452","129.3419708,36.1824179","128.5856892,38.0487948","128.5856892,38.0487948","128.5856892,38.0487948","128.5856892,38.0487948","128.5856892,38.0487948","128.5856892,38.0487948","128.5856892,38.0487948","128.5856892,38.0487948","128.5856892,38.0487948","128.0622292,37.9361259","128.5856892,38.0487948"
"128.0538792,35.7071137","129.3420744,36.1826164","128.5857899,38.0489804","128.5857899,38.0489804","128.5857899,38.0489804","128.5857899,38.0489804","128.5857899,38.0489804","128.5857899,38.0489804","128.5857899,38.0489804","128.5857899,38.0489804","128.5857899,38.0489804","128.0623427,37.9363885","128.5857899,38.0489804"
"128.0580372,35.707016","129.3422477,36.182895","128.5868197,38.0509465","128.5868197,38.0509465","128.5868197,38.0509465","128.5868197,38.0509465","128.5868197,38.0509465","128.5868197,38.0509465","128.5868197,38.0509465","128.5868197,38.0509465","128.5868197,38.0509465","128.0625012,37.9367285","128.5868197,38.0509465"
"128.0594505,35.7069355","129.3423239,36.1830164","128.5880039,38.0531814","128.5880039,38.0531814","128.5880039,38.0531814","128.5880039,38.0531814","128.5880039,38.0531814","128.5880039,38.0531814","128.5880039,38.0531814","128.5880039,38.0531814","128.5880039,38.0531814","128.0625511,37.9368589","128.5880039,38.0531814"
"128.0606926,35.7068639","129.3426749,36.1834248","128.5886348,38.0542228","128.5886348,38.0542228","128.5886348,38.0542228","128.5886348,38.0542228","128.5886348,38.0542228","128.5886348,38.0542228","128.5886348,38.0542228","128.5886348,38.0542228","128.5886348,38.0542228","128.0625801,37.9369255","128.5886348,38.0542228"
"128.0621699,35.7067741","129.3431241,36.1838992","128.589003,38.05477","128.589003,38.05477","128.589003,38.05477","128.589003,38.05477","128.589003,38.05477","128.589003,38.05477","128.589003,38.05477","128.589003,38.05477","128.589003,38.05477","128.0625905,37.9369488","128.589003,38.05477"
"128.0623268,35.7067643","129.3446243,36.1853743","128.5892281,38.0551095","128.5892281,38.0551095","128.5892281,38.0551095","128.5892281,38.0551095","128.5892281,38.0551095","128.5892281,38.0551095","128.5892281,38.0551095","128.5892281,38.0551095","128.5892281,38.0551095","128.0626068,37.9369911","128.5892281,38.0551095"
"128.0633027,35.7067264","129.3466274,36.187386","128.5901135,38.0564036","128.5901135,38.0564036","128.5901135,38.0564036","128.5901135,38.0564036","128.5901135,38.0564036","128.5901135,38.0564036","128.5901135,38.0564036","128.5901135,38.0564036","128.5901135,38.0564036","128.0627809,37.9374373","128.5901135,38.0564036"
"128.0636519,35.7067203","129.3468495,36.1876079","128.590225,38.0565423","128.590225,38.0565423","128.590225,38.0565423","128.590225,38.0565423","128.590225,38.0565423","128.590225,38.0565423","128.590225,38.0565423","128.590225,38.0565423","128.590225,38.0565423","128.0629942,37.9379555","128.590225,38.0565423"
"128.0642654,35.7067066","129.3473874,36.1881162","128.5906547,38.057079","128.5906547,38.057079","128.5906547,38.057079","128.5906547,38.057079","128.5906547,38.057079","128.5906547,38.057079","128.5906547,38.057079","128.5906547,38.057079","128.5906547,38.057079","128.0631793,37.9385035","128.5906547,38.057079"
"128.0661598,35.7066634","129.3475309,36.1882591","128.5907603,38.0572078","128.5907603,38.0572078","128.5907603,38.0572078","128.5907603,38.0572078","128.5907603,38.0572078","128.5907603,38.0572078","128.5907603,38.0572078","128.5907603,38.0572078","128.5907603,38.0572078","128.0632458,37.9387068","128.5907603,38.0572078"
"128.0690843,35.7066027","129.3479749,36.1886993","128.5910006,38.0575012","128.5910006,38.0575012","128.5910006,38.0575012","128.5910006,38.0575012","128.5910006,38.0575012","128.5910006,38.0575012","128.5910006,38.0575012","128.5910006,38.0575012","128.5910006,38.0575012","128.0638473,37.9408797","128.5910006,38.0575012"
"128.069228,35.7065994","129.3481425,36.1888743","128.5914231,38.0580146","128.5914231,38.0580146","128.5914231,38.0580146","128.5914231,38.0580146","128.5914231,38.0580146","128.5914231,38.0580146","128.5914231,38.0580146","128.5914231,38.0580146","128.5914231,38.0580146","128.0638848,37.9410174","128.5914231,38.0580146"
"128.0706208,35.7065892","129.3484868,36.1892332","128.5928959,38.0596322","128.5928959,38.0596322","128.5928959,38.0596322","128.5928959,38.0596322","128.5928959,38.0596322","128.5928959,38.0596322","128.5928959,38.0596322","128.5928959,38.0596322","128.5928959,38.0596322","128.0640148,37.9415071","128.5928959,38.0596322"
"128.0732151,35.7065669","129.3489163,36.1897674","128.5933879,38.0601359","128.5933879,38.0601359","128.5933879,38.0601359","128.5933879,38.0601359","128.5933879,38.0601359","128.5933879,38.0601359","128.5933879,38.0601359","128.5933879,38.0601359","128.5933879,38.0601359","128.064043,37.9416151","128.5933879,38.0601359"
"128.0741716,35.706602","129.3489622,36.1898244","128.5954088,38.0620439","128.5954088,38.0620439","128.5954088,38.0620439","128.5954088,38.0620439","128.5954088,38.0620439","128.5954088,38.0620439","128.5954088,38.0620439","128.5954088,38.0620439","128.5954088,38.0620439","128.064275,37.9424927","128.5954088,38.0620439"
"128.0748761,35.7066582","129.3489737,36.1898413","128.5964952,38.0631189","128.5964952,38.0631189","128.5964952,38.0631189","128.5964952,38.0631189","128.5964952,38.0631189","128.5964952,38.0631189","128.5964952,38.0631189","128.5964952,38.0631189","128.5964952,38.0631189","128.0643477,37.9427655","128.5964952,38.0631189"
"128.0769423,35.7068268","129.3494226,36.1905348","128.5967494,38.0632697","128.5967494,38.0632697","128.5967494,38.0632697","128.5967494,38.0632697","128.5967494,38.0632697","128.5967494,38.0632697","128.5967494,38.0632697","128.5967494,38.0632697","128.5967494,38.0632697","128.0645448,37.9433891","128.5967494,38.0632697"
"128.0791462,35.7070768","129.3497243,36.191025","128.5972752,38.0636758","128.5972752,38.0636758","128.5972752,38.0636758","128.5972752,38.0636758","128.5972752,38.0636758","128.5972752,38.0636758","128.5972752,38.0636758","128.5972752,38.0636758","128.5972752,38.0636758","128.0646019,37.9435655","128.5972752,38.0636758"
"128.0832667,35.7077602","129.349962,36.1915315","128.597944,38.0641111","128.597944,38.0641111","128.597944,38.0641111","128.597944,38.0641111","128.597944,38.0641111","128.597944,38.0641111","128.597944,38.0641111","128.597944,38.0641111","128.597944,38.0641111","128.0646425,37.943668","128.597944,38.0641111"
"128.084794,35.7079989","129.3502054,36.1920461","128.5985518,38.0644281","128.5985518,38.0644281","128.5985518,38.0644281","128.5985518,38.0644281","128.5985518,38.0644281","128.5985518,38.0644281","128.5985518,38.0644281","128.5985518,38.0644281","128.5985518,38.0644281","128.0647086,37.9438318","128.5985518,38.0644281"
"128.0859536,35.7081474","129.3505155,36.1927011","128.5989801,38.064635","128.5989801,38.064635","128.5989801,38.064635","128.5989801,38.064635","128.5989801,38.064635","128.5989801,38.064635","128.5989801,38.064635","128.5989801,38.064635","128.5989801,38.064635","128.0648916,37.9442356","128.5989801,38.064635"
"128.0865067,35.7082006","129.3506748,36.1930412","128.5997161,38.0649147","128.5997161,38.0649147","128.5997161,38.0649147","128.5997161,38.0649147","128.5997161,38.0649147","128.5997161,38.0649147","128.5997161,38.0649147","128.5997161,38.0649147","128.5997161,38.0649147","128.0651696,37.9447209","128.5997161,38.0649147"
"128.0870145,35.7082495","129.3507556,36.1932166","128.6004643,38.0651682","128.6004643,38.0651682","128.6004643,38.0651682","128.6004643,38.0651682","128.6004643,38.0651682","128.6004643,38.0651682","128.6004643,38.0651682","128.6004643,38.0651682","128.6004643,38.0651682","128.0656755,37.9453935","128.6004643,38.0651682"
"128.0880775,35.708339","129.350887,36.1935076","128.6005124,38.0651839","128.6005124,38.0651839","128.6005124,38.0651839","128.6005124,38.0651839","128.6005124,38.0651839","128.6005124,38.0651839","128.6005124,38.0651839","128.6005124,38.0651839","128.6005124,38.0651839","128.0659857,37.9457697","128.6005124,38.0651839"
"128.0885963,35.7083825","129.351154,36.1940785","128.6008517,38.0653096","128.6008517,38.0653096","128.6008517,38.0653096","128.6008517,38.0653096","128.6008517,38.0653096","128.6008517,38.0653096","128.6008517,38.0653096","128.6008517,38.0653096","128.6008517,38.0653096","128.0665437,37.9464132","128.6008517,38.0653096"
"128.090775,35.7085197","129.3512497,36.1942664","128.6012112,38.065491","128.6012112,38.065491","128.6012112,38.065491","128.6012112,38.065491","128.6012112,38.065491","128.6012112,38.065491","128.6012112,38.065491","128.6012112,38.065491","128.6012112,38.065491","128.0666873,37.9465829","128.6012112,38.065491"
"128.0920801,35.7086025","129.3517243,36.1952497","128.6014062,38.0656433","128.6014062,38.0656433","128.6014062,38.0656433","128.6014062,38.0656433","128.6014062,38.0656433","128.6014062,38.0656433","128.6014062,38.0656433","128.6014062,38.0656433","128.6014062,38.0656433","128.0672995,37.9472992","128.6014062,38.0656433"
"128.0936186,35.708704","129.3519994,36.1959747","128.6015564,38.0657762","128.6015564,38.0657762","128.6015564,38.0657762","128.6015564,38.0657762","128.6015564,38.0657762","128.6015564,38.0657762","128.6015564,38.0657762","128.6015564,38.0657762","128.6015564,38.0657762","128.0681883,37.9483277","128.6015564,38.0657762"
"128.0983258,35.7090206","129.3521222,36.1963252","128.6016085,38.0658289","128.6016085,38.0658289","128.6016085,38.0658289","128.6016085,38.0658289","128.6016085,38.0658289","128.6016085,38.0658289","128.6016085,38.0658289","128.6016085,38.0658289","128.6016085,38.0658289","128.0683318,37.9484857","128.6016085,38.0658289"
"128.1021614,35.7092657","129.3522117,36.1965826","128.6016536,38.0658744","128.6016536,38.0658744","128.6016536,38.0658744","128.6016536,38.0658744","128.6016536,38.0658744","128.6016536,38.0658744","128.6016536,38.0658744","128.6016536,38.0658744","128.6016536,38.0658744","128.0689919,37.9492197","128.6016536,38.0658744"
"128.1034037,35.7093767","129.3522496,36.1967749","128.6018694,38.0662779","128.6018694,38.0662779","128.6018694,38.0662779","128.6018694,38.0662779","128.6018694,38.0662779","128.6018694,38.0662779","128.6018694,38.0662779","128.6018694,38.0662779","128.6018694,38.0662779","128.0691711,37.9494325","128.6018694,38.0662779"
"128.1064144,35.7094391","129.3522869,36.1969915","128.6019256,38.0665307","128.6019256,38.0665307","128.6019256,38.0665307","128.6019256,38.0665307","128.6019256,38.0665307","128.6019256,38.0665307","128.6019256,38.0665307","128.6019256,38.0665307","128.6019256,38.0665307","128.0693471,37.949666","128.6019256,38.0665307"
"128.1075572,35.7094054","129.3523751,36.1975211","128.6019154,38.0669147","128.6019154,38.0669147","128.6019154,38.0669147","128.6019154,38.0669147","128.6019154,38.0669147","128.6019154,38.0669147","128.6019154,38.0669147","128.6019154,38.0669147","128.6019154,38.0669147","128.0694115,37.9497504","128.6019154,38.0669147"
