0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
"127.1538768,35.8196441","127.2029491,37.2992913","127.1675308,35.841399","128.1737374,35.1653576","127.1615162,37.2399483","128.1737374,35.1653576","127.1601682,35.8375014","127.5011726,36.6565723","128.1737374,35.1653576","128.1737374,35.1653576","128.1737374,35.1653576","128.1737374,35.1653576","128.3532621,36.1183414","128.7207575,36.5602676","128.6465085,35.2446468","128.7363411,36.5487704","128.6465085,35.2446468","128.6465085,35.2446468","128.1737374,35.1653576","128.6465085,35.2446468","128.6465085,35.2446468","129.3579925,36.019284"
"127.153909,35.8196072","127.202775,37.2990916","127.1677821,35.8411472","128.1738913,35.1664334","127.1612135,37.2398167","128.1738913,35.1664334","127.1602268,35.837516","127.5013169,36.6566065","128.1738913,35.1664334","128.1738913,35.1664334","128.1738913,35.1664334","128.1738913,35.1664334","128.3537481,36.118483","128.7207565,36.5601333","128.6457714,35.2450677","128.7369193,36.5485976","128.6457714,35.2450677","128.6457714,35.2450677","128.1738913,35.1664334","128.6457714,35.2450677","128.6457714,35.2450677","129.3575782,36.0194094"
"127.1540236,35.819475","127.2025747,37.2989496","127.1680834,35.8408559","128.1739239,35.1666659","127.1609657,37.2397664","128.1739239,35.1666659","127.1603751,35.8375507","127.5014031,36.6566687","128.1739239,35.1666659","128.1739239,35.1666659","128.1739239,35.1666659","128.1739239,35.1666659","128.3538989,36.1185577","128.7207584,36.5599665","128.6456068,35.2451621","128.7370049,36.5485688","128.6456068,35.2451621","128.6456068,35.2451621","128.1739239,35.1666659","128.6456068,35.2451621","128.6456068,35.2451621","129.3574115,36.0194913"
"127.1540359,35.8194606","127.2023989,37.2988825","127.1683035,35.8406482","128.1739656,35.166928","127.1606841,37.2397115","128.1739656,35.166928","127.1607224,35.8376319","127.5015015,36.6568021","128.1739656,35.166928","128.1739656,35.166928","128.1739656,35.166928","128.1739656,35.166928","128.3549601,36.1190712","128.7207624,36.5598664","128.6452491,35.245362","128.7370992,36.5485245","128.6452491,35.245362","128.6452491,35.245362","128.1739656,35.166928","128.6452491,35.245362","128.6452491,35.245362","129.3568996,36.019758"
"127.1540971,35.8193869","127.2021114,37.2988331","127.1684702,35.8404873","128.1739865,35.1670578","127.1604745,37.2396983","128.1739865,35.1670578","127.1607865,35.8376474","127.5015284,36.656941","128.1739865,35.1670578","128.1739865,35.1670578","128.1739865,35.1670578","128.1739865,35.1670578","128.3549993,36.1191007","128.7207741,36.5596166","128.6451096,35.2454445","128.7371885,36.5484542","128.6451096,35.2454445","128.6451096,35.2454445","128.1739865,35.1670578","128.6451096,35.2454445","128.6451096,35.2454445","129.3567495,36.0198414"
"127.154359,35.8189864","127.2017749,37.2988998","127.1688549,35.8401178","128.1741507,35.1679315","127.1603595,37.2396971","128.1741507,35.1679315","127.160854,35.8376638","127.5015318,36.6571014","128.1741507,35.1679315","128.1741507,35.1679315","128.1741507,35.1679315","128.1741507,35.1679315","128.3552368,36.1192802","128.7207883,36.5593127","128.6450769,35.2454638","128.7372324,36.5483997","128.6450769,35.2454638","128.6450769,35.2454638","128.1741507,35.1679315","128.6450769,35.2454638","128.6450769,35.2454638","129.3560241,36.0202331"
"127.1544831,35.8187037","127.2014245,37.2990666","127.1691913,35.8401755","128.1742655,35.1682663","127.1601137,37.2396937","128.1742655,35.1682663","127.1610764,35.8377168","127.5014993,36.65727","128.1742655,35.1682663","128.1742655,35.1682663","128.1742655,35.1682663","128.1742655,35.1682663","128.3553061,36.1193113","128.7207881,36.5592973","128.6449003,35.2455664","128.7374242,36.5480993","128.6449003,35.2455664","128.6449003,35.2455664","128.1742655,35.1682663","128.6449003,35.2455664","128.6449003,35.2455664","129.3553497,36.0205743"
"127.1545901,35.8182676","127.2011246,37.299275","127.1694079,35.8402636","128.1744491,35.1686999","127.1594822,37.2397351","128.1744491,35.1686999","127.1611538,35.8377341","127.5012744,36.6577523","128.1744491,35.1686999","128.1744491,35.1686999","128.1744491,35.1686999","128.1744491,35.1686999","128.3554536,36.119386","128.7207837,36.5590206","128.6447934,35.245626","128.737696,36.5476295","128.6447934,35.245626","128.6447934,35.245626","128.1744491,35.1686999","128.6447934,35.245626","128.6447934,35.245626","129.3552619,36.0206162"
"127.154614,35.8181126","127.2008247,37.2995158","127.1694433,35.8402781","128.1746687,35.16909","127.1580043,37.2399391","128.1746687,35.16909","127.1616892,35.83786","127.5012576,36.6578623","128.1746687,35.16909","128.1746687,35.16909","128.1746687,35.16909","128.1746687,35.16909","128.3556301,36.1194748","128.7203967,36.5584999","128.6445568,35.245759","128.737821,36.5474119","128.6445568,35.245759","128.6445568,35.245759","128.1746687,35.16909","128.6445568,35.245759","128.6445568,35.245759","129.3544886,36.0210005"
"127.1546317,35.8178746","127.2005249,37.2996998","127.1695185,35.8403081","128.1748929,35.1693773","127.1579298,37.2399497","128.1748929,35.1693773","127.1619746,35.8379267","127.5012912,36.657984","128.1748929,35.1693773","128.1748929,35.1693773","128.1748929,35.1693773","128.1748929,35.1693773","128.3557684,36.1195234","128.7202843,36.5583839","128.6444674,35.2458094","128.7379421,36.5472276","128.6444674,35.2458094","128.6444674,35.2458094","128.1748929,35.1693773","128.6444674,35.2458094","128.6444674,35.2458094","129.3544744,36.0210079"
"127.154631,35.8177664","127.200325,37.2997579","127.169587,35.8403344","128.1750704,35.1695945","127.1568917,37.2401504","128.1750704,35.1695945","127.1622312,35.8379824","127.5013863,36.6581039","128.1750704,35.1695945","128.1750704,35.1695945","128.1750704,35.1695945","128.1750704,35.1695945","128.3560962,36.1196275","128.7202323,36.5583457","128.6443888,35.2458508","128.7379432,36.5472258","128.6443888,35.2458508","128.6443888,35.2458508","128.1750704,35.1695945","128.6443888,35.2458508","128.6443888,35.2458508","129.3540414,36.0212382"
"127.1546239,35.8176275","127.2000745,37.2997663","127.1697252,35.8403871","128.1751777,35.1696958","127.1567268,37.2402193","128.1751777,35.1696958","127.1624193,35.8380217","127.5015295,36.6582121","128.1751777,35.1696958","128.1751777,35.1696958","128.1751777,35.1696958","128.1751777,35.1696958","128.3562144,36.1196672","128.7201625,36.5583139","128.6442525,35.2459287","128.7380515,36.5470804","128.6442525,35.2459287","128.6442525,35.2459287","128.1751777,35.1696958","128.6442525,35.2459287","128.6442525,35.2459287","129.3540173,36.0212512"
"127.1546187,35.8175563","127.1997621,37.2997249","127.1698877,35.8404533","128.1755702,35.1700119","127.1561478,37.2403376","128.1755702,35.1700119","127.1625,35.838039","127.5017735,36.6583698","128.1755702,35.1700119","128.1755702,35.1700119","128.1755702,35.1700119","128.1755702,35.1700119","128.3563805,36.1197102","128.7200276,36.5582648","128.6439442,35.24612","128.7381544,36.546946","128.6439442,35.24612","128.6439442,35.24612","128.1755702,35.1700119","128.6439442,35.24612","128.6439442,35.24612","129.353956,36.0212873"
"127.1546134,35.8175031","127.1989996,37.299366","127.1701574,35.840565","128.175674,35.1700916","127.1560224,37.240403","128.175674,35.1700916","127.1627102,35.8380838","127.5019436,36.6584492","128.175674,35.1700916","128.175674,35.1700916","128.175674,35.1700916","128.175674,35.1700916","128.3566679,36.1197821","128.7181935,36.5580898","128.6437015,35.2462936","128.7382408,36.5468324","128.6437015,35.2462936","128.6437015,35.2462936","128.175674,35.1700916","128.6437015,35.2462936","128.6437015,35.2462936","129.353887,36.0213244"
"127.1545687,35.8170693","127.1986124,37.2991325","127.1702625,35.8406086","128.1759368,35.1702578","127.1557052,37.2404895","128.1759368,35.1702578","127.1646207,35.8384976","127.502108,36.6584969","128.1759368,35.1702578","128.1759368,35.1702578","128.1759368,35.1702578","128.1759368,35.1702578","128.3570923,36.1198719","128.7178611,36.5580544","128.6434221,35.2465154","128.7387907,36.5460722","128.6434221,35.2465154","128.6434221,35.2465154","128.1759368,35.1702578","128.6434221,35.2465154","128.6434221,35.2465154","129.3535949,36.0216444"
"127.1545487,35.8168348","127.1985709,37.2990846","127.1702647,35.8406095","128.176249,35.1704328","127.1554725,37.240588","128.176249,35.1704328","127.1648133,35.8385369","127.5023631,36.6585393","128.176249,35.1704328","128.176249,35.1704328","128.176249,35.1704328","128.176249,35.1704328","128.357181,36.1198541","128.7171119,36.5579494","128.6432736,35.2466584","128.739006,36.5458437","128.6432736,35.2466584","128.6432736,35.2466584","128.176249,35.1704328","128.6432736,35.2466584","128.6432736,35.2466584","129.353162,36.0218747"
"127.1545469,35.8167419","127.1985125,37.2990169","127.1710915,35.8409525","128.1766568,35.1706136","127.1553152,37.2407191","128.1766568,35.1706136","127.1650223,35.8385799","127.5027391,36.6585609","128.1766568,35.1706136","128.1766568,35.1706136","128.1766568,35.1706136","128.1766568,35.1706136","128.3574871,36.1198033","128.7155186,36.5577439","128.64324,35.2466902","128.7391866,36.5456831","128.64324,35.2466902","128.64324,35.2466902","128.1766568,35.1706136","128.64324,35.2466902","128.64324,35.2466902","129.351543,36.0227281"
"127.1545449,35.8166941","127.1984418,37.2989076","127.1713745,35.8410705","128.176745,35.1706537","127.1551926,37.2408955","128.176745,35.1706537","127.1663829,35.8389109","127.5032818,36.6585835","128.176745,35.1706537","128.176745,35.1706537","128.176745,35.1706537","128.176745,35.1706537","128.3577245,36.1197664","128.7150294,36.5577552","128.6430374,35.2469022","128.7394372,36.5454921","128.6430374,35.2469022","128.6430374,35.2469022","128.176745,35.1706537","128.6430374,35.2469022","128.6430374,35.2469022","129.35135,36.0228276"
"127.154543,35.8166238","127.1984017,37.2987768","127.1716553,35.841193","128.1768122,35.1706831","127.1551273,37.2411197","128.1768122,35.1706831","127.1665475,35.839016","127.5036096,36.6585835","128.1768122,35.1706831","128.1768122,35.1706831","128.1768122,35.1706831","128.1768122,35.1706831","128.3578798,36.1197418","128.7146664,36.5577652","128.642684,35.247332","128.7402949,36.5449847","128.642684,35.247332","128.642684,35.247332","128.1768122,35.1706831","128.642684,35.247332","128.642684,35.247332","129.3512765,36.0228657"
"127.1545381,35.816484","127.198402,37.298711","127.1716862,35.8412066","128.1771744,35.170791","127.1551396,37.2413965","128.1771744,35.170791","127.1665751,35.8390251","127.50399,36.6585501","128.1771744,35.170791","128.1771744,35.170791","128.1771744,35.170791","128.1771744,35.170791","128.358217,36.1196889","128.7146117,36.5577667","128.6426277,35.247393","128.7404332,36.5449003","128.6426277,35.247393","128.6426277,35.247393","128.1771744,35.170791","128.6426277,35.247393","128.6426277,35.247393","129.3511494,36.0229325"
"127.1545352,35.8163876","127.1984068,37.2986353","127.1717249,35.8412248","128.1776364,35.1708913","127.1552602,37.2416438","128.1776364,35.1708913","127.1669532,35.8391632","127.5042418,36.6584951","128.1776364,35.1708913","128.1776364,35.1708913","128.1776364,35.1708913","128.1776364,35.1708913","128.3583268,36.1196719","128.7141045,36.5577736","128.6416692,35.2485615","128.7407276,36.5447242","128.6416692,35.2485615","128.6416692,35.2485615","128.1776364,35.1708913","128.6416692,35.2485615","128.6416692,35.2485615","129.3511862,36.0229888"
"127.1545247,35.8159998","127.1984445,37.2985164","127.171935,35.8412866","128.1782356,35.1709673","127.1555785,37.2420702","128.1782356,35.1709673","127.1670416,35.8392031","127.5043649,36.6584338","128.1782356,35.1709673","128.1782356,35.1709673","128.1782356,35.1709673","128.1782356,35.1709673","128.3585477,36.1195486","128.7139928,36.5577757","128.6416368,35.2486033","128.7409112,36.5446069","128.6416368,35.2486033","128.6416368,35.2486033","128.1782356,35.1709673","128.6416368,35.2486033","128.6416368,35.2486033","129.3515747,36.0234659"
"127.1545618,35.8155996","127.198474,37.298466","127.1719781,35.8413048","128.1788867,35.1709663","127.1559561,37.2425878","128.1788867,35.1709663","127.1671301,35.839243","127.5044924,36.6583292","128.1788867,35.1709663","128.1788867,35.1709663","128.1788867,35.1709663","128.1788867,35.1709663","128.3586482,36.1194902","128.7124166,36.557807","128.6415773,35.2486715","128.7409596,36.544564","128.6415773,35.2486715","128.6415773,35.2486715","128.1788867,35.1709663","128.6415773,35.2486715","128.6415773,35.2486715","129.3517873,36.0237331"
"127.1546741,35.8152249","127.1986175,37.2981301","127.1723661,35.8414672","128.1794496,35.1709082","127.1561423,37.2428038","128.1794496,35.1709082","127.1676748,35.8395078","127.5046054,36.6581264","128.1794496,35.1709082","128.1794496,35.1709082","128.1794496,35.1709082","128.1794496,35.1709082","128.3591667,36.1191475","128.7110204,36.5578374","128.6415135,35.2487461","128.7410567,36.5444873","128.6415135,35.2487461","128.6415135,35.2487461","128.1794496,35.1709082","128.6415135,35.2487461","128.6415135,35.2487461","129.3520244,36.0240494"
"127.1547735,35.8150259","127.1986312,37.2980977","127.1730172,35.8417368","128.1798246,35.1708411","127.15647,37.2431346","128.1798246,35.1708411","127.167824,35.8395749","127.5047061,36.6579587","128.1798246,35.1708411","128.1798246,35.1708411","128.1798246,35.1708411","128.1798246,35.1708411","128.3594233,36.1189293","128.7104619,36.5578494","128.6408043,35.2495904","128.7411579,36.5443898","128.6408043,35.2495904","128.6408043,35.2495904","128.1798246,35.1708411","128.6408043,35.2495904","128.6408043,35.2495904","129.3521399,36.0241937"
"127.1548872,35.8148576","127.1986858,37.2979798","127.1732969,35.841853","128.1801994,35.1707498","127.1564779,37.2431419","128.1801994,35.1707498","127.1680285,35.8396656","127.5047878,36.6578325","128.1801994,35.1707498","128.1801994,35.1707498","128.1801994,35.1707498","128.1801994,35.1707498","128.3595122,36.1188331","128.7094621,36.5578686","128.6405384,35.2499094","128.7413212,36.5441861","128.6405384,35.2499094","128.6405384,35.2499094","128.1801994,35.1707498","128.6405384,35.2499094","128.6405384,35.2499094","129.3521869,36.0242588"
"127.1552121,35.8144664","127.1987304,37.2978492","127.1734738,35.8419247","128.1806211,35.1706157","127.1568157,37.2434818","128.1806211,35.1706157","127.1681258,35.8397056","127.5049702,36.6576558","128.1806211,35.1706157","128.1806211,35.1706157","128.1806211,35.1706157","128.1806211,35.1706157","128.3595765,36.1185162","128.7080066,36.5578969","128.6405038,35.2499494","128.7414758,36.5440051","128.6405038,35.2499494","128.6405038,35.2499494","128.1806211,35.1706157","128.6405038,35.2499494","128.6405038,35.2499494","129.352244,36.0243291"
"127.1552754,35.8144061","127.1987366,37.297705","127.1735246,35.8419446","128.1813339,35.170371","127.1570682,37.2437403","128.1813339,35.170371","127.1688674,35.8400376","127.5051067,36.6575638","128.1813339,35.170371","128.1813339,35.170371","128.1813339,35.170371","128.1813339,35.170371","128.3598032,36.117393","128.7070023,36.5579151","128.6404583,35.2499994","128.7416875,36.5437596","128.6404583,35.2499994","128.6404583,35.2499994","128.1813339,35.170371","128.6404583,35.2499994","128.6404583,35.2499994","129.3522475,36.0243335"
"127.1555744,35.8141248","127.1987202,37.2970127","127.1738618,35.8420781","128.1814895,35.1703268","127.1571375,37.2438685","128.1814895,35.1703268","127.168916,35.8400594","127.5053528,36.6575223","128.1814895,35.1703268","128.1814895,35.1703268","128.1814895,35.1703268","128.1814895,35.1703268","128.3598484,36.1171556","128.7068169,36.5579197","128.6401026,35.2504238","128.7420324,36.5433242","128.6401026,35.2504238","128.6401026,35.2504238","128.1814895,35.1703268","128.6401026,35.2504238","128.6401026,35.2504238","129.3522874,36.0243825"
"127.1559506,35.8139014","127.1987411,37.2968496","127.1742421,35.8422351","128.1817534,35.1702451","127.1576527,37.2443865","128.1817534,35.1702451","127.1691283,35.8401492","127.5055889,36.6575268","128.1817534,35.1702451","128.1817534,35.1702451","128.1817534,35.1702451","128.1817534,35.1702451","128.3600217,36.115931","128.7060543,36.5578869","128.6399123,35.2506492","128.7422218,36.5430788","128.6399123,35.2506492","128.6399123,35.2506492","128.1817534,35.1702451","128.6399123,35.2506492","128.6399123,35.2506492","129.3528743,36.0251325"
"127.1560372,35.8138493","127.1987458,37.296818","127.1743825,35.8422959","128.182278,35.1700789","127.1577403,37.2444742","128.182278,35.1700789","127.1691913,35.8401755","127.5058037,36.6575178","128.182278,35.1700789","128.182278,35.1700789","128.182278,35.1700789","128.182278,35.1700789","128.3600623,36.1156828","128.7059559,36.5578825","128.6398799,35.2506874","128.7425095,36.5426972","128.6398799,35.2506874","128.6398799,35.2506874","128.182278,35.1700789","128.6398799,35.2506874","128.6398799,35.2506874","129.3529623,36.0252411"
