0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"127.4310714,37.2346754","127.4452992,37.6487829","127.2188594,37.9110631","127.258937,37.4513909","126.8570737,37.4137776","127.4511451,37.3797408","127.351943,37.2510383","127.0988618,37.6164035","127.1328364,37.6857738","127.351943,37.2510383","127.3189189,37.6308649","127.2188594,37.9110631","126.7881505,37.7518569","127.1362667,37.6754245","128.0206739,37.8640413","127.2865994,37.6278365","127.3189189,37.6308649","127.4452992,37.6487829","127.3580101,37.2453263","127.1822118,37.6094827","127.3189189,37.6308649","128.841499,35.9773078","127.1605643,37.8368384","127.2901347,37.4377784","127.1822118,37.6094827","128.841499,35.9773078","127.1822118,37.6094827","127.2276008,37.7744629","127.1770117,37.8484611","128.1952403,37.8030584","127.0460309,37.9330179","127.1328364,37.6857738",
"127.431192,37.2346629","127.4464533,37.6486833","127.2182838,37.9119486","127.260112,37.4509408","126.8569888,37.4136555","127.4525898,37.3797423","127.3524599,37.2507955","127.1019589,37.6159047","127.1322634,37.6865075","127.3524599,37.2507955","127.3190164,37.6308741","127.2182838,37.9119486","126.7875056,37.7521072","127.1364794,37.6762274","128.0215036,37.8648253","127.287173,37.6281989","127.3190164,37.6308741","127.4464533,37.6486833","127.3581807,37.245139","127.1823871,37.6092911","127.3190164,37.6308741","128.8422327,35.9776025","127.1606534,37.8372397","127.29075,37.4372576","127.1823871,37.6092911","128.8422327,35.9776025","127.1823871,37.6092911","127.2275424,37.7746097","127.1779734,37.8489603","128.2077094,37.8079269","127.0461996,37.9337216","127.1322634,37.6865075",
"127.4313273,37.2346449","127.4474123,37.6485999","127.2179405,37.9124751","127.26116,37.4505968","126.8569096,37.4135406","127.4539408,37.3797004","127.3529634,37.2505203","127.1020213,37.6158923","127.1320466,37.6867764","127.3529634,37.2505203","127.319856,37.6309583","127.2179405,37.9124751","126.7870884,37.7522804","127.136515,37.6763753","128.0215116,37.8648325","127.287621,37.6284656","127.319856,37.6309583","127.4474123,37.6485999","127.3584316,37.2448617","127.1825371,37.6091663","127.319856,37.6309583","128.8427241,35.9777998","127.1608132,37.8378179","127.2915095,37.4364883","127.1825371,37.6091663","128.8427241,35.9777998","127.1825371,37.6091663","127.2275275,37.7746475","127.1789508,37.84952","128.2079445,37.8080436","127.0465857,37.9353337","127.1320466,37.6867764",
"127.4316148,37.2346072","127.4485097,37.6484887","127.2178648,37.9126236","127.2618085,37.4503845","126.8568839,37.4135026","127.4551065,37.3796414","127.3534736,37.2502154","127.102112,37.6158746","127.1313253,37.6876989","127.3534736,37.2502154","127.3201132,37.6309875","127.2178648,37.9126236","126.786826,37.7524177","127.1368287,37.6776291","128.0215977,37.8649412","127.2879356,37.6286221","127.3201132,37.6309875","127.4485097,37.6484887","127.3590245,37.2443053","127.1826871,37.6090666","127.3201132,37.6309875","128.8429688,35.9779089","127.1611092,37.8387093","127.2921125,37.4358764","127.1826871,37.6090666","128.8429688,35.9779089","127.1826871,37.6090666","127.2274656,37.7748033","127.182638,37.8519311","128.2094919,37.8088842","127.0468488,37.9364063","127.1313253,37.6876989",
"127.4321921,37.2345571","127.4486537,37.6484743","127.2176803,37.9129864","127.2623767,37.4502009","126.856731,37.4131475","127.4573092,37.379443","127.3537785,37.2499994","127.1025749,37.6157662","127.1305833,37.6886457","127.3537785,37.2499994","127.3201868,37.6309958","127.2176803,37.9129864","126.7866737,37.7525573","127.1368275,37.6778608","128.0219453,37.8653822","127.2879877,37.6286484","127.3201868,37.6309958","127.4486537,37.6484743","127.3594209,37.2439749","127.1827394,37.6090325","127.3201868,37.6309958","128.8441993,35.9784576","127.1613725,37.839276","127.2922374,37.4356999","127.1827394,37.6090325","128.8441993,35.9784576","127.1827394,37.6090325","127.2272844,37.7752941","127.1837828,37.8527048","128.2102185,37.8093196","127.0470087,37.9370469","127.1305833,37.6886457",
"127.432554,37.2345248","127.4490392,37.6484501","127.2176089,37.9131971","127.2626868,37.4500996","126.8567136,37.4130699","127.457769,37.3793999","127.3541365,37.2497051","127.10266,37.6157439","127.1295103,37.690024","127.3541365,37.2497051","127.3206479,37.6310749","127.2176089,37.9131971","126.7865583,37.752754","127.1367579,37.6781913","128.0223557,37.8660284","127.2887991,37.6290536","127.3206479,37.6310749","127.4490392,37.6484501","127.3600058,37.2435222","127.1828835,37.608977","127.3206479,37.6310749","128.8452118,35.9789746","127.1616474,37.8398023","127.2932311,37.4344353","127.1828835,37.608977","128.8452118,35.9789746","127.1828835,37.608977","127.2271558,37.7756822","127.1861291,37.8542721","128.2108847,37.8097212","127.0470687,37.9372905","127.1295103,37.690024",
"127.4331617,37.2344873","127.4496989,37.6484162","127.2175479,37.9133854","127.2651901,37.4493213","126.8566962,37.4129914","127.4590533,37.379285","127.3541828,37.2496583","127.1032739,37.6155828","127.1281332,37.6916511","127.3541828,37.2496583","127.3213819,37.6312319","127.2175479,37.9133854","126.7865197,37.7528746","127.1366649,37.6784128","128.022575,37.8664916","127.288824,37.6290636","127.3213819,37.6312319","127.4496989,37.6484162","127.3603659,37.2432865","127.1829198,37.6089627","127.3213819,37.6312319","128.846124,35.9794575","127.1618313,37.8401156","127.293677,37.4338276","127.1829198,37.6089627","128.846124,35.9794575","127.1829198,37.6089627","127.2270625,37.7760371","127.1862232,37.8543355","128.2111535,37.8099098","127.0471463,37.9376251","127.1281332,37.6916511",
"127.4335574,37.2344704","127.4501252,37.6484227","127.2174683,37.9136862","127.2658069,37.449127","126.8566644,37.4127497","127.4613012,37.3790784","127.3545195,37.2493171","127.1040945,37.6153188","127.1269649,37.6927966","127.3545195,37.2493171","127.3214476,37.6312501","127.2174683,37.9136862","126.7865166,37.7529638","127.1364184,37.6787428","128.022633,37.8666518","127.2896244,37.6293742","127.3214476,37.6312501","127.4501252,37.6484227","127.3605296,37.2431794","127.1832081,37.608849","127.3214476,37.6312501","128.8475871,35.9803164","127.1624498,37.8410601","127.2942215,37.433093","127.1832081,37.608849","128.8475871,35.9803164","127.1832081,37.608849","127.2269827,37.7764362","127.1869927,37.8548819","128.2122909,37.8107645","127.0473414,37.9384722","127.1269649,37.6927966",
"127.435492,37.2344652","127.4505537,37.6484345","127.217432,37.9139421","127.2675655,37.4485806","126.8566873,37.4123162","127.4621303,37.379002","127.3547669,37.2490704","127.1043873,37.6152242","127.1261947,37.6934774","127.3547669,37.2490704","127.3222008,37.6314621","127.217432,37.9139421","126.7866393,37.7530709","127.1362065,37.6789323","128.0228996,37.8673824","127.2900048,37.6295074","127.3222008,37.6314621","127.4505537,37.6484345","127.3609134,37.2429527","127.1835609,37.6087319","127.3222008,37.6314621","128.8480693,35.9806211","127.1627187,37.8414052","127.2943147,37.4329301","127.1835609,37.6087319","128.8480693,35.9806211","127.1835609,37.6087319","127.2268735,37.7770931","127.1881814,37.8557891","128.2124122,37.8108557","127.0474418,37.9388079","127.1261947,37.6934774",
"127.4356881,37.2344644","127.4508665,37.6484545","127.2173945,37.9142277","127.2692822,37.4480477","126.8568459,37.4118745","127.4627425,37.3789473","127.355124,37.2486625","127.1051342,37.6149726","127.1261651,37.6935007","127.355124,37.2486625","127.3229369,37.6317075","127.2173945,37.9142277","126.7867297,37.7531066","127.1360471,37.6790607","128.0229114,37.8674338","127.2900251,37.6295146","127.3229369,37.6317075","127.4508665,37.6484545","127.3611933,37.2427908","127.1835916,37.6087238","127.3229369,37.6317075","128.8482991,35.9807664","127.163214,37.8419618","127.2946861,37.4322772","127.1835916,37.6087238","128.8482991,35.9807664","127.1835916,37.6087238","127.2267388,37.7782167","127.188187,37.8557936","128.2126972,37.8110757","127.0474664,37.9388665","127.1261651,37.6935007",
"127.4367624,37.2345443","127.4512814,37.6485025","127.2173845,37.9144809","127.2699363,37.4478281","126.8569157,37.4117631","127.4629278,37.3789302","127.355749,37.2479385","127.1061026,37.6146198","127.1255706,37.6939766","127.355749,37.2479385","127.3236242,37.6319663","127.2173845,37.9144809","126.7867987,37.753134","127.1358208,37.679188","128.0229489,37.8675994","127.290349,37.6296278","127.3236242,37.6319663","127.4512814,37.6485025","127.3620566,37.242351","127.1838048,37.6086667","127.3236242,37.6319663","128.8491997,35.9813495","127.16386,37.842609","127.2948838,37.4319116","127.1838048,37.6086667","128.8491997,35.9813495","127.1838048,37.6086667","127.2266754,37.7787781","127.1887002,37.8562222","128.2130531,37.8113494","127.0476212,37.9392385","127.1255706,37.6939766",
"127.437689,37.2346728","127.4517937,37.6485775","127.2173936,37.9147757","127.2702023,37.4477439","126.857138,37.4114101","127.4658443,37.3786661","127.3563773,37.2471974","127.1079735,37.6139374","127.1249989,37.6944227","127.3563773,37.2471974","127.3239322,37.6320893","127.2173936,37.9147757","126.7869675,37.7531765","127.1355015,37.6793132","128.0229572,37.8676463","127.290957,37.629811","127.3239322,37.6320893","127.4517937,37.6485775","127.3621796,37.2423016","127.1839035,37.6086471","127.3239322,37.6320893","128.8503622,35.9821991","127.1643206,37.843052","127.2950247,37.4316414","127.1839035,37.6086471","128.8503622,35.9821991","127.1839035,37.6086471","127.226666,37.778861","127.1889924,37.8564681","128.2149191,37.8131695","127.0476537,37.9393143","127.1249989,37.6944227",
"127.4386776,37.2348779","127.4523865,37.6486832","127.217458,37.9151886","127.2736662,37.4466536","126.8575092,37.4108163","127.468204,37.3784405","127.357105,37.246378","127.1087864,37.6136327","127.1238074,37.6952094","127.357105,37.246378","127.323999,37.6321165","127.217458,37.9151886","126.7869982,37.753165","127.1352972,37.6793613","128.0230035,37.8679237","127.2919252,37.6300939","127.323999,37.6321165","127.4523865,37.6486832","127.3627156,37.2420778","127.1843343,37.6085654","127.323999,37.6321165","128.8508243,35.9825663","127.1646932,37.8433387","127.2951452,37.4313703","127.1843343,37.6085654","128.8508243,35.9825663","127.1843343,37.6085654","127.2266577,37.7789493","127.1894819,37.8568678","128.2161631,37.8146978","127.0488803,37.9421509","127.1238074,37.6952094",
"127.439789,37.2351309","127.4526789,37.6487482","127.2175396,37.9155602","127.2741302,37.446494","126.8578933,37.4100261","127.4703332,37.3782571","127.3578259,37.2455451","127.1097903,37.6131908","127.1232156,37.6955788","127.3578259,37.2455451","127.3242571,37.6322124","127.2175396,37.9155602","126.7875489,37.7529132","127.1350203,37.6793992","128.0230225,37.8680353","127.2924382,37.6302282","127.3242571,37.6322124","127.4526789,37.6487482","127.3630879,37.2419322","127.1845623,37.6085227","127.3242571,37.6322124","128.8513992,35.9830412","127.1651372,37.8436753","127.295242,37.4311235","127.1845623,37.6085227","128.8513992,35.9830412","127.1845623,37.6085227","127.2266258,37.7792899","127.1903333,37.8576857","128.2173354,37.8165608","127.0491148,37.9426953","127.1232156,37.6955788",
"127.4426136,37.2358687","127.4527923,37.6487744","127.2177208,37.9160725","127.2749722,37.4462036","126.8590257,37.4070875","127.4715204,37.3781348","127.3580101,37.2453263","127.1100192,37.6129779","127.1226241,37.6959231","127.3580101,37.2453263","127.3256997,37.6327833","127.2177208,37.9160725","126.7881058,37.7527228","127.1348365,37.6794211","128.0230597,37.8684804","127.2936964,37.6305585","127.3256997,37.6327833","127.4527923,37.6487744","127.363344,37.2418324","127.1847369,37.6084916","127.3256997,37.6327833","128.8522124,35.9837659","127.1654737,37.8439196","127.2954388,37.4306569","127.1847369,37.6084916","128.8522124,35.9837659","127.1847369,37.6084916","127.2265513,37.7797846","127.1909129,37.8582604","128.2181202,37.8181712","127.0493415,37.9432189","127.1226241,37.6959231",
"127.4460639,37.2367727","127.4529374,37.6488078","127.218028,37.9166663","127.275709,37.4459148","126.859193,37.4068162","127.4723935,37.3780521","127.3581807,37.245139","127.1105828,37.612667","127.1211546,37.6966881","127.3581807,37.245139","127.3270732,37.633318","127.218028,37.9166663","126.7903301,37.7519593","127.1347684,37.6794272","128.0230728,37.868721","127.2955413,37.631053","127.3270732,37.633318","127.4529374,37.6488078","127.3640096,37.2416141","127.1867791,37.6080752","127.3270732,37.633318","128.8529121,35.9843999","127.1659485,37.8442364","127.2955116,37.4304849","127.1867791,37.6080752","128.8529121,35.9843999","127.1867791,37.6080752","127.2264566,37.7802098","127.1912581,37.85863","128.2185166,37.8193404","127.0505303,37.945738","127.1211546,37.6966881",
"127.4468609,37.2369569","127.4530802,37.6488448","127.2182348,37.9170337","127.2764537,37.4456349","126.8595605,37.4058555","127.4756173,37.3777482","127.3584316,37.2448617","127.1117828,37.6119823","127.1186994,37.6978988","127.3584316,37.2448617","127.3274118,37.6334492","127.2182348,37.9170337","126.790862,37.751775","127.1344632,37.6794542","128.0231115,37.8708164","127.2956998,37.6310956","127.3274118,37.6334492","127.4530802,37.6488448","127.364401,37.2415064","127.1869345,37.6080414","127.3274118,37.6334492","128.8533239,35.9848081","127.1668632,37.844778","127.2955674,37.4303272","127.1869345,37.6080414","128.8533239,35.9848081","127.1869345,37.6080414","127.2263924,37.7803935","127.1915002,37.8589037","128.2189592,37.8208087","127.0506066,37.9459213","127.1186994,37.6978988",
"127.4489496,37.2375266","127.4536741,37.6489992","127.2184452,37.9173505","127.2765228,37.4456062","126.8599869,37.4047428","127.4765785,37.3776573","127.3590245,37.2443053","127.1127227,37.6114374","127.1137613,37.7003632","127.3590245,37.2443053","127.3282373,37.6337578","127.2184452,37.9173505","126.7913073,37.75162","127.1344008,37.6794604","128.0231205,37.8716014","127.2964598,37.6312916","127.3282373,37.6337578","127.4536741,37.6489992","127.3648985,37.2413691","127.1870003,37.6080263","127.3282373,37.6337578","128.8535249,35.9850159","127.1675539,37.8451278","127.2959615,37.4292075","127.1870003,37.6080263","128.8535249,35.9850159","127.1870003,37.6080263","127.2263351,37.7805222","127.1916983,37.859126","128.2193627,37.8219878","127.0512808,37.9475309","127.1137613,37.7003632",
"127.4494388,37.2376602","127.4547463,37.6492754","127.2185742,37.9175266","127.2766337,37.4455605","126.8610263,37.4019641","127.4774031,37.3775818","127.3594209,37.2439749","127.113352,37.611124","127.1118009,37.7014834","127.3594209,37.2439749","127.3285181,37.6338609","127.2185742,37.9175266","126.7916615,37.7514977","127.1336384,37.6795193","128.0231271,37.8722241","127.2973601,37.6315239","127.3285181,37.6338609","127.4547463,37.6492754","127.3654839,37.241257","127.1871511,37.6079933","127.3285181,37.6338609","128.8541368,35.985641","127.1684806,37.845536","127.2966125,37.4271409","127.1871511,37.6079933","128.8541368,35.985641","127.1871511,37.6079933","127.2263202,37.7805547","127.1923239,37.8598477","128.2194773,37.8223224","127.0514892,37.9480769","127.1118009,37.7014834",
"127.4519773,37.2383139","127.4555443,37.6494496","127.2186283,37.9176763","127.2781484,37.444863","126.861963,37.3995535","127.4778459,37.3775386","127.3600058,37.2435222","127.1137825,37.6109082","127.1103458,37.7025115","127.3600058,37.2435222","127.3290742,37.6340663","127.2186283,37.9176763","126.7925384,37.7511966","127.1333933,37.6795564","128.0231358,37.8728099","127.2973613,37.6315239","127.3290742,37.6340663","127.4555443,37.6494496","127.3664109,37.241113","127.1872497,37.607971","127.3290742,37.6340663","128.8543495,35.9858829","127.1685975,37.8455877","127.2972873,37.4250238","127.1872497,37.607971","128.8543495,35.9858829","127.1872497,37.607971","127.2262962,37.7806141","127.1927141,37.8603274","128.2196111,37.8226451","127.051692,37.948605","127.1103458,37.7025115",
"127.4551821,37.2391372","127.456264,37.6495725","127.2191083,37.9183111","127.2790235,37.4444491","126.8628985,37.3971519","127.4781079,37.3775152","127.3603659,37.2432865","127.1138859,37.6108644","127.1093592,37.7035286","127.3603659,37.2432865","127.3290798,37.6340681","127.2191083,37.9183111","126.7926546,37.7511585","127.1331899,37.6796315","128.0231757,37.873301","127.2986683,37.6318353","127.3290798,37.6340681","127.456264,37.6495725","127.3665079,37.2410978","127.1879562,37.607826","127.3290798,37.6340681","128.8548744,35.9864828","127.1686848,37.8456195","127.297521,37.4242743","127.1879562,37.607826","128.8548744,35.9864828","127.1879562,37.607826","127.2261932,37.7808193","127.1936344,37.8615591","128.2200447,37.8236556","127.0517648,37.9487936","127.1093592,37.7035286",
"127.4577477,37.2398305","127.4563196,37.6495815","127.2203874,37.9197328","127.2805498,37.4436407","126.8631608,37.3964665","127.4787212,37.3774576","127.3605296,37.2431794","127.1139449,37.6108384","127.1087605,37.7043351","127.3605296,37.2431794","127.3291784,37.634098","127.2203874,37.9197328","126.7947923,37.7504178","127.1330045,37.6797426","128.0232284,37.8736766","127.2997988,37.6320554","127.3291784,37.634098","127.4563196,37.6495815","127.3670119,37.2410487","127.1880639,37.6078001","127.3291784,37.634098","128.8552242,35.9868908","127.168922,37.8457067","127.2977617,37.4234661","127.1880639,37.6078001","128.8552242,35.9868908","127.1880639,37.6078001","127.2261097,37.7809877","127.1945524,37.862799","128.2201834,37.8238963","127.0517995,37.9488983","127.1087605,37.7043351",
"127.4586394,37.240085","127.456994,37.6496981","127.2204666,37.919842","127.2807196,37.4435517","126.8631989,37.3963648","127.4830281,37.3770653","127.3609134,37.2429527","127.11429,37.6107224","127.1083629,37.705099","127.3609134,37.2429527","127.3298874,37.6343136","127.2204666,37.919842","126.7959915,37.7499996","127.1328656,37.6798585","128.0233673,37.8745115","127.3014336,37.6322826","127.3298874,37.6343136","127.456994,37.6496981","127.3675036,37.2410268","127.1881853,37.6077635","127.3298874,37.6343136","128.8557744,35.9875409","127.1696472,37.8459512","127.297993,37.4227707","127.1881853,37.6077635","128.8557744,35.9875409","127.1881853,37.6077635","127.226064,37.7810624","127.1960174,37.8648299","128.2207313,37.8248528","127.052079,37.9497294","127.1083629,37.705099",
"127.4591456,37.2402186","127.4576458,37.6497803","127.2205922,37.9200109","127.282425,37.4425913","126.8632463,37.3962407","127.4849212,37.3769051","127.3611933,37.2427908","127.1144589,37.6106968","127.1082253,37.7053743","127.3611933,37.2427908","127.3304605,37.6344613","127.2205922,37.9200109","126.7961896,37.7499413","127.1327515,37.6800023","128.02341,37.8747663","127.3019718,37.6323339","127.3304605,37.6344613","127.4576458,37.6497803","127.368135,37.2409986","127.1883623,37.6077027","127.3304605,37.6344613","128.8573368,35.9894498","127.1707699,37.8462779","127.2981264,37.4223373","127.1883623,37.6077027","128.8573368,35.9894498","127.1883623,37.6077027","127.226024,37.7811245","127.1963341,37.8652507","128.2212282,37.825596","127.0525865,37.9512383","127.1082253,37.7053743",
"127.4600609,37.2404614","127.4581831,37.649831","127.2206409,37.9200831","127.2829549,37.442275","126.8636346,37.3952116","127.4865274,37.376762","127.3620566,37.242351","127.1145179,37.6106934","127.1080416,37.7057883","127.3620566,37.242351","127.3311176,37.6345984","127.2206409,37.9200831","126.7964104,37.7498777","127.1326564,37.6801985","128.0235252,37.8754562","127.3023786,37.6323662","127.3311176,37.6345984","127.4581831,37.649831","127.3707295,37.2408446","127.1885132,37.6076499","127.3311176,37.6345984","128.8579117,35.9901825","127.171317,37.8464327","127.2984839,37.421332","127.1885132,37.6076499","128.8579117,35.9901825","127.1885132,37.6076499","127.2258561,37.7813945","127.1970162,37.8660726","128.2217374,37.826304","127.0526212,37.9513421","127.1080416,37.7057883",
"127.4622874,37.2410165","127.4586207,37.6498726","127.2206533,37.9201029","127.2830885,37.4422005","126.8638146,37.3947637","127.4878308,37.3766765","127.3621796,37.2423016","127.1149167,37.6106974","127.1077426,37.7065589","127.3621796,37.2423016","127.331794,37.6347093","127.2206533,37.9201029","126.7967018,37.749792","127.1326225,37.680394","128.0237239,37.8766964","127.3024239,37.6323689","127.331794,37.6347093","127.4586207,37.6498726","127.3724942,37.2407122","127.1887118,37.6075828","127.331794,37.6347093","128.8580624,35.9903629","127.1727792,37.8468324","127.2988548,37.4204331","127.1887118,37.6075828","128.8580624,35.9903629","127.1887118,37.6075828","127.2251272,37.7825609","127.1975366,37.8667103","128.2224664,37.82719","127.0530361,37.952555","127.1077426,37.7065589",
"127.462877,37.2411771","127.4594176,37.6499369","127.2206737,37.9201309","127.2852048,37.4410109","126.8642533,37.3936547","127.4895601,37.3766821","127.3627156,37.2420778","127.1150661,37.6107159","127.1076364,37.7068938","127.3627156,37.2420778","127.3324239,37.6347868","127.2206737,37.9201309","126.7973595,37.749622","127.1326316,37.6806266","128.0237298,37.8767306","127.3034868,37.632441","127.3324239,37.6347868","127.4594176,37.6499369","127.3730039,37.2406785","127.1892122,37.6074012","127.3324239,37.6347868","128.8594248,35.9919909","127.1733831,37.8470198","127.2993117,37.4194604","127.1892122,37.6074012","128.8594248,35.9919909","127.1892122,37.6074012","127.2246746,37.7833404","127.1980063,37.867246","128.2231634,37.8279347","127.0532755,37.9532553","127.1076364,37.7068938",
"127.4638115,37.2414316","127.4599367,37.6499659","127.2207789,37.9202916","127.2867277,37.4401628","126.8643872,37.3933183","127.4899057,37.376683","127.3630879,37.2419322","127.1152415,37.6107588","127.1075516,37.7072685","127.3630879,37.2419322","127.333122,37.6348383","127.2207789,37.9202916","126.7974983,37.7495849","127.1328051,37.6819945","128.0237369,37.8767748","127.3043991,37.6324416","127.333122,37.6348383","127.4599367,37.6499659","127.3749997,37.2405968","127.1892973,37.6073707","127.333122,37.6348383","128.8604748,35.9932493","127.1738939,37.847178","127.2998206,37.418458","127.1892973,37.6073707","128.8604748,35.9932493","127.1892973,37.6073707","127.2246014,37.7834835","127.1984885,37.8677609","128.2248845,37.8297511","127.0536292,37.9540543","127.1075516,37.7072685",
"127.4639051,37.2414568","127.4603256,37.6499831","127.2211568,37.9208594","127.2877898,37.4395274","126.8647058,37.392516","127.4918213,37.3766895","127.363344,37.2418324","127.1154858,37.6108525","127.1074423,37.707781","127.363344,37.2418324","127.3333384,37.6348476","127.2211568,37.9208594","126.7976816,37.7495356","127.1328261,37.6821144","128.023775,37.877008","127.3051222,37.6324401","127.3333384,37.6348476","127.4603256,37.6499831","127.3795278,37.2404366","127.1898725,37.6071622","127.3333384,37.6348476","128.8614375,35.9943995","127.1746065,37.8474378","127.3001283,37.4179177","127.1898725,37.6071622","128.8614375,35.9943995","127.1898725,37.6071622","127.2243433,37.7841743","127.1990876,37.868333","128.2255638,37.8305401","127.0539433,37.954626","127.1074423,37.707781",
"127.4658328,37.2420451","127.4605614,37.649994","127.2216634,37.9216727","127.2882882,37.4391885","126.8648217,37.3923039","127.492804,37.3766922","127.3640096,37.2416141","127.1155988,37.6109123","127.1074139,37.7079954","127.3640096,37.2416141","127.3338496,37.634869","127.2216634,37.9216727","126.7977442,37.7495188","127.1330129,37.6835634","128.0237762,37.877337","127.3052809,37.6324341","127.3338496,37.634869","127.4605614,37.649994","127.3820399,37.2403201","127.1899996,37.6071166","127.3338496,37.634869","128.86184,35.9949088","127.1757356,37.8478573","127.3004564,37.4173819","127.1899996,37.6071166","128.86184,35.9949088","127.1899996,37.6071166","127.2242586,37.7846563","127.1993618,37.868578","128.2261067,37.831201","127.0549397,37.9562629","127.1074139,37.7079954",
"127.4682543,37.242894","127.4619999,37.6500576","127.2216725,37.921688","127.2891977,37.4385375","126.865486,37.3910852","127.4949399,37.3766996","127.364401,37.2415064","127.1158291,37.6110717","127.107384,37.7082918","127.364401,37.2415064","127.3347121,37.6348775","127.2216725,37.921688","126.7978945,37.7495864","127.1330403,37.6837645","128.0237766,37.8775533","127.3062783,37.6324006","127.3347121,37.6348775","127.4619999,37.6500576","127.3871003,37.2401213","127.190146,37.6070611","127.3347121,37.6348775","128.8627498,35.9960082","127.1760997,37.8480286","127.300462,37.4173738","127.190146,37.6070611","128.8627498,35.9960082","127.190146,37.6070611","127.2242331,37.7850969","127.1998478,37.8690109","128.2264552,37.831635","127.0552059,37.9566677","127.107384,37.7082918",
"127.4685575,37.2430104","127.4733756,37.6506727","127.2218941,37.9220428","127.2901347,37.4377784","126.8657052,37.3906826","127.4973536,37.3767141","127.3648985,37.2413691","127.1159147,37.611163","127.1073492,37.7088632","127.3648985,37.2413691","127.3365585,37.6348223","127.2218941,37.9220428","126.7979328,37.749611","127.1330224,37.6839348","128.0237589,37.8777832","127.3068372,37.6323681","127.3365585,37.6348223","127.4733756,37.6506727","127.3900375,37.2399862","127.1902935,37.6070047","127.3365585,37.6348223","128.8634746,35.9968664","127.1764865,37.84821","127.3008843,37.416666","127.1902935,37.6070047","128.8634746,35.9968664","127.1902935,37.6070047","127.2242545,37.7854665","127.2001457,37.8692785","128.2277674,37.8333331","127.0555779,37.9572595","127.1073492,37.7088632",
"127.469819,37.2434749","127.4738256,37.6506927","127.2221588,37.9224508","127.29075,37.4372576","126.8660689,37.3900157","127.5,37.3767024","127.3654839,37.241257","127.1159811,37.6112543","127.1073591,37.7093481","127.3654839,37.241257","127.3385057,37.6347646","127.2221588,37.9224508","126.7981202,37.7497274","127.1330027,37.6840285","128.0237387,37.877987","127.3070446,37.6323514","127.3385057,37.6347646","127.4738256,37.6506927","127.3910511,37.2399529","127.1912831,37.6066107","127.3385057,37.6347646","128.863837,35.9972995","127.1770117,37.8484611","127.3011556,37.4162266","127.1912831,37.6066107","128.863837,35.9972995","127.1912831,37.6066107","127.2242833,37.785664","127.2005332,37.869612","128.227933,37.8335385","127.0559219,37.9579908","127.1073591,37.7093481",
"127.4701234,37.2435868","127.4758491,37.6508022","127.222324,37.922709","127.2915095,37.4364883","126.8664204,37.3894659","127.5001209,37.3767024","127.3664109,37.241113","127.1161463,37.6115117","127.1073844,37.7097123","127.3664109,37.241113","127.3392992,37.6347414","127.222324,37.922709","126.7984249,37.7499176","127.1329129,37.6842977","128.0236861,37.878264","127.3074119,37.6323159","127.3392992,37.6347414","127.4758491,37.6508022","127.3930502,37.2398744","127.1913614,37.6065749","127.3392992,37.6347414","128.8643495,35.9979409","127.1779734,37.8489603","127.3017663,37.415192","127.1913614,37.6065749","128.8643495,35.9979409","127.1913614,37.6065749","127.2243168,37.7858056","127.2009264,37.8699249","128.2286478,37.8344552","127.0561446,37.9586217","127.1073844,37.7097123",
"127.4701662,37.243603","127.4764352,37.6508266","127.2223998,37.9228164","127.2921125,37.4358764","126.866505,37.3893402","127.5014153,37.3767105","127.3665079,37.2410978","127.1162041,37.6117273","127.1074398,37.7101947","127.3665079,37.2410978","127.3405823,37.6346575","127.2223998,37.9228164","126.7985614,37.7499996","127.1326164,37.6848574","128.0236053,37.8785816","127.3079493,37.6322411","127.3405823,37.6346575","127.4764352,37.6508266","127.3944878,37.239809","127.191912,37.6063158","127.3405823,37.6346575","128.8650996,35.9988492","127.1789508,37.84952","127.3023236,37.4142519","127.191912,37.6063158","128.8650996,35.9988492","127.191912,37.6063158","127.2243526,37.7859544","127.2013232,37.8702197","128.2308294,37.8374249","127.0563612,37.9593255","127.1074398,37.7101947",
"127.4708201,37.2438439","127.4771924,37.6508718","127.22248,37.9229752","127.2922374,37.4356999","126.8671942,37.3883912","127.5026814,37.376715","127.3670119,37.2410487","127.116197,37.6120193","127.1074946,37.71055","127.3670119,37.2410487","127.3408249,37.6346416","127.22248,37.9229752","126.7989639,37.7502967","127.1325403,37.6851014","128.0235118,37.8788677","127.3085559,37.6321645","127.3408249,37.6346416","127.4771924,37.6508718","127.3957168,37.2397533","127.1921369,37.6061659","127.3408249,37.6346416","128.8660747,35.9999993","127.182638,37.8519311","127.3026914,37.4136206","127.1921369,37.6061659","128.8660747,35.9999993","127.1921369,37.6061659","127.2243616,37.7859914","127.2018141,37.8705635","128.2309802,37.8376223","127.0566039,37.9606152","127.1074946,37.71055",
