0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"126.8686941,37.499555","128.614325,34.8830498","127.5141032,34.9321223","126.905884,37.4507095","126.7871717,37.5037782","127.6868188,34.9398473","126.7871717,37.5037782","127.1388193,37.519119","126.8047585,37.3219087","127.0499499,37.555708","128.6512356,35.2420043","126.7947872,37.4923326","127.0840121,37.5166825","127.0528993,37.5740661","126.7871717,37.5037782","127.0840121,37.5166825","127.1017145,37.487352","127.1356781,37.6013974","127.0499499,37.555708","127.0727132,37.631831","127.0831479,37.6312175","127.0840121,37.5166825","127.0553376,37.678483","127.0840121,37.5166825","127.0554828,37.5808658","127.0840121,37.5166825","127.0553376,37.678483","128.5833172,35.8526974"
"126.868621,37.4993752","128.6143151,34.883049","127.5140495,34.9321088","126.905899,37.4508259","126.78707,37.5037614","127.6861883,34.9399808","126.78707,37.5037614","127.139087,37.5190017","126.8041429,37.3222125","127.0505959,37.5561503","128.6511439,35.2420458","126.7947274,37.4921907","127.0852123,37.5167742","127.0530535,37.5742317","126.78707,37.5037614","127.0852123,37.5167742","127.1015146,37.4874964","127.1356356,37.6015081","127.0505959,37.5561503","127.0726872,37.6318201","127.0831857,37.6311483","127.0852123,37.5167742","127.0553364,37.6786921","127.0852123,37.5167742","127.0554999,37.5808496","127.0852123,37.5167742","127.0553364,37.6786921","128.5833219,35.8527163"
"126.8685988,37.4993201","128.6142121,34.8830409","127.5139126,34.9320781","126.9060436,37.4508293","126.7863078,37.5036026","127.6860274,34.9400153","126.7863078,37.5036026","127.1400078,37.5185899","126.8039184,37.3223202","127.0506162,37.5561648","128.6509247,35.2421678","126.7946776,37.4920796","127.0864916,37.5168571","127.0532606,37.5744371","126.7863078,37.5036026","127.0864916,37.5168571","127.1013182,37.48764","127.1355484,37.6017341","127.0506162,37.5561648","127.0724089,37.6317388","127.0833163,37.6308891","127.0864916,37.5168571","127.0553413,37.6789995","127.0864916,37.5168571","127.0555547,37.580766","127.0864916,37.5168571","127.0553413,37.6789995","128.5833246,35.8527524"
"126.8685622,37.4992388","128.6141366,34.8830416","127.5138896,34.9320727","126.9062788,37.4508314","126.7861723,37.5035721","127.6858961,34.9400435","126.7861723,37.5035721","127.1421602,37.5176383","126.8036883,37.3224289","127.0507693,37.5563114","128.6506053,35.2423493","126.7942782,37.491247","127.0875356,37.5169491","127.0533327,37.5745076","126.7861723,37.5035721","127.0875356,37.5169491","127.1009263,37.4879397","127.135514,37.6018259","127.0507693,37.5563114","127.0723003,37.6317078","127.0835445,37.6306232","127.0875356,37.5169491","127.0553494,37.6795403","127.0875356,37.5169491","127.0557089,37.5805475","127.0875356,37.5169491","127.0553494,37.6795403","128.5833258,35.8528425"
"126.8681251,37.4982071","128.6139494,34.8830325","127.5137112,34.9320286","126.906697,37.4508434","126.7860617,37.5035498","127.6856662,34.9400961","126.7860617,37.5035498","127.1433813,37.5171498","126.8025864,37.3229506","127.0509364,37.5565824","128.6504515,35.2424337","126.7939675,37.4905971","127.0882005,37.517037","127.0533743,37.5745493","126.7860617,37.5035498","127.0882005,37.517037","127.1009013,37.4879577","127.1354231,37.602106","127.0509364,37.5565824","127.0719314,37.6316046","127.0835995,37.630517","127.0882005,37.517037","127.0553569,37.6798044","127.0882005,37.517037","127.0560914,37.5800235","127.0882005,37.517037","127.0553569,37.6798044","128.5833203,35.8529246"
"126.8680521,37.4980093","128.613945,34.8830326","127.5136181,34.9320051","126.9068146,37.4508449","126.7857049,37.5034719","127.6855415,34.9401252","126.7857049,37.5034719","127.1435456,37.517089","126.801979,37.3232183","127.0510624,37.5568993","128.6496915,35.2428575","126.7939176,37.4904923","127.0889556,37.5171767","127.0534261,37.5745963","126.7857049,37.5034719","127.0889556,37.5171767","127.1007389,37.4880761","127.1353702,37.602269","127.0510624,37.5568993","127.071816,37.6315717","127.0842622,37.6293422","127.0889556,37.5171767","127.0553625,37.6800163","127.0889556,37.5171767","127.0562193,37.5798464","127.0889556,37.5171767","127.0553625,37.6800163","128.583312,35.85305"
"126.86803,37.4979506","128.6136125,34.883041","127.5135239,34.9319826","126.9072792,37.450858","126.7855999,37.5034487","127.684887,34.940275","126.7855999,37.5034487","127.1437836,37.5170276","126.801656,37.3233606","127.051119,37.5570888","128.6488474,35.2433281","126.7939032,37.4904615","127.0894891,37.5172885","127.0534701,37.5746362","126.7855999,37.5034487","127.0894891,37.5172885","127.1006208,37.4881631","127.1352805,37.6025508","127.051119,37.5570888","127.0717617,37.631558","127.0843824,37.6291308","127.0894891,37.5172885","127.055373,37.6805256","127.0894891,37.5172885","127.0562696,37.5797727","127.0894891,37.5172885","127.055373,37.6805256","128.5833103,35.8530852"
"126.8679847,37.4978242","128.61316,34.8830767","127.5126052,34.9317834","126.907434,37.4508624","126.7844901,37.5032058","127.6846615,34.9403411","126.7844901,37.5032058","127.1438153,37.5170195","126.8012199,37.3235311","127.0511289,37.5571366","128.6486195,35.2434556","126.7937972,37.4901869","127.0895061,37.5172922","127.0537258,37.5748552","126.7844901,37.5032058","127.0895061,37.5172922","127.1006186,37.488164","127.1352805,37.6025517","127.0511289,37.5571366","127.0716632,37.6315306","127.0848748,37.6282186","127.0895061,37.5172922","127.0553711,37.6806536","127.0895061,37.5172922","127.0563748,37.579609","127.0895061,37.5172922","127.0553711,37.6806536","128.5832957,35.853235"
"126.8679357,37.4974571","128.612941,34.8831482","127.5124683,34.9317528","126.907634,37.4508733","126.7844043,37.5031873","127.6842654,34.940486","126.7844043,37.5031873","127.1438912,37.5170044","126.8011361,37.3235604","127.0511531,37.5572575","128.6483709,35.2435977","126.7936647,37.490077","127.0901038,37.5174529","127.0539038,37.5750064","126.7844043,37.5031873","127.0901038,37.5174529","127.1005504,37.4882224","127.1352426,37.6026597","127.0511531,37.5572575","127.0715523,37.6315005","127.0849997,37.6279729","127.0901038,37.5174529","127.0553691,37.6807987","127.0901038,37.5174529","127.0564935,37.5794472","127.0901038,37.5174529","127.0553691,37.6807987","128.583284,35.8533505"
"126.8679496,37.4972832","128.6127263,34.8832169","127.512026,34.9316554","126.9077492,37.4508919","126.7837493,37.503058","127.6836779,34.9407439","126.7837493,37.503058","127.144215,37.5169531","126.8010477,37.3235923","127.051161,37.5574603","128.6482117,35.2436876","126.7935784,37.489761","127.0911442,37.5177828","127.054285,37.575272","126.7837493,37.503058","127.0911442,37.5177828","127.1004015,37.4883472","127.1352368,37.6026769","127.051161,37.5574603","127.0715082,37.6314895","127.0856364,37.6267782","127.0911442,37.5177828","127.0554003,37.6822319","127.0911442,37.5177828","127.0569365,37.5788414","127.0911442,37.5177828","127.0554003,37.6822319","128.5832762,35.8534308"
"126.8679081,37.4971144","128.612478,34.8833057","127.5098437,34.9313662","126.9078045,37.4509003","126.7831304,37.5029443","127.6831464,34.9410576","126.7831304,37.5029443","127.1446001,37.5168975","126.8010319,37.3235976","127.0511347,37.5576792","128.6467745,35.2444946","126.7935586,37.4896924","127.0924614,37.5181992","127.0549033,37.5756691","126.7831304,37.5029443","127.0924614,37.5181992","127.1003095,37.4884244","127.1352265,37.6027093","127.0511347,37.5576792","127.0714312,37.6314829","127.0856871,37.6266305","127.0924614,37.5181992","127.0554017,37.682377","127.0924614,37.5181992","127.0570039,37.578747","127.0924614,37.5181992","127.0554017,37.682377","128.5832625,35.8534778"
"126.867894,37.4970368","128.6124443,34.8833168","127.5096696,34.9313427","126.9079039,37.4509189","126.782874,37.5028977","127.6826008,34.9414065","126.782874,37.5028977","127.145224,37.5168075","126.8009391,37.3236277","127.0510079,37.5580681","128.6465085,35.2446468","126.7935193,37.4895489","127.0942495,37.5187994","127.0551232,37.5758151","126.782874,37.5028977","127.0942495,37.5187994","127.100147,37.4885572","127.1352127,37.6027525","127.0510079,37.5580681","127.071404,37.631481","127.0858852,37.6260526","127.0942495,37.5187994","127.0553986,37.6825158","127.0942495,37.5187994","127.0571981,37.5784737","127.0942495,37.5187994","127.0553986,37.6825158","128.583253,35.853513"
"126.867874,37.4968583","128.6122507,34.8834061","127.5095535,34.9313283","126.9081962,37.4509897","126.7824776,37.5028277","127.6822367,34.9416641","126.7824776,37.5028277","127.145831,37.5167101","126.8006436,37.3237197","127.0507368,37.5587161","128.6457714,35.2450677","126.7935124,37.4894407","127.0951991,37.519183","127.055139,37.5758259","126.7824776,37.5028277","127.0951991,37.519183","127.0995424,37.4890978","127.1352046,37.6027912","127.0507368,37.5587161","127.0713258,37.6314843","127.0859969,37.6257267","127.0951991,37.519183","127.055415,37.6831802","127.0951991,37.519183","127.0572175,37.5784422","127.0951991,37.519183","127.055415,37.6831802","128.5832394,35.8535744"
"126.867875,37.4966077","128.612103,34.8832424","127.5093411,34.9313022","126.9082379,37.4510007","126.7823353,37.5027989","127.6819141,34.9418927","126.7823353,37.5027989","127.1463689,37.5166234","126.8003766,37.323792","127.0506919,37.5588313","128.6456068,35.2451621","126.7934946,37.4891665","127.0952556,37.5192057","127.0552868,37.5759247","126.7823353,37.5027989","127.0952556,37.5192057","127.0992341,37.4894122","127.1351632,37.6029146","127.0506919,37.5588313","127.071244,37.6315084","127.0860351,37.6255907","127.0952556,37.5192057","127.0554267,37.6835146","127.0952556,37.5192057","127.0572689,37.578364","127.0952556,37.5192057","127.0554267,37.6835146","128.5832311,35.853616"
"126.8678874,37.4964825","128.6120141,34.883144","127.5086918,34.9312139","126.9083237,37.451021","126.7822721,37.5027868","127.6812854,34.942331","126.7822721,37.5027868","127.1470866,37.5165588","126.7996491,37.3239824","127.0504866,37.5592767","128.6452491,35.245362","126.7934877,37.4890592","127.0957059,37.5194272","127.0554831,37.5760544","126.7822721,37.5027868","127.0957059,37.5194272","127.0991255,37.489639","127.1351459,37.6029749","127.0504866,37.5592767","127.0711623,37.6315333","127.0861343,37.6252657","127.0957059,37.5194272","127.0554275,37.6835543","127.0957059,37.5194272","127.0574892,37.578071","127.0957059,37.5194272","127.0554275,37.6835543","128.5832182,35.8537243"
"126.8679124,37.496333","128.6118747,34.8830344","127.5051682,34.9307343","126.9083643,37.4510365","126.7821591,37.5027699","127.680345,34.9429871","126.7821591,37.5027699","127.1471693,37.5165519","126.7983413,37.3243091","127.0504383,37.5593909","128.6451096,35.2454445","126.7934671,37.4886012","127.0961933,37.519702","127.0557888,37.5762556","126.7821591,37.5027699","127.0961933,37.519702","127.0989361,37.4899421","127.1350836,37.6029747","127.0504383,37.5593909","127.0711486,37.6315378","127.086184,37.6251018","127.0961933,37.519702","127.0554358,37.683685","127.0961933,37.519702","127.0577383,37.5777078","127.0961933,37.519702","127.0554358,37.683685","128.5831825,35.8539509"
"126.8679497,37.4961998","128.6117358,34.8829581","127.5030746,34.9304494","126.9084544,37.4510721","126.7804541,37.5025378","127.6801996,34.9430829","126.7804541,37.5025378","127.1475564,37.516517","126.7975856,37.3244948","127.0502869,37.5597167","128.6450769,35.2454638","126.7934719,37.4883345","127.0979624,37.5206995","127.0561193,37.5764723","126.7804541,37.5025378","127.0979624,37.5206995","127.0974861,37.4922303","127.1350598,37.6029774","127.0502869,37.5597167","127.070682,37.6316803","127.0862428,37.6249109","127.0979624,37.5206995","127.0554369,37.6837057","127.0979624,37.5206995","127.0578114,37.5775999","127.0979624,37.5206995","127.0554369,37.6837057","128.583137,35.854266"
"126.8680997,37.4957166","128.6116525,34.8829435","127.501937,34.9302917","126.9085906,37.4511539","126.780289,37.5025286","127.6799383,34.9432861","126.780289,37.5025286","127.1478351,37.5164556","126.7968049,37.3247029","127.049997,37.560296","128.6449003,35.2455664","126.7934981,37.4881913","127.0983854,37.5209533","127.0561204,37.5764741","126.780289,37.5025286","127.0983854,37.5209533","127.097437,37.4923076","127.1350087,37.6029898","127.049997,37.560296","127.0705537,37.6317168","127.0863157,37.6246363","127.0983854,37.5209533","127.0554491,37.6841177","127.0983854,37.5209533","127.0578263,37.5775621","127.0983854,37.5209533","127.0554491,37.6841177","128.5830314,35.8549719"
"126.8684002,37.4948312","128.6115768,34.8829307","127.5006745,34.9301158","126.9088538,37.4510336","126.7802041,37.5025335","127.6797033,34.9434659","126.7802041,37.5025335","127.1485499,37.5162829","126.7962221,37.3248653","127.0497117,37.5608601","128.6447934,35.245626","126.793517,37.4881049","127.0984768,37.5210077","127.0562874,37.5765829","126.7802041,37.5025335","127.0984768,37.5210077","127.0972406,37.4926404","127.1343235,37.6031824","127.0497117,37.5608601","127.0705174,37.6317266","127.0864003,37.6243094","127.0984768,37.5210077","127.0554489,37.6841573","127.0984768,37.5210077","127.0578367,37.5775333","127.0984768,37.5210077","127.0554489,37.6841573","128.5830213,35.8550406"
"126.8686994,37.4939495","128.6114224,34.8829204","127.5001489,34.93005","126.9092022,37.4508731","126.7798519,37.502572","127.6796442,34.943512","126.7798519,37.502572","127.1487742,37.5162331","126.7955386,37.325055","127.0496234,37.5610364","128.6445568,35.245759","126.7935557,37.4879672","127.098937,37.5212833","127.0565119,37.5767324","126.7798519,37.502572","127.098937,37.5212833","127.097171,37.4927511","127.1339412,37.6032894","127.0496234,37.5610364","127.070354,37.6317665","127.0864014,37.6243076","127.098937,37.5212833","127.0554486,37.6841997","127.098937,37.5212833","127.0584738,37.5776285","127.098937,37.5212833","127.0554486,37.6841997","128.5830111,35.8551065"
"126.8690418,37.492922","128.6098878,34.8831337","127.5,34.9300247","126.9095684,37.4507415","126.7762622,37.5030241","127.6794387,34.9436674","126.7762622,37.5030241","127.1489068,37.5162064","126.7950721,37.3252136","127.0495615,37.5611579","128.6444674,35.2458094","126.7935996,37.4878629","127.0997313,37.5217367","127.0568921,37.5769718","126.7762622,37.5030241","127.0997313,37.5217367","127.0971162,37.4928428","127.1339106,37.6032983","127.0495615,37.5611579","127.0702178,37.6317958","127.0864176,37.6242482","127.0997313,37.5217367","127.0554495,37.6842547","127.0997313,37.5217367","127.0586027,37.5776488","127.0997313,37.5217367","127.0554495,37.6842547","128.582924,35.8557825"
"126.8691875,37.4924162","128.6094684,34.8831916","127.4973097,34.9296712","126.9097679,37.4506731","126.7751294,37.5031758","127.679149,34.943887","126.7751294,37.5031758","127.1490302,37.5161789","126.7949429,37.3252642","127.0494195,37.5614331","128.6443888,35.2458508","126.7937663,37.4875764","127.0999998,37.5218908","127.0572588,37.5771985","126.7751294,37.5031758","127.0999998,37.5218908","127.0970615,37.4929265","127.1335566,37.603399","127.0494195,37.5614331","127.070196,37.6318453","127.0864269,37.624213","127.0999998,37.5218908","127.05546,37.684581","127.0999998,37.5218908","127.0586616,37.5776581","127.0999998,37.5218908","127.05546,37.684581","128.582883,35.8561949"
"126.8692677,37.492157","128.6092554,34.8832179","127.4970579,34.9296388","126.9097929,37.4506642","126.7743171,37.5032853","127.6787423,34.9442411","126.7743171,37.5032853","127.1491027,37.5161628","126.7946733,37.3253698","127.0494115,37.5614493","128.6442525,35.2459287","126.7937686,37.4875728","127.1009047,37.5223996","127.0573322,37.5772439","126.7743171,37.5032853","127.1009047,37.5223996","127.0967751,37.4933843","127.1334046,37.6034427","127.0494115,37.5614493","127.0701305,37.6320046","127.0864442,37.62415","127.1009047,37.5223996","127.0554607,37.6846576","127.1009047,37.5223996","127.0593894,37.5777248","127.1009047,37.5223996","127.0554607,37.6846576","128.5828738,35.8562509"
"126.8693274,37.4919212","128.6091098,34.8832147","127.4968247,34.9296072","126.9099242,37.4506396","126.77354,37.5033896","127.6785205,34.9444632","126.77354,37.5033896","127.1492749,37.5161228","126.7941893,37.3255923","127.0493621,37.5615654","128.6439442,35.24612","126.7939503,37.4875054","127.1013739,37.5226914","127.0577837,37.5775025","126.77354,37.5033896","127.1013739,37.5226914","127.0966782,37.4935255","127.1333615,37.6034552","127.0493621,37.5615654","127.0700444,37.6321962","127.086858,37.6226895","127.1013739,37.5226914","127.0554624,37.6847468","127.1013739,37.5226914","127.0596293,37.5777473","127.1013739,37.5226914","127.0554624,37.6847468","128.5828574,35.8563448"
