0,1,2,3,4,5,6,7
"127.5233499,34.9776286","126.7686305,37.4096248","127.2014568,37.5314983","129.3760245,35.5744202","128.523895,35.848121","128.523895,35.848121","129.3760245,35.5744202","126.8978906,37.5097917"
"127.5235374,34.9779577","126.7692684,37.4093322","127.2025876,37.5314696","129.3759994,35.5745288","128.5236154,35.8479936","128.5236154,35.8479936","129.3759994,35.5745288","126.8978167,37.5096994"
"127.5235999,34.9781327","126.770133,37.4089589","127.2030853,37.5315285","129.3759244,35.5748581","128.5234421,35.8479527","128.5234421,35.8479527","129.3759244,35.5748581","126.8977999,37.5096777"
"127.523624,34.9783662","126.7701728,37.408943","127.2040759,37.5314878","129.3757744,35.5755248","128.5232827,35.8479523","128.5232827,35.8479523","129.3757744,35.5755248","126.8975977,37.5094901"
"127.5235956,34.9785592","126.7710644,37.4085852","127.2049599,37.5314521","129.3756608,35.5759999","128.5231213,35.8479789","128.5231213,35.8479789","129.3756608,35.5759999","126.8975089,37.509413"
"127.5235376,34.9787639","126.7720321,37.4081811","127.2060014,37.5314042","129.3756326,35.5761644","128.5230111,35.8480168","128.5230111,35.8480168","129.3756326,35.5761644","126.8971232,37.5091217"
"127.5234555,34.9789073","126.7728093,37.4078568","127.2082745,37.531299","129.3756155,35.5762837","128.5229055,35.8480772","128.5229055,35.8480772","129.3756155,35.5762837","126.89704,37.5090582"
"127.5233295,34.9790723","126.7747164,37.4070564","127.2102318,37.5311975","129.3755888,35.5767483","128.5227678,35.8482136","128.5227678,35.8482136","129.3755888,35.5767483","126.8970242,37.5090473"
"127.5231893,34.9792085","126.7753029,37.4068104","127.2110254,37.5311598","129.3755716,35.5770975","128.5227214,35.8483113","128.5227214,35.8483113","129.3755716,35.5770975","126.8969318,37.5089991"
"127.5230491,34.9793159","126.7757477,37.4066238","127.2119242,37.5311079","129.3755415,35.5776028","128.5225672,35.8486336","128.5225672,35.8486336","129.3755415,35.5776028","126.8966084,37.5088379"
"127.5226504,34.9795504","126.7767332,37.4062458","127.2125616,37.5310743","129.3755308,35.5778563","128.5224987,35.8488199","128.5224987,35.8488199","129.3755308,35.5778563","126.8964213,37.5087513"
"127.5221049,34.9799437","126.7773953,37.4060182","127.2131118,37.5310161","129.375523,35.5779961","128.5222758,35.849223","128.5222758,35.849223","129.375523,35.5779961","126.8962747,37.5086829"
"127.5217511,34.9801683","126.7775278,37.4059785","127.2135954,37.5309551","129.3757211,35.5780174","128.5222652,35.8492619","128.5222652,35.8492619","129.3757211,35.5780174","126.8961203,37.5086137"
"127.5215627,34.9802873","126.7777726,37.4059079","127.2140734,37.5308589","129.3761444,35.5780469","128.5221628,35.8496531","128.5221628,35.8496531","129.3761444,35.5780469","126.8958442,37.5084761"
"127.5213951,34.9803992","126.7779584,37.4058513","127.2145208,37.5307491","129.3767111,35.5780714","128.5221072,35.8499836","128.5221072,35.8499836","129.3767111,35.5780714","126.8952389,37.5081828"
"127.5212056,34.9805408","126.7786176,37.4056832","127.2148495,37.5306363","129.3773229,35.5780925","128.5220959,35.8500495","128.5220959,35.8500495","129.3773229,35.5780925","126.8950429,37.5080818"
"127.520992,34.9807527","126.7793798,37.4055049","127.2151793,37.5305173","129.3775029,35.5780969","128.5220679,35.8502832","128.5220679,35.8502832","129.3775029,35.5780969","126.8949888,37.5080481"
"127.520866,34.9808889","126.7802309,37.4053586","127.215661,37.5303291","129.3777744,35.5780999","128.5220483,35.85091","128.5220483,35.85091","129.3777744,35.5780999","126.8949348,37.5080127"
"127.5207401,34.9810648","126.7804731,37.4053168","127.21611,37.5301193","129.3778549,35.5780978","128.5220645,35.8512281","128.5220645,35.8512281","129.3778549,35.5780978","126.8948537,37.5079645"
"127.5205878,34.9813615","126.7813543,37.4052059","127.2162336,37.5300619","129.37792,35.5780958","128.5221243,35.8518326","128.5221243,35.8518326","129.37792,35.5780958","126.8948098,37.5079372"
"127.5204115,34.9817664","126.7824105,37.4051141","127.2167846,37.5298099","129.3780158,35.5780871","128.5221545,35.8520243","128.5221545,35.8520243","129.3780158,35.5780871","126.8947671,37.5079118"
"127.520324,34.9820081","126.7830243,37.4050872","127.2172577,37.5295082","129.3783806,35.5780237","128.5223157,35.8525946","128.5223157,35.8525946","129.3783806,35.5780237","126.8947322,37.5078891"
"127.5201991,34.9822498","126.7834684,37.4050835","127.2175267,37.5293133","129.3785565,35.577994","128.5229094,35.8542367","128.5229094,35.8542367","129.3785565,35.577994","126.8946466,37.5078355"
"127.5201115,34.9823661","126.7841519,37.4050877","127.2178922,37.5290185","129.3786148,35.5779849","128.5231872,35.8549997","128.5231872,35.8549997","129.3786148,35.5779849","126.8941991,37.5076213"
"127.5199746,34.9825077","126.7846297,37.405105","127.2182114,37.5287164","129.3786596,35.5779653","128.5243656,35.8581957","128.5243656,35.8581957","129.3786596,35.5779653","126.8941034,37.507574"
"127.5196722,34.9827647","126.7849279,37.4051149","127.2184999,37.5284413","129.3787032,35.5779457","128.5250324,35.8600085","128.5250324,35.8600085","129.3787032,35.5779457","126.8940436,37.507543"
"127.5180499,34.9841158","126.786455,37.4051674","127.2188125,37.5280833","129.3789716,35.5778604","128.525223,35.8605279","128.525223,35.8605279","129.3789716,35.5778604","126.8940177,37.5075285"
"127.517982,34.9841735","126.7870514,37.405189","127.2192367,37.5275327","129.3818158,35.5772697","128.5254248,35.8610663","128.5254248,35.8610663","129.3818158,35.5772697","126.8939772,37.5075093"
"127.5174079,34.9846416","126.7871555,37.4051752","127.2194999,37.5270583","129.3823446,35.577183","128.525932,35.8625225","128.525932,35.8625225","129.3823446,35.577183","126.8937675,37.5074109"
"127.5167342,34.9851918","126.7874089,37.405147","127.2196778,37.5267027","129.3828103,35.5771361","128.5262149,35.8631539","128.5262149,35.8631539","129.3828103,35.5771361","126.8937607,37.5074082"
"127.5164549,34.9855065","126.787566,37.4051444","127.219801,37.5264407","129.3834729,35.5771131","128.5264592,35.863553","128.5264592,35.863553","129.3834729,35.5771131","126.8930213,37.5070646"
"127.5163366,34.9857167","126.7878812,37.405139","127.2199594,37.525838","129.3841918,35.577137","128.5268388,35.864042","128.5268388,35.864042","129.3841918,35.577137","126.8929694,37.5070427"
"127.5162873,34.9859493","126.788201,37.4051374","127.2200311,37.5254272","129.3847115,35.577183","128.527317,35.8645338","128.527317,35.8645338","129.3847115,35.577183","126.8925964,37.5068641"
"127.5164102,34.9867455","126.789692,37.4051905","127.2201202,37.5249271","129.3894996,35.5777949","128.5273529,35.8645713","128.5273529,35.8645713","129.3894996,35.5777949","126.8924961,37.5068149"
"127.5165122,34.9874083","126.7898416,37.4051427","127.2201551,37.5246559","129.3906994,35.5779492","128.5285738,35.8657104","128.5285738,35.8657104","129.3906994,35.5779492","126.892442,37.5067903"
"127.5165287,34.9875634","126.789904,37.4051188","127.2201691,37.5245487","129.3916184,35.5780799","128.5295996,35.866669","128.5295996,35.866669","129.3916184,35.5780799","126.8922707,37.5067065"
"127.5165496,34.9877492","126.7899278,37.4051099","127.220261,37.5232852","129.3927643,35.578244","128.5298626,35.8669579","128.5298626,35.8669579","129.3927643,35.578244","126.89174,37.5064279"
"127.5165047,34.9880675","126.7899881,37.4050643","127.2202891,37.5227147","129.3934021,35.5783359","128.5301916,35.867387","128.5301916,35.867387","129.3934021,35.5783359","126.8915789,37.5063451"
"127.5164828,34.9881423","126.790035,37.4050042","127.220318,37.5222614","129.3942813,35.5784654","128.5306534,35.8681529","128.5306534,35.8681529","129.3942813,35.5784654","126.8910235,37.5060484"
"127.516439,34.9882388","126.7900397,37.4049871","127.2202483,37.5187892","129.3951283,35.5786297","128.530984,35.8689615","128.530984,35.8689615","129.3951283,35.5786297","126.890672,37.5058609"
"127.5163689,34.9883407","126.7901109,37.4047369","127.2203361,37.5183261","129.3957274,35.5787645","128.5311107,35.8695068","128.5311107,35.8695068","129.3957274,35.5787645","126.8905583,37.505799"
"127.5162385,34.9884562","126.7906043,37.4029831","127.2204567,37.5178495","129.3967612,35.5790376","128.5311447,35.8696525","128.5311447,35.8696525","129.3967612,35.5790376","126.8904028,37.5057171"
"127.5161246,34.9885328","126.7907636,37.4023883","127.2207725,37.5172139","129.3969357,35.5790907","128.531613,35.8729672","128.531613,35.8729672","129.3969357,35.5790907","126.8902901,37.5056552"
"127.5159832,34.9885969","126.7907754,37.4023334","127.220801,37.5171554","129.3982161,35.5794808","128.5317311,35.8738731","128.5317311,35.8738731","129.3982161,35.5794808","126.8902079,37.5056097"
"127.5158364,34.9886492","126.7908246,37.4021498","127.2208659,37.5170384","129.3989469,35.5797739","128.5318177,35.8744909","128.5318177,35.8744909","129.3989469,35.5797739","126.8900457,37.5055178"
"127.5155998,34.9886826","126.7909352,37.4019161","127.2210925,37.5166576","129.3993046,35.5799207","128.5318899,35.8751033","128.5318899,35.8751033","129.3993046,35.5799207","126.8890149,37.5049762"
"127.515362,34.9886745","126.7910339,37.4017508","127.2217202,37.5158533","129.399375,35.5799547","128.5319033,35.8754503","128.5319033,35.8754503","129.399375,35.5799547","126.8889687,37.5049516"
"127.5151615,34.9886331","126.7910546,37.4017203","127.2228035,37.5145065","129.3999274,35.5802191","128.5318797,35.8758553","128.5318797,35.8758553","129.3999274,35.5802191","126.8889158,37.5049216"
"127.5148996,34.9885582","126.7911758,37.4015651","127.223299,37.5139254","129.4007118,35.5806305","128.5317507,35.876501","128.5317507,35.876501","129.4007118,35.5806305","126.8888843,37.5049043"
"127.5144492,34.9883247","126.7913277,37.4013921","127.2238868,37.5131858","129.4007442,35.5806471","128.5315566,35.8772483","128.5315566,35.8772483","129.4007442,35.5806471","126.8886387,37.5047769"
"127.5141215,34.9881417","126.7915683,37.4011573","127.2244995,37.5124175","129.4016868,35.5811217","128.5314393,35.8775982","128.5314393,35.8775982","129.4016868,35.5811217","126.8883435,37.5046194"
"127.5139868,34.988066","126.7919875,37.4007894","127.2245234,37.5123869","129.4025758,35.5815666","128.5312891,35.8778934","128.5312891,35.8778934","129.4025758,35.5815666","126.8883075,37.5045994"
"127.5135999,34.9879164","126.7929964,37.3999527","127.2248936,37.5117064","129.4033173,35.5819371","128.5311474,35.8781525","128.5311474,35.8781525","129.4033173,35.5819371","126.8882365,37.5045576"
"127.5130871,34.9877911","126.7940146,37.3990871","127.2253937,37.510808","129.4042048,35.5824144","128.5311343,35.8781724","128.5311343,35.8781724","129.4042048,35.5824144","126.8881836,37.5045284"
"127.5125995,34.9877578","126.794731,37.398474","127.2255759,37.5104695","129.4046798,35.5826692","128.5310454,35.8783156","128.5310454,35.8783156","129.4046798,35.5826692","126.8879065,37.5043819"
"127.5120528,34.987793","126.7954667,37.3978546","127.2258014,37.5100824","129.4053217,35.5830242","128.5308989,35.8785522","128.5308989,35.8785522","129.4053217,35.5830242","126.8878355,37.5043491"
"127.5112508,34.9879689","126.7957114,37.3976569","127.2272303,37.5076322","129.4054971,35.5831133","128.530625,35.8789639","128.530625,35.8789639","129.4054971,35.5831133","126.8876844,37.5042843"
"127.5101518,34.9882819","126.7957945,37.3975897","127.229182,37.5048344","129.4059194,35.5833329","128.5304583,35.8792646","128.5304583,35.8792646","129.4059194,35.5833329","126.8876731,37.5042797"
"127.509101,34.9886787","126.7958389,37.3975585","127.2295333,37.5043629","129.4093249,35.5850496","128.5303625,35.8794746","128.5303625,35.8794746","129.4093249,35.5850496","126.8875931,37.5042451"
"127.5086978,34.9887906","126.7958787,37.397529","127.2300721,37.5036646","129.4102062,35.5854908","128.5300425,35.8800895","128.5300425,35.8800895","129.4102062,35.5854908","126.8874499,37.504183"
"127.5079122,34.9891658","126.7965741,37.3969788","127.2315149,37.5017029","129.4117385,35.5862581","128.5297951,35.8804892","128.5297951,35.8804892","129.4117385,35.5862581","126.8872616,37.5041027"
"127.5065624,34.9897908","126.7973231,37.3963775","127.2323496,37.5005168","129.4126695,35.5867472","128.5297222,35.8805935","128.5297222,35.8805935","129.4126695,35.5867472","126.8869709,37.5039561"
"127.505299,34.9903995","126.7975027,37.3961379","127.2327248,37.4999994","129.4128605,35.5868451","128.5288227,35.8817084","128.5288227,35.8817084","129.4128605,35.5868451","126.8868188,37.5038751"
"127.5051467,34.9904744","126.7978595,37.3958038","127.2337991,37.4985416","129.4139219,35.5873881","128.5282562,35.882191","128.5282562,35.882191","129.4139219,35.5873881","126.8858839,37.5033691"
"127.5050941,34.9905005","126.7979017,37.3957635","127.233998,37.4982708","129.4142358,35.5875481","128.5277981,35.8828342","128.5277981,35.8828342","129.4142358,35.5875481","126.8858366,37.5033436"
"127.504875,34.9906078","126.7987749,37.3949241","127.2354497,37.496291","129.4148419,35.5878801","128.527562,35.8831662","128.527562,35.8831662","129.4148419,35.5878801","126.8857746,37.5033099"
"127.5047117,34.9906782","126.7988307,37.3948731","127.2359966,37.4955035","129.4154159,35.5882091","128.5271747,35.8837158","128.5271747,35.8837158","129.4154159,35.5882091","126.8857296,37.5032863"
"127.504646,34.9907061","126.798879,37.3947868","127.2367412,37.4944804","129.4162368,35.5887577","128.5268369,35.8842389","128.5268369,35.8842389","129.4162368,35.5887577","126.8853012,37.503092"
"127.5046021,34.9907206","126.7988964,37.3947292","127.2372185,37.4938703","129.4170803,35.5894176","128.5265845,35.8846783","128.5265845,35.8846783","129.4170803,35.5894176","126.8850657,37.5029836"
"127.5038746,34.9909577","126.7988637,37.3946028","127.2373276,37.4937101","129.4177247,35.5899248","128.5263023,35.8853073","128.5263023,35.8853073","129.4177247,35.5899248","126.8850364,37.5029699"
"127.5033618,34.9910849","126.7988001,37.3944015","127.2377665,37.4930711","129.420264,35.5919479","128.526114,35.8858255","128.526114,35.8858255","129.420264,35.5919479","126.8849721,37.5029407"
"127.5029991,34.9911742","126.7986553,37.3942933","127.2380485,37.4926481","129.4221498,35.593454","128.5260181,35.8862032","128.5260181,35.8862032","129.4221498,35.593454","126.8844717,37.5027128"
"127.5020491,34.9912995","126.7985148,37.394224","127.2383547,37.4921197","129.4226392,35.5938446","128.5259017,35.8868903","128.5259017,35.8868903","129.4226392,35.5938446","126.8843296,37.5026543"
"127.5011867,34.9913492","126.7983494,37.3940328","127.2386338,37.4915596","129.42292,35.5940484","128.5256777,35.8885042","128.5256777,35.8885042","129.42292,35.5940484","126.8840071,37.5025238"
"127.5002367,34.9913915","126.7982001,37.3937994","127.2388469,37.4910959","129.4231312,35.5942019","128.5257231,35.8891863","128.5257231,35.8891863","129.4231312,35.5942019","126.8837173,37.5024033"
"127.5,34.9914159","126.7980983,37.3935771","127.238888,37.4910068","129.4233594,35.5943767","128.5256554,35.8901254","128.5256554,35.8901254","129.4233594,35.5943767","126.8835978,37.5023513"
"127.4994499,34.9914664","126.7979919,37.3932321","127.2391118,37.4904006","129.4242499,35.5950576","128.525749,35.8905078","128.525749,35.8905078","129.4242499,35.5950576","126.883113,37.5021441"
"127.4987497,34.9916161","126.7979464,37.393029","127.2392651,37.4899133","129.4269355,35.5968645","128.5258994,35.8908329","128.5258994,35.8908329","129.4269355,35.5968645","126.8830352,37.5021113"
"127.4979027,34.9919353","126.797875,37.3924454","127.2397163,37.4883162","129.4282043,35.5977177","128.5261499,35.8911832","128.5261499,35.8911832","129.4282043,35.5977177","126.8828683,37.5020473"
"127.4975773,34.9920985","126.7977604,37.3909286","127.2401528,37.4867262","129.4283064,35.5977873","128.5265873,35.8916826","128.5265873,35.8916826","129.4283064,35.5977873","126.8826766,37.5019688"
"127.4974721,34.9921508","126.797695,37.3903027","127.240233,37.4864326","129.4294821,35.5985771","128.5270497,35.8919662","128.5270497,35.8919662","129.4294821,35.5985771","126.8823813,37.5018429"
"127.4972748,34.99225","126.7976718,37.3896473","127.2402623,37.4861415","129.429564,35.5986326","128.5273997,35.8921246","128.5273997,35.8921246","129.429564,35.5986326","126.8822471,37.501789"
"127.4967872,34.9925827","126.7976869,37.3893598","127.2407717,37.4843832","129.4305372,35.5995825","128.5277623,35.8922333","128.5277623,35.8922333","129.4305372,35.5995825","126.8821084,37.501736"
