0,1,2,3,4,5,6,7
"127.2397883,35.1853927",,"127.5769963,37.3853135","129.4766196,35.7456379","128.9427247,36.0392159","128.9427247,36.0392159","129.4766196,35.7456379","126.9499145,37.2802994"
"127.2394907,35.1860485",,"127.5776739,37.3852202","129.4763234,35.7456428","128.9427471,36.039231","128.9427471,36.039231","129.4763234,35.7456428","126.9499993,37.2785628"
"127.2392108,35.1866682",,"127.5786543,37.3850474","129.4761247,35.7456587","128.9430425,36.0394194","128.9430425,36.0394194","129.4761247,35.7456587","126.9500236,37.2780085"
"127.2386622,35.18786",,"127.5800841,37.3848021","129.4759343,35.745696","128.9439747,36.0400158","128.9439747,36.0400158","129.4759343,35.745696","126.9500605,37.2775923"
"127.2384356,35.1883284",,"127.5801948,37.3847831","129.4755303,35.7458136","128.944799,36.0407244","128.944799,36.0407244","129.4755303,35.7458136","126.9502303,37.2756542"
"127.2370217,35.1914696",,"127.5811706,37.3846094","129.4744452,35.7461586","128.9461997,36.0420498","128.9461997,36.0420498","129.4744452,35.7461586","126.9502684,37.2752172"
"127.2360084,35.1936658",,"127.5823406,37.3844013","129.4737576,35.7463908","128.946577,36.0424095","128.946577,36.0424095","129.4737576,35.7463908","126.9502791,37.2745177"
"127.2358656,35.1940226",,"127.5827145,37.3843325","129.4732953,35.7465651","128.9469498,36.0427665","128.9469498,36.0427665","129.4732953,35.7465651","126.9502655,37.2740715"
"127.2357493,35.1943136",,"127.5828071,37.3843144","129.4730269,35.7466678","128.9486101,36.0443871","128.9486101,36.0443871","129.4730269,35.7466678","126.9502468,37.2736937"
"127.235665,35.1945523",,"127.5842211,37.3840664","129.4727465,35.7467787","128.9490171,36.0447861","128.9490171,36.0447861","129.4727465,35.7467787","126.9500396,37.2714798"
"127.2354454,35.1952101",,"127.5868627,37.383603","129.4726994,35.7467966","128.9503577,36.0460987","128.9503577,36.0460987","129.4726994,35.7467966","126.9496793,37.2689056"
"127.2353788,35.195421",,"127.5880632,37.3834345","129.4718139,35.7471654","128.9509978,36.04674","128.9509978,36.04674","129.4718139,35.7471654","126.9493288,37.2663954"
"127.2352918,35.1958275",,"127.5882835,37.3834091","129.4712921,35.747439","128.9519494,36.0476661","128.9519494,36.0476661","129.4712921,35.747439","126.9493181,37.2663088"
"127.2352225,35.1961961",,"127.5888731,37.3833681","129.4707596,35.7477272","128.9529368,36.0485998","128.9529368,36.0485998","129.4707596,35.7477272","126.9491009,37.2646943"
"127.2351701,35.1964503",,"127.590233,37.3832805","129.469935,35.7482365","128.9541747,36.0496332","128.9541747,36.0496332","129.469935,35.7482365","126.9490902,37.2646213"
"127.235137,35.1968217",,"127.591244,37.3832689","129.4696533,35.7484268","128.9550992,36.0502828","128.9550992,36.0502828","129.4696533,35.7484268","126.9488407,37.2627984"
"127.2351511,35.1975557",,"127.5914631,37.383266","129.4689609,35.7489141","128.9563993,36.0510747","128.9563993,36.0510747","129.4689609,35.7489141","126.9488203,37.2626514"
"127.2351746,35.198086",,"127.5924414,37.3832905","129.468429,35.7493177","128.9567645,36.0512506","128.9567645,36.0512506","129.468429,35.7493177","126.9487507,37.2621435"
"127.2352829,35.1989095",,"127.5925792,37.3832967","129.4676706,35.7499999","128.9576281,36.0516683","128.9576281,36.0516683","129.4676706,35.7499999","126.9487144,37.261873"
"127.2353337,35.1991855",,"127.5935405,37.3833636","129.4666583,35.7508819","128.9577569,36.051728","128.9577569,36.051728","129.4666583,35.7508819","126.9486672,37.261532"
"127.2357449,35.2014236",,"127.5946714,37.3834654","129.4665209,35.7510049","128.9586828,36.0521531","128.9586828,36.0521531","129.4665209,35.7510049","126.9486359,37.2611875"
"127.235759,35.201502",,"127.5950713,37.3835084","129.4664928,35.7510297","128.9590047,36.0522718","128.9590047,36.0522718","129.4664928,35.7510297","126.9486432,37.2609676"
"127.2359002,35.2026647",,"127.5962496,37.3836228","129.4663377,35.7511566","128.9599097,36.0525844","128.9599097,36.0525844","129.4663377,35.7511566","126.9486587,37.2605359"
"127.2359261,35.2031498",,"127.5978053,37.3837748","129.4661326,35.7513123","128.9605492,36.0527632","128.9605492,36.0527632","129.4661326,35.7513123","126.9486686,37.2602665"
"127.2359112,35.2036746",,"127.5984233,37.3838337","129.4655818,35.7517595","128.9612743,36.0529536","128.9612743,36.0529536","129.4655818,35.7517595","126.9486727,37.2601592"
"127.2358119,35.2051658",,"127.5992344,37.3838962","129.465086,35.752148","128.9623955,36.0531896","128.9623955,36.0531896","129.465086,35.752148","126.948685,37.2598735"
"127.2355164,35.2075511",,"127.6000037,37.383964","129.4643974,35.7526577","128.9628309,36.0532619","128.9628309,36.0532619","129.4643974,35.7526577","126.9487123,37.2592229"
"127.2352997,35.2093098",,"127.6012001,37.3840712","129.4641469,35.752861","128.964132,36.0534398","128.964132,36.0534398","129.4641469,35.752861","126.9487342,37.2586893"
"127.2352374,35.2098814",,"127.6013176,37.3840819","129.4635214,35.7534175","128.9646891,36.0534907","128.9646891,36.0534907","129.4635214,35.7534175","126.9487887,37.2581767"
"127.2351946,35.2102249",,"127.603106,37.3842444","129.4628764,35.7539924","128.9661739,36.0535744","128.9661739,36.0535744","129.4628764,35.7539924","126.9490907,37.2555767"
"127.2351777,35.2103294",,"127.6033489,37.3842667","129.4620304,35.754758","128.9679619,36.0536661","128.9679619,36.0536661","129.4620304,35.754758","126.9491051,37.2554542"
"127.2349536,35.2116923",,"127.6048639,37.3844024","129.4613291,35.7553861","128.9801748,36.0541361","128.9801748,36.0541361","129.4613291,35.7553861","126.9491135,37.255383"
"127.2347389,35.2125034",,"127.6048944,37.3844033","129.4606667,35.7560153","128.9827756,36.0542356","128.9827756,36.0542356","129.4606667,35.7560153","126.9491496,37.2550713"
"127.2345349,35.2130602",,"127.6068218,37.3845809","129.4603152,35.756341","128.9865319,36.0543802","128.9865319,36.0543802","129.4603152,35.756341","126.9492073,37.2545794"
"127.2344762,35.2132206",,"127.6080747,37.3846978","129.4597774,35.7569592","128.9875396,36.05442","128.9875396,36.05442","129.4597774,35.7569592","126.9495897,37.2513127"
"127.2343732,35.2134611",,"127.6086904,37.3847559","129.4594868,35.7573281","128.9889172,36.0544714","128.9889172,36.0544714","129.4594868,35.7573281","126.9497436,37.2499992"
"127.2339118,35.2144411",,"127.6105286,37.3849426","129.4592272,35.7576569","128.9977116,36.0547999","128.9977116,36.0547999","129.4592272,35.7576569","126.9498327,37.2493758"
"127.2332995,35.2155327",,"127.6113228,37.3850545","129.4588532,35.7582381","128.9982069,36.0548046","128.9982069,36.0548046","129.4588532,35.7582381","126.9498517,37.2492353"
"127.2320245,35.2176741",,"127.6121499,37.3851835","129.4586122,35.7586477","128.9986721,36.0548105","128.9986721,36.0548105","129.4586122,35.7586477","126.9500612,37.2477229"
"127.2317715,35.2181028",,"127.6123375,37.3852104","129.4584694,35.7589132","128.9999991,36.0548245","128.9999991,36.0548245","129.4584694,35.7589132","126.9503543,37.2455573"
"127.2312124,35.2190492",,"127.6138053,37.38551","129.4582953,35.7592992","129.0030502,36.0547836","129.0030502,36.0547836","129.4582953,35.7592992","126.9505259,37.2442862"
"127.2304182,35.2203234",,"127.6147794,37.385738","129.4581437,35.7597019","129.003109,36.054782","129.003109,36.054782","129.4581437,35.7597019","126.9505854,37.2438466"
"127.2300284,35.2208996",,"127.6158451,37.3860426","129.4580164,35.7600582","129.0040534,36.0547602","129.0040534,36.0547602","129.4580164,35.7600582","126.9506779,37.243226"
"127.2295471,35.2215568",,"127.6167538,37.3863274","129.4579414,35.760292","129.0042187,36.0547554","129.0042187,36.0547554","129.4579414,35.760292","126.9508058,37.2423729"
"127.2288686,35.2223578",,"127.6175065,37.3865736","129.4578518,35.7606063","129.004991,36.0547331","129.004991,36.0547331","129.4578518,35.7606063","126.9508663,37.2419604"
"127.2280947,35.2231342",,"127.6187058,37.3870231","129.4578368,35.7606715","129.005235,36.0547228","129.005235,36.0547228","129.4578368,35.7606715","126.9510902,37.2403128"
"127.2273002,35.223788",,"127.6196632,37.3874233","129.4577602,35.7609765","129.0054447,36.0547139","129.0054447,36.0547139","129.4577602,35.7609765","126.951176,37.2396858"
"127.2266569,35.224259",,"127.6212663,37.3881716","129.4577512,35.7610145","129.005489,36.0547115","129.005489,36.0547115","129.4577512,35.7610145","126.9514405,37.2380329"
"127.226246,35.2245466",,"127.6224138,37.3887734","129.457652,35.7614371","129.0056465,36.0547032","129.0056465,36.0547032","129.457652,35.7614371","126.9514914,37.2378547"
"127.2255677,35.2249734",,"127.6227542,37.3889561","129.4576132,35.7616144","129.0065371,36.0546569","129.0065371,36.0546569","129.4576132,35.7616144","126.9517305,37.2370671"
"127.2253959,35.2250713",,"127.6249997,37.3901571","129.4575299,35.7619601","129.0079289,36.0545763","129.0079289,36.0545763","129.4575299,35.7619601","126.9518951,37.2365919"
"127.2249016,35.2253524",,"127.6286519,37.3920866","129.4574488,35.7622607","129.0099869,36.0544485","129.0099869,36.0544485","129.4574488,35.7622607","126.9519792,37.2363462"
"127.2235277,35.2260896",,"127.6295169,37.3925373","129.4573802,35.7625287","129.0126374,36.0543556","129.0126374,36.0543556","129.4573802,35.7625287","126.9519907,37.2363201"
"127.2232778,35.2262143",,"127.630322,37.3929339","129.4572945,35.7627798","129.0150375,36.0542955","129.0150375,36.0542955","129.4572945,35.7627798","126.9520492,37.2361744"
"127.220638,35.2275735",,"127.6314097,37.3934465","129.4572028,35.7630103","129.0202693,36.0541545","129.0202693,36.0541545","129.4572028,35.7630103","126.9522607,37.2357724"
"127.2190944,35.2284166",,"127.6320496,37.3937333","129.4570836,35.763243","129.0227949,36.0540935","129.0227949,36.0540935","129.4570836,35.763243","126.9522813,37.2357329"
"127.2181729,35.2288978",,"127.6345482,37.3947572","129.4569867,35.7633996","129.0228826,36.0540915","129.0228826,36.0540915","129.4569867,35.7633996","126.9527863,37.2348005"
"127.2175564,35.22922",,"127.634754,37.3948417","129.4569793,35.7634123","129.0260296,36.0540163","129.0260296,36.0540163","129.4569793,35.7634123","126.9531231,37.2342125"
"127.2172151,35.2293987",,"127.636443,37.3955049","129.4568318,35.763623","129.0299095,36.0539507","129.0299095,36.0539507","129.4568318,35.763623","126.9537317,37.2333022"
"127.2151081,35.2304514",,"127.6389358,37.396352","129.456522,35.7640247","129.0308296,36.0539407","129.0308296,36.0539407","129.456522,35.7640247","126.9556499,37.2305537"
"127.2142222,35.2308073",,"127.6402292,37.3968787","129.4562304,35.764399","129.0322034,36.0539087","129.0322034,36.0539087","129.4562304,35.764399","126.9557719,37.2303658"
"127.2137227,35.2309468",,"127.6453771,37.3989042","129.4558507,35.764883","129.0331344,36.0538869","129.0331344,36.0538869","129.4558507,35.764883","126.9561616,37.2297745"
"127.2136149,35.2309772",,"127.6458859,37.3991019","129.4556726,35.7651076","129.0344593,36.0538546","129.0344593,36.0538546","129.4556726,35.7651076","126.9565005,37.2292154"
"127.2131607,35.2310835",,"127.6460985,37.3991846","129.4554566,35.7653653","129.0350441,36.0538408","129.0350441,36.0538408","129.4554566,35.7653653","126.9567375,37.228855"
"127.2129341,35.2311325",,"127.6466582,37.399402","129.4552584,35.7655858","129.0352837,36.0538333","129.0352837,36.0538333","129.4552584,35.7655858","126.9573263,37.2278698"
"127.2128967,35.2311378",,"127.6481801,37.3999923","129.4550555,35.7657883","129.0358048,36.0537986","129.0358048,36.0537986","129.4550555,35.7657883","126.9574142,37.2277133"
"127.2123349,35.2312204",,"127.6495435,37.4004215","129.4546738,35.766101","129.0364291,36.0537564","129.0364291,36.0537564","129.4546738,35.766101","126.9574621,37.2276333"
"127.211771,35.2312632",,"127.6510832,37.4008089","129.4544087,35.7662974","129.03649,36.0537493","129.03649,36.0537493","129.4544087,35.7662974","126.9577246,37.2271829"
"127.211084,35.2313039",,"127.6526938,37.4011286","129.4541081,35.7664888","129.0369806,36.0536898","129.0369806,36.0536898","129.4541081,35.7664888","126.9582493,37.2263245"
"127.2102343,35.2313551",,"127.6538512,37.4012903","129.4538282,35.7666674","129.0380791,36.053545","129.0380791,36.053545","129.4538282,35.7666674","126.9587616,37.2254498"
"127.2099089,35.2313913",,"127.6554807,37.4014107","129.4535219,35.7668517","129.039279,36.0533646","129.039279,36.0533646","129.4535219,35.7668517","126.9602533,37.22303"
"127.209457,35.2314425",,"127.6566739,37.4014632","129.4533007,35.7669861","129.0408689,36.0530332","129.0408689,36.0530332","129.4533007,35.7669861","126.9607998,37.2221041"
"127.2089599,35.2315432",,"127.658128,37.4014415","129.4529355,35.7672074","129.0413095,36.0529103","129.0413095,36.0529103","129.4529355,35.7672074","126.9609607,37.2218308"
"127.2084946,35.2316602",,"127.6581743,37.4014396","129.4522338,35.7676425","129.0426509,36.0525307","129.0426509,36.0525307","129.4522338,35.7676425","126.9612904,37.2212725"
"127.208422,35.2316835",,"127.6590838,37.4014068","129.4509715,35.7684022","129.0430338,36.0524076","129.0430338,36.0524076","129.4509715,35.7684022","126.9615493,37.2208491"
"127.2079082,35.2318518",,"127.6604449,37.4012428","129.4503111,35.7688051","129.0440331,36.0520225","129.0440331,36.0520225","129.4503111,35.7688051","126.9621119,37.2200332"
"127.2071708,35.2321503",,"127.6635568,37.4008518","129.4495493,35.7692699","129.0443863,36.0518611","129.0443863,36.0518611","129.4495493,35.7692699","126.9628622,37.2189748"
"127.2068416,35.2323109",,"127.6640042,37.4007989","129.4491496,35.7695261","129.0464963,36.0508765","129.0464963,36.0508765","129.4491496,35.7695261","126.9631868,37.2184913"
"127.206508,35.2324832",,"127.664822,37.4007031","129.4490157,35.7696139","129.0465997,36.0508283","129.0465997,36.0508283","129.4490157,35.7696139","126.9634243,37.218066"
"127.2062568,35.2326494",,"127.6657143,37.4005991","129.4488819,35.7697099","129.0491618,36.0494664","129.0491618,36.0494664","129.4488819,35.7697099","126.9636365,37.2176992"
"127.2059274,35.2328866",,"127.6676348,37.400472","129.4488417,35.7697385","129.0501065,36.048953","129.0501065,36.048953","129.4488417,35.7697385","126.9638614,37.217291"
"127.2052805,35.2333684",,"127.6679827,37.4004463","129.4485009,35.7699603","129.0524152,36.047752","129.0524152,36.047752","129.4485009,35.7699603","126.9638912,37.2172262"
"127.2051979,35.2334304",,"127.6684143,37.4004249","129.4480835,35.770307","129.0564267,36.0456491","129.0564267,36.0456491","129.4480835,35.770307","126.964024,37.2169411"
"127.2049764,35.2335958",,"127.6705076,37.4002867","129.4477211,35.770641","129.0571101,36.0452887","129.0571101,36.0452887","129.4477211,35.770641","126.9642494,37.2164662"
"127.2046579,35.2338439",,"127.6705527,37.400284","129.4473979,35.7709969","129.0577407,36.044956","129.0577407,36.044956","129.4473979,35.7709969","126.9644372,37.2160497"
"127.2040936,35.2342816",,"127.6720598,37.4001952","129.4471031,35.7713811","129.0591098,36.0442485","129.0591098,36.0442485","129.4471031,35.7713811","126.9646369,37.2155413"
"127.2032935,35.2349036",,"127.6747416,37.4000381","129.4468842,35.7717011","129.059581,36.0440486","129.059581,36.0440486","129.4468842,35.7717011","126.9646529,37.2154999"
"127.2025098,35.2355104",,"127.6758747,37.3999814","129.4466639,35.7721058","129.0600874,36.0438346","129.0600874,36.0438346","129.4466639,35.7721058","126.9649619,37.2146828"
"127.2017605,35.2360622",,"127.6786775,37.399805","129.4464656,35.7725021","129.0607888,36.0435488","129.0607888,36.0435488","129.4464656,35.7725021","126.9652246,37.2138745"
"127.2005481,35.2369897",,"127.6799314,37.3997211","129.4459283,35.7738756","129.061321,36.0433507","129.061321,36.0433507","129.4459283,35.7738756","126.9653489,37.2133415"
"127.1993225,35.2379497",,"127.6821037,37.3995781","129.4455292,35.7747925","129.0623105,36.0430358","129.0623105,36.0430358","129.4455292,35.7747925","126.965384,37.2131586"
"127.1982853,35.2387442",,"127.6830606,37.3995198","129.4455544,35.7750103","129.0630222,36.0428228","129.0630222,36.0428228","129.4455544,35.7750103","126.9654367,37.212883"
"127.1978246,35.239083",,"127.6847313,37.399419","129.4453466,35.775651","129.0642594,36.0424623","129.0642594,36.0424623","129.4453466,35.775651","126.9654979,37.2125101"
"127.1971781,35.2394574",,"127.6882717,37.3992016","129.4451813,35.7764938","129.066292,36.0419652","129.066292,36.0419652","129.4451813,35.7764938","126.9655085,37.2124498"
"127.1968201,35.2396639",,"127.6904747,37.399153","129.4451168,35.7767058","129.0663671,36.0419471","129.0663671,36.0419471","129.4451168,35.7767058","126.9655496,37.2122075"
"127.1963334,35.2399134",,"127.6920149,37.3992451","129.4450567,35.7768735","129.0675259,36.0417219","129.0675259,36.0417219","129.4450567,35.7768735","126.9655638,37.2119606"
"127.1961947,35.2399752",,"127.6934921,37.3994374","129.4449449,35.7771413","129.0694862,36.0415015","129.0694862,36.0415015","129.4449449,35.7771413","126.9655742,37.2117578"
"127.1954373,35.2403106",,"127.6947481,37.3997166","129.4447257,35.777591","129.0702085,36.0414272","129.0702085,36.0414272","129.4447257,35.777591","126.9655791,37.211702"
"127.194503,35.2406265",,"127.6988061,37.4008834","129.4441207,35.7773682","129.0705564,36.0413974","129.0705564,36.0413974","129.4441207,35.7773682","126.9656114,37.2112829"
"127.1932873,35.2409327",,"127.6999888,37.4011987","129.444047,35.7773415","129.0711304,36.0413493","129.0711304,36.0413493","129.444047,35.7773415","126.9655865,37.2108159"
"127.1921468,35.2411318",,"127.7010797,37.4014051","129.4432096,35.7770684","129.0716229,36.0413311","129.0716229,36.0413311","129.4432096,35.7770684","126.9655495,37.2103164"
"127.1906622,35.2413408",,"127.7019545,37.4015172","129.4430223,35.7770074","129.0721564,36.0413106","129.0721564,36.0413106","129.4430223,35.7770074","126.9655004,37.2097627"
"127.1900123,35.241433",,"127.7030338,37.4016244","129.4428239,35.7769475","129.0734911,36.0413363","129.0734911,36.0413363","129.4428239,35.7769475","126.9654826,37.2095688"
"127.1893996,35.2415576",,"127.7041706,37.4016765","129.4427704,35.7769312","129.0742874,36.0413592","129.0742874,36.0413592","129.4427704,35.7769312","126.9653645,37.2088967"
"127.1886372,35.2417495",,"127.7052439,37.4016521","129.4426469,35.7769017","129.0759947,36.0415315","129.0759947,36.0415315","129.4426469,35.7769017","126.9652352,37.2083715"
"127.1878745,35.2420244",,"127.7065215,37.4015453","129.4424601,35.7768632","129.0772658,36.0416518","129.0772658,36.0416518","129.4424601,35.7768632","126.9651022,37.2078977"
"127.1874747,35.2422344",,"127.7066728,37.4015252","129.4423446,35.7768444","129.078483,36.0417954","129.078483,36.0417954","129.4423446,35.7768444","126.9643128,37.2052584"
"127.1871124,35.2424246",,"127.7076622,37.4013937","129.4418851,35.7767788","129.0796592,36.0419944","129.0796592,36.0419944","129.4418851,35.7767788","126.9640255,37.2042971"
"127.1868281,35.2425979",,"127.7086165,37.4012199","129.4413106,35.7767195","129.0798387,36.0420362","129.0798387,36.0420362","129.4413106,35.7767195","126.9638246,37.2035409"
"127.1865119,35.2427909",,"127.7098709,37.4009274","129.4410933,35.7767014","129.0807777,36.0422564","129.0807777,36.0422564","129.4410933,35.7767014","126.9637556,37.2032647"
"127.1864866,35.2428107",,"127.714018,37.3999257","129.4408485,35.7766855","129.0809217,36.042296","129.0809217,36.042296","129.4408485,35.7766855","126.9635124,37.2022829"
"127.1861779,35.2430543",,"127.7151053,37.3996597","129.440523,35.7766773","129.0817923,36.042536","129.0817923,36.042536","129.440523,35.7766773","126.9633999,37.2016162"
"127.1857577,35.2434184",,"127.7162456,37.3993745","129.4399216,35.7766915","129.082145,36.0426305","129.082145,36.0426305","129.4399216,35.7766915","126.9633246,37.2011075"
"127.1852832,35.2439067",,"127.717447,37.3990902","129.4393112,35.7767473","129.0837047,36.0431391","129.0837047,36.0431391","129.4393112,35.7767473","126.9632983,37.2005269"
"127.1849873,35.2442576",,"127.7197287,37.3985407","129.4386367,35.7768492","129.084453,36.0434213","129.084453,36.0434213","129.4386367,35.7768492","126.9632956,37.2004295"
"127.1844292,35.2450398",,"127.7227646,37.397794","129.4380294,35.776987","129.0853373,36.0437909","129.0853373,36.0437909","129.4380294,35.776987","126.9632874,37.1999995"
"127.1841992,35.2453908",,"127.7241995,37.3974407","129.4374281,35.7771896","129.0862167,36.0441904","129.0862167,36.0441904","129.4374281,35.7771896","126.9632847,37.1999004"
"127.183774,35.2459082",,"127.725604,37.3970883","129.4368855,35.7773976","129.088409,36.0454072","129.088409,36.0454072","129.4368855,35.7773976","126.9632864,37.1993415"
"127.1831243,35.2464998",,"127.7279365,37.3965484","129.4367485,35.7774476","129.0886315,36.045544","129.0886315,36.045544","129.4367485,35.7774476","126.9633036,37.199146"
"127.1827339,35.2468216",,"127.7289528,37.3963698","129.436315,35.7776376","129.0888002,36.0456499","129.0888002,36.0456499","129.436315,35.7776376","126.9633439,37.1987018"
"127.1824749,35.2469977",,"127.7292441,37.3963349","129.4359372,35.7778411","129.0890475,36.0458053","129.0890475,36.0458053","129.4359372,35.7778411","126.9633785,37.1984252"
"127.1821487,35.247215",,"127.7306039,37.3961746","129.4354448,35.7781555","129.0905624,36.0468913","129.0905624,36.0468913","129.4354448,35.7781555","126.9634364,37.1980496"
"127.1811023,35.2477803",,"127.7319155,37.3961422","129.4353523,35.7782192","129.0913556,36.047529","129.0913556,36.047529","129.4353523,35.7782192","126.9635905,37.1972958"
"127.1807311,35.2479813",,"127.7326454,37.396166","129.4352707,35.7782755","129.0917726,36.0478957","129.0917726,36.0478957","129.4352707,35.7782755","126.9636785,37.1969564"
"127.1801384,35.2483053",,"127.7331663,37.3961758","129.4350139,35.7784509","129.0928996,36.048958","129.0928996,36.048958","129.4350139,35.7784509","126.9638105,37.1964531"
"127.179808,35.2484848",,"127.7345642,37.3962912","129.4344142,35.7789509","129.0954104,36.0513658","129.0954104,36.0513658","129.4344142,35.7789509","126.9640002,37.195923"
"127.1793068,35.2487585",,"127.7359263,37.396539","129.4340628,35.7793316","129.0960658,36.0519909","129.0960658,36.0519909","129.4340628,35.7793316","126.9640623,37.1957493"
"127.1774121,35.2497913",,"127.7367075,37.3967033","129.4336811,35.7797867","129.096733,36.052595","129.096733,36.052595","129.4336811,35.7797867","126.9641975,37.1954236"
"127.1769869,35.2499993",,"127.7374583,37.3969028","129.4333209,35.7802135","129.0973368,36.0531413","129.0973368,36.0531413","129.4333209,35.7802135","126.9642296,37.1953462"
"127.1761765,35.2503551",,"127.7387589,37.3972959","129.4329796,35.7805119","129.0982497,36.0538161","129.0982497,36.0538161","129.4329796,35.7805119","126.9644245,37.1948748"
"127.1754786,35.2506067",,"127.7417401,37.3982498","129.4326808,35.7807367","129.0994871,36.0545081","129.0994871,36.0545081","129.4326808,35.7807367","126.9648623,37.1939916"
"127.1748293,35.2507925",,"127.7433664,37.3987747","129.4324272,35.7809057","129.1005619,36.0550076","129.1005619,36.0550076","129.4324272,35.7809057","126.9653845,37.1931124"
"127.1744122,35.2509023",,"127.7440269,37.3989617","129.4319901,35.7811291","129.101474,36.0553164","129.101474,36.0553164","129.4319901,35.7811291","126.9660992,37.1919492"
"127.1736685,35.2510653",,"127.7443186,37.3990449","129.4316765,35.7812468","129.1022614,36.0555493","129.1022614,36.0555493","129.4316765,35.7812468","126.9669751,37.1905992"
"127.1719249,35.2513915",,"127.7450717,37.3992219","129.4313747,35.7813481","129.1027343,36.0556556","129.1027343,36.0556556","129.4313747,35.7813481","126.9672967,37.1900598"
"127.1710114,35.2516748",,"127.7460948,37.3994253","129.4310612,35.7814199","129.1030745,36.0557331","129.1030745,36.0557331","129.4310612,35.7814199","126.9676102,37.1895402"
"127.1704498,35.2519159",,"127.7467403,37.3995122","129.4307505,35.7814726","129.1036873,36.0558412","129.1036873,36.0558412","129.4307505,35.7814726","126.9676238,37.1895168"
"127.169812,35.2522496",,"127.7474025,37.3995722","129.4303518,35.7814998","129.104462,36.0559408","129.104462,36.0559408","129.4303518,35.7814998","126.9681494,37.1886331"
"127.1695443,35.2523976",,"127.7479088,37.3995936","129.4298002,35.7815213","129.1054124,36.0559993","129.1054124,36.0559993","129.4298002,35.7815213","126.9682691,37.1884327"
"127.1691067,35.2526868",,"127.7489945,37.399594","129.4290679,35.7815231","129.1062119,36.0560075","129.1062119,36.0560075","129.4290679,35.7815231","126.9683728,37.1882727"
"127.1684648,35.2532044",,"127.7492849,37.3995961","129.4274822,35.7815539","129.1081374,36.0559745","129.1081374,36.0559745","129.4274822,35.7815539","126.9701245,37.1855664"
"127.1682672,35.2534148",,"127.7499989,37.3995694","129.4271792,35.7815579","129.1095624,36.0558995","129.1095624,36.0558995","129.4271792,35.7815579","126.9705744,37.1850239"
"127.1679371,35.2537665",,"127.7525498,37.399491","129.4268463,35.7816056","129.109862,36.0558909","129.109862,36.0558909","129.4268463,35.7816056","126.9707663,37.1848112"
"127.166887,35.254916",,"127.7527215,37.3994852","129.4263923,35.7816381","129.1124745,36.0557909","129.1124745,36.0557909","129.4263923,35.7816381","126.970822,37.1847393"
"127.1662999,35.2554581",,"127.753126,37.3994807","129.4261482,35.781697","129.1126908,36.0557835","129.1126908,36.0557835","129.4261482,35.781697","126.9712465,37.1842986"
"127.1654874,35.2560329",,"127.7534378,37.3994755","129.4258801,35.7817752","129.1162087,36.0556604","129.1162087,36.0556604","129.4258801,35.7817752","126.9716083,37.1839406"
"127.1647283,35.2564384",,"127.7554262,37.3994487","129.4256141,35.7818904","129.1164871,36.0556494","129.1164871,36.0556494","129.4256141,35.7818904","126.9720301,37.1835603"
"127.1639431,35.2567735",,"127.7587082,37.3993992","129.4253686,35.78208","129.1168321,36.0556357","129.1168321,36.0556357","129.4253686,35.78208","126.9720709,37.1835235"
"127.1627941,35.2571012",,"127.7591432,37.3993938","129.4252411,35.7822506","129.1208791,36.0554405","129.1208791,36.0554405","129.4252411,35.7822506","126.9726512,37.1830231"
"127.1623804,35.2571857",,"127.7619338,37.3993696","129.425114,35.7824384","129.1213141,36.0554319","129.1213141,36.0554319","129.425114,35.7824384","126.9729514,37.1827864"
"127.1622396,35.257206",,"127.7631359,37.3993597","129.4250397,35.7826622","129.1220014,36.0554361","129.1220014,36.0554361","129.4250397,35.7826622","126.9733726,37.1824827"
"127.1618645,35.2572618",,"127.764582,37.3993349","129.4250101,35.7828114","129.122752,36.0554413","129.122752,36.0554413","129.4250101,35.7828114","126.9735583,37.1823484"
"127.1611101,35.257321",,"127.7669569,37.3993403","129.4249958,35.7829992","129.1234186,36.0554656","129.1234186,36.0554656","129.4249958,35.7829992","126.9735764,37.1823367"
"127.1601371,35.257358",,"127.7681049,37.3993774","129.4250227,35.7831943","129.1249996,36.0555244","129.1249996,36.0555244","129.4250227,35.7831943","126.9741333,37.181957"
"127.1574105,35.2574233",,"127.768114,37.3993774","129.4255369,35.784376","129.1250563,36.055529","129.1250563,36.055529","129.4255369,35.784376","126.9745089,37.1817234"
"127.1572071,35.257439",,"127.7701766,37.3995809","129.4260408,35.7857283","129.1259828,36.0556111","129.1259828,36.0556111","129.4260408,35.7857283","126.9751083,37.1813907"
"127.1568882,35.2574624",,"127.7713479,37.3997837","129.4260964,35.786198","129.127945,36.0558531","129.127945,36.0558531","129.4260964,35.786198","126.9761077,37.1808886"
"127.1563734,35.2575205",,"127.7717368,37.3998468","129.4265356,35.7876657","129.129374,36.0560744","129.129374,36.0560744","129.4265356,35.7876657","126.9763021,37.1808011"
"127.1557674,35.2576035",,"127.7730043,37.4001161","129.4265802,35.7878164","129.1310423,36.0564393","129.1310423,36.0564393","129.4265802,35.7878164","126.9768851,37.1805522"
"127.1549708,35.2577572",,"127.7744395,37.4005112","129.4268148,35.78878","129.1322494,36.0567249","129.1322494,36.0567249","129.4268148,35.78878","126.9769664,37.1805183"
"127.1543183,35.2579077",,"127.7757424,37.4008778","129.4269992,35.7897731","129.1338835,36.0571984","129.1338835,36.0571984","129.4269992,35.7897731","126.9774837,37.1803195"
