smiles,use_AUTOCORR3D_071,use_AUTOCORR3D_072,use_AUTOCORR3D_073
OCCS,0.99,0.631,0
Nc1ccc(cc1)/N=N/c1ccccc1,0.444,0.499,0.434
Cc1cc(O)ccc1Cl,0.856,1.028,0.504
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0.864,1.374,1.14
CC(O)CO,0.888,0.536,0
CN(C)N,1.136,0,0
CCCCCCCCCCCCCCCCCC(O)=O,0.246,0.295,0.34
CCCCCCCCCCCCCCCC(O)=O,0.272,0.327,0.392
C=CCN=C=S,0.724,0.764,0.624
N[C@@H](CCC(O)=O)C(O)=O,0.528,0.591,0.553
OC(CO)CO,0.724,0.661,0.183
CC1c2ccc(cc2OC(=O)C=1Cl)OP(=S)(OCC)OCC,0.367,0.568,0.657
CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OCC,0.396,0.556,0.662
ClC(Cl)(Cl)Cl,3.122,0,0
[O-][N+](=O)OC(CO[N+]([O-])=O)CO[N+]([O-])=O,0.308,0.366,0.489
Cc1cc(ccc1SC)OP(=S)(OC)OC,0.513,0.728,0.707
CCN(CC)N=O,0.634,0.857,0.527
c1c2c3ccccc3ccc2cc2c3ccccc3ccc21,0.401,0.596,0.666
ClC(Cl)C(c1ccccc1Cl)c1ccc(Cl)cc1,0.48,0.673,0.846
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.848,1.033,0.993
CCOC(N)=O,0.655,0.583,0.451
CN(CCCl)CCCl,0.683,0.809,1.003
[O-][N+](=O)c1cc(ccc1O)[N+]([O-])=O,0.499,0.674,0.656
OC(=O)c1cc(Cl)cc(Cl)c1Cl,0.711,1.045,1.058
OC(=O)c1cccc(Cl)c1Cl,0.723,1.06,0.859
c1c2ccccc2c2ccc3cccc4ccc1c2c34,0.462,0.709,0.832
OC(=O)c1c(Cl)c(Cl)ccc1Cl,0.712,1.105,1.074
ClC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.512,0.632,0.818
CC(O)C(O)=O,0.833,0.679,0
C[C@@]12CC[C@@](C[C@@H]1OCc1ccccc1C)(O2)C(C)C,0.422,0.527,0.478
CC1(C)[C@@H]([C@@H]1/C=C(\Cl)/C(F)(F)F)C(=O)OCc1cccc(-c2ccccc2)c1C,0.255,0.348,0.403
C[C@@H]1[C@H](SC(=O)N1C(=O)NC1CCCCC1)c1ccc(Cl)cc1,0.355,0.48,0.544
CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,0.374,0.554,0.685
CC(Cc1ccc(cc1)C(C)(C)C)CN1C[C@@H](C)O[C@@H](C)C1,0.345,0.426,0.503
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,0.328,0.523,0.696
CC1(C)C(O)C2(C)CC1CC2,0.93,0.995,0.386
CC1CCCCC=1,0.952,0.78,0.206
CC1CC(C)CCC1,0.901,0.819,0.452
CC1CCCCC1C,0.906,0.93,0.271
CC(O)C(C)O,0.898,0.781,0
CC1CCC(CC=1)C(C)=C,0.723,0.833,0.607
COB(OC)OC,0.645,0.825,0.582
OC(C(=O)c1ccccc1)c1ccccc1,0.436,0.565,0.599
ClC/C=C/CCl,0.811,0.911,0.875
CC=CC(O)=O,0.717,0.579,0.416
CC(C)=CCC/C(/C)=C/CO,0.493,0.552,0.618
CC=Cc1ccc(cc1)OC,0.562,0.714,0.649
Cc1ccc(cc1)C(C)C,0.711,0.818,0.596
C1CCCC2CCCCC21,0.786,0.872,0.58
CC1(C)C2CC(=O)C1(C)CC2,0.929,1.127,0.198
ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@H]54)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl,0.699,1.217,1.197
ClC1(Cl)C2(Cl)C3CC(Cl)C(Cl)C3C1(Cl)C(Cl)=C2Cl,0.757,1.418,1.28
CC(C)OC(=O)c1cc(-c2[n][n](C)c(c2Br)C(F)(F)F)c(F)cc1Cl,0.311,0.481,0.628
CCN(C1CCCCC1)C(=O)N1N=NN(c2ccccc2Cl)C1=O,0.306,0.452,0.548
CCOc1cc(ccc1C1COC(=N1)c1c(F)cccc1F)C(C)(C)C,0.29,0.404,0.512
CSC(=O)c1cccc2[n][n][s]c12,0.649,0.863,0.954
CC1(OC(=O)N(Nc2ccccc2)C1=O)c1ccc(cc1)Oc1ccccc1,0.265,0.364,0.413
Fc1ccc(cc1)Oc1cc[n]c2cc(Cl)cc(Cl)c21,0.402,0.556,0.662
COC(=O)CSc1cc(/N=C2\SC(=O)N3CCCCN3\2)c(F)cc1Cl,0.325,0.467,0.505
CCc1ccc(cc1)C(=O)NN(C(=O)c1cc(C)cc(C)c1)C(C)(C)C,0.284,0.392,0.487
Cc1[n][n](C)c(Oc2ccccc2)c1C=NOCc1ccc(cc1)C(=O)OC(C)(C)C,0.226,0.288,0.338
Cc1cc(C#CC)[n]c(Nc2ccccc2)[n]1,0.394,0.499,0.6
Brc1cc2Oc3ccccc3Oc2cc1,0.563,0.734,0.701
OC(=O)C1CC(=O)C(C(=O)C1)=C(O)C1CC1,0.424,0.649,0.748
CCON=C(CCC)C1=C(O)CC(CC1=O)C1CSCCC1,0.323,0.476,0.625
CS(=O)(=O)c1cc(Cl)c(cc1)C(=O)C1C(=O)CCCC1=O,0.397,0.565,0.649
COc1cc[s]c1CN(C(=O)CCl)c1c(C)cccc1C,0.361,0.514,0.658
CC(CC)SP(=O)(OCC)SC(C)CC,0.599,0.769,0.925
OCCOc1ccc(cc1)N=Nc1ccccc1,0.346,0.421,0.431
COCC(C)N(C(=O)CCl)c1c(C)c[s]c1C,0.435,0.638,0.856
Cc1cccc(CC)c1N(COC(C)C)C(=O)CCl,0.349,0.535,0.685
Cc1ccc(cc1)C(=O)COc1c(C(=O)c2ccc(Cl)c(C)c2Cl)c(C)[n][n]1C,0.272,0.414,0.458
CC1(C)C(/C=C(\Cl)/C(F)(F)F)C1C(=O)OCc1c(F)c(F)c(C)c(F)c1F,0.266,0.379,0.412
CCOC(=O)C(C)OC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,0.217,0.322,0.391
CCOC(=O)C(C)Oc1ccc(cc1)Oc1c[n]c2cc(Cl)ccc2[n]1,0.271,0.37,0.411
Nc1c(Cl)c(ccc1[N+]([O-])=O)Oc1ccccc1,0.402,0.57,0.599
O=C(OCc1ccccc1)c1[s]c(Cl)[n]c1C(F)(F)F,0.38,0.469,0.569
Clc1cc(Cl)c2c(c1)oc1c2cc(Cl)cc1Cl,0.573,0.829,1.056
CC(C)[C@H](C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1)c1ccc(cc1)OC(F)F,0.203,0.287,0.378
Clc1cc2c(cc1)c(Cl)c(Cl)c(Cl)c2Cl,0.669,1.121,1.168
Clc1cc2c3c(oc2cc1)c(Cl)c(Cl)c(Cl)c3Cl,0.557,0.917,1.025
CC(Cc1ccc(cc1)C(C)(C)C)CN1CCCCC1,0.375,0.453,0.502
CC(C)Oc1cc(ccc1)NC(=O)c1ccccc1C(F)(F)F,0.293,0.397,0.513
O=C(Nc1ccc(cc1)OC(F)(F)F)NC(=O)c1ccccc1Cl,0.279,0.371,0.437
CCC1OC(CO1)COc1ccc(cc1)Oc1ccccc1,0.302,0.361,0.398
CN(c1c(Br)cc(Br)cc1Br)c1c(cc(cc1C(F)(F)F)[N+]([O-])=O)[N+]([O-])=O,0.304,0.48,0.714
C/C(=C\OP(=S)(OC)OC)/C(=O)OC,0.496,0.666,0.624
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,0.451,0.565,0.66
CCCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,0.355,0.48,0.652
Clc1cc(Cl)ccc1Oc1ccc(Cl)cc1,0.51,0.649,0.607
Clc1cc2oc3c(c2cc1Cl)c(Cl)c(Cl)cc3Cl,0.558,0.88,0.961
O=C1CCc2cccc3CCN1c32,0.666,0.892,0.83
Clc1cc2c(oc3c2ccc(Cl)c3Cl)c(Cl)c1,0.574,0.864,0.955
CSC1=NN=C(C(=O)N1/N=C/C(C)C)C(C)(C)C,0.411,0.57,0.702
CN(C)C(=O)Nc1cc(o[n]1)C(C)(C)C,0.474,0.529,0.586
CCCCCCCCCCOC(=O)Cl,0.357,0.418,0.475
CN(SN(CCCC)CCCC)C(=O)Oc1cccc2CC(C)(C)Oc21,0.279,0.368,0.452
CC(C)=CC1C(C(=O)OC(C#C)/C(/C)=C/CC)C1(C)C,0.334,0.447,0.598
CC1(C)[C@@H]([C@@H]1C=C(Br)Br)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1,0.276,0.337,0.455
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)cc1,0.538,0.867,0.983
CCc1cc2cc3ccccc3cc2cc1,0.509,0.7,0.678
COC(=O)C(C)Oc1ccc(cc1)Oc1ccc(Cl)cc1Cl,0.326,0.445,0.483
Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,0.353,0.576,0.803
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2c(Cl)c1,0.517,0.757,0.799
Clc1cc2Oc3cc(Br)c(Br)cc3Oc2cc1Cl,0.54,0.82,0.732
CC1(C=C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,0.462,0.66,0.766
Cc1ccc(cc1)NC(O)=NC(C)(C)c1ccccc1,0.36,0.454,0.514
CCCCCCCCCCCCCCCCCCCCCl,0.237,0.303,0.355
Clc1cc(-c2c(Cl)cccc2Cl)c(Cl)cc1,0.565,0.833,0.957
C/C(/C=C/CC(C)CCCC(C)C)=C\C(=O)OCC,0.295,0.376,0.492
Clc1c(Cl)c2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,0.505,0.806,0.785
Clc1cc(Cl)c(Cl)c2Oc3c(Oc12)c(Cl)c(Cl)cc3Cl,0.492,0.805,0.911
Clc1cccc2Oc3ccccc3Oc21,0.546,0.744,0.732
Clc1c(cc(Cl)c(Cl)c1Cl)-c1cc(Cl)c(Cl)cc1,0.538,0.888,0.859
Clc1cc(Cl)c(cc1)-c1cc(Cl)c(Cl)cc1Cl,0.552,0.826,0.891
C=CCN(CC=C)C(=O)C(Cl)Cl,0.54,0.72,0.878
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,0.368,0.513,0.686
CSc1ccc(cc1)OP(=S)(OCC)SCCC,0.469,0.632,0.742
Clc1cc(Cl)c(Cl)cc1-c1cc(Cl)c(Cl)c(Cl)c1Cl,0.524,0.88,0.916
Clc1cc(-c2ccccc2)c(Cl)cc1,0.585,0.776,0.813
C/C=C/C=C/CCCCCCCO,0.351,0.442,0.499
CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,0.341,0.491,0.648
Clc1c(Cl)c(ccc1Cl)-c1cc(Cl)c(Cl)cc1,0.552,0.879,0.8
CC(=O)OC1CCC(CC1)C(C)(C)C,0.524,0.599,0.643
Clc1c2Oc3ccccc3Oc2c(Cl)c(Cl)c1Cl,0.517,0.853,0.901
Cc1cc([n]c([n]1)N(CC)CC)OP(=S)(OC)OC,0.384,0.554,0.65
CC(C)CCCCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,0.304,0.404,0.444
CC(C)C(Cl)Cl,1.34,1.218,0
CC1CC=CC=1,1.113,0.502,0
FC(F)OC(C(F)(F)F)C(F)(F)F,0.399,0.484,0.629
Cc1cc(Cl)ccc1OCC(=O)SCC,0.485,0.587,0.591
Clc1ccc(cc1)Oc1cc(Cl)cc(Cl)c1,0.51,0.619,0.672
CCOP(=S)(Oc1[n][n](c[n]1)-c1ccccc1)OCC,0.363,0.484,0.621
COP(=O)(OC1C2CC=CC2C=1Cl)OC,0.531,0.656,0.709
Cl.CNC(=O)Oc1cc(ccc1)N=CN(C)C,0.343,0.379,0.387
CCNc1[n]c(Cl)[n]c(NC(C)(C)C#N)[n]1,0.426,0.542,0.658
CCCCCCO[N+]([O-])=O,0.429,0.507,0.567
CCCC(Br)CBr,1.012,1.338,0.882
CCCCCCCCCCCCCCCCCC=C,0.253,0.337,0.404
C[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,0.619,0.756,1.109
CC(C)C(C)CC(C)(C)C,0.732,0.683,0.775
CCC(C)(C)CC(C)C,0.774,0.765,0.842
OP(O)(=O)CCCl,0.977,0.824,0.838
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,0.497,0.655,0.778
CC1CCCC(C)(C)C=1C=CC(C)=O,0.54,0.703,0.716
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,0.28,0.357,0.44
CCCCCCCCCCCCCC=C,0.314,0.427,0.51
CC(C)(C)SCSP(=S)(OCC)OCC,0.632,0.69,0.866
CC(C)=C(C)CC,0.835,0.971,0.398
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,0.377,0.582,0.755
CC1=CC(=O)NO1,0.904,0.604,0.203
CC(C)=CC1C(C(=O)OCN2C(=O)C3CCCCC=3C2=O)C1(C)C,0.318,0.428,0.488
N#CCN(CC#N)CC#N,0.472,0.641,0.789
CC(C)(C)C(C)(C)CC,0.915,1.125,0.322
C[Se][Se]C,1.727,0.682,0
Clc1ccc(cc1)Oc1ccccc1,0.514,0.582,0.518
OC(=O)C(O)CC(O)=O,0.579,0.617,0.586
CCC(C)OC,0.774,0.878,0.271
Clc1cc(ccc1)Oc1ccccc1,0.513,0.582,0.582
Nc1ccc(cc1)Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.343,0.467,0.519
CC(C)c1cccc2ccccc21,0.597,0.809,0.851
CCCCCCCCCCCCCCCC1CCCCC1,0.267,0.33,0.356
CC(C)OB(OC(C)C)OC(C)C,0.432,0.49,0.677
CC1OCCS(=O)(=O)C=1C(=O)Nc1ccccc1,0.433,0.586,0.628
CCCCCCCCCCCCCCCCCl,0.289,0.37,0.445
CC1CC(C)(C)CC1,1.068,0.758,0.339
CCCCCCC1CCCCC1,0.499,0.571,0.569
CCCCCCCI,0.653,0.821,0.889
CCCCCCCCC(Br)CBr,0.514,0.695,0.66
CCC(COC(=O)C=C)CC,0.463,0.629,0.565
Clc1cc(Cl)[n]c([n]1)-c1ccccc1,0.559,0.699,0.845
O=C(C(c1ccc(Cl)cc1)c1ccccc1)C1C(=O)c2ccccc2C1=O,0.3,0.438,0.534
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,0.501,0.611,0.992
CCCCCCCCCCCCCCCCCBr,0.279,0.376,0.45
CCCCCCCCCCCCCCCCCCC=C,0.242,0.301,0.348
CCC(C)(C)C=C,0.956,0.948,0.171
CC(CO)C(C)=O,0.779,0.819,0.265
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,0.562,0.915,0.908
O=C=NC1CCCCC1,0.666,0.706,0.572
C=CC1CC2CC1C=C2,0.93,0.647,0.503
CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,0.464,0.689,0.792
CCCCCCCCCCCCCCCCCCS,0.262,0.332,0.4
CCc1c(C)cccc1C,0.712,0.969,0.758
N#CC(=Cc1ccccc1Cl)C#N,0.528,0.732,0.67
CNC(=O)Oc1cc(C)c(C)c(C)c1,0.482,0.671,0.638
CNC(=O)Oc1cc(C)cc(C)c1,0.498,0.611,0.69
Cc1cc(cc(c1)OC(=O)NC)C(C)C,0.441,0.58,0.685
CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,0.318,0.451,0.457
COP(=S)(Cl)OC,1.398,1.223,0.207
CO[SiH](OC)OC,0.854,0.881,0.634
CCCCCCCCCOCCCCCCCCC,0.248,0.318,0.373
CC(O)=O.CCCCCCCCCCCCNC(N)=N,0.27,0.285,0.331
CC(C)c1ccccc1C(O)=O,0.573,0.772,0.858
CCCCCCCCCCCCCCCl,0.326,0.417,0.488
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C12Cl)C4(Cl)Cl,0.793,1.713,1.667
COC(=O)CS,0.793,0.938,0.427
CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,0.476,0.706,0.832
C=CC=CC=C,0.658,0.701,0.627
CCCCCC(C)CC,0.565,0.671,0.642
Clc1c(Cl)c(Cl)[n]c(Cl)c1Cl,0.898,1.508,1.233
O=C1C2CCCC=2NC(=O)N1C1CCCCC1,0.463,0.628,0.737
CCCCCCCCCCCCCCCc1ccccc1,0.263,0.313,0.337
Clc1ccc(cc1)-c1ccccc1,0.59,0.714,0.658
Clc1c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.482,0.923,1.079
Clc1ccc(cc1)-c1ccc(Cl)cc1,0.585,0.73,0.63
CCCC1CCCC1,0.798,0.596,0.623
C=Cc1cccc(Cl)c1,0.809,0.924,0.735
CCCCCCCCCCN,0.413,0.5,0.555
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,0.352,0.442,0.442
Clc1cccc([n]1)C(Cl)(Cl)Cl,0.944,0.953,0.977
COC(=O)COc1ccc(Cl)cc1Cl,0.502,0.655,0.634
COc1c(C(O)=O)c(Cl)ccc1Cl,0.593,0.914,1.015
FC(F)OCC(F)(F)F,0.488,0.387,0.395
CC(O)COCc1c(Cl)c(Cl)ccc1Cl,0.519,0.75,0.709
Clc1ccc(Cl)c2ccccc12,0.735,1.043,0.975
CCCCCCCCCCCCC(=O)OC,0.301,0.395,0.441
C1C=CCO1,1.097,0,0
CCC(C)(C)S,1.433,0.76,0
CCCC1CCCCC1,0.707,0.718,0.589
FC(F)(Cl)CCl,1.147,0.857,0
CCCCCCCS,0.591,0.704,0.689
COC(C)(C)C,1.082,0.643,0
COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,0.384,0.478,0.643
CCc1ccc(Br)cc1,0.859,0.989,0.575
CCCOCC(C)O,0.564,0.524,0.593
[O-][N+](=O)c1ccc(cc1)-c1ccc(cc1)[N+]([O-])=O,0.386,0.526,0.545
O=CF,0.478,0,0
CCCCCCCCCCCCCCc1ccccc1,0.276,0.347,0.387
CP(=O)(OC(C)C)OC(C)C,0.612,0.715,0.943
CC1(C)C(C)C(C)(C)c2cc3COCC(C)c3cc12,0.504,0.768,0.766
Cc1cc(C)[n]c2ccccc12,0.652,0.849,0.807
C1COC=C1,1.095,0,0
CC(C)C(C)C(C)(C)C,0.849,0.947,0.661
CCc1cccc2ccccc21,0.631,0.855,0.816
CCCCCCCCCCC,0.417,0.525,0.596
CCN(CCCC)C(=O)SCCC,0.443,0.64,0.735
CCCCCCCc1ccccc1,0.444,0.519,0.525
Cc1ccccc1CCC,0.656,0.821,0.68
CCCCCC(C)(C)C,0.703,0.577,0.61
CCC(CC)(CC)CC,0.711,1.127,0.698
CNc1[n]c([n]c(NC(C)C)[n]1)SC,0.467,0.612,0.768
CCCCCO[N+]([O-])=O,0.467,0.507,0.535
CCC(C)(C)OC,0.897,0.913,0.173
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,0.569,0.702,0.639
CCc1cc2ccccc2cc1,0.629,0.807,0.679
O=NN1CCCC1,0.849,0.575,0.355
CCCOC(=O)C=C,0.546,0.613,0.541
OC(C(F)(F)F)C(F)(F)F,0.548,0.584,0.421
c1ccccc1SSc1ccccc1,0.573,0.69,0.612
CN1C=CC(=O)N(C)C1=O,0.69,0.922,0.52
CCCCCCCCC=C,0.453,0.529,0.569
CC(=C)C(=O)OCCO,0.549,0.636,0.577
C1CCCCC1c1ccccc1,0.6,0.689,0.688
C=CC(=O)OCCO,0.528,0.602,0.543
CCC(=O)CBr,0.922,1.106,0.377
O=P(Cl)(Cl)Oc1ccccc1,0.785,0.677,0.865
C=CC(Cl)CCl,1.065,1.181,0.318
CP(=O)(OC)OC,0.969,0.89,0.191
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,0.478,0.66,0.61
Cc1ccc(c(O)c1)[N+]([O-])=O,0.614,0.771,0.659
CC(C)C1CCCCC1,0.77,0.846,0.65
CCCCCCCCCBr,0.498,0.588,0.651
CCCCC#C,0.681,0.645,0.506
FCC(F)(F)C(F)F,0.623,0.619,0.143
COc1[n]c(NCC)[n]c(NCC)[n]1,0.399,0.566,0.707
CCCCC(C)Cl,0.83,0.726,0.749
Clc1ccc(I)cc1,1.17,1.247,0.532
Clc1cc(Cl)c(Cl)c(Cl)c1,0.963,1.385,1.181
CC(C)(C)C#N,1.15,0.636,0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.17,0.223,0.268
CCCCCCCCCCCCCCCCCCCCCC,0.222,0.281,0.336
CCCCCCCCCCCCCCCCCCC,0.254,0.33,0.4
CCCCCCCCCCCCCCCBr,0.315,0.384,0.451
CCCCSSCCCC,0.584,0.681,0.738
CCOCCOCC,0.471,0.562,0.569
CCCCCCCBr,0.62,0.71,0.701
N#CCNCC#N,0.557,0.632,0.65
CCCCCC#C,0.607,0.647,0.609
C1C=CCC=C1,0.995,0.574,0
CCCCOC,0.632,0.675,0.534
CCCCCCCCCCC(=O)OCC,0.316,0.407,0.487
CCCC#C,0.763,0.731,0.493
CCCC[N+]([O-])=O,0.615,0.609,0.587
Brc1cc(Br)cc(Br)c1,1.149,1.319,1.792
CC(C)C[N+]([O-])=O,0.738,0.525,0.572
COCC(C)C,0.797,0.631,0.603
CCCCOS(=O)(=O)OCCCC,0.415,0.493,0.576
CCSC,1.109,0.558,0
COC(=O)/C=C\C(=O)OC,0.471,0.577,0.469
CCCC(=O)OC,0.628,0.731,0.583
S=C=NCc1ccccc1,0.616,0.681,0.582
ICc1ccccc1,0.892,1.062,0.8
CC(C)c1cccc(O)c1,0.691,0.79,0.673
CC(C)C(=O)OC(C)C,0.622,0.658,0.662
COC(=O)OC,0.646,0.711,0.31
CCOC(=O)N(C)N=O,0.517,0.687,0.564
c1c(ccc2ccccc21)-c1ccccc1,0.486,0.631,0.64
Cc1cccc2ccc[n]c21,0.695,0.877,0.712
Cc1ccccc1N(C)C,0.695,0.858,0.748
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,0.511,0.731,0.753
c1c2ccccc2c(c2ccccc21)-c1ccccc1,0.41,0.592,0.742
CC(C)(c1ccccc1)c1ccc(O)cc1,0.484,0.649,0.686
FC(F)=C(F)Br,0.945,0.807,0
CC(C)=C=C,1.005,0.725,0
CCC(C)(C)C(O)=O,0.836,0.949,0.224
CC(C)(O)C(O)=O,0.934,0.75,0
CC1CC1,0.867,0,0
FCCl,0.863,0,0
C=CCSCC=C,0.728,0.837,0.627
C1CC=CC=C1,0.984,0.566,0
C/C=C/CC=C,0.664,0.731,0.61
CCCCCC(C)C,0.633,0.642,0.687
Ic1ccccc1,1.215,1.153,0.425
CC1CC(=O)CCC1,0.866,0.806,0.429
Cc1cc(Br)ccc1,1.015,1.035,0.717
CC1(C)CCCCC1,0.988,0.817,0.288
CC=C=C,0.845,0.609,0
CC1CCC(=O)CC1,0.866,0.808,0.282
CCC[C@H](O)CCCC,0.543,0.628,0.707
CC(C)CC(C)CC,0.723,0.751,0.794
OC(=O)c1ccc(Br)cc1,0.76,0.89,0.603
CC(C)(C)c1cccc(O)c1,0.702,0.767,0.717
CCC(O)CO,0.765,0.797,0.178
CC1CCCCC1=O,0.866,0.892,0.281
Cc1cc2cc(C)ccc2cc1,0.667,0.822,0.683
Nc1cc2ccc[n]c2cc1,0.686,0.816,0.624
CCc1ccccc1N,0.736,0.894,0.571
Cc1cc2cccc(C)c2cc1,0.667,0.868,0.749
Cc1ccc(C)c2ccccc12,0.668,0.913,0.814
CC(C(C)C)C(C)C,0.824,0.974,0.52
CC[C@H](C)C(C)(C)C,0.908,0.954,0.419
[O-][N+](=O)CBr,0.971,0.928,0
CC(Cl)C=C,1.23,0.753,0
CCC(C)(C)CCC,0.815,0.849,0.612
CCC(C)(C)C(C)=C,0.898,1.071,0.261
BrC(Br)(Br)Br,4.742,0,0
CCOCC=C,0.604,0.652,0.616
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.324,0.456,0.65
CN=C=S,1.008,0.936,0
Cc1ccc[s]1,1.373,0.513,0
[O-][N+](=O)c1ccccc1C=O,0.576,0.765,0.738
O=C1C=Cc2cccc3cccc1c23,0.609,0.867,0.866
CCCCCCCCCCCCCCCCI,0.304,0.403,0.48
C1C=CC=CC=C1,0.816,0.994,0
CC(C)CCOCCC(C)C,0.487,0.498,0.547
CC(C)COC(=O)Cl,0.7,0.579,0.657
CCN=C=S,0.833,0.874,0.62
O=C(CCl)OC(=O)CCl,0.59,0.765,0.704
CCCC(N)=O,0.746,0.643,0.548
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,0.978,1.306,1.312
CC(=O)OC(C)(C)C,0.788,0.564,0.793
SCCS,1.291,1.088,0
CCC(=O)OCC(C)C,0.563,0.582,0.602
CCOCc1ccccc1,0.576,0.64,0.57
CCc1c[n]ccc1,0.765,0.784,0.461
CCOC(=O)C(Cl)Cl,0.812,0.883,0.711
CC(OC)OC,0.708,0.818,0.263
CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,0.415,0.509,0.624
Cc1ccccc1C#N,0.742,0.907,0.576
Cc1cc(C)c(C)c(C)c1,0.767,0.989,0.715
c1ccccc1C(c1ccccc1)c1ccccc1,0.385,0.512,0.675
CC(=C)C(C)=C,0.994,0.89,0
CC(C)CI,1.315,1.459,0
CCOC(F)(F)C(F)F,0.528,0.617,0.457
FC(F)(Cl)C(F)(F)C(F)Cl,0.724,0.895,0.505
OC(=O)CCCCCCC(O)=O,0.408,0.404,0.412
O=C1CC(=O)NC(=S)N1,0.796,0.876,0.776
O=C1CCCCCC1,0.786,1.006,0.254
COP(=S)(Oc1cc(Cl)c(cc1)[N+]([O-])=O)OC,0.468,0.662,0.701
Cc1cc(N)c(N)cc1,0.792,0.893,0.465
Cc1ccc(C)c(C)c1C,0.768,1.054,0.605
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,0.373,0.57,0.732
CC/C=C\C/C=C\C/C=C\CCCCCCCC(O)=O,0.243,0.293,0.337
CCCCCCC(=O)CCCCCC,0.353,0.44,0.503
O=C(Cc1ccccc1)c1ccccc1,0.457,0.542,0.563
CC(=O)C(C)=O,0.895,0.757,0
O=C(OC(=O)C(F)(F)F)C(F)(F)F,0.412,0.464,0.429
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.301,0.478,0.484
C[C@H](O)C(F)(F)F,0.749,0.624,0
CC(C)NP(=O)(F)NC(C)C,0.609,0.695,0.903
FC(F)(F)C(F)=C(F)C(F)(F)F,0.455,0.53,0.484
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.428,0.716,0.585
FC(F)(F)C(Cl)(Cl)Cl,1.269,1.067,0
O=C(F)F,0.679,0,0
Cc1ccc(F)cc1,0.82,0.761,0.262
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.268,0.435,0.456
CCCCCCCCCCF,0.402,0.521,0.583
CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,0.48,0.685,0.586
FC(F)(F)c1cc(Cl)c(Cl)cc1,0.649,0.868,0.655
FC(F)(F)c1ccc(Cl)cc1Cl,0.65,0.845,0.856
