0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
"127.7136943,37.7721414",,,"127.9645117,37.7575582","128.6176622,36.4424833",,"127.9391839,37.4005928",,"127.7232644,37.751459",,"129.4585368,35.9781911","129.3926808,35.9017733",,"128.6177118,36.4418166","127.6174507,36.986857",,"127.7307035,36.9963093",,,,"129.3426893,36.0121229","129.1394742,35.5591158","127.5983133,37.2326968",,,,,,"127.4406988,37.6491042",,,"128.2606251,37.0902603",,"129.2592946,35.9816269",,"127.3691989,37.6341663",,,"127.6963366,37.1168332",,"127.5925166,37.7263779","128.6615245,38.0395171",,"129.3426893,36.0121229","127.323999,37.6321165","127.5881677,37.4831248","127.7145714,37.7762525","127.8512015,37.3285968",,"127.7959159,37.759136","127.323999,37.6321165","127.5004536,37.4829279","127.7160332,37.745137","127.8306804,37.318527","127.024437,35.8016329","127.7959159,37.759136",,,"127.9649494,37.7585579","127.4200867,37.6456075",,"127.323999,37.6321165","127.3666509,38.0314379","127.5072248,37.6756832","127.8193384,37.7568828","127.7781415,37.7583969",,"126.8495167,37.9531596","127.2241292,37.7623464","127.2517281,38.0200079",,"129.3481779,35.9676628","127.7232644,37.751459","126.9804811,37.8650243","127.4529374,37.6488078","127.4406988,37.6491042","127.3691989,37.6341663","127.7232644,37.751459","127.2449656,37.9607111",,"126.9577624,37.7779151","127.323999,37.6321165","127.9645117,37.7575582","127.3400374,37.9889748","127.5925166,37.7263779",,"127.6705527,37.400284",,"127.3709166,37.5262149",,,,,,,,,,"127.6963366,37.1168332","127.8193384,37.7568828","127.8151424,37.2840983",,"127.5925166,37.7263779",
"127.7136903,37.7723226",,,"127.9647366,37.7575745","128.6176817,36.4429059",,"127.9394569,37.4007242",,"127.7236576,37.7515943",,"129.4586874,35.9787664","129.3937432,35.9054372",,"128.6176743,36.4421577","127.6187281,36.9881574",,"127.7324622,36.9955415",,,,"129.3428603,36.0120319","129.1403435,35.558133","127.5997626,37.2331959",,,,,,"127.4408665,37.6490962",,,"128.2607136,37.0902129",,"129.2593242,35.9816094",,"127.3700001,37.6342663",,,"127.6977992,37.1161331",,"127.5942865,37.726966","128.6611157,38.0398979",,"129.3428603,36.0120319","127.3242571,37.6322124","127.5882525,37.4831167","127.7145748,37.7762561","127.851803,37.3292774",,"127.7959281,37.7596425","127.3242571,37.6322124","127.5004581,37.4829018","127.7149802,37.7448766","127.8308597,37.3187537","127.0242366,35.8007241","127.7959281,37.7596425",,,"127.9654373,37.75851","127.421137,37.6461075",,"127.3242571,37.6322124","127.3666314,38.0315082","127.5072599,37.6756977","127.8195451,37.7568976","127.779158,37.7582124",,"126.8504597,37.9537453","127.2244118,37.7626797","127.2519071,38.0203246",,"129.3479839,35.9676667","127.7236576,37.7515943","126.9807296,37.8652606","127.4530802,37.6488448","127.4408665,37.6490962","127.3700001,37.6342663","127.7236576,37.7515943","127.2449678,37.9607138",,"126.957682,37.7780445","127.3242571,37.6322124","127.9647366,37.7575745","127.3401365,37.9894742","127.5942865,37.726966",,"127.6720598,37.4001952",,"127.3710335,37.5260284",,,,,,,,,,"127.6977992,37.1161331","127.8195451,37.7568976","127.8152037,37.2841946",,"127.5942865,37.726966",
"127.7136894,37.7724028",,,"127.9649449,37.7576548","128.6176866,36.4430158",,"127.9400708,37.4009843",,"127.7238746,37.751666",,"129.4590382,35.9800353","129.393776,35.9055584",,"128.6176622,36.4424833","127.6190377,36.9884978",,"127.7340144,36.9948533",,,,"129.3428844,36.0120189","129.1406849,35.5577281","127.6001799,37.2333488",,,,,,"127.4420093,37.6490337",,,"128.2608626,37.0901533",,"129.2596099,35.9814411",,"127.3704522,37.6343263",,,"127.7037616,37.1132249",,"127.5952231,37.7272906","128.6598749,38.0409159",,"129.3428844,36.0120189","127.3256997,37.6327833","127.5884606,37.4830976","127.7147555,37.7766812","127.853156,37.3308859",,"127.7959191,37.7599462","127.3256997,37.6327833","127.5004671,37.4828819","127.7137591,37.7445742","127.8308677,37.3187663","127.0239652,35.7996484","127.7959191,37.7599462",,,"127.9657118,37.7584828","127.4216695,37.6463783",,"127.3256997,37.6327833","127.3665281,38.0318848","127.5095984,37.6766547","127.8203752,37.7569647","127.7794495,37.7581595",,"126.8518581,37.954711","127.2246907,37.7630697","127.2524677,38.0213199",,"129.347792,35.9677093","127.7238746,37.751666","126.9817606,37.8664233","127.4536741,37.6489992","127.4420093,37.6490337","127.3704522,37.6343263","127.7238746,37.751666","127.2450506,37.9608212",,"126.957613,37.7781658","127.3256997,37.6327833","127.9649449,37.7576548","127.3401712,37.9902584","127.5952231,37.7272906",,"127.6747416,37.4000381",,"127.3712345,37.52566",,,,,,,,,,"127.7037616,37.1132249","127.8203752,37.7569647","127.8155136,37.2846499",,"127.5952231,37.7272906",
"127.7136392,37.7727463",,,"127.9651181,37.7577659","128.6177364,36.4432993",,"127.9402407,37.4010431",,"127.7246496,37.7519412",,"129.4594179,35.9814886","129.393816,35.9057029",,"128.6176817,36.4429059","127.6193484,36.9888473",,"127.7344589,36.9946938",,,,"129.3429995,36.0119586","129.1410216,35.5572511","127.6002002,37.2333569",,,,,,"127.44305,37.6489657",,,"128.2610262,37.0900874",,"129.2599137,35.9812852",,"127.3711264,37.6343983",,,"127.7052745,37.1124408",,"127.5956159,37.7274264","128.6597296,38.0410228",,"129.3429995,36.0119586","127.3270732,37.633318","127.5885963,37.4830867","127.7148128,37.7768731","127.8545358,37.332425",,"127.7958874,37.7602492","127.3270732,37.633318","127.500492,37.4828612","127.7134284,37.7444252","127.8309586,37.3189057","127.0239122,35.7994408","127.7958874,37.7602492",,,"127.9663369,37.7584163","127.4224637,37.6467817",,"127.3270732,37.633318","127.3664857,38.0320416","127.5097492,37.676716","127.8207239,37.7569989","127.7807156,37.7579158",,"126.8519487,37.9547737","127.2249682,37.7635679","127.252539,38.0214471",,"129.3477634,35.9677205","127.7246496,37.7519412","126.982178,37.8668884","127.4547463,37.6492754","127.44305,37.6489657","127.3711264,37.6343983","127.7246496,37.7519412","127.2450642,37.9608393",,"126.9575704,37.7782377","127.3270732,37.633318","127.9651181,37.7577659","127.3403154,37.995733","127.5956159,37.7274264",,"127.6758747,37.3999814",,"127.3712787,37.5255879",,,,,,,,,,"127.7052745,37.1124408","127.8207239,37.7569989","127.8157183,37.2850442",,"127.5956159,37.7274264",
"127.7135538,37.7734458",,,"127.9652677,37.7579077","128.6177746,36.4435496",,"127.9407931,37.401234",,"127.7253747,37.7522247",,"129.4598182,35.9828747","129.3941513,35.9069416",,"128.6176866,36.4430158","127.6197243,36.9892706",,"127.7351292,36.9944905",,,,"129.3431069,36.0119019","129.1412904,35.5567985","127.6020501,37.2341566",,,,,,"127.4435,37.6489361",,,"128.2614728,37.0899628",,"129.2599664,35.9812628",,"127.3715945,37.6344303",,,"127.7059083,37.1120755",,"127.5962154,37.7276278","128.659358,38.0413086",,"129.3431069,36.0119019","127.3274118,37.6334492","127.5885997,37.483056","127.7148325,37.7770146","127.8548525,37.3327783",,"127.79584,37.7605963","127.3274118,37.6334492","127.5005316,37.4828468","127.7133728,37.7444127","127.8310438,37.319029","127.0236572,35.7985886","127.79584,37.7605963",,,"127.9692551,37.7581496","127.4234993,37.6473078",,"127.3274118,37.6334492","127.3664559,38.0321533","127.5102788,37.6769043","127.8211668,37.7570428","127.781051,37.7577663",,"126.8524035,37.9550872","127.2252633,37.7642049","127.2526681,38.0216772",,"129.3475656,35.9677966","127.7253747,37.7522247","126.9824896,37.8671936","127.4555443,37.6494496","127.4435,37.6489361","127.3715945,37.6344303","127.7253747,37.7522247","127.2452726,37.9611408",,"126.9575233,37.7783204","127.3274118,37.6334492","127.9652677,37.7579077","127.3403362,37.9966452","127.5962154,37.7276278",,"127.6786775,37.399805",,"127.3712901,37.5255699",,,,,,,,,,"127.7059083,37.1120755","127.8211668,37.7570428","127.8158288,37.2853089",,"127.5962154,37.7276278",
"127.7135505,37.7734747",,,"127.96538,37.7580614","128.6178364,36.4438158",,"127.9414913,37.4014053",,"127.7261544,37.7525576",,"129.4599225,35.9832354","129.3942141,35.907157",,"128.6177364,36.4432993","127.6202128,36.9897343",,"127.735383,36.9944314",,,,"129.343459,36.0117253","129.1415391,35.5563885","127.6034996,37.2347485",,,,,,"127.444721,37.6488322",,,"128.2615637,37.089937",,"129.2602015,35.9811584",,"127.3716307,37.6344313",,,"127.7059746,37.112033",,"127.5976697,37.7281449","128.6589369,38.0416327",,"129.343459,36.0117253","127.3282373,37.6337578","127.5886075,37.4830344","127.7148408,37.7771479","127.8550635,37.3330192",,"127.7957732,37.7609327","127.3282373,37.6337578","127.5005655,37.4828423","127.7130978,37.744333","127.8312072,37.3192341","127.023337,35.7977326","127.7957732,37.7609327",,,"127.9696083,37.7581717","127.4246991,37.647908",,"127.3282373,37.6337578","127.3664226,38.0322695","127.5108992,37.6771242","127.824339,37.7573613","127.7845349,37.7568169",,"126.8525494,37.955188","127.225323,37.7643375","127.2526953,38.021726",,"129.3474585,35.967865","127.7261544,37.7525576","126.9826895,37.8673936","127.456264,37.6495725","127.444721,37.6488322","127.3716307,37.6344313","127.7261544,37.7525576","127.2452737,37.9611426",,"126.9574153,37.7784849","127.3282373,37.6337578","127.96538,37.7580614","127.3403487,37.9971851","127.5976697,37.7281449",,"127.6799314,37.3997211",,"127.3713729,37.5254366",,,,,,,,,,"127.7059746,37.112033","127.824339,37.7573613","127.8160921,37.2862312",,"127.5976697,37.7281449",
"127.7134973,37.7739155",,,"127.9654651,37.7582476","128.6179743,36.4442499",,"127.9415523,37.401415",,"127.7272367,37.7530665",,"129.4600139,35.9834773","129.394672,35.9088409",,"128.6177746,36.4435496","127.6204716,36.9899603",,"127.7362366,36.9942558",,,,"129.3435752,36.0116676","129.1420841,35.5554137","127.6046118,37.2351811",,,,,,"127.4452992,37.6487829",,,"128.2616513,37.0899202",,"129.2606603,35.9809948",,"127.372262,37.634441",,,"127.7067118,37.1115999",,"127.5990524,37.7285457","128.6582583,38.0421035",,"129.3435752,36.0116676","127.3285181,37.6338609","127.5886301,37.48301","127.7148293,37.7774652","127.8553371,37.333333",,"127.7956356,37.7614459","127.3285181,37.6338609","127.5005961,37.482845","127.7129229,37.7442819","127.8312674,37.3193186","127.0229498,35.7967826","127.7956356,37.7614459",,,"127.9716439,37.7580013","127.4249484,37.648029",,"127.3285181,37.6338609","127.3663744,38.032438","127.5123497,37.6776495","127.8280516,37.7577088","127.785272,37.7566088",,"126.8554596,37.9571895","127.2253578,37.7644449","127.252718,38.0217657",,"129.347384,35.9679508","127.7272367,37.7530665","126.9828194,37.8675087","127.4563196,37.6495815","127.4452992,37.6487829","127.372262,37.634441","127.7272367,37.7530665","127.2453099,37.9612148",,"126.9573809,37.7785361","127.3285181,37.6338609","127.9654651,37.7582476","127.3403738,37.9982081","127.5990524,37.7285457",,"127.6821037,37.3995781",,"127.3713854,37.5254159",,,,,,,,,,"127.7067118,37.1115999","127.8280516,37.7577088","127.8161579,37.2865799",,"127.5990524,37.7285457",
"127.7134981,37.7742067",,,"127.9656757,37.7588768","128.6181818,36.4447159",,"127.9424254,37.4015487",,"127.727763,37.753299",,"129.4600949,35.9836572","129.3948377,35.9095152",,"128.6178364,36.4438158","127.6206561,36.9901098",,"127.7373374,36.9940832",,,,"129.3440622,36.0114248","129.1421224,35.5553456","127.6052762,37.2354654",,,,,,"127.4464533,37.6486833",,,"128.261839,37.0899037",,"129.2610812,35.9808705",,"127.3729477,37.634412",,,"127.7071556,37.1112999",,"127.6003534,37.7288637","128.6580665,38.0422234",,"129.3440622,36.0114248","127.3290742,37.6340663","127.5886742,37.4829893","127.7147996,37.7778195","127.8554018,37.333413",,"127.7955953,37.7615965","127.3290742,37.6340663","127.500621,37.4827981","127.7126707,37.7442075","127.8313889,37.3194913","127.0225739,35.795966","127.7955953,37.7615965",,,"127.9722863,37.7579771","127.4253653,37.6482491",,"127.3290742,37.6340663","127.3663675,38.0324714","127.5136108,37.6780316","127.8293441,37.7578386","127.785602,37.7565097",,"126.8569509,37.9582188","127.2253903,37.7645459","127.2528301,38.0219669",,"129.3473373,35.9680408","127.727763,37.753299","126.9830918,37.8677415","127.456994,37.6496981","127.4464533,37.6486833","127.3729477,37.634412","127.727763,37.753299","127.2454275,37.9614458",,"126.9571857,37.7788281","127.3290742,37.6340663","127.9656757,37.7588768","127.3403842,37.9986506","127.6003534,37.7288637",,"127.6830606,37.3995198",,"127.3719495,37.5244998",,,,,,,,,,"127.7071556,37.1112999","127.8293441,37.7578386","127.8162111,37.2871693",,"127.6003534,37.7288637",
"127.7135424,37.7745978",,,"127.9657741,37.7591747","128.6183121,36.4450076",,"127.9428505,37.4015958",,"127.728129,37.7534605",,"129.4602639,35.9840339","129.3949371,35.9099193",,"128.6179743,36.4442499","127.6213954,36.9907103",,"127.7391616,36.9938082",,,,"129.3441379,36.0113894","129.1423493,35.5549494","127.6056552,37.2356273",,,,,,"127.4474123,37.6485999",,,"128.2624677,37.0898699",,"129.2615989,35.9807575",,"127.3732935,37.6343817",,,"127.7073398,37.1111698",,"127.6015521,37.7290844","128.6580405,38.0422399",,"129.3441379,36.0113894","127.3290798,37.6340681","127.588707,37.4829847","127.714778,37.7781774","127.8557694,37.3338112",,"127.7955348,37.7617913","127.3290798,37.6340681","127.5006436,37.4827485","127.7121356,37.7440418","127.8314377,37.3195588","127.0219068,35.7948238","127.7955348,37.7617913",,,"127.9741401,37.7579543","127.4257143,37.6484206",,"127.3290798,37.6340681","127.3662918,38.0327588","127.5145329,37.6783001","127.8305435,37.7579587","127.7859137,37.7563927",,"126.8581051,37.9590147","127.225524,37.7649428","127.2528992,38.0220914",,"129.3473119,35.9681899","127.728129,37.7534605","126.9834708,37.8680081","127.4576458,37.6497803","127.4474123,37.6485999","127.3732935,37.6343817","127.728129,37.7534605","127.2455699,37.9617408",,"126.9571731,37.7788461","127.3290798,37.6340681","127.9657741,37.7591747","127.3404454,37.9993258","127.6015521,37.7290844",,"127.6847313,37.399419",,"127.3723714,37.5239675",,,,,,,,,,"127.7073398,37.1111698","127.8305435,37.7579587","127.816372,37.2905716",,"127.6015521,37.7290844",
"127.7136581,37.7749509",,,"127.9657857,37.7592152","128.6187872,36.4459245",,"127.9434032,37.4016397",,"127.7288441,37.7537845",,"129.4605191,35.9845309","129.3953507,35.9114209",,"128.6181818,36.4447159","127.6220525,36.9912243",,"127.7396502,36.993736",,,,"129.3450807,36.0109458","129.1431619,35.5534662","127.6064246,37.2359565",,,,,,"127.4485097,37.6484887",,,"128.2631108,37.0898189",,"129.2622848,35.9806789",,"127.37362,37.6343424",,,"127.7075746,37.1110044",,"127.6022706,37.7292019","128.6575181,38.0425677",,"129.3450807,36.0109458","127.3291784,37.634098","127.5887455,37.4829919","127.7147914,37.7784946","127.8563776,37.3344764",,"127.7953056,37.7623868","127.3291784,37.634098","127.5006651,37.4827197","127.7115369,37.7438599","127.8314764,37.3196128","127.021737,35.7945328","127.7953056,37.7623868",,,"127.9753632,37.758035","127.4258027,37.6484567",,"127.3291784,37.634098","127.3662758,38.03282","127.5159097,37.6786514","127.8324755,37.7581543","127.7862753,37.7562431",,"126.8590375,37.9596579","127.2258979,37.7660595","127.2531122,38.0224244",,"129.3473103,35.9682621","127.7288441,37.7537845","126.9837595,37.8681824","127.4581831,37.649831","127.4485097,37.6484887","127.37362,37.6343424","127.7288441,37.7537845","127.2457493,37.9622243",,"126.957149,37.7788829","127.3291784,37.634098","127.9657857,37.7592152","127.3405786,37.9998992","127.6022706,37.7292019",,"127.6882717,37.3992016",,"127.3728499,37.5234083",,,,,,,,,,"127.7075746,37.1110044","127.8324755,37.7581543","127.8163972,37.2911827",,"127.6022706,37.7292019",
"127.7137415,37.7751391",,,"127.965962,37.7598247","128.6189617,36.4463411",,"127.9438089,37.4016544",,"127.7297534,37.7541532",,"129.4609019,35.9851196","129.3956218,35.9124227",,"128.6183121,36.4450076","127.6228963,36.9918247",,"127.7399838,36.9936857",,,,"129.3453748,36.0108079","129.1435004,35.552862","127.6083998,37.236748",,,,,,"127.4486537,37.6484743",,,"128.2634713,37.0897489",,"129.2628868,35.9806664",,"127.3739023,37.6342868",,,"127.7081374,37.1106077",,"127.6026996,37.729261","128.6568363,38.0429845",,"129.3453748,36.0108079","127.3298874,37.6343136","127.5887704,37.4830054","127.7148567,37.7786964","127.8565796,37.3347012",,"127.7951705,37.7626737","127.3298874,37.6343136","127.5006741,37.482708","127.7113983,37.7438178","127.8315774,37.319745","127.0210497,35.7934409","127.7951705,37.7626737",,,"127.9764923,37.7581323","127.4262741,37.6486499",,"127.3298874,37.6343136","127.3662448,38.0329264","127.517257,37.6789946","127.8402501,37.7589848","127.7865506,37.7560928",,"126.8599336,37.9602837","127.2260846,37.7665566","127.2534369,38.0227748",,"129.3473482,35.9683643","127.7297534,37.7541532","126.9841061,37.8683705","127.4586207,37.6498726","127.4486537,37.6484743","127.3739023,37.6342868","127.7297534,37.7541532","127.2457797,37.9622964",,"126.9569813,37.7791345","127.3298874,37.6343136","127.965962,37.7598247","127.3406148,37.9999993","127.6026996,37.729261",,"127.6904747,37.399153",,"127.3733545,37.5228122",,,,,,,,,,"127.7081374,37.1106077","127.8402501,37.7589848","127.816473,37.2923119",,"127.6026996,37.729261",
"127.7138351,37.7753039",,,"127.9660116,37.7601247","128.619274,36.4470332",,"127.9441343,37.4016487",,"127.7306637,37.7544984",,"129.4612304,35.9855289","129.3958689,35.9137691",,"128.6187872,36.4459245","127.6235668,36.9922793",,"127.7422562,36.9933431",,,,"129.3460753,36.0105384","129.143625,35.5526412","127.6104597,37.2376096",,,,,,"127.4490392,37.6484501",,,"128.2636479,37.0901904",,"129.2632141,35.9806751",,"127.374129,37.634242",,,"127.7085609,37.1102914",,"127.6028767,37.7292825","128.6560401,38.0434447",,"129.3460753,36.0105384","127.3304605,37.6344613","127.5887874,37.4830297","127.714931,37.7788747","127.8570301,37.335201",,"127.7949157,37.7631268","127.3304605,37.6344613","127.50069,37.4826881","127.7109019,37.7436699","127.8316814,37.3197853","127.0210222,35.7934074","127.7949157,37.7631268",,,"127.9768013,37.7581644","127.4270368,37.648891",,"127.3304605,37.6344613","127.3662037,38.0329452","127.5206617,37.679863","127.8433359,37.7592417","127.7867634,37.7559454",,"126.8601169,37.9604109","127.22634,37.7671944","127.2537994,38.0230658",,"129.3474121,35.9684408","127.7306637,37.7544984","126.9845039,37.8685552","127.4594176,37.6499369","127.4490392,37.6484501","127.374129,37.634242","127.7306637,37.7544984","127.2458577,37.9624778",,"126.9569412,37.7791938","127.3304605,37.6344613","127.9660116,37.7601247","127.3407235,38.0003121","127.6028767,37.7292825",,"127.6920149,37.3992451",,"127.373638,37.5224979",,,,,,,,,,"127.7085609,37.1102914","127.8433359,37.7592417","127.8166303,37.2932498",,"127.6028767,37.7292825",
