0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"127.1662129,36.8281778","129.2026915,35.8380813","127.1293543,37.4300383","127.3268887,36.3665162","126.9323184,35.166214","127.5225749,34.9480496","129.3428844,36.0120189","128.8067306,35.9021893","127.3274247,36.3716747","126.7326813,37.4312819","127.1492749,37.5161228","129.3604374,35.5793911","128.5446658,35.8531046","128.5446658,35.8531046","126.7326813,37.4312819","128.5566915,35.8607926","129.3732365,35.5601748","126.9241824,37.5152985"
"127.1659104,36.8281192","129.2027897,35.8378085","127.1293708,37.4298996","127.3268889,36.3664216","126.932162,35.1659743","127.5225684,34.9482759","129.3427156,36.012109","128.8074237,35.9028985","127.3274235,36.3716774","126.7327617,37.431158","127.1493225,37.5161121","129.3603746,35.5797743","128.5443742,35.8529909","128.5443742,35.8529909","126.7327617,37.431158","128.5566737,35.8608721","129.374379,35.5598694","126.9242584,37.5152763"
"127.1657234,36.8280682","129.203029,35.8371425","127.129372,37.4298951","127.3268983,36.3662179","126.9322866,35.1659036","127.5225684,34.9482994","129.3426893,36.0121229","128.8078463,35.9033302","127.327298,36.3720072","126.7328981,37.4309696","127.1494449,37.51608","129.3603365,35.5799408","128.5439244,35.8528081","128.5439244,35.8528081","126.7328981,37.4309696","128.5566603,35.8609434","129.3744601,35.5598474","126.924973,37.5150509"
"127.1655465,36.8280001","129.2030769,35.8370012","127.1293732,37.4298815","127.3269187,36.365576","126.9325952,35.1657265","127.5225435,34.9492165","129.3423122,36.0123658","128.8081533,35.9036667","127.3272677,36.3720874","126.7332248,37.4305166","127.1503195,37.5158519","129.360363,35.5801811","128.5438086,35.8527614","128.5438086,35.8527614","126.7332248,37.4305166","128.5566363,35.8610518","129.3746114,35.5598081","126.9256284,37.5148747"
"127.1653015,36.8278759","129.2032731,35.8364413","127.1293791,37.4298311","127.3269374,36.3646664","126.9328135,35.1656013","127.5225381,34.9494455","129.3419874,36.012616","128.8084689,35.9040591","127.3271727,36.3722036","126.7335413,37.4300733","127.1505155,37.5158011","129.3604179,35.5803146","128.5428868,35.8523916","128.5428868,35.8523916","126.7335413,37.4300733","128.556599,35.8612496","129.3747453,35.5597745","126.9263628,37.5147169"
"127.1652545,36.8278442","129.2033059,35.8363192","127.1294133,37.4295409","127.3269387,36.3645942","126.9328049,35.1655769","127.522524,34.9499577","129.3417611,36.0128592","128.8086007,35.9042578","127.3270509,36.3723296","126.7335998,37.4299908","127.1509659,37.5155581","129.3604999,35.5804215","128.5421889,35.8521227","128.5421889,35.8521227","126.7335998,37.4299908","128.5565784,35.8613643","129.3749328,35.5597247","126.9265033,37.5146915"
"127.1650801,36.8277293","129.2033313,35.8361619","127.1294452,37.4292688","127.3269471,36.3643238","126.9328051,35.1655544","127.5224496,34.9504916","129.3416963,36.0129314","128.8091354,35.905167","127.3270131,36.3727542","126.7336767,37.4298777","127.151186,37.5154389","129.3606887,35.5805682","128.54151,35.8518608","128.54151,35.8518608","126.7336767,37.4298777","128.5564446,35.8620534","129.3749997,35.5597083","126.9265249,37.5146871"
"127.1649192,36.8275936","129.20334,35.8361014","127.1294476,37.42924","127.3271265,36.3643295","126.9328129,35.165531","127.5223249,34.9508748","129.3416205,36.0130155","128.8092775,35.9053845","127.3268376,36.3734715","126.7337352,37.4297907","127.1512723,37.5153644","129.3608252,35.5806518","128.5413397,35.8517974","128.5413397,35.8517974","126.7337352,37.4297907","128.5563983,35.8623179","129.3755491,35.5595663","126.9267674,37.5146432"
"127.1648076,36.8274635","129.2033364,35.8358833","127.1294488,37.4292121","127.3280819,36.3643164","126.9328317,35.1655103","127.5220535,34.9515755","129.3416119,36.0130247","128.8094462,35.9056045","127.3265756,36.3740184","126.7338373,37.4296408","127.1513121,37.5153248","129.3610615,35.58075","128.5411249,35.8517163","128.5411249,35.8517163","126.7338373,37.4296408","128.5563674,35.8624931","129.3760873,35.5594164","126.9269283,37.5146142"
"127.1646517,36.827225","129.2033123,35.8355825","127.1292725,37.4289907","127.3284765,36.364308","126.9328538,35.1655005","127.5220261,34.951663","129.3414617,36.0131992","128.8095037,35.9056643","127.3251883,36.3767102","126.7339448,37.4294089","127.1514283,37.5151647","129.3611852,35.5807553","128.5410392,35.8516837","128.5410392,35.8516837","126.7339448,37.4294089","128.5563241,35.8627333","129.3761684,35.5593953","126.9270585,37.5145968"
"127.1645739,36.8270589","129.2032947,35.8354845","127.1291613,37.4288362","127.3285813,36.3643018","126.9328878,35.165498","127.5219889,34.9517812","129.3414371,36.0132365","128.8096728,35.90584","127.3250786,36.3769137","126.7340487,37.4290851","127.1515322,37.5149496","129.3616878,35.58078","128.540525,35.8514826","128.540525,35.8514826","126.7340487,37.4290851","128.5563032,35.8628282","129.3768291,35.5592002","126.9274367,37.5145608"
"127.1645351,36.8269534","129.2032581,35.8352768","127.129077,37.428744","127.3296302,36.3642754","126.9329207,35.1655008","127.5219714,34.9518353","129.3414124,36.0132747","128.8098583,35.9059976","127.3250293,36.3770011","126.7341422,37.4286756","127.1516681,37.5144425","129.3617497,35.5807826","128.5396156,35.8511289","128.5396156,35.8511289","126.7341422,37.4286756","128.5562616,35.8630332","129.377046,35.5591319","126.9275579,37.5145488"
"127.1644359,36.826817","129.2032429,35.835186","127.1289689,37.4286616","127.3297339,36.3642737","126.9329874,35.1653893","127.5219681,34.9518452","129.3413625,36.0134161","128.810011,35.9061221","127.3249487,36.3771633","126.7342327,37.4282156","127.1517411,37.5140696","129.361963,35.5807946","128.5394119,35.8510495","128.5394119,35.8510495","126.7342327,37.4282156","128.5562039,35.8633564","129.3770423,35.5593988","126.9277096,37.5145342"
"127.1644125,36.8267926","129.203225,35.8351249","127.1288518,37.4285792","127.3299336,36.3641892","126.9331873,35.1650611","127.5219407,34.95192","129.3412782,36.0137519","128.8104126,35.9064134","127.3248871,36.3772858","126.7344127,37.4273046","127.1517118,37.5138081","129.3620459,35.5808015","128.5381122,35.8505658","128.5381122,35.8505658","126.7344127,37.4273046","128.5561749,35.8635082","129.3770771,35.5595182","126.9285304,37.514485"
"127.1643243,36.826685","129.2029678,35.8342821","127.1286974,37.4284742","127.3302013,36.3641355","126.9332995,35.1648786","127.5219397,34.9519218","129.3412576,36.0139162","128.8105288,35.9064717","127.3248445,36.3773696","126.7344363,37.427202","127.1516247,37.512591","129.362446,35.5808268","128.5377218,35.8504421","128.5377218,35.8504421","126.7344363,37.427202","128.5561503,35.8636571","129.377119,35.5596609","126.9285395,37.5144841"
"127.1642808,36.8266507","129.2029548,35.8342399","127.1285217,37.4283582","127.3304122,36.3640078","126.9334361,35.1646574","127.521249,34.9537994","129.3412246,36.0143576","128.810824,35.9066334","127.3248031,36.3774507","126.7344562,37.4271426","127.1515866,37.5120077","129.3625167,35.5808312","128.5373468,35.8503029","128.5373468,35.8503029","126.7344562,37.4271426","128.5561451,35.8636869","129.3771112,35.5597043","126.9290136,37.5144846"
"127.1641756,36.8265837","129.2027619,35.8336062","127.1283517,37.4282297","127.3304513,36.3639781","126.9335172,35.1645262","127.5212272,34.9538851","129.3411999,36.0149664","128.8114858,35.9069183","127.3231819,36.3805072","126.7344496,37.4268938","127.1516116,37.5117581","129.3627311,35.580845","128.5373301,35.8502958","128.5373301,35.8502958","126.7344496,37.4268938","128.5560618,35.8641664","129.3770975,35.5597784","126.9294729,37.5144967"
"127.1640816,36.8265554","129.2026874,35.8333332","127.1283438,37.4282225","127.3305116,36.3639331","126.9335716,35.164438","127.5211374,34.9542332","129.3411864,36.0152911","128.8121242,35.9071935","127.3230206,36.380809","126.7344472,37.4268028","127.1517122,37.511525","129.3627355,35.5808449","128.5373057,35.850287","128.5373057,35.850287","126.7344472,37.4268028","128.5559114,35.8649395","129.3770554,35.560009","126.9298518,37.5145175"
"127.1639728,36.8265461","129.2026738,35.8332657","127.1278947,37.4278371","127.3306624,36.3637666","126.9335727,35.1644363","127.5210795,34.9547769","129.3411793,36.015367","128.8121867,35.9072199","127.3229993,36.3808495","126.7344507,37.4266802","127.1518373,37.5113991","129.362877,35.5808544","128.5372356,35.8502605","128.5372356,35.8502605","126.7344507,37.4266802","128.5558378,35.8653161","129.3768296,35.5608274","126.9299706,37.5145235"
"127.1638202,36.8265709","129.2026456,35.8331399","127.127708,37.427649","127.3307375,36.3635999","126.9336005,35.1643913","127.5210784,34.9548049","129.3411647,36.0155042","128.8123974,35.9072978","127.3229008,36.3810306","126.734457,37.4265","127.151962,37.5113409","129.3630662,35.5808759","128.5368055,35.850147","128.5368055,35.850147","126.734457,37.4265","128.5558295,35.8653558","129.3767553,35.5610945","126.9337795,37.5148041"
"127.1637034,36.8266292","129.2026259,35.8330456","127.1276269,37.427592","127.3307746,36.3634331","126.9336371,35.1643329","127.5210741,34.9548996","129.3411494,36.0156577","128.8125715,35.9073671","127.3228169,36.3811846","126.7344336,37.4262466","127.1521116,37.5112999","129.3634618,35.5808995","128.5367234,35.8501369","128.5367234,35.8501369","126.7344336,37.4262466","128.5558243,35.8653829","129.37668,35.561368","126.9338768,37.5148109"
"127.1636379,36.8267219","129.2026137,35.8329907","127.1275435,37.4275538","127.3307864,36.3631411","126.9338073,35.1640181","127.5211546,34.9571774","129.3409622,36.0162916","128.8142573,35.908124","127.3223869,36.381971","126.7343992,37.4261859","127.1523368,37.5112744","129.3638297,35.5809172","128.5367035,35.8501344","128.5367035,35.8501344","126.7343992,37.4261859","128.5557938,35.8655887","129.376458,35.5621602","126.9347134,37.5149122"
"127.1636005,36.8268056","129.2025252,35.832479","127.1273946,37.4274966","127.33076,36.3629923","126.9339107,35.1638265","127.5211579,34.9572748","129.3408119,36.01665","128.8147631,35.9083519","127.3222135,36.3822529","126.7340652,37.4255781","127.1525935,37.5113139","129.3645875,35.5809533","128.5364506,35.8501059","128.5364506,35.8501059","126.7340652,37.4255781","128.5555867,35.8666742","129.3762855,35.5628571","126.9354063,37.5150129"
"127.1636047,36.8268813","129.2024396,35.8319934","127.126972,37.4274637","127.3307269,36.3628146","126.9339952,35.1636727","127.5211679,34.9577383","129.3406243,36.0169828","128.8162902,35.9092295","127.3219258,36.3827393","126.7336973,37.4248618","127.152756,37.5114136","129.3649245,35.5809706","128.5359827,35.8500631","128.5359827,35.8500631","126.7336973,37.4248618","128.5555195,35.8670391","129.3763093,35.5629784","126.9394779,37.5157362"
"127.1636167,36.8269643","129.2022594,35.830971","127.1266638,37.4273978","127.3306351,36.3625071","126.9340764,35.1635216","127.5211746,34.9579998","129.3401744,36.0176748","128.8166135,35.9094099","127.3215779,36.3832346","126.7335278,37.4245281","127.1528147,37.5114525","129.3649952,35.5809722","128.5350991,35.8499833","128.5350991,35.8499833","126.7335278,37.4245281","128.5553374,35.868008","129.3762173,35.5633846","126.9396722,37.5157696"
"127.1636601,36.8270329","129.202173,35.8301879","127.125701,37.4273632","127.3299916,36.3610952","126.9341243,35.1634325","127.5211834,34.9581792","129.3400402,36.0178661","128.8170408,35.9096486","127.3212671,36.3836128","126.7334602,37.4243934","127.1528743,37.5115329","129.3651266,35.5809765","128.5346002,35.8499416","128.5346002,35.8499416","126.7334602,37.4243934","128.5553033,35.8681895","129.3761893,35.5635104","126.941242,37.5160375"
"127.1637394,36.8271035","129.202153,35.8300845","127.1249996,37.4274827","127.3299509,36.3608788","126.9342599,35.1631906","127.5211856,34.9582108","129.3399736,36.0179609","128.8171639,35.9097212","127.3210647,36.383864","126.7333893,37.4242568","127.1529622,37.5115998","129.3654402,35.5809825","128.5343996,35.8499244","128.5343996,35.8499244","126.7333893,37.4242568","128.5552206,35.8686393","129.376201,35.5636301","126.9420524,37.5161603"
"127.1638278,36.8271425","129.2021455,35.8300405","127.1247133,37.4275638","127.3298866,36.3607246","126.9343789,35.1629793","127.52119,34.9582946","129.3396987,36.0183546","128.8173384,35.9098221","127.3208467,36.3841225","126.7330449,37.4235605","127.153449,37.5122746","129.3669547,35.5810041","128.5334118,35.8498409","128.5334118,35.8498409","126.7330449,37.4235605","128.5551607,35.868967","129.3762502,35.5637555","126.9422209,37.5161846"
"127.16396,36.8271708","129.2020805,35.8296961","127.1243181,37.427714","127.3289619,36.3589499","126.9344967,35.1627679","127.5212076,34.9586039","129.3396458,36.0185158","128.8174279,35.9098743","127.3201558,36.3849283","126.7327921,37.4230776","127.1534975,37.512318","129.3670506,35.580999","128.5324977,35.849718","128.5324977,35.849718","126.7327921,37.4230776","128.5551246,35.8691666","129.3763098,35.5638484","126.9440554,37.5164501"
"127.1640654,36.8271711","129.2020196,35.829486","127.1240809,37.4279097","127.3286367,36.3583328","126.9345123,35.16274","127.5212109,34.958677","129.3396168,36.0186028","128.8176181,35.909984","127.3192268,36.3859997","126.7327467,37.4229907","127.1535561,37.5123696","129.3671156,35.5809962","128.5322249,35.8496816","128.5322249,35.8496816","126.7327467,37.4229907","128.5549817,35.8700821","129.3764208,35.5639719","126.9449224,37.516575"
"127.1642953,36.8271645","129.2018576,35.8290565","127.1239263,37.4280769","127.3284314,36.3579448","126.9345957,35.1625934","127.5212186,34.9588663","129.3395158,36.0187946","128.8176539,35.9100034","127.3187314,36.3866264","126.7326912,37.4228876","127.1537116,37.5125079","129.3672301,35.5809836","128.5321117,35.8496664","128.5321117,35.8496664","126.7326912,37.4228876","128.5549582,35.8702319","129.3765205,35.5640371","126.9449405,37.5165778"
"127.1644862,36.8271092","129.2017806,35.8289233","127.1237871,37.4283415","127.3266311,36.3545326","126.9346201,35.1625494","127.5212219,34.9589105","129.3394244,36.019015","128.8177434,35.9100547","127.3186542,36.3867246","126.7323337,37.422148","127.1541495,37.5127499","129.367683,35.5809054","128.5310708,35.8495004","128.5310708,35.8495004","126.7323337,37.422148","128.554945,35.8703222","129.376649,35.5641063","126.9454413,37.516645"
"127.1646826,36.8270746","129.2012805,35.828311","127.1237133,37.4286297","127.3265578,36.3543937","126.934787,35.1622382","127.5212362,34.9592027","129.3393422,36.0194418","128.8185209,35.9104951","127.3185167,36.386911","126.7321562,37.4218296","127.154562,37.5128664","129.3679235,35.5808556","128.5309421,35.8494808","128.5309421,35.8494808","126.7321562,37.4218296","128.5549318,35.8704179","129.376875,35.5641479","126.9458846,37.5166849"
"127.1649956,36.8270457","129.2009938,35.828051","127.1236845,37.4296535","127.3253115,36.3520325","126.9349082,35.1620088","127.5212516,34.9593848","129.3392782,36.019742","128.8190393,35.9108095","127.318435,36.3870182","126.7320818,37.4216957","127.1557899,37.5130656","129.3683249,35.5807512","128.5307291,35.8494501","128.5307291,35.8494501","126.7320818,37.4216957","128.5549247,35.8704666","129.3770447,35.5641858","126.9462013,37.5167"
"127.1651797,36.8270021","129.2003685,35.8274396","127.123703,37.431606","127.3242982,36.3501252","126.9349182,35.1619917","127.5213066,34.9602857","129.3392282,36.0199781","128.8197619,35.9112163","127.3184037,36.3870596","126.7320041,37.4215573","127.1562501,37.51314","129.3685929,35.5806469","128.5307136,35.8494476","128.5307136,35.8494476","126.7320041,37.4215573","128.5549209,35.8706812","129.3771784,35.5642396","126.9465623,37.5167034"
"127.1656814,36.8268809","129.1997458,35.8266325","127.1235501,37.4321157","127.3228211,36.3473445","126.9349494,35.1619332","127.5213242,34.9605742","129.3391095,36.0205036","128.8203434,35.9115308","127.3182829,36.3872244","126.7318906,37.4213844","127.1566391,37.5132015","129.3688816,35.5805352","128.530677,35.8494425","128.530677,35.8494425","126.7318906,37.4213844","128.5549191,35.8707137","129.3773413,35.56432","126.9468747,37.5166923"
"127.1659913,36.8268042","129.1995888,35.8263291","127.1235552,37.4324411","127.3223928,36.3465379","126.9350371,35.1617885","127.5213429,34.9608619","129.3390874,36.0206509","128.8208154,35.9117916","127.3182627,36.3872541","126.7318561,37.421331","127.1570153,37.5133252","129.3692328,35.5803548","128.5306115,35.8494331","128.5306115,35.8494331","126.7318561,37.421331","128.5549124,35.8708742","129.377463,35.5643803","126.947116,37.5166601"
