0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"127.1036745,37.3278089","128.7094996,36.0716741","127.1069909,37.6443345","127.1066407,35.9877594","127.2250827,35.3824841","127.2280947,35.2231342","128.7499998,36.0587229","128.5910404,36.143214",,,"127.6212663,37.3881716","129.4546738,35.766101","129.005489,36.0547115","129.005489,36.0547115","127.2159521,37.3999576","128.5577369,36.235841","129.4577512,35.7610145","127.0913746,37.166358"
"127.103658,37.3283704","128.7070789,36.0725567","127.106855,37.644308","127.1068537,35.9877664","127.2256842,35.3826991","127.2273002,35.223788","128.7494237,36.0587974","128.5906827,36.1434688",,,"127.6224138,37.3887734","129.4544087,35.7662974","129.0056465,36.0547032","129.0056465,36.0547032","127.2170156,37.3992652","128.5579248,36.2371492","129.457652,35.7614371","127.0913557,37.1663183"
"127.1035972,37.3304921","128.7066548,36.072707","127.1066796,37.6442542","127.1075633,35.987611","127.2261472,35.3828652","127.2266569,35.224259","128.7485014,36.0589621","128.5898343,36.1440093",,,"127.6227542,37.3889561","129.4541081,35.7664888","129.0065371,36.0546569","129.0065371,36.0546569","127.2184256,37.3983735","128.5579402,36.2372194","129.4576132,35.7616144","127.0912934,37.1661792"
"127.1035681,37.3328031","128.7064129,36.0727924","127.1065134,37.6441662","127.1077719,35.9876126","127.2292299,35.3838748","127.226246,35.2245466","128.7475919,36.0591609","128.5890478,36.144524",,,"127.6249997,37.3901571","129.4538282,35.7666674","129.0079289,36.0545763","129.0079289,36.0545763","127.2194807,37.3977937","128.5581866,36.2383243","129.4575299,35.7619601","127.0912778,37.1661458"
"127.1035619,37.3333331","128.7046488,36.0735512","127.1064275,37.6441209","127.1084496,35.9874164","127.2302363,35.384208","127.2255677,35.2249734","128.7469597,36.0593405","128.588265,36.1450622",,,"127.6286519,37.3920866","129.4535219,35.7668517","129.0099869,36.0544485","129.0099869,36.0544485","127.2203363,37.3974081","128.5585997,36.2394159","129.4574488,35.7622607","127.0911297,37.165828"
"127.1035521,37.3339154","128.7034189,36.0741667","127.1060871,37.6439746","127.1097746,35.9870953","127.2305828,35.384307","127.2253959,35.2250713","128.746209,36.059617","128.5881461,36.1451435",,,"127.6295169,37.3925373","129.4533007,35.7669861","129.0126374,36.0543556","129.0126374,36.0543556","127.2209665,37.3971636","128.5588147,36.2398432","129.4573802,35.7625287","127.091103,37.165773"
"127.1035489,37.3340911","128.7024435,36.0747246","127.1059866,37.6439076","127.1104533,35.9869253","127.2312495,35.3844672","127.2249016,35.2253524","128.7444127,36.060401","128.584336,36.1475842",,,"127.630322,37.3929339","129.4529355,35.7672074","129.0150375,36.0542955","129.0150375,36.0542955","127.2220081,37.3968956","128.5591017,36.2404113","129.4572945,35.7627798","127.0910963,37.1657594"
"127.1035505,37.3374443","128.7011235,36.0754807","127.1059494,37.6438579","127.1114807,35.9866671","127.231684,35.3845719","127.2235277,35.2260896","128.7424573,36.0613778","128.5809677,36.1497449",,,"127.6314097,37.3934465","129.4522338,35.7676425","129.0202693,36.0541545","129.0202693,36.0541545","127.2232358,37.3966731","128.559112,36.2404328","129.4572028,35.7630103","127.0893581,37.1620459"
"127.1035284,37.3395057","128.7009122,36.0756054","127.1059305,37.6437821","127.1121282,35.9865043","127.2324026,35.3847096","127.2232778,35.2262143","128.7419868,36.0616099","128.5806755,36.1499198",,,"127.6320496,37.3937333","129.4509715,35.7684022","129.0227949,36.0540935","129.0227949,36.0540935","127.2237478,37.396613","128.5596278,36.2412982","129.4570836,35.763243","127.0888794,37.1610238"
"127.1035144,37.341312","128.700082,36.076151","127.105919,37.6436063","127.1124026,35.9864348","127.2333712,35.3848028","127.220638,35.2275735","128.7393336,36.0629148","128.5802294,36.1502168",,,"127.6345482,37.3947572","129.4503111,35.7688051","129.0228826,36.0540915","129.0228826,36.0540915","127.2253664,37.3964248","128.5598373,36.2416497","129.4569867,35.7633996","127.0887547,37.1607566"
"127.1035144,37.3423747","128.6997013,36.0763856","127.1058668,37.6436259","127.112748,35.9863539","127.2339788,35.3848375","127.2190944,35.2284166","128.7382958,36.0634322","128.5797269,36.1505387",,,"127.634754,37.3948417","129.4495493,35.7692699","129.0260296,36.0540163","129.0260296,36.0540163","127.2258739,37.3963656","128.5617771,36.2448645","129.4569793,35.7634123","127.0886077,37.1604424"
"127.1035138,37.342921","128.6986125,36.0770853","127.1058067,37.6436257","127.1129912,35.9862979","127.234558,35.3848451","127.2181729,35.2288978","128.7380644,36.0635473","128.5794889,36.1506905",,,"127.636443,37.3955049","129.4491496,35.7695261","129.0299095,36.0539507","129.0299095,36.0539507","127.2268698,37.3962183","128.5618603,36.2450089","129.4568318,35.763623","127.0876714,37.1584425"
"127.1035141,37.3430688","128.6965824,36.0784047","127.1057229,37.6436074","127.1130723,35.9862792","127.2350204,35.3848308","127.2175564,35.22922","128.7359711,36.0645912","128.5792035,36.1508724",,,"127.6389358,37.396352","129.4490157,35.7696139","129.0308296,36.0539407","129.0308296,36.0539407","127.2275242,37.3961215","128.5621499,36.2455165","129.456522,35.7640247","127.08754,37.1581599"
"127.1035135,37.3436232","128.6956433,36.0790208","127.1056517,37.6435639","127.1134125,35.9861243","127.2353519,35.3848099","127.2172151,35.2293987","128.7355844,36.0647845","128.5791616,36.150899",,,"127.6402292,37.3968787","129.4488819,35.7697099","129.0322034,36.0539087","129.0322034,36.0539087","127.2293772,37.3957779","128.5623992,36.2459317","129.4562304,35.764399","127.0874432,37.157954"
"127.1035133,37.3436619","128.6955012,36.0790925","127.1055111,37.6435833","127.1138224,35.9860111","127.2358883,35.3847633","127.2151081,35.2304514","128.7347271,36.065208","128.5791076,36.1509337",,,"127.6453771,37.3989042","129.4488417,35.7697385","129.0331344,36.0538869","129.0331344,36.0538869","127.2307408,37.3954637","128.5627294,36.2464796","129.4558507,35.764883","127.0871795,37.1573591"
"127.103474,37.3461992","128.6946018,36.0795477","127.1054521,37.6435876","127.1151686,35.9856539","127.2374425,35.3845539","127.2142222,35.2308073","128.7342379,36.0654511","128.5758011,36.1530847",,,"127.6458859,37.3991019","129.4485009,35.7699603","129.0344593,36.0538546","129.0344593,36.0538546","127.2311661,37.3953412","128.5633522,36.2475153","129.4556726,35.7651076","127.0859652,37.1547101"
"127.1034795,37.3485825","128.6932607,36.0801687","127.1054146,37.6435983","127.1157952,35.9854558","127.2380726,35.3844696","127.2137227,35.2309468","128.732658,36.0661741","128.575116,36.153548",,,"127.6460985,37.3991846","129.4480835,35.770307","129.0350441,36.0538408","129.0350441,36.0538408","127.2333645,37.3947197","128.5637245,36.2481332","129.4554566,35.7653653","127.0855858,37.1538642"
"127.1034635,37.3496857","128.6912269,36.0809534","127.1054101,37.6436001","127.1160819,35.9853548","127.2390276,35.3843409","127.2136149,35.2309772","128.729666,36.0672019","128.574662,36.1538441",,,"127.6466582,37.399402","129.4477211,35.770641","129.0352837,36.0538333","129.0352837,36.0538333","127.2337592,37.3946124","128.564387,36.2492172","129.4552584,35.7655858","127.0854356,37.1535274"
"127.1034636,37.349893","128.6910734,36.0810109","127.1053918,37.643628","127.1167447,35.9850116","127.2395948,35.3842961","127.2131607,35.2310835","128.7282968,36.0675559","128.5739076,36.1542836",,,"127.6481801,37.3999923","129.4473979,35.7709969","129.0358048,36.0537986","129.0358048,36.0537986","127.2345983,37.3943835","128.5648662,36.2499999","129.4550555,35.7657883","127.0847992,37.1521082"
"127.1034661,37.3502734","128.6903671,36.0812397","127.1052741,37.644026","127.1170028,35.9848772","127.240294,35.3842814","127.2129341,35.2311325","128.7280259,36.0676262","128.5735072,36.1545072",,,"127.6495435,37.4004215","129.4471031,35.7713811","129.0364291,36.0537564","129.0364291,36.0537564","127.2348629,37.3943111","128.5649825,36.2502054","129.4546738,35.766101","127.0847615,37.152008"
"127.1034683,37.3507061","128.6886044,36.0816655","127.1052121,37.6441745","127.1170384,35.9848566","127.2404316,35.384288","127.2128967,35.2311378","128.7230177,36.0686881","128.5723576,36.1551486",,,"127.6510832,37.4008089","129.4468842,35.7717011","129.03649,36.0537493","129.03649,36.0537493","127.2349975,37.3942727","128.5662843,36.2523853","129.4544087,35.7662974","127.0847236,37.1519267"
"127.1034565,37.3533823","128.6875816,36.081966","127.105133,37.6443419","127.1170539,35.9848476","127.2409325,35.3843134","127.2123349,35.2312204","128.7218401,36.0689399","128.571502,36.1556674",,,"127.6526938,37.4011286","129.4466639,35.7721058","129.0369806,36.0536898","129.0369806,36.0536898","127.2380474,37.3934213","128.5670291,36.2536237","129.4541081,35.7664888","127.0841458,37.1507114"
"127.1034426,37.3562504","128.686398,36.0823617","127.1050311,37.6445272","127.1171174,35.9848082","127.2412957,35.3843494","127.211771,35.2312632","128.7189005,36.0695684","128.5708759,36.1560615",,,"127.6538512,37.4012903","129.4464656,35.7725021","129.0380791,36.053545","129.0380791,36.053545","127.2396543,37.392967","128.5671065,36.2537519","129.4538282,35.7666674","127.0841191,37.1506563"
"127.1034322,37.3586517","128.6853875,36.0827423","127.104972,37.6445685","127.117397,35.9845647","127.242262,35.3844795","127.211084,35.2313039","128.7186149,36.0696281","128.5699339,36.1567668",,,"127.6554807,37.4014107","129.4459283,35.7738756","129.039279,36.0533646","129.039279,36.0533646","127.2405928,37.3927338","128.5683693,36.255842","129.4535219,35.7668517","127.0838542,37.1498937"
"127.1034303,37.358795","128.6848502,36.0829748","127.1048198,37.6446202","127.1175128,35.9844596","127.2427979,35.3845906","127.2102343,35.2313551","128.7149026,36.0704114","128.5695149,36.1571032",,,"127.6566739,37.4014632","129.4455292,35.7747925","129.0408689,36.0530332","129.0408689,36.0530332","127.2410032,37.3926491","128.5684149,36.2559183","129.4533007,35.7669861","127.0838342,37.1498377"
"127.1033882,37.3616432","128.6840225,36.0833327","127.1047471,37.6446443","127.1178159,35.9841829","127.2437494,35.3848776","127.2099089,35.2313913","128.7143536,36.0705269","128.5693016,36.1572728",,,"127.658128,37.4014415","129.4455544,35.7750103","129.0413095,36.0529103","129.0413095,36.0529103","127.2416611,37.3925405","128.5684741,36.256016","129.4529355,35.7672074","127.0836422,37.1491114"
"127.1034089,37.3652218","128.6833921,36.0836563","127.1046586,37.6446612","127.117865,35.9841353","127.2446204,35.3851896","127.209457,35.2314425","128.7137658,36.070651","128.568781,36.1577454",,,"127.6581743,37.4014396","129.4453466,35.775651","129.0426509,36.0525307","129.0426509,36.0525307","127.2420126,37.3924827","128.5692844,36.2574061","129.4522338,35.7676425","127.0835279,37.148608"
"127.1034107,37.365302","128.6819462,36.0844783","127.1045497,37.6446725","127.1186329,35.9833695","127.2468813,35.3861303","127.2089599,35.2315432","128.7131003,36.070774","128.5687118,36.1578055",,,"127.6590838,37.4014068","129.4451813,35.7764938","129.0430338,36.0524076","129.0430338,36.0524076","127.2422737,37.3924373","128.5695865,36.2579245","129.4509715,35.7684022","127.0834768,37.1482725"
"127.1034104,37.365585","128.6791662,36.0860401","127.1044057,37.6446891","127.1187834,35.9832195","127.2476259,35.3863825","127.2084946,35.2316602","128.7122991,36.0709534","128.5683619,36.1582332",,,"127.6604449,37.4012428","129.4451168,35.7767058","129.0440331,36.0520225","129.0440331,36.0520225","127.2431667,37.3923077","128.5703124,36.2589998","129.4503111,35.7688051","127.0834385,37.1480669"
"127.1034126,37.3688156","128.6777867,36.0867064","127.1042232,37.6446948","127.1189841,35.983019","127.2480704,35.3864917","127.208422,35.2316835","128.7105522,36.0713776","128.5682141,36.1584879",,,"127.6635568,37.4008518","129.4450567,35.7768735","129.0443863,36.0518611","129.0443863,36.0518611","127.2440437,37.3921996","128.5705745,36.259358","129.4495493,35.7692699","127.0834009,37.1477422"
"127.1033539,37.3761003","128.6749521,36.0879666","127.1040249,37.6446743","127.119168,35.9828357","127.2488318,35.3866682","127.2079082,35.2318518","128.7094996,36.0716741","128.5681605,36.1586335",,,"127.6640042,37.4007989","129.4449449,35.7771413","129.0464963,36.0508765","129.0464963,36.0508765","127.2454269,37.3920854","128.570974,36.2598413","129.4491496,35.7695261","127.083394,37.1473591"
"127.1033452,37.3766781","128.6720187,36.0893864","127.1038312,37.6446431","127.1192304,35.9827692","127.2492896,35.3867512","127.2071708,35.2321503","128.7070789,36.0725567","128.568214,36.1588088",,,"127.664822,37.4007031","129.4447257,35.777591","129.0465997,36.0508283","129.0465997,36.0508283","127.2488393,37.3918818","128.5716866,36.2605913","129.4490157,35.7696139","127.0833901,37.1468308"
"127.1033507,37.3775606","128.6704087,36.0903226","127.1037531,37.6446302","127.1192717,35.982726","127.2497397,35.3868089","127.2068416,35.2323109","128.7066548,36.072707","128.5682916,36.1589551",,,"127.6657143,37.4005991","129.4441207,35.7773682","129.0491618,36.0494664","129.0491618,36.0494664","127.2499998,37.3918058","128.5723716,36.261273","129.4488819,35.7697099","127.0833918,37.1467335"
"127.1033605,37.3789163","128.6696448,36.0907925","127.1035845,37.6445809","127.1194858,35.9824914","127.2499995,35.3868356","127.206508,35.2324832","128.7064129,36.0727924","128.5684268,36.1590864",,,"127.6676348,37.400472","129.444047,35.7773415","129.0501065,36.048953","129.0501065,36.048953","127.252723,37.3916276","128.5726583,36.2615571","129.4488417,35.7697385","127.0834467,37.1461631"
"127.1033522,37.3811435","128.6677201,36.0920797","127.1032827,37.6444186","127.1196174,35.9823467","127.251106,35.3868722","127.2062568,35.2326494","128.7046488,36.0735512","128.5686069,36.1591686",,,"127.6679827,37.4004463","129.4432096,35.7770684","129.0524152,36.047752","129.0524152,36.047752","127.2542,37.3914901","128.5728896,36.2617849","129.4485009,35.7699603","127.0834549,37.1461009"
"127.1033519,37.3811958","128.6666877,36.0928741","127.1031843,37.644366","127.1197546,35.9821812","127.2518889,35.3868584","127.2059274,35.2328866","128.7034189,36.0741667","128.5688064,36.1592065",,,"127.6684143,37.4004249","129.4430223,35.7770074","129.0564267,36.0456491","129.0564267,36.0456491","127.255321,37.3913744","128.5735564,36.2624397","129.4480835,35.770307","127.0834667,37.1460135"
"127.1033445,37.381532","128.6665658,36.0929654",,"127.119901,35.9819572","127.252564,35.386803","127.2052805,35.2333684","128.7024435,36.0747246","128.5690409,36.1591972",,,"127.6705076,37.4002867","129.4428239,35.7769475","129.0571101,36.0452887","129.0571101,36.0452887","127.2562998,37.3912484","128.5741862,36.2630696","129.4477211,35.770641","127.0835664,37.1452792"
"127.1033465,37.3820143","128.666189,36.0932486",,"127.120154,35.981481","127.2531103,35.3867356","127.2051979,35.2334304","128.7011235,36.0754807","128.5692847,36.1591445",,,"127.6705527,37.400284","129.4427704,35.7769312","129.0577407,36.044956","129.0577407,36.044956","127.2572379,37.3910935","128.5742686,36.2631536","129.4473979,35.7709969","127.0835687,37.1452711"
"127.1033449,37.3823144","128.6655631,36.0937397",,"127.1202571,35.9812496","127.253161,35.3867276","127.2049764,35.2335958","128.7009122,36.0756054","128.5694555,36.1589501",,,"127.6720598,37.4001952","129.4426469,35.7769017","129.0591098,36.0442485","129.0591098,36.0442485","127.2574877,37.3910498","128.5746747,36.2636242","129.4471031,35.7713811","127.0837576,37.1444894"
"127.1033423,37.383241","128.6649832,36.0942637",,"127.1203393,35.980992","127.2538892,35.3866083","127.2046579,35.2338439","128.700082,36.076151","128.5696256,36.1587052",,,"127.6747416,37.4000381","129.4424601,35.7768632","129.059581,36.0440486","129.059581,36.0440486","127.2594421,37.3907077","128.575127,36.264216","129.4468842,35.7717011","127.083996,37.1437375"
"127.1032846,37.3841062","128.6643875,36.0947689",,"127.1204483,35.9804722","127.2548732,35.3863659","127.2040936,35.2342816","128.6997013,36.0763856","128.5697279,36.1584635",,,"127.6758747,37.3999814","129.4423446,35.7768444","129.0600874,36.0438346","129.0600874,36.0438346","127.2609603,37.3903944","128.5752773,36.2644616","129.4466639,35.7721058","127.0841745,37.1432171"
"127.1032229,37.3846765","128.6634374,36.0955742",,"127.1204835,35.9802992","127.2581602,35.3855123","127.2032935,35.2349036","128.6986125,36.0770853","128.5697788,36.158198",,,"127.6786775,37.399805","129.4418851,35.7767788","129.0607888,36.0435488","129.0607888,36.0435488","127.2624097,37.390043","128.5754499,36.2647873","129.4464656,35.7725021","127.0842982,37.1428263"
"127.1031576,37.385063","128.6616184,36.0971154",,"127.120503,35.9801685","127.2597885,35.3851846","127.2025098,35.2355104","128.6965824,36.0784047","128.5697602,36.1578944",,,"127.6799314,37.3997211","129.4413106,35.7767195","129.061321,36.0433507","129.061321,36.0433507","127.2635505,37.3897443","128.5756809,36.2653217","129.4459283,35.7738756","127.0844815,37.1422501"
"127.1030485,37.3856143","128.6612641,36.09742",,"127.120511,35.9801135","127.2606951,35.3850539","127.2017605,35.2360622","128.6956433,36.0790208","128.5696395,36.1575186",,,"127.6821037,37.3995781","129.4410933,35.7767014","129.0623105,36.0430358","129.0623105,36.0430358","127.2645884,37.389448","128.5756867,36.2653333","129.4455292,35.7747925","127.0847588,37.1413749"
"127.1024327,37.3890699","128.6609151,36.0977137",,"127.1205564,35.9799099","127.2616346,35.3849647","127.2005481,35.2369897","128.6955012,36.0790925","128.5695146,36.1573223",,,"127.6830606,37.3995198","129.4408485,35.7766855","129.0630222,36.0428228","129.0630222,36.0428228","127.2670524,37.3886615","128.5765873,36.2676078","129.4455544,35.7750103","127.084924,37.1408247"
"127.1017348,37.3924369","128.6603227,36.0982215",,"127.1205836,35.9797802","127.2640034,35.3847935","127.1993225,35.2379497","128.6946018,36.0795477","128.569253,36.1570524",,,"127.6847313,37.399419","129.440523,35.7766773","129.0642594,36.0424623","129.0642594,36.0424623","127.2680147,37.3883524","128.5766623,36.2678019","129.4453466,35.775651","127.0850898,37.1403493"
"127.1016766,37.3927657","128.6570613,36.1010217",,"127.1207673,35.9789432","127.2644372,35.384798","127.1982853,35.2387442","128.6932607,36.0801687","128.568927,36.1567857",,,"127.6882717,37.3992016","129.4399216,35.7766915","129.066292,36.0419652","129.066292,36.0419652","127.2715009,37.3872243","128.578037,36.2713495","129.4451813,35.7764938","127.0851299,37.1402224"
"127.1016092,37.3931062","128.6554914,36.1023729",,"127.1208422,35.978608","127.2653004,35.3848069","127.1978246,35.239083","128.6912269,36.0809534","128.568404,36.1565037",,,"127.6904747,37.399153","129.4393112,35.7767473","129.0663671,36.0419471","129.0663671,36.0419471","127.274745,37.3861831","128.5782994,36.2719746","129.4451168,35.7767058","127.085424,37.139358"
"127.1012115,37.3952564","128.6550524,36.1027386",,"127.1209278,35.9783279","127.2663607,35.3848188","127.1971781,35.2394574","128.6910734,36.0810109","128.5679314,36.1563294",,,"127.6920149,37.3992451","129.4386367,35.7768492","129.0675259,36.0417219","129.0675259,36.0417219","127.2821815,37.3837913","128.5784508,36.2723771","129.4450567,35.7768735","127.0855934,37.138862"
"127.101165,37.3954942","128.6546353,36.1030843",,"127.1210032,35.9780946","127.2679657,35.3849328","127.1968201,35.2396639","128.6903671,36.0812397","128.5671875,36.1561531",,,"127.6934921,37.3994374","129.4380294,35.776987","129.0694862,36.0415015","129.0694862,36.0415015","127.2824834,37.3836945","128.5787281,36.273113","129.4449449,35.7771413","127.0856105,37.1388097"
"127.1009282,37.3967022","128.6527606,36.1046422",,"127.1211411,35.977784","127.2692579,35.3850651","127.1963334,35.2399134","128.6886044,36.0816655","128.5659526,36.1559207",,,"127.6947481,37.3997166","129.4374281,35.7771896","129.0702085,36.0414272","129.0702085,36.0414272","127.283778,37.3832633","128.5789869,36.2737994","129.4447257,35.777591","127.0859116,37.1378995"
"127.1009107,37.396804","128.651592,36.1053331",,"127.1212921,35.9775257","127.2699382,35.385135","127.1961947,35.2399752","128.6875816,36.081966","128.5657682,36.1559268",,,"127.6988061,37.4008834","129.4368855,35.7773976","129.0705564,36.0413974","129.0705564,36.0413974","127.284306,37.3830984","128.5801703,36.2769404","129.4441207,35.7773682","127.0860365,37.1375078"
"127.1008664,37.3970553","128.6512774,36.1054768",,"127.1216375,35.9769705","127.2700692,35.3851487","127.1954373,35.2403106","128.686398,36.0823617","128.5654539,36.1558683",,,"127.6999888,37.4011987","129.4367485,35.7774476","129.0711304,36.0413493","129.0711304,36.0413493","127.2859262,37.3825939","128.580257,36.2771722","129.444047,35.7773415","127.0863624,37.1365741"
"127.1007536,37.3976643","128.6506098,36.1057825",,"127.1217012,35.9768671","127.2702871,35.3851636","127.194503,35.2406265","128.6853875,36.0827423","128.5623233,36.1552822",,,"127.7010797,37.4014051","129.436315,35.7776376","129.0716229,36.0413311","129.0716229,36.0413311","127.2867707,37.3823376","128.5810498,36.2792745","129.4432096,35.7770684","127.0865999,37.1359827"
"127.1007303,37.3977922","128.6496329,36.1061381",,"127.1217292,35.9768203","127.2721788,35.3855396","127.1932873,35.2409327","128.6848502,36.0829748","128.5615754,36.1552167",,,"127.7019545,37.4015172","129.4359372,35.7778411","129.0721564,36.0413106","129.0721564,36.0413106","127.2873732,37.3821836","128.581224,36.2798833","129.4430223,35.7770074","127.0869122,37.1352663"
"127.1006768,37.398084","128.6491696,36.1062886",,"127.1218018,35.9767087","127.2732319,35.3857652","127.1921468,35.2411318","128.6840225,36.0833327","128.5612695,36.1552077",,,"127.7030338,37.4016244","129.4354448,35.7781555","129.0734911,36.0413363","129.0734911,36.0413363","127.2878253,37.3820691","128.5813739,36.2806581","129.4428239,35.7769475","127.0870827,37.1349839"
"127.1005663,37.3986804","128.6491242,36.1063025",,"127.1218766,35.9766043","127.2744191,35.3860451","127.1906622,35.2413408","128.6833921,36.0836563","128.5608696,36.1552238",,,"127.7041706,37.4016765","129.4353523,35.7782192","129.0742874,36.0413592","129.0742874,36.0413592","127.2885827,37.381892","128.5815118,36.2816161","129.4427704,35.7769312","127.0871611,37.1348534"
"127.1004489,37.3993055","128.6469994,36.1069431",,"127.1220307,35.9763885","127.2772103,35.3868726","127.1900123,35.241433","128.6819462,36.0844783","128.560763,36.1552329",,,"127.7052439,37.4016521","129.4352707,35.7782755","129.0759947,36.0415315","129.0759947,36.0415315","127.2889714,37.3818115","128.5815138,36.2816746","129.4426469,35.7769017","127.0873497,37.1345413"
"127.1003485,37.3997","128.6460579,36.1072947",,"127.1225922,35.9756374","127.2803377,35.3879586","127.1893996,35.2415576","128.6791662,36.0860401","128.5605143,36.1552576",,,"127.7065215,37.4015453","129.4350139,35.7784509","129.0772658,36.0416518","129.0772658,36.0416518","127.2891466,37.3817749","128.5815498,36.2825911","129.4424601,35.7768632","127.0879371,37.1337582"
"127.100219,37.4000421","128.6449732,36.1078009",,"127.1241168,35.9734134","127.2808008,35.388119","127.1886372,35.2417495","128.6777867,36.0867064","128.5600438,36.1553204",,,"127.7066728,37.4015252","129.4344142,35.7789509","129.078483,36.0417954","129.078483,36.0417954","127.2908043,37.3815579","128.5814872,36.2837826","129.4423446,35.7768444","127.0884618,37.1331245"
"127.100034,37.4004164","128.6443283,36.1081488",,"127.1249989,35.9721747","127.2825244,35.388793","127.1878745,35.2420244","128.6749521,36.0879666","128.5595894,36.1554218",,,"127.7076622,37.4013937","129.4340628,35.7793316","129.0796592,36.0419944","129.0796592,36.0419944","127.2924566,37.3812579","128.5813617,36.2850161","129.4418851,35.7767788","127.0892241,37.1324745"
"127.0998684,37.4007503","128.643791,36.1084857",,"127.1262115,35.970241","127.2833019,35.3891424","127.1874747,35.2422344","128.6720187,36.0893864","128.5594387,36.1554628",,,"127.7086165,37.4012199","129.4336811,35.7797867","129.0798387,36.0420362","129.0798387,36.0420362","127.2934116,37.3810469","128.5810864,36.2876618","129.4413106,35.7767195","127.089725,37.1320914"
"127.09965,37.4010227","128.6430008,36.1090729",,"127.126389,35.9699828","127.2837825,35.3893894","127.1871124,35.2424246","128.6704087,36.0903226","128.559091,36.1555578",,,"127.7098709,37.4009274","129.4333209,35.7802135","129.0807777,36.0422564","129.0807777,36.0422564","127.2935936,37.3810057","128.5809907,36.2884776","129.4410933,35.7767014","127.0903242,37.1316247"
"127.0994914,37.4013151","128.6421854,36.109847",,"127.126484,35.9698433","127.2849117,35.389992","127.1868281,35.2425979","128.6696448,36.0907925","128.5584626,36.1557879",,,"127.714018,37.3999257","129.4329796,35.7805119","129.0809217,36.042296","129.0809217,36.042296","127.2940254,37.3809064","128.5809073,36.2893726","129.4408485,35.7766855","127.0906836,37.1313636"
"127.0990242,37.4018498","128.6419928,36.1100525",,"127.1266872,35.9695491","127.2855713,35.3903926","127.1865119,35.2427909","128.6677201,36.0920797","128.557935,36.1560684",,,"127.7151053,37.3996597","129.4326808,35.7807367","129.0817923,36.042536","129.0817923,36.042536","127.2941067,37.3808876","128.5808782,36.289683","129.440523,35.7766773","127.0907729,37.131299"
"127.0987446,37.4021472","128.640191,36.112145",,"127.1270246,35.9690245","127.2860857,35.3907398","127.1864866,35.2428107","128.6666877,36.0928741","128.557348,36.156482",,,"127.7162456,37.3993745","129.4324272,35.7809057","129.082145,36.0426305","129.082145,36.0426305","127.2947533,37.3807157","128.5808501,36.2899853","129.4399216,35.7766915","127.09119,37.1309958"
"127.098414,37.4024976","128.6393894,36.1130325",,"127.1283248,35.9665826","127.2865474,35.3910607","127.1861779,35.2430543","128.6665658,36.0929654","128.5566686,36.1570496",,,"127.717447,37.3990902","129.4319901,35.7811291","129.0837047,36.0431391","129.0837047,36.0431391","127.2952892,37.3805517","128.5808366,36.2901387","129.4393112,35.7767473","127.0922998,37.1301911"
"127.098364,37.402547","128.6390139,36.1133399",,"127.1283383,35.9665546","127.2866694,35.3911447","127.1857577,35.2434184","128.666189,36.0932486","128.5542138,36.1591898",,,"127.7197287,37.3985407","129.4316765,35.7812468","129.084453,36.0434213","129.084453,36.0434213","127.2962638,37.380209","128.580825,36.2902659","129.4386367,35.7768492","127.0945747,37.1285826"
"127.0973918,37.4034785","128.6379583,36.1141063",,"127.1283842,35.9664556","127.2873221,35.3916472","127.1852832,35.2439067","128.6655631,36.0937397","128.5532966,36.1600183",,,"127.7227646,37.397794","129.4313747,35.7813481","129.0853373,36.0437909","129.0853373,36.0437909","127.2967126,37.3800539","128.5807969,36.2908954","129.4380294,35.776987","127.0945973,37.1285665"
"127.097152,37.403749","128.636914,36.1146535",,"127.1285265,35.9661531","127.2881044,35.3922942","127.1849873,35.2442576","128.6649832,36.0942637","128.5526501,36.1605568",,,"127.7241995,37.3974407","129.4310612,35.7814199","129.0862167,36.0441904","129.0862167,36.0441904","127.2970937,37.3798959","128.5807749,36.2913995","129.4374281,35.7771896","127.0964618,37.1272577"
"127.0970073,37.4039702","128.636373,36.1148922",,"127.1285388,35.9661261","127.2882879,35.3924695","127.1844292,35.2450398","128.6643875,36.0947689","128.5523207,36.1607842",,,"127.725604,37.3970883","129.4307505,35.7814726","129.088409,36.0454072","129.088409,36.0454072","127.2975449,37.3797038","128.5807898,36.2918348","129.4368855,35.7773976","127.0978551,37.1262546"
"127.0968962,37.4042511","128.6351737,36.1153246",,"127.1285556,35.9660865","127.2887118,35.3928769","127.1841992,35.2453908","128.6634374,36.0955742","128.551661,36.1611641",,,"127.7279365,37.3965484","129.4303518,35.7814998","129.0886315,36.045544","129.0886315,36.045544","127.2981997,37.3794128","128.5807991,36.2920998","129.4367485,35.7774476","127.0982394,37.1259783"
"127.0968604,37.404598","128.6347445,36.1154575",,"127.1285982,35.9659974","127.2888623,35.3930205","127.183774,35.2459082","128.6616184,36.0971154","128.5515225,36.1612825",,,"127.7289528,37.3963698","129.4298002,35.7815213","129.0888002,36.0456499","129.0888002,36.0456499","127.2983252,37.3793554","128.5808273,36.292287","129.436315,35.7776376","127.1013447,37.1237424"
"127.0968781,37.404882","128.6340039,36.1156422",,"127.1285982,35.9659965","127.2895597,35.393734","127.1831243,35.2464998","128.6612641,36.09742","128.550945,36.1615779",,,"127.7292441,37.3963349","129.4290679,35.7815231","129.0890475,36.0458053","129.0890475,36.0458053","127.2994075,37.3788533","128.5808874,36.2926913","129.4359372,35.7778411","127.1022498,37.123091"
