0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"128.3937066,36.1431823","127.1429799,37.559808","126.8833494,35.1391904","128.5896226,35.8817257","127.1653862,36.7823764","127.0429096,37.2889698","128.9743989,35.2092169","126.807692,37.3282933","127.1330196,37.5193679","128.3241372,36.1234244","128.5652614,35.8580492","128.5885864,35.8782127","127.1355276,37.4340821","126.7343232,37.4339858","126.8891994,37.5475749","127.0093524,35.966266","126.7343232,37.4339858","127.0093524,35.966266","126.7220945,37.5435719","126.7220945,37.5435719","126.8017955,35.1657646","126.7070357,37.4312181","126.7220945,37.5435719","127.1355276,37.4340821","126.7070357,37.4312181","126.9494675,37.4037412","126.7070357,37.4312181","128.5579373,35.8570248","126.9494675,37.4037412","126.9693142,37.5586738","127.0491352,37.575165","127.1359397,35.8441457","126.7070357,37.4312181","127.0106346,37.5056941","128.5809243,35.8497745","127.0535472,37.5835355","127.1355276,37.4340821","127.4234773,36.3580597","127.7561707,37.8945019","128.5809243,35.8497745"
"128.3938567,36.1430892","127.1425936,37.5600953","126.8842081,35.139596","128.5896702,35.8818831","127.1653864,36.7823331","127.043014,37.289054","128.9743918,35.2094892","126.8071124,37.3285999","127.1330309,37.5193859","128.3246984,36.1236424","128.5652123,35.8581831","128.5884906,35.877853","127.1352396,37.4340227","126.7343949,37.4340448","126.8889253,37.5477376","127.0100921,35.9651871","126.7343949,37.4340448","127.0100921,35.9651871","126.7220968,37.5435719","126.7220968,37.5435719","126.8017845,35.165375","126.7074605,37.431239","126.7220968,37.5435719","127.1352396,37.4340227","126.7074605,37.431239","126.9494638,37.4036313","126.7074605,37.431239","128.5576245,35.857491","126.9494638,37.4036313","126.9692797,37.5587557","127.0493239,37.5750494","127.1359995,35.8441414","126.7074605,37.431239","127.0106128,37.5057346","128.5809781,35.8499056","127.0535963,37.5834671","127.1352396,37.4340227","127.4234727,36.3581481","127.756191,37.8944586","128.5809781,35.8499056"
"128.3940188,36.1429753","127.1420508,37.5604154","126.8843108,35.1396651","128.5897109,35.8820224","127.1653785,36.7820933","127.0434518,37.2894081","128.9743846,35.2097021","126.8065816,37.328879","127.1331431,37.5195648","128.3250865,36.1237749","128.5650999,35.8585582","128.5884486,35.8776938","127.1352114,37.4340163","126.734405,37.4340557","126.8883897,37.5480277","127.010404,35.9649603","126.734405,37.4340557","127.010404,35.9649603","126.7223165,37.543558","126.7223165,37.543558","126.8017828,35.1653155","126.7081094,37.4313352","126.7223165,37.543558","127.1352114,37.4340163","126.7081094,37.4313352","126.9494884,37.4035187","126.7081094,37.4313352","128.5574621,35.8577728","126.9494884,37.4035187","126.9693245,37.5589866","127.0495648,37.5749034","127.136243,35.8441646","126.7081094,37.4313352","127.0105635,37.5058263","128.58101,35.8499729","127.0536865,37.5833332","127.1352114,37.4340163","127.4234511,36.3586592","127.7562997,37.894316","128.58101,35.8499729"
"128.3940897,36.1428522","127.1406228,37.5611736","126.8851673,35.1403529","128.5897306,35.8820881","127.1653746,36.7819553","127.0438201,37.289698","128.9743382,35.2112039","126.8063207,37.3290208","127.1331689,37.5196153","128.3251545,36.1237952","128.5650583,35.8586749","128.5884262,35.8776002","127.1351369,37.4339998","126.7344924,37.4341275","126.8878221,37.5483673","127.0104609,35.9649064","126.7344924,37.4341275","127.0104609,35.9649064","126.7224592,37.543549","126.7224592,37.543549","126.8017779,35.1651234","126.7082527,37.4313605","126.7224592,37.543549","127.1351369,37.4339998","126.7082527,37.4313605","126.9496863,37.4028715","126.7082527,37.4313605","128.5574372,35.8578163","126.9496863,37.4028715","126.9693102,37.5592452","127.0498989,37.5747082","127.1364167,35.844212","126.7082527,37.4313605","127.0104445,37.5060439","128.5812053,35.8504075","127.0537757,37.5831992","127.1351369,37.4339998","127.4234499,36.3587413","127.7563745,37.8942329","128.5812053,35.8504075"
"128.3941983,36.1426314","127.1396385,37.5617069","126.8854664,35.140716","128.5897632,35.8821996","127.1653726,36.7819121","127.0439594,37.2898058","128.9743359,35.2112589","126.806003,37.3291938","127.133262,37.5197977","128.3252503,36.1238117","128.5649623,35.8589498","128.5883408,35.8772665","127.1350861,37.4339888","126.7345436,37.4342098","126.8870493,37.5488662","127.0105022,35.9648714","126.7345436,37.4342098","127.0105022,35.9648714","126.7226994,37.5435326","126.7226994,37.5435326","126.8018151,35.1643644","126.7083066,37.4311815","126.7226994,37.5435326","127.1350861,37.4339888","126.7083066,37.4311815","126.9497048,37.4028112","126.7083066,37.4311815","128.5573823,35.857934","126.9497048,37.4028112","126.9693096,37.5593255","127.050091,37.574599","127.1364808,35.8442294","126.7083066,37.4311815","127.0103471,37.506222","128.5812665,35.8505089","127.053858,37.5830778","127.1350861,37.4339888","127.4239492,36.3587578","127.7564085,37.8942004","128.5812665,35.8505089"
"128.3942137,36.1426124","127.1389584,37.5621059","126.8855855,35.1407923","128.5899243,35.8827165","127.165365,36.7815965","127.0443894,37.290141","128.9743232,35.2115304","126.8059395,37.3292285","127.1333941,37.5200811","128.3256372,36.1238324","128.5648525,35.859269","128.5883084,35.877164","127.1349867,37.433966","126.7345754,37.4343002","126.8856661,37.5498037","127.0106093,35.96477","126.7345754,37.4343002","127.0106093,35.96477","126.7229111,37.5435259","126.7229111,37.5435259","126.8018075,35.1642228","126.7083371,37.4310745","126.7229111,37.5435259","127.1349867,37.433966","126.7083371,37.4310745","126.9499049,37.4021839","126.7083371,37.4310745","128.5573748,35.8579494","126.9499049,37.4021839","126.9693274,37.5593787","127.0505614,37.5743313","127.1366168,35.8442703","126.7083371,37.4310745","127.0103448,37.5062274","128.5815937,35.8510415","127.053898,37.5830176","127.1349867,37.433966","127.4248297,36.3587782","127.7566579,37.8939637","128.5815937,35.8510415"
"128.3943123,36.1424908","127.1383541,37.5625025","126.885674,35.1408496","128.5899869,35.8829233","127.1653618,36.7815469","127.0444545,37.2901953","128.9743161,35.2117451","126.8056979,37.3293569","127.1334902,37.5203392","128.3257873,36.1238413","128.5647866,35.8594743","128.5881479,35.8766913","127.1349122,37.4339495","126.7346413,37.4344899","126.8856547,37.5498117","127.0107064,35.9648434","126.7346413,37.4344899","127.0107064,35.9648434","126.7229338,37.5435251","126.7229338,37.5435251","126.8018057,35.1641831","126.7084951,37.4305573","126.7229338,37.5435251","127.1349122,37.4339495","126.7084951,37.4305573","126.9499463,37.4020795","126.7084951,37.4305573","128.5572045,35.8578905","126.9499463,37.4020795","126.9693768,37.5594321","127.0505683,37.5743277","127.1369552,35.8443705","126.7084951,37.4305573","127.010266,37.506337","128.5817625,35.8513158","127.0539791,37.5828962","127.1349122,37.4339495","127.425222,36.3587875","127.7567043,37.8939194","128.5817625,35.8513158"
"128.3947741,36.1419492","127.1382859,37.5625491","126.8857931,35.1409196","128.5901371,35.8833745","127.1653237,36.7810339","127.0445522,37.2902759","128.9743152,35.2117577","126.8055884,37.329231","127.1335738,37.5206018","128.3260741,36.1238493","128.5646618,35.8599208","128.5881122,35.8765879","127.1349624,37.4338478","126.7346588,37.4345495","126.8854999,37.5499164","127.0110199,35.9650809","126.7346588,37.4345495","127.0110199,35.9650809","126.7230346,37.5435204","126.7230346,37.5435204","126.8017996,35.1641281","126.708871,37.4293204","126.7230346,37.5435204","127.1349624,37.4338478","126.708871,37.4293204","126.9500684,37.40177","126.708871,37.4293204","128.5571878,35.8578852","126.9500684,37.40177","126.969475,37.5594785","127.0505887,37.574317","127.1370581,35.8444015","126.708871,37.4293204","127.0102119,37.5063188","128.5820334,35.8517768","127.0540682,37.5827641","127.1349624,37.4338478","127.4253625,36.3587912","127.7567871,37.8938426","128.5820334,35.8517768"
"128.3953116,36.1413159","127.1380394,37.5627197","126.8858401,35.140946","128.5902063,35.8835713","127.1653473,36.7805084","127.0445904,37.2903076","128.9743136,35.2117911","126.8053741,37.3289746","127.1335882,37.5206487","128.3268032,36.1238596","128.5646249,35.8600581","128.588089,35.8765115","127.1350115,37.4337497","126.7346683,37.4347244","126.8847366,37.5504992","127.0112538,35.965282","126.7346683,37.4347244","127.0112538,35.965282","126.723722,37.5434925","126.723722,37.5434925","126.801774,35.1639079","126.7090016,37.4289382","126.723722,37.5434925","127.1350115,37.4337497","126.7090016,37.4289382","126.9502012,37.4015327","126.7090016,37.4289382","128.5570299,35.8578307","126.9502012,37.4015327","126.9696005,37.5594953","127.0506364,37.574291","127.1376353,35.844571","126.7090016,37.4289382","127.0100741,37.5062704","128.582149,35.851975","127.0542625,37.5824746","127.1350115,37.4337497","127.4256991,36.3588013","127.7568245,37.8938083","128.582149,35.851975"
"128.395362,36.1412578","127.137238,37.563359","126.8858937,35.1409779","128.590325,35.8839047","127.1653285,36.7801892","127.0446488,37.2903547","128.9743139,35.2118055","126.8051553,37.3287093","127.1338467,37.5207964","128.3268999,36.1238607","128.5645993,35.8602161","128.5880588,35.8764126","127.1351371,37.4334833","126.7346434,37.4348405","126.8842115,37.5508993","127.0115188,35.9654787","126.7346434,37.4348405","127.0115188,35.9654787","126.7247119,37.5434413","126.7247119,37.5434413","126.8013444,35.1632914","126.7090388,37.4288357","126.7247119,37.5434413","127.1351371,37.4334833","126.7090388,37.4288357","126.9502859,37.401378","126.7090388,37.4288357","128.5565879,35.8576606","126.9502859,37.401378","126.969613,37.5594963","127.0509683,37.5741003","127.1376796,35.8445837","126.7090388,37.4288357","127.0099037,37.506213","128.5822689,35.8521605","127.0544657,37.5822094","127.1351371,37.4334833","127.4269619,36.3588409","127.7568811,37.8937415","128.5822689,35.8521605"
"128.3954608,36.1411444","127.1370786,37.5635514","126.8860457,35.1410481","128.5904697,35.8844417","127.1653118,36.7799043","127.044669,37.290371","128.9743163,35.2121202","126.8049465,37.3284556","127.1339223,37.5208399","128.3269488,36.1238631","128.5642992,35.8601358","128.5879075,35.8764428","127.1355868,37.4325996","126.7346002,37.4349746","126.8837871,37.5511576","127.0117186,35.9656247","126.7346002,37.4349746","127.0117186,35.9656247","126.7249372,37.5434328","126.7249372,37.5434328","126.8012739,35.1631909","126.7091353,37.4285858","126.7249372,37.5434328","127.1355868,37.4325996","126.7091353,37.4285858","126.9504416,37.4010957","126.7091353,37.4285858","128.5564321,35.8576033","126.9504416,37.4010957","126.9704594,37.5595596","127.0513194,37.5739006","127.1380158,35.8446713","126.7091353,37.4285858","127.0096836,37.5061273","128.5823991,35.8523658","127.0545558,37.5820926","127.1355868,37.4325996","127.4270633,36.3588445","127.7569399,37.8936458","128.5823991,35.8523658"
"128.3955496,36.1410418","127.1368385,37.563794","126.8860676,35.1410581","128.5904999,35.8845451","127.1653003,36.7792092","127.0447464,37.2904389","128.9743153,35.2122482","126.804922,37.3284267","127.1340849,37.5209161","128.3271367,36.1238762","128.563542,35.859909","128.5878556,35.8764532","127.1356016,37.4325726","126.7345667,37.4350419","126.883522,37.5513094","127.0121935,35.9659494","126.7345667,37.4350419","127.0121935,35.9659494","126.7251014,37.5434267","126.7251014,37.5434267","126.8011523,35.1630342","126.7091632,37.4285111","126.7251014,37.5434267","127.1356016,37.4325726","126.7091632,37.4285111","126.9504771,37.4010373","126.7091632,37.4285111","128.556244,35.8575302","126.9504771,37.4010373","126.9709823,37.559598","127.0514171,37.5738442","127.1381618,35.8447096","126.7091632,37.4285111","127.0092506,37.5069358","128.5825601,35.8524013","127.0546631,37.5819533","127.1356016,37.4325726","127.4272561,36.358851","127.7569726,37.8935457","128.5825601,35.8524013"
"128.3958521,36.1406672","127.1368271,37.5638057","126.8865665,35.141286","128.5905466,35.8847177","127.1652289,36.7788638","127.0449497,37.2905956","128.9743836,35.2124421","126.8048249,37.328308","127.1342262,37.5209454","128.3271813,36.123884","128.5633997,35.8598661","128.5870148,35.8766168","127.1357741,37.4324325","126.7344321,37.4352772","126.8833049,37.5514111","127.0122476,35.9659839","126.7344321,37.4352772","127.0122476,35.9659839","126.726037,37.5433743","126.726037,37.5433743","126.8008731,35.1628062","126.7092364,37.4283142","126.726037,37.5433743","127.1357741,37.4324325","126.7092364,37.4283142","126.9508523,37.4004036","126.7092364,37.4283142","128.5554959,35.8572383","126.9508523,37.4004036","126.9710355,37.5596009","127.0515603,37.57376","127.1382289,35.8445646","126.7092364,37.4283142","127.0092986,37.5072082","128.5828922,35.8524705","127.0547624,37.5818248","127.1357741,37.4324325","127.4289492,36.358916","127.7569875,37.893269","128.5828922,35.8524705"
"128.3959179,36.1405838","127.1366279,37.5640151","126.8867481,35.141369","128.5905478,35.8847213","127.1652247,36.7788088","127.0450957,37.290708","128.9743854,35.2143598","126.8044865,37.3279166","127.1343653,37.5209602","128.3272191,36.12389","128.5633418,35.8598495","128.5869662,35.8766262","127.1358391,37.432311","126.7343447,37.4354173","126.8831528,37.5514707","127.0122686,35.9659957","126.7343447,37.4354173","127.0122686,35.9659957","126.7267856,37.5433332","126.7267856,37.5433332","126.8006426,35.1626769","126.7092877,37.428165","126.7267856,37.5433332","127.1358391,37.432311","126.7092877,37.428165","126.9508855,37.4003434","126.7092877,37.428165","128.5549527,35.857033","126.9508855,37.4003434","126.9711588,37.559606","127.0519831,37.5735074","127.1382837,35.844444","126.7092877,37.428165","127.0093589,37.5073338","128.5829999,35.8524911","127.054791,37.5817852","127.1358391,37.432311","127.4295544,36.3589353","127.7570804,37.8931543","128.5829999,35.8524911"
"128.3964472,36.1399244","127.136547,37.5641338","126.8869526,35.1414629","128.5906857,35.8851691","127.1651965,36.7785833","127.0455706,37.2910793","128.9743952,35.2147835","126.8042911,37.3276838","127.1346867,37.5209666","128.3273182,36.1239074","128.563184,35.859804","128.5866171,35.8766943","127.1359429,37.4321148","126.7342822,37.4356765","126.8831028,37.5514902","127.0123206,35.9660238","126.7342822,37.4356765","127.0123206,35.9660238","126.7270665,37.5433233","126.7270665,37.5433233","126.8003339,35.1625597","126.7093363,37.4280607","126.7270665,37.5433233","127.1359429,37.4321148","126.7093363,37.4280607","126.9510137,37.4001159","126.7093363,37.4280607","128.5546967,35.856937","126.9510137,37.4001159","126.9712324,37.559609","127.0521593,37.5733936","127.1384483,35.8440568","126.7093363,37.4280607","127.0093981,37.5073889","128.5831257,35.8525396","127.0549737,37.5815398","127.1359429,37.4321148","127.430455,36.3589646","127.7571635,37.8931838","128.5831257,35.8525396"
"128.3965842,36.1397521","127.1364897,37.5642661","126.8873934,35.141678","128.5907182,35.885276","127.1651922,36.7785536","127.0466093,37.2918991","128.9743868,35.2159602","126.804136,37.3274882","127.1355997,37.5205467","128.3276782,36.1240104","128.5628982,35.8597218","128.5856347,35.8768745","127.1360604,37.4318835","126.7342759,37.4360748","126.8827757,37.5516174","127.0123394,35.9660338","126.7342759,37.4360748","127.0123394,35.9660338","126.7277651,37.5432981","126.7277651,37.5432981","126.8000182,35.1625038","126.7093646,37.4279473","126.7277651,37.5432981","127.1360604,37.4318835","126.7093646,37.4279473","126.9512163,37.3997527","126.7093646,37.4279473","128.5545119,35.8568665","126.9512163,37.3997527","126.9712727,37.5595109","127.0522264,37.5733506","127.1385523,35.8438263","126.7093646,37.4279473","127.0096118,37.5075827","128.5832195,35.8525991","127.055057,37.5814275","127.1360604,37.4318835","127.4306645,36.3589711","127.7578194,37.8934041","128.5832195,35.8525991"
"128.3968991,36.1392945","127.1364667,37.5643427","126.8876341,35.1417955","128.5907622,35.8854145","127.1650885,36.7781774","127.0466621,37.2919381","128.9743592,35.2163734","126.8039874,37.3273224","127.1367486,37.5200293","128.3281866,36.1241664","128.5621222,35.859497","128.5855662,35.8768877","127.1360992,37.4318079","126.7340656,37.4360762","126.8827291,37.5516334","127.0123791,35.9660565","126.7340656,37.4360762","127.0123791,35.9660565","126.7283076,37.5432792","126.7283076,37.5432792","126.7999853,35.1624982","126.7093816,37.4278339","126.7283076,37.5432792","127.1360992,37.4318079","126.7093816,37.4278339","126.9512839,37.399625","126.7093816,37.4278339","128.5544273,35.8568348","126.9512839,37.399625","126.9712855,37.5594668","127.0524155,37.5735424","127.1385668,35.8437939","126.7093816,37.4278339","127.0102883,37.5077847","128.5832598,35.8526285","127.0550947,37.5813781","127.1360992,37.4318079","127.4313388,36.358985","127.7582681,37.8935798","128.5832598,35.8526285"
"128.396968,36.1391939","127.136455,37.5644228","126.8877205,35.1418383","128.5908249,35.8856249","127.1650231,36.7779987","127.0468474,37.2920758","128.9743046,35.2170016","126.8034393,37.326663","127.1381117,37.5194242","128.3285689,36.1242783","128.5619865,35.8594576","128.5854358,35.8769105","127.136194,37.4316108","126.7339017,37.4360769","126.8821241,37.5518357","127.0125871,35.9661502","126.7339017,37.4360769","127.0125871,35.9661502","126.7283948,37.5432761","126.7283948,37.5432761","126.799495,35.162434","126.7093889,37.4276771","126.7283948,37.5432761","127.136194,37.4316108","126.7093889,37.4276771","126.9513137,37.3995629","126.7093889,37.4276771","128.55405,35.8566939","126.9513137,37.3995629","126.9713216,37.5593291","127.0524627,37.5735949","127.1387926,35.8433239","126.7093889,37.4276771","127.0104565,37.507835","128.583299,35.8526579","127.0553138,37.5810923","127.136194,37.4316108","127.4315662,36.3589923","127.7588547,37.8938174","128.583299,35.8526579"
"128.3969865,36.1391658","127.1364513,37.564485","126.8878987,35.1419249","128.5908712,35.8857651","127.1643873,36.7763012","127.0472112,37.2923737","128.9741998,35.2174636","126.8033065,37.3264945","127.1385653,37.5192299","128.3287695,36.1243373","128.5606375,35.8590331","128.5851121,35.8769748","127.1364875,37.4310015","126.7335196,37.4360771","126.8813763,37.5520418","127.0127076,35.966203","126.7335196,37.4360771","127.0127076,35.966203","126.7284491,37.5432747","126.7284491,37.5432747","126.7989467,35.1623569","126.7093467,37.4275029","126.7284491,37.5432747","127.1364875,37.4310015","126.7093467,37.4275029","126.9513622,37.3994271","126.7093467,37.4275029","128.5538864,35.8566331","126.9513622,37.3994271","126.9714445,37.5587555","127.0528363,37.5739983","127.138949,35.8430413","126.7093467,37.4275029","127.0112436,37.5080708","128.5833104,35.8526822","127.0554577,37.5808999","127.1364875,37.4310015","127.4318092,36.3589952","127.7591714,37.8939573","128.5833104,35.8526822"
"128.397062,36.1390579","127.1364487,37.5645445","126.8885114,35.1422066","128.5912211,35.8868068","127.1642965,36.7760549","127.047547,37.2926301","128.9742057,35.2176682","126.8027563,37.3258225","127.1388193,37.519119","128.3288005,36.1244318","128.5606041,35.8590226","128.5845122,35.8770911","127.1368193,37.4303878","126.7327295,37.4360774","126.8801874,37.552333","127.0133158,35.9664904","126.7327295,37.4360774","127.0133158,35.9664904","126.7285929,37.5432693","126.7285929,37.5432693","126.7986911,35.1623211","126.7093082,37.4274025","126.7285929,37.5432693","127.1368193,37.4303878","126.7093082,37.4274025","126.9514098,37.399256","126.7093082,37.4274025","128.553016,35.8563044","126.9514098,37.399256","126.9715068,37.5584277","127.0528993,37.5740661","127.1390676,35.8427693","126.7093082,37.4274025","127.0113972,37.5081156","128.5833172,35.8526974","127.0554828,37.5808658","127.1368193,37.4303878","127.4321336,36.3589909","127.7593468,37.894038","128.5833172,35.8526974"
"128.3973368,36.1385916","127.1364586,37.5646013","126.8886853,35.1422868","128.5912315,35.8868383","127.1642216,36.7757409","127.0478209,37.2928682","128.9742875,35.2180621","126.8025944,37.3256295","127.139087,37.5190017","128.3288496,36.1245576","128.5597867,35.8587666","128.5843619,35.8771159","127.1369504,37.4301565","126.7325762,37.4361512","126.8798368,37.5524249","127.0135149,35.9665841","126.7324209,37.4360772","127.0135149,35.9665841","126.729312,37.5432415","126.729312,37.5432415","126.7978624,35.1621613","126.7092334,37.427311","126.729312,37.5432415","127.1369504,37.4301565","126.7092334,37.427311","126.9519555,37.3981616","126.7092334,37.427311","128.552356,35.8560551","126.9519555,37.3981616","126.9716122,37.5579306","127.0530535,37.5742317","127.1390955,35.8427045","126.7092334,37.427311","127.0115745,37.508165","128.5833219,35.8527163","127.0554999,37.5808496","127.1369504,37.4301565","127.432157,36.3589891","127.7601499,37.8944049","128.5833219,35.8527163"
"128.3983902,36.1367211","127.1366173,37.5652634","126.889007,35.1424336","128.5912547,35.8869084","127.1642086,36.7756508","127.0479274,37.2929705","128.9743514,35.2188025","126.8024514,37.3254628","127.1400078,37.5185899","128.3288873,36.1246493","128.5595742,35.8586936","128.5838769,35.8772086","127.1370828,37.4299019","126.7324681,37.4362181","126.8786475,37.5527702","127.0136012,35.9666241","126.7323339,37.4360766","127.0136012,35.9666241","126.7296122,37.5432246","126.7296122,37.5432246","126.7977341,35.1621416","126.7091459,37.4272527","126.7296122,37.5432246","127.1370828,37.4299019","126.7091459,37.4272527","126.9520541,37.3979701","126.7091459,37.4272527","128.5520087,35.8559175","126.9520541,37.3979701","126.9716737,37.5577227","127.0532606,37.5744371","127.1391259,35.8425946","126.7091459,37.4272527","127.0116479,37.5081851","128.5833246,35.8527524","127.0555547,37.580766","127.1370828,37.4299019","127.4322383,36.3589819","127.7607516,37.894728","128.5833246,35.8527524"
"128.3985627,36.1365458","127.1366941,37.5655449","126.889193,35.1425166","128.5912812,35.8869857","127.1641618,36.7753261","127.0479824,37.2930266","128.9745502,35.2199523","126.8018377,37.3247038","127.1421602,37.5176383","128.3290666,36.1250087","128.5586875,35.8583913","128.5838581,35.8772124","127.1371353,37.4298002","126.7324567,37.4362253","126.8785749,37.5527915","127.0140767,35.9668451","126.73217,37.4360729","127.0140767,35.9668451","126.7306621,37.5431692","126.7306621,37.5431692","126.7959941,35.161851","126.7090717,37.4272108","126.7306621,37.5431692","127.1371353,37.4298002","126.7090717,37.4272108","126.9520965,37.3978909","126.7090717,37.4272108","128.5519084,35.855876","126.9520965,37.3978909","126.9717541,37.5575599","127.0533327,37.5745076","127.1393836,35.8426738","126.7090717,37.4272108","127.0118422,37.5082337","128.5833258,35.8528425","127.0557089,37.5805475","127.1371353,37.4298002","127.4322506,36.3589801","127.7608223,37.8947756","128.5833258,35.8528425"
"128.3985943,36.1364861","127.1368132,37.5659806","126.8896098,35.1427036","128.5914314,35.8874351","127.1641456,36.7749231","127.0480104,37.2930546","128.9746922,35.2202066","126.8017239,37.3245635","127.1433813,37.5171498","128.329162,36.1251992","128.558574,35.8583499","128.5838238,35.877219","127.1371569,37.4297579","126.7323713,37.436286","126.8785011,37.5528163","127.0147525,35.9671499","126.732172,37.4359909","127.0147525,35.9671499","126.7306768,37.5431693","126.7306768,37.5431693","126.7954678,35.1617632","126.7089716,37.4271695","126.7306768,37.5431693","127.1371569,37.4297579","126.7089716,37.4271695","126.9522064,37.3976913","126.7089716,37.4271695","128.5518661,35.8558583","126.9522064,37.3976913","126.9718834,37.5573649","127.0533743,37.5745493","127.1395705,35.8427321","126.7089716,37.4271695","127.0120229,37.508284","128.5833203,35.8529246","127.0560914,37.5800235","127.1371569,37.4297579","127.4322851,36.3589774","127.7611723,37.895011","128.5833203,35.8529246"
