0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"127.0477231,37.2976957","127.1388373,35.842509","127.1288518,37.4285792","127.1388373,35.842509","127.4418107,36.3513148","129.1590209,35.1721613","126.8283949,35.1602911","128.7343625,35.8351244","128.596887,35.8893833","127.4156174,36.3484882","127.8499849,36.9652577","126.7941241,37.4847825","129.1590209,35.1721613","128.5561749,35.8635082","129.1590209,35.1721613"
"127.0487827,37.2980648","127.1389689,35.8425472","127.1286974,37.4284742","127.1389689,35.8425472","127.4419345,36.3512202","129.1600364,35.1723656","126.8283698,35.1602702","128.7341292,35.8359328","128.5960368,35.889758","127.415362,36.3486656","127.8487982,36.9654054","126.7940657,37.4844938","129.1600364,35.1723656","128.5561503,35.8636571","129.1600364,35.1723656"
"127.0495192,37.2983038","127.139022,35.8425627","127.1285217,37.4283582","127.139022,35.8425627","127.4419836,36.3511815","129.1610417,35.1726665","126.8282867,35.1602328","128.734084,35.8360892","128.5956848,35.8898594","127.4150999,36.3488494","127.8482985,36.965451","126.7940318,37.4843737","129.1610417,35.1726665","128.5561451,35.8636869","129.1610417,35.1726665"
"127.0497871,37.2984066","127.1390574,35.8425737","127.1283517,37.4282297","127.1390574,35.8425737","127.442123,36.3510535","129.1626553,35.1732367","126.8281365,35.1601995","128.7340571,35.8362085","128.595082,35.8901724","127.4150118,36.3489241","127.8482468,36.9654557","126.7940132,37.4843078","129.1626553,35.1732367","128.5560618,35.8641664","129.1626553,35.1732367"
"127.0500043,37.2984958","127.1391259,35.8425946","127.1283438,37.4282225","127.1391259,35.8425946","127.4421998,36.3511257","129.1628621,35.1733096","126.8280246,35.1601908","128.7339856,35.8365257","128.594379,35.8906133","127.4148121,36.3490917","127.8480874,36.9654661","126.7940066,37.4842843","129.1628621,35.1733096","128.5559114,35.8649395","129.1628621,35.1733096"
"127.0502847,37.2985888","127.1393836,35.8426738","127.1278947,37.4278371","127.1393836,35.8426738","127.4422945,36.351215","129.1630528,35.1733962","126.8278994,35.1601991","128.7339353,35.8367128","128.5940742,35.8908496","127.4146738,36.3492006","127.8475493,36.9654749","126.7940022,37.484268","129.1630528,35.1733962","128.5558378,35.8653161","129.1630528,35.1733962"
"127.0505766,37.2986494","127.1395705,35.8427321","127.127708,37.427649","127.1395705,35.8427321","127.4423747,36.3513322","129.1634617,35.1735826","126.8277892,35.1602409","128.7337301,35.8374749","128.593037,35.8918075","127.4140213,36.3497429","127.8467292,36.9654746","126.7940002,37.4842419","129.1634617,35.1735826","128.5558295,35.8653558","129.1634617,35.1735826"
"127.0508517,37.2986847","127.1396424,35.8427521","127.1276269,37.427592","127.1396424,35.8427521","127.4425116,36.3515324","129.1635619,35.1736498","126.8276866,35.1602998","128.7337134,35.8375355","128.5925613,35.8923428","127.413874,36.3498582","127.8466124,36.9654749","126.7940098,37.4841779","129.1635619,35.1736498","128.5558243,35.8653829","129.1635619,35.1736498"
"127.0511641,37.2987021","127.1397916,35.8427977","127.1275435,37.4275538","127.1397916,35.8427977","127.4425372,36.3515748","129.1636635,35.1737322","126.8275616,35.1604163","128.7336505,35.8377651","128.5920585,35.8930056","127.4136554,36.3500411","127.8456126,36.965476","126.7940227,37.4841303","129.1636635,35.1737322","128.5557938,35.8655887","129.1636635,35.1737322"
"127.0515116,37.2987034","127.1402483,35.8429379","127.1273946,37.4274966","127.1402483,35.8429379","127.4426619,36.3517741","129.1636747,35.1737411","126.8275126,35.1605026","128.7335624,35.8380825","128.5917683,35.8934932","127.4135974,36.3500906","127.8444746,36.9654748","126.7940526,37.4840809","129.1636747,35.1737411","128.5555867,35.8666742","129.1636747,35.1737411"
"127.0519622,37.2986493","127.1415333,35.8433231","127.126972,37.4274637","127.1415333,35.8433231","127.4427342,36.3519238","129.1637496,35.1738095","126.8274896,35.1606215","128.7335132,35.8382687","128.5915795,35.8938691","127.4134657,36.3501987","127.8432647,36.9654765","126.7940767,37.4840404","129.1637496,35.1738095","128.5555195,35.8670391","129.1637496,35.1738095"
"127.0523432,37.2985092","127.1416085,35.8433459","127.1266638,37.4273978","127.1416085,35.8433459","127.4429256,36.3523161","129.1638112,35.1738645","126.8275121,35.1608245","128.7333198,35.8390037","128.5914741,35.8941748","127.4132014,36.3504176","127.8430198,36.9654781","126.7940893,37.4840261","129.1638112,35.1738645","128.5553374,35.868008","129.1638112,35.1738645"
"127.0528568,37.2982876","127.1416528,35.8433577","127.125701,37.4273632","127.1416528,35.8433577","127.4429746,36.3524162","129.1641994,35.1742189","126.8276,35.1610856","128.7331389,35.8396925","128.5913078,35.894655","127.4129448,36.3506301","127.8427469,36.9654816","126.7940962,37.484018","129.1641994,35.1742189","128.5553033,35.8681895","129.1641994,35.1742189"
"127.0540157,37.2978818","127.1416992,35.8433705","127.1249996,37.4274827","127.1416992,35.8433705","127.4430314,36.3525226","129.1643288,35.1743731","126.8276989,35.1614748","128.7331269,35.8397783","128.5912306,35.895001","127.4127786,36.3507481","127.842557,36.965484","126.7942242,37.4838773","129.1643288,35.1743731","128.5552206,35.8686393","129.1643288,35.1743731"
"127.0555371,37.2974206","127.1418386,35.8434106","127.1247133,37.4275638","127.1418386,35.8434106","127.4432195,36.3528752","129.1646334,35.1747702","126.8277247,35.1615498","128.7331224,35.8399163","128.5911628,35.8953082","127.4126258,36.3508706","127.8425334,36.965484","126.794597,37.4835667","129.1646334,35.1747702","128.5551607,35.868967","129.1646334,35.1747702"
"127.0561108,37.2973407","127.1427742,35.8436802","127.1243181,37.427714","127.1427742,35.8436802","127.4432707,36.3529717","129.1647247,35.1749411","126.8277996,35.1617828","128.7331515,35.840648","128.5911247,35.8956836","127.4124986,36.350967","127.8423032,36.9654991","126.794727,37.4834503","129.1647247,35.1749411","128.5551246,35.8691666","129.1647247,35.1749411"
"127.0564169,37.2972734","127.1428538,35.8437039","127.1240809,37.4279097","127.1428538,35.8437039","127.4436747,36.3537075","129.1648995,35.1754328","126.8279115,35.1620576","128.7331875,35.8415411","128.591119,35.8965635","127.4124239,36.3510246","127.8421887,36.9655121","126.7947898,37.4833858","129.1648995,35.1754328","128.5549817,35.8700821","129.1648995,35.1754328"
"127.0572269,37.297107","127.1430175,35.8437495","127.1239263,37.4280769","127.1430175,35.8437495","127.4438016,36.3539384","129.1651431,35.1761787","126.8280374,35.1623748","128.7331796,35.8416773","128.591144,35.8969275","127.4120993,36.3512831","127.842036,36.9655323","126.794838,37.4833167","129.1651431,35.1761787","128.5549582,35.8702319","129.1651431,35.1761787"
"127.0579036,37.2969644","127.1432353,35.8438123","127.1237871,37.4283415","127.1432353,35.8438123","127.4439285,36.3541683","129.1652063,35.1763734","126.8281593,35.1626414","128.7331729,35.841818","128.5911866,35.8972075","127.4116241,36.3516578","127.8420035,36.9655387","126.7948967,37.4832017","129.1652063,35.1763734","128.554945,35.8703222","129.1652063,35.1763734"
"127.0585654,37.2968506","127.1437274,35.8439653","127.1237133,37.4286297","127.1437274,35.8439653","127.4440609,36.3544064","129.1655331,35.1773751","126.8282793,35.1628639","128.7331393,35.8420095","128.5913381,35.8979085","127.4113697,36.3518659","127.8417699,36.9655746","126.7949296,37.4830712","129.1655331,35.1773751","128.5549318,35.8704179","129.1655331,35.1773751"
"127.0585778,37.2968488","127.1438126,35.8439899","127.1236845,37.4296535","127.1438126,35.8439899","127.4443748,36.3549745","129.1656043,35.1775806","126.8285021,35.1632826","128.7331241,35.8420998","128.5914369,35.8982457","127.411237,36.3519749","127.8414073,36.9656306","126.7949439,37.4830028","129.1656043,35.1775806","128.5549247,35.8704666","129.1656043,35.1775806"
"127.0589833,37.2967764","127.1438955,35.8440199","127.123703,37.431606","127.1438955,35.8440199","127.4445151,36.3552189","129.1656638,35.1777529","126.8285378,35.1633514","128.7330614,35.8423412","128.5916825,35.8990233","127.411005,36.3521667","127.8410145,36.9657074","126.794951,37.4829649","129.1656638,35.1777529","128.5549209,35.8706812","129.1656638,35.1777529"
"127.0617471,37.2962873","127.1442096,35.8441145","127.1235501,37.4321157","127.1442096,35.8441145","127.4446186,36.355401","129.1658245,35.1780915","126.8286203,35.1635962","128.7330593,35.8423493","128.5917554,35.8993345","127.4107026,36.352428","127.8392614,36.9660785","126.7949678,37.4828668","129.1658245,35.1780915","128.5549191,35.8707137","129.1658245,35.1780915"
"127.0622925,37.2962127","127.1443732,35.8441655","127.1235552,37.4324411","127.1443732,35.8441655","127.4446977,36.3555345","129.165871,35.1781639","126.8288739,35.1639998","128.7329449,35.8426813","128.5917972,35.8995487","127.4099563,36.3530206","127.8388675,36.9661598","126.7950259,37.4825778","129.165871,35.1781639","128.5549124,35.8708742","129.165871,35.1781639"
"127.066956,37.2953744","127.1454227,35.8444815","127.1235546,37.4325646","127.1454227,35.8444815","127.4447611,36.3556427","129.1659595,35.1783033","126.829205,35.1644687","128.7329311,35.8427202","128.5918162,35.8997262","127.4098927,36.3530675","127.837662,36.9664075","126.7950622,37.4824509","129.1659595,35.1783033","128.5549115,35.8709734","129.1659595,35.1783033"
"127.0688375,37.2950577","127.1456959,35.8445634","127.1235522,37.4330378","127.1456959,35.8445634","127.444799,36.3557077","129.1662759,35.1786875","126.8294049,35.1647313","128.7328124,35.8430659","128.5918279,35.8999325","127.4098325,36.3531179","127.8371492,36.9665244","126.7951697,37.4820757","129.1662759,35.1786875","128.5549123,35.8712826","129.1662759,35.1786875"
"127.0717763,37.2945068","127.1458341,35.8446035","127.1235456,37.4334614","127.1458341,35.8446035","127.4448457,36.3557924","129.1665704,35.1789666","126.8295918,35.1649613","128.732749,35.8431891","128.5918278,35.9000885","127.4097176,36.3532134","127.8370616,36.9665499","126.7954408,37.4811561","129.1665704,35.1789666","128.5549121,35.8717722","129.1665704,35.1789666"
"127.0718622,37.2944909","127.1459049,35.8446245","127.1234353,37.4340334","127.1459049,35.8446245","127.4449259,36.3559385","129.1668231,35.1791885","126.829831,35.165253","128.7325619,35.8435499","128.5917945,35.9004873","127.4095848,36.3533206","127.8368563,36.9666154","126.7954528,37.4810823","129.1668231,35.1791885","128.5549122,35.8719435","129.1668231,35.1791885"
"127.0746121,37.2940249","127.1459425,35.8446354","127.1231352,37.4355035","127.1459425,35.8446354","127.4455114,36.3569828","129.1669192,35.1792719","126.8309375,35.1666378","128.7322998,35.8439997","128.5917659,35.9006624","127.4086634,36.3540672","127.836724,36.9666581","126.79546,37.4810364","129.1669192,35.1792719","128.5549116,35.8719805","129.1669192,35.1792719"
"127.075799,37.2938245","127.1459956,35.8446518","127.1231235,37.4355837","127.1459956,35.8446518","127.445714,36.3573128","129.1671317,35.1794051","126.8309614,35.1666659","128.7318896,35.8446098","128.591742,35.9007772","127.4079962,36.3546022","127.8364874,36.9667579","126.7954663,37.4809661","129.1671317,35.1794051","128.5549126,35.8723925","129.1671317,35.1794051"
"127.076899,37.2936328","127.1461415,35.8446946","127.1231082,37.4357008","127.1461415,35.8446946","127.4458387,36.3575148","129.167174,35.1794316","126.8309897,35.1666994","128.7318355,35.8446888","128.5916804,35.9009743","127.4079014,36.354677","127.8363372,36.9668332","126.79547,37.4808111","129.167174,35.1794316","128.5549048,35.8725548","129.167174,35.1794316"
"127.0769972,37.2936161","127.1467808,35.8448813","127.1228217,37.4378407","127.1467808,35.8448813","127.445871,36.3575635","129.1674982,35.1796092","126.8310462,35.1667683","128.7315368,35.8451408","128.5916194,35.9011272","127.4076069,36.3549031","127.8358746,36.96715","126.7954701,37.4806795","129.1674982,35.1796092","128.5549128,35.8730777","129.1674982,35.1796092"
"127.0778081,37.2934738","127.1472486,35.8450134","127.1227059,37.4388426","127.1472486,35.8450134","127.4458788,36.3575752","129.1682777,35.1800304","126.8314497,35.1672493","128.7311892,35.8456447","128.5914715,35.9014152","127.4072599,36.3551904","127.8356619,36.9673246","126.7954699,37.4804587","129.1682777,35.1800304","128.5549265,35.8740224","129.1682777,35.1800304"
"127.0785614,37.2933413","127.1473227,35.8450326","127.1226846,37.4390309","127.1473227,35.8450326","127.4459122,36.3576221","129.1683565,35.1800708","126.8318421,35.1677384","128.7310993,35.8457746","128.5912895,35.9017189","127.4070257,36.3553822","127.8356194,36.9673571","126.79547,37.4799692","129.1683565,35.1800708","128.5549245,35.8741243","129.1683565,35.1800708"
"127.0797508,37.2930895","127.1473813,35.845049","127.1226826,37.4394284","127.1473813,35.845049","127.4461483,36.3579008","129.1693199,35.1805687","126.8319312,35.167857","128.7303608,35.8469262","128.5911906,35.9018613","127.4069275,36.3554597","127.8347124,36.9680493","126.7954668,37.4795925","129.1693199,35.1805687","128.5549241,35.8745165","129.1693199,35.1805687"
"127.0799372,37.2930496","127.1474908,35.8450799","127.1226868,37.4394879","127.1474908,35.8450799","127.4475116,36.3593412","129.1699124,35.1808689","126.8321745,35.1681829","128.7302808,35.8470514","128.5909333,35.9021675","127.4067847,36.3555822","127.8340239,36.9685912","126.7954679,37.4793464","129.1699124,35.1808689","128.5549235,35.874969","129.1699124,35.1808689"
"127.0811368,37.2927997","127.147576,35.8451054","127.1226962,37.4396331","127.147576,35.8451054","127.448122,36.3599888","129.1699657,35.1808952","126.8325041,35.1686996","128.7296136,35.8480932","128.5906479,35.902446","127.4063607,36.3559244","127.8335783,36.968944","126.7954613,37.4787271","129.1699657,35.1808952","128.554923,35.8750962","129.1699657,35.1808952"
"127.0816192,37.2926788","127.1478392,35.8451828","127.1227069,37.4397719","127.1478392,35.8451828","127.4485642,36.3604632","129.1704159,35.1811089","126.8325246,35.1687412","128.7293747,35.8484662","128.590387,35.9026476","127.4057929,36.3563883","127.8334238,36.9690661","126.7954619,37.4786694","129.1704159,35.1811089","128.5549236,35.8751403","129.1704159,35.1811089"
"127.0826371,37.2924246","127.1482517,35.8453049","127.1227132,37.4398504","127.1482517,35.8453049","127.4486743,36.360758","129.1706465,35.1812149","126.8327341,35.1691743","128.7287997,35.8493827","128.5901741,35.9028028","127.4055352,36.356563","127.8330868,36.969333","126.7954624,37.4786163","129.1706465,35.1812149","128.554923,35.8753495","129.1706465,35.1812149"
"127.0839997,37.2920662","127.1487615,35.845456","127.1228203,37.4403663","127.1487615,35.845456","127.4488737,36.3609889","129.1709775,35.1813464","126.8328234,35.1694011","128.7281402,35.8504911","128.5899016,35.9029702","127.405456,36.3566269","127.8329637,36.9694316","126.7954627,37.4784612","129.1709775,35.1813464","128.5549235,35.8755569","129.1709775,35.1813464"
"127.0857601,37.2916","127.1492183,35.8455908","127.1228559,37.440489","127.1492183,35.8455908","127.4489038,36.3610223","129.1713235,35.181458","126.8329219,35.1697037","128.728083,35.8505882","128.5896574,35.9031023","127.4054136,36.3566693","127.8326614,36.969675","126.7954632,37.4782819","129.1713235,35.181458","128.5549258,35.8756425","129.1713235,35.181458"
"127.0862742,37.2914621","127.1499272,35.8458002","127.1229992,37.4409825","127.1499272,35.8458002","127.4489305,36.3610511","129.1716622,35.1815326","126.833067,35.1702284","128.7280192,35.8506853","128.5894912,35.9031831","127.4053656,36.356726","127.8326121,36.9697139","126.7954617,37.4780872","129.1716622,35.1815326","128.5549267,35.8757101","129.1716622,35.1815326"
"127.0874854,37.2911364","127.1501019,35.8458521","127.1249997,37.4458148","127.1501019,35.8458521","127.4496969,36.3618214","129.1720372,35.1816158","126.8331698,35.170816","128.7280041,35.8507098","128.5892366,35.9032837","127.4053287,36.3567918","127.8319493,36.9702413","126.7954631,37.477933","129.1720372,35.1816158","128.5549358,35.8759832","129.1720372,35.1816158"
"127.0887249,37.2907829","127.150134,35.8458621","127.1250456,37.4459096","127.150134,35.8458621","127.4499497,36.3620793","129.172425,35.1816745","126.8331807,35.1712353","128.7278495,35.8509575","128.5889156,35.9033921","127.4053142,36.3568278","127.831637,36.9704999","126.7954654,37.4774499","129.172425,35.1816745","128.5549186,35.8768561","129.172425,35.1816745"
