0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,"129.1291413,35.5642568","129.1291413,35.5642568","128.2009498,36.4692762","128.5731364,36.3698409","126.6513199,34.7058386","128.6214864,36.4347704",,"128.0539981,35.0029448",,"129.3492498,36.0694411","129.3416617,35.9748583","128.6177118,36.4418166",,"127.5469604,37.2397322","127.6481801,37.3999923","129.3416617,35.9748583"
,"129.1292761,35.5645398","129.1292761,35.5645398","128.2011616,36.4717243","128.5733105,36.3701828","126.6509982,34.7059058","128.6213732,36.4351988",,"128.0539845,35.0028889",,"129.349349,36.069125","129.3433742,35.9732914","128.6176743,36.4421577",,"127.552846,37.240093","127.6495435,37.4004215","129.3433742,35.9732914"
,"129.1295702,35.5652255","129.1293686,35.5646405","128.2013116,36.4735075","128.5735614,36.3706745","126.6494075,34.7061977","128.6212305,36.4355887",,"128.053883,35.0024557",,"129.3494637,36.0688528","129.3445554,35.9722501","128.6176622,36.4424833",,"127.5539712,37.2401619","127.6510832,37.4008089","129.3445554,35.9722501"
,"129.1296157,35.5653475","129.1294728,35.5648266","128.2013459,36.4742204","128.5737493,36.3710415","126.6488825,34.7062779","128.6210242,36.4359827",,"128.0538493,35.0023332",,"129.3494994,36.0687666","129.3452449,35.9716175","128.6176817,36.4429059",,"127.5576018,37.240418","127.6526938,37.4011286","129.3452449,35.9716175"
,"129.1299612,35.5662805","129.1296788,35.5651366","128.2013499,36.4742916","128.5740744,36.3716661","126.6484748,34.7063264","128.6207996,36.4364248",,"128.0538425,35.0023025",,"129.3497498,36.0683661","129.3461505,35.9707905","128.6176866,36.4430158",,"127.5589807,37.2404525","127.6538512,37.4012903","129.3461505,35.9707905"
,"129.1300378,35.5665201","129.1296924,35.5651581","128.2013491,36.4753166","128.5753999,36.3742576","126.6444238,34.7067336","128.6206494,36.4366912",,"128.0537997,35.0021251",,"129.3502748,36.0676909","129.3471824,35.9698623","128.6177364,36.4432993",,"127.5592738,37.2404596","127.6554807,37.4014107","129.3471824,35.9698623"
,"129.1301321,35.5668191","129.129843,35.565294","128.2013292,36.4757098","128.5757374,36.3749659","126.6437987,34.706786","128.6204748,36.4369579",,"128.0537895,35.0020765",,"129.3505623,36.0673583","129.3481458,35.9689956","128.6177746,36.4435496",,"127.5601611,37.2403789","127.6566739,37.4014632","129.3481458,35.9689956"
,"129.1303632,35.5675498","129.129998,35.5654289","128.2012741,36.4767829","128.5760991,36.3758163","126.6426828,34.7068891","128.6203884,36.4370786",,"128.0537521,35.0018999",,"129.3507618,36.0670578","129.3483844,35.9687648","128.6178364,36.4438158",,"127.5612625,37.2402296","127.658128,37.4014415","129.3483844,35.9687648"
,"129.1305746,35.5682916","129.1301456,35.5655243","128.2011247,36.4780414","128.5763371,36.3764245","126.6410793,34.7070365","128.6200996,36.4374825",,"128.0532867,34.9999994",,"129.3507871,36.0670033","129.3500384,35.9672708","128.6179743,36.4442499",,"127.5621711,37.2401056","127.6581743,37.4014396","129.3500384,35.9672708"
,"129.1308822,35.5694748","129.1302905,35.5655963","128.2008746,36.4793915","128.5764554,36.3767543","126.6400244,34.707149","128.6197745,36.4379164",,"128.0531322,34.9991912",,"129.3508822,36.0667963","129.3511433,35.9662946","128.6181818,36.4447159",,"127.5636299,37.2399075","127.6590838,37.4014068","129.3511433,35.9662946"
,"129.1310377,35.5700713","129.1304829,35.565673","128.2005492,36.4806916","128.5765621,36.3770544","126.638789,34.7073008","128.6193246,36.4385165",,"128.0530855,34.9989164",,"129.3511124,36.0662915","129.3548173,35.9630341","128.6183121,36.4450076",,"127.5636829,37.2399002","127.6604449,37.4012428","129.3548173,35.9630341"
,"129.1310534,35.570136","129.1306749,35.5657254","128.2002629,36.4816326","128.5765702,36.3770769","126.6379114,34.7074722","128.6189744,36.4389913",,"128.0530174,34.9984036",,"129.3512489,36.0659063","129.3566806,35.9613962","128.6187872,36.4459245",,"127.565384,37.2396505","127.6635568,37.4008518","129.3566806,35.9613962"
,"129.131234,35.5707701","129.1309479,35.5657514","128.2002499,36.4816741","128.5768103,36.3777517","126.6374583,34.7075754","128.6187119,36.4393579",,"128.0529835,34.9976039",,"129.3514666,36.0652945","129.3572741,35.9608398","128.6189617,36.4463411",,"127.5698368,37.2390395","127.6640042,37.4007989","129.3572741,35.9608398"
,"129.1315499,35.5719847","129.1311677,35.5657584","128.2002271,36.4817464","128.5769115,36.3780582","126.6369439,34.7076926","128.6184368,36.4397833",,"128.0529847,34.9969709",,"129.3515587,36.0650551","129.3577427,35.9603476","128.619274,36.4470332",,"127.5703193,37.2389707","127.664822,37.4007031","129.3577427,35.9603476"
,"129.132159,35.574324","129.1314835,35.5657181","128.2000871,36.4821917","128.577187,36.3788743","126.6363075,34.7078775","128.6184281,36.4397987",,"128.0530134,34.9965145",,"129.351595,36.0649482","129.3583303,35.9597291","128.6195124,36.4478577",,"127.5704895,37.2389463","127.6657143,37.4005991","129.3583303,35.9597291"
,"129.1323214,35.5749313","129.1317459,35.565655","128.1998373,36.4828413","128.5776873,36.3805583","126.6352971,34.7082292","128.6181866,36.4402247",,"128.0530819,34.9961039",,"129.3516169,36.0648856","129.3590023,35.9590228","128.6196372,36.4486245",,"127.5723202,37.2386838","127.6676348,37.400472","129.3590023,35.9590228"
,"129.1324063,35.5752538","129.1321368,35.5655046","128.1994246,36.4838741","128.5778743,36.3811831","126.6344866,34.7085688","128.6180364,36.4405659",,"128.0531251,34.9958485",,"129.3516262,36.0648593","129.3616342,35.9562244","128.6196367,36.4488247",,"127.5737248,37.2384819","127.6679827,37.4004463","129.3616342,35.9562244"
,"129.1328841,35.5770477","129.1323976,35.5654163","128.1989747,36.4848666","128.5779326,36.3813647","126.6340025,34.708808","128.6179071,36.4409656",,"128.0531693,34.9955832",,"129.3517227,36.0646181","129.3620272,35.955819","128.6196443,36.4489661",,"127.5748002,37.2383063","127.6684143,37.4004249","129.3620272,35.955819"
,"129.1339573,35.5810387","129.1331298,35.5650665","128.1979871,36.4866583","128.5780095,36.3816056","126.633907,34.7088551","128.6178366,36.4411826",,"128.0531746,34.9955498",,"129.3517541,36.0645346","129.3626996,35.9550865","128.6196618,36.4493248",,"127.5754866,37.2381563","127.6705076,37.4002867","129.3626996,35.9550865"
,"129.1339644,35.5810629","129.1335905,35.5648249","128.1973614,36.4875995","128.5780747,36.3818078","126.6333567,34.7091668","128.6177118,36.4418166",,"128.0532661,34.99514",,"129.3518616,36.0642887","129.3635755,35.9542363","128.6196241,36.4499661",,"127.5758868,37.2380397","127.6705527,37.400284","129.3635755,35.9542363"
,"129.1340425,35.5813774","129.1342014,35.5644831","128.195395,36.4905535","128.5781167,36.3819436","126.6329072,34.7094458","128.6176743,36.4421577",,"128.0532969,34.9949992",,"129.3523495,36.0631742","129.363683,35.9541418","128.6195742,36.4503749",,"127.5764931,37.2378068","127.6720598,37.4001952","129.363683,35.9541418"
,"129.1343226,35.5825086","129.1342309,35.5644665","128.1939991,36.4926495","128.5781307,36.3819876","126.6324564,34.7097384","128.6176622,36.4424833",,"128.0534392,34.9944837",,"129.3525686,36.0626236","129.3640394,35.9538334","128.6194746,36.4508996",,"127.5769619,37.2376064","127.6747416,37.4000381","129.3640394,35.9538334"
,"129.134527,35.5833326","129.1342341,35.5644646","128.1920865,36.4955247","128.5782801,36.3824677","126.6324553,34.7097393","128.6176817,36.4429059",,"128.0539607,34.9928429",,"129.3525938,36.062561","129.3647551,35.9532435","128.619262,36.4517913",,"127.577292,37.237434","127.6758747,37.3999814","129.3647551,35.9532435"
,"129.1353123,35.5863493","129.1345565,35.5642565","128.1913867,36.4965582","128.5786499,36.3836579","126.6318646,34.7101553","128.6176866,36.4430158",,"128.0541335,34.9923128",,"129.3527718,36.062149","129.3650678,35.9530097","128.6191742,36.4521248",,"127.5775456,37.2373013","127.6786775,37.399805","129.3650678,35.9530097"
,"129.1357134,35.5878368","129.1347261,35.5641325","128.1905989,36.4976248","128.5789948,36.3847312","126.6313284,34.7105699","128.6177364,36.4432993",,"128.0543481,34.9916301",,"129.3532563,36.0610328","129.3656495,35.9525716","128.6189869,36.4529163",,"127.5786374,37.2367318","127.6799314,37.3997211","129.3656495,35.9525716"
,"129.1358017,35.5881637","129.1348998,35.5639913","128.1891043,36.4995707","128.5792978,36.3856804","126.6312392,34.7106486","128.6177746,36.4435496",,"128.0550041,34.9896306",,"129.3532742,36.060991","129.3666608,35.9519185","128.6187164,36.4540465",,"127.5798892,37.2360261","127.6821037,37.3995781","129.3666608,35.9519185"
,"129.1358208,35.5882338","129.1355466,35.5632982","128.1887743,36.4999999","128.5793887,36.3859672","126.6309768,34.7108803","128.6178364,36.4438158",,"128.0551434,34.9891683",,"129.3533418,36.0608439","129.3667209,35.9518797","128.6186743,36.4542245",,"127.5809867,37.2354565","127.6830606,37.3995198","129.3667209,35.9518797"
,"129.1359952,35.5888823","129.136336,35.5624536","128.1885248,36.5003268","128.5794003,36.386004","126.630592,34.7112337","128.6179743,36.4442499",,"128.0552892,34.9886987",,"129.3533873,36.0607495","129.3678949,35.9511682","128.6181372,36.4562993",,"127.5820176,37.2348636","127.6847313,37.399419","129.3678949,35.9511682"
,"129.1363795,35.5900329","129.1366739,35.5620911","128.1867586,36.5026313","128.5794365,36.3861164","126.6302784,34.7115633","128.6181818,36.4447159",,"128.055343,34.9885497",,"129.3537767,36.059888","129.3685737,35.9508052","128.6180708,36.4565713",,"127.5830092,37.2343572","127.6882717,37.3992016","129.3685737,35.9508052"
,"129.1367365,35.5908187","129.1369126,35.5618381","128.1865246,36.502941","128.5799124,36.387641","126.6300423,34.7118015","128.6183121,36.4450076",,"128.0553752,34.9884495",,"129.353954,36.0594949","129.3704287,35.9499677","128.6177872,36.4577242",,"127.5836762,37.234034","127.6904747,37.399153","129.3704287,35.9499677"
,"129.1383707,35.5940465","129.1382118,35.5604583","128.1847123,36.5053575","128.580075,36.3880245","126.629893,34.7119772","128.6187872,36.4459245",,"128.0554106,34.9883357",,"129.3543085,36.0587052","129.3736241,35.9485251","128.617631,36.4585082",,"127.5839624,37.2338815","127.6920149,37.3992451","129.3736241,35.9485251"
,"129.1389249,35.595137","129.138646,35.5599971","128.1831993,36.5076578","128.5802369,36.3883665","126.6296586,34.7122533","128.6189617,36.4463411",,"128.0554213,34.9883032",,"129.3548245,36.0576993","129.3749997,35.9479041","128.6175998,36.4586662",,"127.5848119,37.2334311","127.6934921,37.3994374","129.3749997,35.9479041"
,"129.1390181,35.5953188","129.1394742,35.5591158","128.1823489,36.5091159","128.5803249,36.3885198","126.6289884,34.7131601","128.619274,36.4470332",,"128.0554353,34.9882607",,"129.3550124,36.0573827","129.3771782,35.9469245","128.6175497,36.4589831",,"127.5853843,37.2331972","127.6947481,37.3997166","129.3771782,35.9469245"
,"129.140417,35.5980431","129.1403435,35.558133","128.181849,36.51005","128.5803614,36.3885826","126.6287276,34.7135568","128.6195124,36.4478577",,"128.0555082,34.9880323",,"129.3553835,36.0568731","129.3774678,35.9467946","128.6174994,36.4595993",,"127.5862025,37.232891","127.6988061,37.4008834","129.3774678,35.9467946"
,"129.1413826,35.5999268","129.1406849,35.5577281","128.1812261,36.5112228","128.5805745,36.388916","126.628456,34.7140527","128.6196372,36.4486245",,"128.0555672,34.9878336",,"129.3554243,36.0568165","129.3783474,35.9464383","128.6175244,36.4601742",,"127.5874116,37.232498","127.6999888,37.4011987","129.3783474,35.9464383"
,"129.1428209,35.6027317","129.1410216,35.5572511","128.1798491,36.5139081","128.5807739,36.3892243","126.6281533,34.714698","128.6196367,36.4488247",,"128.0558089,34.9871219",,"129.355528,36.0566941","129.3789027,35.9462493","128.6175869,36.460875",,"127.5882141,37.2323","127.7010797,37.4014051","129.3789027,35.9462493"
,"129.1429162,35.6029134","129.1412904,35.5567985","128.1796033,36.5144062","128.5810617,36.389558","126.6275925,34.7161034","128.6196443,36.4489661",,"128.0559151,34.9867887",,"129.3556576,36.0565389","129.3796644,35.9460661","128.6176614,36.461325",,"127.5882873,37.232282","127.7019545,37.4015172","129.3796644,35.9460661"
,"129.1432068,35.6034648","129.1415391,35.5563885","128.1783374,36.5167663","128.5813744,36.3899167","126.6271238,34.7172678","128.6196618,36.4493248",,"128.0562638,34.9856978",,"129.3557245,36.0564576","129.380463,35.9459418","128.6178239,36.4619167",,"127.5889974,37.2321552","127.7030338,37.4016244","129.380463,35.9459418"
,"129.1439212,35.6048254","129.1420841,35.5554137","128.1768992,36.5193744","128.5822865,36.3906413","126.6268454,34.717879","128.6196241,36.4499661",,"128.0567276,34.9842845",,"129.3563493,36.0557412","129.3814788,35.9458619","128.6180013,36.4624595",,"127.5900468,37.2319931","127.7041706,37.4016765","129.3814788,35.9458619"
,"129.1449493,35.6068353","129.1421224,35.5553456","128.176262,36.5205833","128.5824114,36.3907249","126.6265619,34.7184568","128.6195742,36.4503749",,"128.0571107,34.983106",,"129.3569497,36.0551658","129.3821376,35.9458732","128.6180118,36.4624909",,"127.59152,37.2318549","127.7052439,37.4016521","129.3821376,35.9458732"
,"129.1463247,35.6095238","129.1423493,35.5549494","128.1761477,36.5208048","128.5828998,36.3910414","126.6262116,34.7190566","128.6194746,36.4508996",,"128.0572319,34.9827204",,"129.3571321,36.0549881","129.3832095,35.9459645","128.6181494,36.462825",,"127.5919968,37.2318275","127.7065215,37.4015453","129.3832095,35.9459645"
,"129.1465724,35.6099784","129.1431619,35.5534662","128.175838,36.5214088","128.5832881,36.3912272","126.6256402,34.7199074","128.619262,36.4517913",,"128.0577617,34.9810263",,"129.3571624,36.0549579","129.3838549,35.9460202","128.618376,36.463371",,"127.5928164,37.2318296","127.7066728,37.4015252","129.3838549,35.9460202"
,"129.1466746,35.6101663","129.1435004,35.552862","128.1751614,36.5227243","128.5850875,36.392088","126.6253446,34.7202903","128.6191742,36.4521248",,"128.0581868,34.9797412",,"129.3579224,36.0543232","129.3847503,35.9460981","128.6185124,36.4636996",,"127.5934771,37.2318561","127.7076622,37.4013937","129.3847503,35.9460981"
,"129.146686,35.610186","129.143625,35.5526412","128.1741614,36.5246159","128.5863346,36.3926852","126.6250704,34.7206112","128.6189869,36.4529163",,"128.0584023,34.979045",,"129.3581324,36.0541433","129.3854602,35.94616","128.6188493,36.4644663",,"127.5941749,37.2318898","127.7086165,37.4012199","129.3854602,35.94616"
,"129.1472598,35.6111969","129.144212,35.5516235","128.1737614,36.5253745","128.5871989,36.3930992","126.6249996,34.7206936","128.6187164,36.4540465",,"128.058509,34.9786243",,"129.358237,36.0540578","129.3859166,35.9461916","128.6191121,36.4650408",,"127.5946913,37.2319426","127.7098709,37.4009274","129.3859166,35.9461916"
,"129.1480323,35.6124187","129.1443672,35.5513888","128.1732368,36.5263159","128.5882873,36.3936663","126.6249498,34.7207519","128.6186743,36.4542245",,"128.058545,34.9784383",,"129.3587529,36.0536712","129.3868733,35.9462369","128.6195873,36.4661163",,"127.5948367,37.2319569","127.714018,37.3999257","129.3868733,35.9462369"
,"129.1484148,35.6129841","129.144637,35.5510416","128.1730154,36.5266796","128.5892259,36.3942112","126.6248713,34.7208433","128.6181372,36.4562993",,"128.05857,34.9782452",,"129.3591304,36.0533886","129.386922,35.9462353","128.620706,36.4686209",,"127.5957376,37.2320815","127.7151053,37.3996597","129.386922,35.9462353"
,"129.1485757,35.6131857","129.145037,35.5506413","128.1727709,36.5270749","128.5897878,36.3945991","126.6243984,34.721371","128.6180708,36.4565713",,"128.0586197,34.9778194",,"129.3594742,36.0532328","129.3872954,35.9462258","128.6207741,36.4687744",,"127.5958605,37.2321057","127.7162456,37.3993745","129.3872954,35.9462258"
,"129.1485769,35.6131866","129.1454575,35.5503245","128.1721665,36.5279609","128.5902773,36.3949976","126.6242042,34.7215572","128.6177872,36.4577242",,"128.0586527,34.9775181",,"129.3598368,36.0529333","129.3882504,35.9462017","128.6212739,36.4699245",,"127.5963375,37.2321982","127.717447,37.3990902","129.3882504,35.9462017"
,"129.1492982,35.6141188","129.1457342,35.5501558","128.171874,36.5283664","128.5907901,36.3954698","126.6240022,34.7217559","128.617631,36.4585082",,"128.0586634,34.9771636",,"129.3603532,36.0525665","129.3889802,35.9461704","128.6214991,36.4704498",,"127.5970874,37.2323562","127.7197287,37.3985407","129.3889802,35.9461704"
,"129.150751,35.6158352","129.1460268,35.5500084","128.1716122,36.5287077","128.5913276,36.3960292","126.6239857,34.721772","128.6175998,36.4586662",,"128.0586614,34.9768724",,"129.3603915,36.0525388","129.3895877,35.9461203","128.6217688,36.4711982",,"127.597587,37.232482","127.7227646,37.397794","129.3895877,35.9461203"
,"129.1512432,35.6164136","129.1462595,35.5498962","128.1707123,36.529791","128.5916318,36.3964105","126.6235249,34.7221754","128.6175497,36.4589831",,"128.0586482,34.9766939",,"129.3604242,36.0525158","129.3898926,35.9460785","128.6218352,36.4714617",,"127.5978554,37.2325611","127.7241995,37.3974407","129.3898926,35.9460785"
,"129.1520543,35.6173626","129.1466142,35.5497633","128.170616,36.5298934","128.5919989,36.3969075","126.6230567,34.7225607","128.6174994,36.4595993",,"128.0586132,34.9762152",,"129.3606209,36.0528057","129.3903355,35.9460093","128.6219292,36.4718719",,"127.5983133,37.2326968","127.725604,37.3970883","129.3903355,35.9460093"
,"129.152224,35.6175613","129.1469232,35.5496608","128.1701123,36.5304245","128.5924498,36.3976579","126.6226423,34.7229085","128.6175244,36.4601742",,"128.0585557,34.975826",,"129.3609115,36.0531248","129.3912688,35.9458648","128.6219475,36.4719754",,"127.5997626,37.2331959","127.7279365,37.3965484","129.3912688,35.9458648"
,"129.1522602,35.6176032","129.1476122,35.5494747","128.1693842,36.5310921","128.5926867,36.398166","126.6225377,34.7229898","128.6175869,36.460875",,"128.0585149,34.9756269",,"129.3611316,36.0532818","129.3915339,35.9458246","128.62196,36.4720708",,"127.6001799,37.2333488","127.7289528,37.3963698","129.3915339,35.9458246"
,"129.1524265,35.6177974","129.1482375,35.549358","128.1692124,36.5312499","128.5929122,36.398666","126.6223528,34.7231264","128.6176614,36.461325",,"128.0584358,34.9752701",,"129.3612615,36.0533745","129.3917593,35.9457895","128.6219781,36.4723203",,"127.6002002,37.2333569","127.7292441,37.3963349","129.3917593,35.9457895"
,"129.1527648,35.6182481","129.1495241,35.5491583","128.1691569,36.5312962","128.5932523,36.3995383","126.6218513,34.7234502","128.6178239,36.4619167",,"128.0583472,34.9749622",,"129.3614244,36.0534576","129.3932466,35.9455398","128.6219888,36.4727493",,"127.6020501,37.2341566","127.7306039,37.3961746","129.3932466,35.9455398"
,"129.1532061,35.6188767","129.1506556,35.5489823","128.1683995,36.5319414","128.5933553,36.3998051","126.6214918,34.723682","128.6180013,36.4624595",,"128.0582587,34.9746785",,"129.3617997,36.0536492","129.3957123,35.9451303","128.6220392,36.4731518",,"127.6034996,37.2347485","127.7319155,37.3961422","129.3957123,35.9451303"
,"129.1536882,35.6197698","129.1530121,35.5486164","128.1676869,36.5324746","128.5934189,36.3999685","126.620973,34.7239921","128.6180118,36.4624909",,"128.0581237,34.9743121",,"129.3621968,36.0538729","129.396302,35.9450363","128.6220404,36.4736972",,"127.6046118,37.2351811","127.7326454,37.396166","129.396302,35.9450363"
,"129.1549471,35.623099","129.1551375,35.5482744","128.1675803,36.5325437","128.5938689,36.4011219","126.6204763,34.7242789","128.6181494,36.462825",,"128.0579789,34.9739593",,"129.3633984,36.0545492","129.3968708,35.9449462","128.6220526,36.4738503",,"127.6052762,37.2354654","127.7331663,37.3961758","129.3968708,35.9449462"
,"129.1556627,35.625086","129.1561496,35.5481415","128.1662972,36.5333721","128.5940077,36.4014803","126.6200468,34.7245102","128.618376,36.463371",,"128.0578956,34.9737902",,"129.3634872,36.0545992","129.3980378,35.9447474","128.6221126,36.4740607",,"127.6056552,37.2356273","127.7345642,37.3962912","129.3980378,35.9447474"
,"129.155849,35.6256064","129.1565075,35.5481105","128.1657549,36.5336988","128.5942749,36.4021666","126.6195528,34.7247447","128.6185124,36.4636996",,"128.0577056,34.9734042",,"129.3635602,36.0544935","129.3985115,35.9446687","128.6221985,36.4742122",,"127.6064246,37.2359565","127.7359263,37.396539","129.3985115,35.9446687"
,"129.1561564,35.6264324","129.156764,35.548088","128.1654691,36.5338609","128.594503,36.4027649","126.6191545,34.7249186","128.6188493,36.4644663",,"128.0574031,34.9728988",,"129.3635624,36.0544908","129.3992997,35.9445318","128.6222915,36.4743141",,"127.6083998,37.236748","127.7367075,37.3967033","129.3992997,35.9445318"
,"129.1563307,35.6268502","129.157312,35.5480751","128.1651367,36.5340412","128.5947492,36.4033829","126.6186082,34.7251473","128.6191121,36.4650408",,"128.0572781,34.9727109",,"129.3637116,36.0542748","129.3999527,35.9443953","128.6224385,36.4744453",,"127.6104597,37.2376096","127.7374583,37.3969028","129.3999527,35.9443953"
,"129.1564945,35.6272455","129.1582006,35.5480998","128.1647865,36.5342361","128.5949866,36.4040082","126.6180655,34.7253444","128.6195873,36.4661163",,"128.0572117,34.9726111",,"129.3639617,36.0540996","129.4004918,35.9442705","128.6226107,36.4745464",,"127.6120119,37.2382626","127.7387589,37.3972959","129.4004918,35.9442705"
,"129.1568627,35.6279634","129.1591745,35.5482027","128.1646119,36.5343326","128.5952491,36.4046746","126.6175305,34.7255299","128.620706,36.4686209",,"128.0570624,34.9724116",,"129.3642,36.0539409","129.4017612,35.9439484","128.6227634,36.4746036",,"127.612734,37.2385972","127.7417401,37.3982498","129.4017612,35.9439484"
,"129.1571755,35.6285136","129.1597303,35.5483005","128.1633491,36.5349247","128.595525,36.405341","126.6170933,34.7256629","128.6207741,36.4687744",,"128.0567564,34.9720289",,"129.3642618,36.0538326","129.4026269,35.9437147","128.6229921,36.4746772",,"127.6135283,37.2390102","127.7433664,37.3987747","129.4026269,35.9437147"
,"129.1577796,35.6295348","129.1602444,35.548408","128.161962,36.5354914","128.5956493,36.4056166","126.6166912,34.725779","128.6212739,36.4699245",,"128.0564351,34.9716562",,"129.3642368,36.0537159","129.4034617,35.9434851","128.6231901,36.4747032",,"127.6151283,37.2398415","127.7440269,37.3989617","129.4034617,35.9434851"
,"129.1593199,35.6320397","129.1607631,35.5485288","128.1606614,36.5359908","128.5958245,36.4059414","126.6163594,34.7258632","128.6214991,36.4704498",,"128.0560964,34.9713087",,"129.3639471,36.0531975","129.4042097,35.9432885","128.6233275,36.4747101",,"127.616022,37.240313","127.7443186,37.3990449","129.4042097,35.9432885"
,"129.1598731,35.6329453","129.1627904,35.5490481","128.1602082,36.5361583","128.5959743,36.4062077","126.6159367,34.7259701","128.6217688,36.4711982",,"128.0557315,34.9709651",,"129.3638497,36.0530242","129.405081,35.9430592","128.6235443,36.4747278",,"127.6162454,37.2404309","127.7450717,37.3992219","129.405081,35.9430592"
,"129.1601619,35.6335075","129.1637875,35.5493075","128.1596781,36.5363532","128.5961997,36.4065329","126.6156378,34.7260401","128.6218352,36.4714617",,"128.0554792,34.9707489",,"129.3635705,36.0524795","129.4065458,35.9427051","128.6242153,36.4746638",,"127.617446,37.2410643","127.7460948,37.3994253","129.4065458,35.9427051"
,"129.1607081,35.6346584","129.1646127,35.5495251","128.1590823,36.5365729","128.596437,36.4068327","126.6153586,34.7260967","128.6219292,36.4718719",,"128.0553305,34.970635",,"129.3635681,36.0524273","129.4072207,35.94256","128.624484,36.4746469",,"127.6191262,37.2419469","127.7467403,37.3995122","129.4072207,35.94256"
,"129.1607993,35.6348492","129.1654592,35.5497551","128.1581223,36.5369271","128.5965152,36.4069203","126.6153127,34.7261063","128.6219475,36.4719754",,"128.0552292,34.9705562",,"129.36357,36.0524146","129.407849,35.9424572","128.6247748,36.4746847",,"127.6200492,37.2424318","127.7474025,37.3995722","129.407849,35.9424572"
,"129.1615124,35.6366496","129.1678501,35.5503585","128.156159,36.5376591","128.5966749,36.4070992","126.6147382,34.7262049","128.62196,36.4720708",,"128.0548748,34.9703134",,"129.3633963,36.0524381","129.4084055,35.9424132","128.6249868,36.4747575",,"127.6217136,37.2433045","127.7479088,37.3995936","129.4084055,35.9424132"
,"129.1621369,35.6383827","129.1678667,35.5503628","128.155101,36.5380561","128.5969239,36.4073583","126.6143969,34.7262565","128.6219781,36.4723203",,"128.0545315,34.9700778",,"129.3632523,36.052498","129.409352,35.9424054","128.6249992,36.4747664",,"127.6223896,37.2436544","127.7489945,37.399594","129.409352,35.9424054"
,"129.1629798,35.6407394","129.168753,35.5505993","128.1550498,36.5380745","128.5969872,36.4074127","126.6120419,34.7265784","128.6219888,36.4727493",,"128.0521121,34.9685144",,"129.3631022,36.0525806","129.4096171,35.9424119","128.6251116,36.4748158",,"127.6228252,37.2438811","127.7492849,37.3995961","129.4096171,35.9424119"
,"129.1631199,35.6411044","129.1703726,35.5510313","128.1535642,36.5386298","128.5978441,36.4081567","126.6083877,34.7270648","128.6220392,36.4731518",,"128.0511175,34.9678724",,"129.3626158,36.0528567","129.4098481,35.9424281","128.6253496,36.4749912",,"127.6239875,37.2444983","127.7499989,37.3995694","129.4098481,35.9424281"
,"129.1632642,35.6415144","129.1709808,35.5512067","128.1527547,36.5389498","128.5991161,36.4090717","126.6052759,34.7274794","128.6220404,36.4736972",,"128.0501065,34.967225",,,"129.4102407,35.9424805","128.6254746,36.4751415",,"127.6249998,37.2450326","127.7525498,37.399491","129.4102407,35.9424805"
,"129.1638989,35.6433078","129.171562,35.5514151","128.1527124,36.5389662","128.5996028,36.4094188","126.6030728,34.727786","128.6220526,36.4738503",,"128.050058,34.967191",,,"129.4106055,35.9425296","128.6257246,36.4755249",,"127.62595,37.2455328","127.7527215,37.3994852","129.4106055,35.9425296"
,"129.1644114,35.6446413","129.1720779,35.5516089","128.1516498,36.5394742","128.6016747,36.4108998","126.6019944,34.7279241","128.6221126,36.4740607",,"128.0499887,34.9671435",,,"129.4109739,35.9425923","128.6259541,36.4760366",,"127.6266869,37.245916","127.753126,37.3994807","129.4109739,35.9425923"
,"129.1651116,35.6460244","129.1728952,35.5519699","128.1510249,36.5398328","128.6021228,36.4112779","126.6008274,34.7280733","128.6221985,36.4742122",,"128.0483848,34.9661228",,,"129.4120981,35.9429196","128.6259691,36.4760689",,"127.6267388,37.2459439","127.7534378,37.3994755","129.4120981,35.9429196"
,"129.1653117,35.6464075","129.1742278,35.5526591","128.1503615,36.5402583","128.6021499,36.4112993","126.6000485,34.7281893","128.6222915,36.4743141",,"128.0469712,34.9652184",,,"129.4136065,35.943459","128.6259864,36.4761075",,"127.6288176,37.2470522","127.7554262,37.3994487","129.4136065,35.943459"
,"129.1662864,35.6479744","129.1749942,35.5530704","128.1496744,36.5407831","128.6022711,36.4114334","126.5984069,34.7284847","128.6224385,36.4744453",,"128.0467105,34.9650527",,,"129.414253,35.9436984","128.6260384,36.476235",,"127.6289339,37.2471134","127.7587082,37.3993992","129.414253,35.9436984"
,"129.1669607,35.6491686","129.1772676,35.5543253","128.1493615,36.541039","128.6025124,36.4116998","126.5977196,34.7286202","128.6226107,36.4745464",,"128.0440902,34.9633747",,,"129.4170943,35.9447528","128.6264135,36.47716",,"127.6299767,37.2476612","127.7591432,37.3993938","129.4170943,35.9447528"
,"129.1671992,35.6495908","129.1779099,35.5547094","128.149205,36.541167","128.6027872,36.4120416","126.5973101,34.7287101","128.6227634,36.4746036",,"128.0432483,34.9627851",,,"129.4188505,35.9454044","128.6265715,36.4774326",,"127.6316176,37.2485022","127.7619338,37.3993696","129.4188505,35.9454044"
,"129.1685831,35.6518705","129.1780619,35.5548002","128.1486186,36.5417156","128.603,36.4123416","126.5968665,34.7288204","128.6229921,36.4746772",,"128.0429323,34.9625367",,,"129.4190753,35.9454855","128.6266728,36.4775704",,"127.6321413,37.2487531","127.7631359,37.3993597","129.4190753,35.9454855"
