0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"127.1288404,37.4169262","128.5710348,35.2302897","128.5710348,35.2302897","128.5520087,35.8559175","128.8276492,35.9019409","127.6356484,34.8026129","128.470789,35.8596467","127.3705365,36.3289087","128.5710348,35.2302897","126.7543823,37.5057949","128.5428868,35.8523916","128.5428868,35.8523916","128.5520087,35.8559175","126.4184493,34.8290242","126.7548421,37.3326206","126.7335413,37.4300733","128.5428868,35.8523916"
"127.1288418,37.417084","128.5705278,35.2305133","128.5705278,35.2305133","128.5519084,35.855876","128.8275265,35.9018945","127.6357576,34.8031565","128.4708351,35.8600746","127.3705638,36.3292027","128.5705278,35.2305133","126.7538448,37.5058032","128.5421889,35.8521227","128.5421889,35.8521227","128.5519084,35.855876","126.4185059,34.8291311","126.7549576,37.3326916","126.7335998,37.4299908","128.5421889,35.8521227"
"127.1288426,37.4173769","128.5704535,35.2305437","128.5704535,35.2305437","128.5518661,35.8558583","128.8258126,35.9012481","127.6358654,34.803564","128.4708376,35.860455","127.3705649,36.3292081","128.5704535,35.2305437","126.7535981,37.505808","128.54151,35.8518608","128.54151,35.8518608","128.5518661,35.8558583","126.4185149,34.8292772","126.7551542,37.3327857","126.7336767,37.4298777","128.54151,35.8518608"
"127.1288539,37.4178358","128.5703988,35.2305658","128.5703988,35.2305658","128.5517559,35.8558133","128.8257066,35.9012024","127.6359774,34.8038732","128.4708157,35.8607545","127.3705748,36.3293163","128.5703988,35.2305658","126.7532789,37.505815","128.5413397,35.8517974","128.5413397,35.8517974","128.5517559,35.8558133","126.4183001,34.8297289","126.7551857,37.3327994","126.7337352,37.4297907","128.5413397,35.8517974"
"127.128855,37.4178556","128.5703562,35.2305824","128.5703562,35.2305824","128.5504321,35.8552848","128.8254529,35.9012755","127.6361494,34.8040759","128.4707751,35.861056","127.3705901,36.3294614","128.5703562,35.2305824","126.7531862,37.5058153","128.5411249,35.8517163","128.5411249,35.8517163","128.5504321,35.8552848","126.4182619,34.8298079","126.7553633,37.3328745","126.7338373,37.4296408","128.5411249,35.8517163"
"127.1288569,37.4179286","128.569637,35.23088","128.569637,35.23088","128.5503999,35.8552716","128.8252448,35.9013499","127.6363357,34.8043534","128.4707228,35.861308","127.3705978,36.32953","128.569637,35.23088","126.7531477,37.5058159","128.5410392,35.8516837","128.5410392,35.8516837","128.5503999,35.8552716","126.4182618,34.8298999","126.7555884,37.3329417","126.7339448,37.4294089","128.5410392,35.8516837"
"127.1288742,37.4187687","128.5695419,35.230916","128.5695419,35.230916","128.5503242,35.8552416","128.8250375,35.9014802","127.6364529,34.8044696","128.4706563,35.861579","127.3706286,36.3297978","128.5695419,35.230916","126.7524881,37.5058136","128.540525,35.8514826","128.540525,35.8514826","128.5503242,35.8552416","126.418271,34.8299468","126.7558509,37.3329974","126.7340487,37.4290851","128.540525,35.8514826"
"127.128873,37.4187922","128.5694676,35.2309474","128.5694676,35.2309474","128.5485867,35.8545833","128.8249228,35.9015806","127.6365678,34.8045579","128.4705213,35.8619515","127.370675,36.3300493","128.5694676,35.2309474","126.7520706,37.5058118","128.5396156,35.8511289","128.5396156,35.8511289","128.5485867,35.8545833","126.418274,34.8299658","126.7572382,37.3332297","126.7341422,37.4286756","128.5396156,35.8511289"
"127.1288748,37.4188859","128.5693987,35.2309759","128.5693987,35.2309759","128.5483697,35.8545014","128.8246527,35.9018586","127.6367298,34.8046524","128.4703291,35.8623543","127.3709951,36.3311865","128.5693987,35.2309759","126.7517505,37.5059179","128.5394119,35.8510495","128.5394119,35.8510495","128.5483697,35.8545014","126.4183457,34.8300043","126.757849,37.3333327","126.7342327,37.4282156","128.5394119,35.8510495"
"127.1288772,37.4190761","128.5691353,35.2310837","128.5691353,35.2310837","128.5482195,35.854445","128.8246246,35.9020329","127.6369201,34.8047288","128.4700589,35.862809","127.3711491,36.3317312","128.5691353,35.2310837","126.7510455,37.5059333","128.5381122,35.8505658","128.5381122,35.8505658","128.5482195,35.854445","126.418397,34.8300156","126.7596172,37.333625","126.7344127,37.4273046","128.5381122,35.8505658"
"127.128879,37.4191717","128.5685261,35.2313028","128.5685261,35.2313028","128.5481872,35.8544335","128.8245615,35.9025078","127.6371082,34.8047628","128.4697797,35.8631674","127.3711867,36.3318665","128.5685261,35.2313028","126.7499994,37.5059961","128.5377218,35.8504421","128.5377218,35.8504421","128.5481872,35.8544335","126.4184822,34.8300217","126.7622624,37.3340489","126.7344363,37.427202","128.5377218,35.8504421"
"127.128896,37.4196278","128.5685009,35.2313112","128.5685009,35.2313112","128.5481627,35.8544238","128.8245121,35.9027995","127.6373324,34.8047761","128.4694803,35.8635007","127.3712477,36.3320685","128.5685009,35.2313112","126.7492256,37.5061002","128.5373468,35.8503029","128.5373468,35.8503029","128.5481627,35.8544238","126.4186015,34.8300156","126.76288,37.3341501","126.7344562,37.4271426","128.5373468,35.8503029"
"127.1289131,37.4200389","128.5684867,35.2313158","128.5684867,35.2313158","128.5480993,35.8543991","128.8244173,35.9033622","127.637469,34.8047588","128.4691659,35.8637863","127.3712632,36.3321145","128.5684867,35.2313158","126.7490319,37.5061224","128.5373301,35.8502958","128.5373301,35.8502958","128.5480993,35.8543991","126.4186292,34.8299879","126.7633714,37.3342307","126.7344496,37.4268938","128.5373301,35.8502958"
"127.1289454,37.4208223","128.5683937,35.2313491","128.5683937,35.2313491","128.5477843,35.8542838","128.8243991,35.9034661","127.637634,34.8047217","128.4688456,35.864045","127.3712754,36.3321479","128.5683937,35.2313491","126.748973,37.5061302","128.5373057,35.850287","128.5373057,35.850287","128.5477843,35.8542838","126.4187024,34.8299092","126.7637388,37.3342916","126.7344472,37.4268028","128.5373057,35.850287"
"127.1289596,37.4211577","128.5679669,35.2314845","128.5679669,35.2314845","128.547633,35.8542256","128.8242975,35.9042173","127.6378972,34.8045636","128.4684097,35.864355","127.3712976,36.3322173","128.5679669,35.2314845","126.7486919,37.5061788","128.5372356,35.8502605","128.5372356,35.8502605","128.547633,35.8542256","126.4197007,34.8288243","126.7637478,37.3342934","126.7344507,37.4266802","128.5372356,35.8502605"
"127.1289639,37.4214281","128.5679232,35.2314984","128.5679232,35.2314984","128.5472367,35.8540749","128.8241992,35.9049","127.6380313,34.8043506","128.4673527,35.8650586","127.3713895,36.3325321","128.5679232,35.2314984","126.7484608,37.5062098","128.5368055,35.850147","128.5368055,35.850147","128.5472367,35.8540749","126.4198017,34.8287134","126.7641423,37.3343599","126.734457,37.4265","128.5368055,35.850147"
"127.1289646,37.4215173","128.5676483,35.2315729","128.5676483,35.2315729","128.546628,35.8538521","128.8241983,35.9049117","127.6381033,34.8042098","128.4672527,35.8651253","127.3714394,36.3327007","128.5676483,35.2315729","126.7479421,37.5062669","128.5367234,35.8501369","128.5367234,35.8501369","128.546628,35.8538521","126.4198549,34.8286543","126.7645762,37.3344338","126.7344336,37.4262466","128.5367234,35.8501369"
"127.1289644,37.421557","128.5674523,35.2316261","128.5674523,35.2316261","128.5458246,35.853558","128.8240873,35.9056999","127.6381064,34.8041133","128.4667803,35.8654401","127.3715114,36.3329325","128.5674523,35.2316261","126.7477393,37.5058402","128.5367035,35.8501344","128.5367035,35.8501344","128.5458246,35.853558","126.419916,34.8285854","126.7649345,37.3344964","126.7343992,37.4261859","128.5367035,35.8501344"
"127.1289643,37.4215804","128.5673374,35.2316613","128.5673374,35.2316613","128.545809,35.8535518","128.8240305,35.9062821","127.6380876,34.8040124","128.465154,35.8665134","127.371599,36.3332409","128.5673374,35.2316613","126.7477187,37.505749","128.5364506,35.8501059","128.5364506,35.8501059","128.545809,35.8535518","126.4201223,34.82836","126.765318,37.334533","126.7340652,37.4255781","128.5364506,35.8501059"
"127.128964,37.4216426","128.5667748,35.2318331","128.5667748,35.2318331","128.5456821,35.8535024","128.8239491,35.9069158","127.6380152,34.8038763","128.4633511,35.8678217","127.3716244,36.3333329","128.5667748,35.2318331","126.7477123,37.5057111","128.5359827,35.8500631","128.5359827,35.8500631","128.5456821,35.8535024","126.4204564,34.8279852","126.7659436,37.334618","126.7336973,37.4248618","128.5359827,35.8500631"
"127.1289649,37.4216949","128.5664487,35.231937","128.5664487,35.231937","128.5447549,35.8531399","128.823927,35.9071189","127.6378708,34.8037637","128.4633149,35.8678481","127.3716632,36.3334555","128.5664487,35.231937","126.7475148,37.5045381","128.5350991,35.8499833","128.5350991,35.8499833","128.5447549,35.8531399","126.4206842,34.8277068","126.7662852,37.3346715","126.7335278,37.4245281","128.5350991,35.8499833"
"127.1289625,37.4219392","128.5661499,35.2320325","128.5661499,35.2320325","128.5446658,35.8531046","128.823918,35.9072452","127.6376487,34.8037","128.4626505,35.8683222","127.3718085,36.3339128","128.5661499,35.2320325","126.7474849,37.5043595","128.5346002,35.8499416","128.5346002,35.8499416","128.5446658,35.8531046","126.4210052,34.8274048","126.7672669,37.3348254","126.7334602,37.4243934","128.5346002,35.8499416"
"127.1289613,37.422187","128.5657506,35.232173","128.5657506,35.232173","128.5443742,35.8529909","128.8239101,35.9073012","127.6374792,34.803692","128.4626264,35.8683396","127.3719994,36.3343574","128.5657506,35.232173","126.7472234,37.5030247","128.5343996,35.8499244","128.5343996,35.8499244","128.5443742,35.8529909","126.4210772,34.8273378","126.767401,37.3348461","126.7333893,37.4242568","128.5343996,35.8499244"
"127.1289599,37.4222393","128.5650213,35.2324509","128.5650213,35.2324509","128.5439244,35.8528081","128.8238991,35.9073744","127.6373218,34.8037093","128.461816,35.8689285","127.3720394,36.3344386","128.5650213,35.2324509","126.747173,37.5027414","128.5334118,35.8498409","128.5334118,35.8498409","128.5439244,35.8528081","126.4211428,34.8272528","126.7674585,37.3348555","126.7330449,37.4235605","128.5334118,35.8498409"
"127.1289432,37.4231172","128.5650202,35.2324509","128.5650202,35.2324509","128.5438086,35.8527614","128.8238942,35.9075439","127.6371426,34.80376","128.4612681,35.8693268","127.372237,36.3348409","128.5650202,35.2324509","126.7468397,37.5008969","128.5324977,35.849718","128.5324977,35.849718","128.5438086,35.8527614","126.421224,34.8271498","126.7689114,37.3350817","126.7327921,37.4230776","128.5324977,35.849718"
"127.1288837,37.4239409","128.5649546,35.2324749","128.5649546,35.2324749","128.5428868,35.8523916","128.82372,35.9098601","127.6363277,34.8041361","128.4609475,35.8695629","127.3723014,36.3349789","128.5649546,35.2324749","126.7466881,37.5","128.5322249,35.8496816","128.5322249,35.8496816","128.5428868,35.8523916","126.4215814,34.8266615","126.7701307,37.3352974","126.7327467,37.4229907","128.5322249,35.8496816"
"127.1288296,37.4243797","128.5646583,35.232592","128.5646583,35.232592","128.5421889,35.8521227","128.8236892,35.9100091","127.635812,34.8043693","128.4604298,35.8699845","127.3726368,36.3356996","128.5646583,35.232592","126.7466249,37.4996472","128.5321117,35.8496664","128.5321117,35.8496664","128.5421889,35.8521227","126.4218143,34.8263254","126.7705939,37.3353787","126.7326912,37.4228876","128.5321117,35.8496664"
"127.1288466,37.4245951","128.5644987,35.2326574","128.5644987,35.2326574","128.54151,35.8518608","128.823571,35.910363","127.635103,34.8046939","128.460022,35.8703385","127.3728379,36.3360731","128.5644987,35.2326574","126.7464651,37.4986583","128.5310708,35.8495004","128.5310708,35.8495004","128.54151,35.8518608","126.4218499,34.8262744","126.7712454,37.335481","126.7323337,37.422148","128.5310708,35.8495004"
"127.1290263,37.4250428","128.5644823,35.2326639","128.5644823,35.2326639","128.5413397,35.8517974","128.8234267,35.9106134","127.6346288,34.8048251","128.4596165,35.870696","127.3728701,36.3361326","128.5644823,35.2326639","126.7463415,37.4979012","128.5309421,35.8494808","128.5309421,35.8494808","128.5413397,35.8517974","126.4218811,34.8262314","126.7715835,37.3355344","126.7321562,37.4218296","128.5309421,35.8494808"
"127.1291746,37.4256967","128.5644681,35.2326685","128.5644681,35.2326685","128.5411249,35.8517163","128.823212,35.9109637","127.6332881,34.8053496","128.4593002,35.871015","127.3728745,36.3361416","128.5644681,35.2326685","126.7462708,37.4975087","128.5307291,35.8494501","128.5307291,35.8494501","128.5411249,35.8517163","126.4219412,34.8261507","126.7717041,37.3355568","126.7320818,37.4216957","128.5307291,35.8494501"
"127.1291965,37.4258311","128.5644528,35.2326741","128.5644528,35.2326741","128.5410392,35.8516837","128.8226996,35.9118078","127.633192,34.8053903","128.4592783,35.8710368","127.3729045,36.3362093","128.5644528,35.2326741","126.7460534,37.4961733","128.5307136,35.8494476","128.5307136,35.8494476","128.5410392,35.8516837","126.4225447,34.8253184","126.7717615,37.335568","126.7320041,37.4215573","128.5307136,35.8494476"
"127.1292317,37.4260322","128.5643828,35.2327008","128.5643828,35.2327008","128.540525,35.8514826","128.8226813,35.9118377","127.6328872,34.8055052","128.4592554,35.8710604","127.373,36.3364248","128.5643828,35.2327008","126.7459822,37.4953788","128.530677,35.8494425","128.530677,35.8494425","128.540525,35.8514826","126.4225737,34.8252781","126.7720963,37.3356205","126.7318906,37.4213844","128.530677,35.8494425"
"127.1292997,37.4264426","128.5641247,35.2327996","128.5641247,35.2327996","128.5396156,35.8511289","128.8225562,35.9120474","127.6322075,34.8057602","128.4592192,35.871095","127.3730676,36.3366395","128.5641247,35.2327996","126.7460254,37.4950185","128.5306115,35.8494331","128.5306115,35.8494331","128.5396156,35.8511289","126.4226665,34.8252879","126.7725214,37.3356736","126.7318561,37.421331","128.5306115,35.8494331"
"127.1293491,37.4267375","128.5638185,35.2329159","128.5638185,35.2329159","128.5394119,35.8510495","128.8224387,35.9122425","127.6320251,34.8058335","128.4591656,35.8711504","127.3730864,36.3366999","128.5638185,35.2329159","126.746025,37.4949491","128.5303319,35.8493895","128.5303319,35.8493895","128.5394119,35.8510495","126.422731,34.8252885","126.7728125,37.3356853","126.7318025,37.4212729","128.5303319,35.8493895"
"127.1293799,37.4269169","128.563707,35.2329583","128.563707,35.2329583","128.5381122,35.8505658","128.8223956,35.912316","127.6312766,34.8061228","128.4588738,35.8714764","127.3731872,36.3370994","128.563707,35.2329583","126.7459746,37.4939916","128.5302808,35.8493818","128.5302808,35.8493818","128.5381122,35.8505658","126.4228012,34.8252738","126.7731952,37.3356805","126.7316796,37.4211279","128.5302808,35.8493818"
"127.1294413,37.4273011","128.563648,35.2329805","128.563648,35.2329805","128.5377218,35.8504421","128.8223816,35.9124063","127.6310996,34.806188","128.4587397,35.871656","127.3732369,36.3373636","128.563648,35.2329805","126.7459741,37.4933741","128.5300978,35.8493537","128.5300978,35.8493537","128.5377218,35.8504421","126.4229813,34.8252168","126.7735739,37.3356296","126.7319454,37.4211107","128.5300978,35.8493537"
"127.1294885,37.4275753","128.5634438,35.233168","128.5634438,35.233168","128.5373468,35.8503029","128.822386,35.9124748","127.6302758,34.8065081","128.4585021,35.8719761","127.3733262,36.3379614","128.5634438,35.233168","126.7459993,37.4926658","128.5294742,35.8492589","128.5294742,35.8492589","128.5373468,35.8503029","126.4230636,34.8251877","126.7735988,37.3356243","126.7320166,37.4211058","128.5294742,35.8492589"
"127.1295311,37.4278837","128.5633114,35.2332945","128.5633114,35.2332945","128.5373301,35.8502958","128.8224069,35.9125295","127.6297699,34.806716","128.4582662,35.8723504","127.3734331,36.3386864","128.5633114,35.2332945","126.7460401,37.4922091","128.52853,35.8491165","128.52853,35.8491165","128.5373301,35.8502958","126.423378,34.8250625","126.7738284,37.3355762","126.7322089,37.4210926","128.52853,35.8491165"
"127.1295758,37.4279857","128.5632465,35.2333726","128.5632465,35.2333726","128.5373057,35.850287","128.8224423,35.9125959","127.6294137,34.8068625","128.4581053,35.8726041","127.3735621,36.3395529","128.5632465,35.2333726","126.7461154,37.4914678","128.527922,35.8490279","128.527922,35.8490279","128.5373057,35.850287","126.4235543,34.8249567","126.7741429,37.3355096","126.7339617,37.4209841","128.527922,35.8490279"
