0,1,2,3,4,5,6,7,8,9,10,11,12,13
"127.1538856,37.5681527","127.1684778,36.7642627","127.0213601,35.9702968","127.1518373,37.5113991","127.2674186,37.0213675","127.0238284,37.4890792","128.3251068,36.1294239","128.547633,35.8542256","128.5920845,35.8931243","126.7347371,37.4482812","126.7344507,37.4266802","127.3786245,36.3833243","126.7347371,37.4482812","127.0664491,37.5785666"
"127.1561434,37.5691707","127.1686648,36.7640225","127.0214632,35.9703161","127.151962,37.5113409","127.2675073,37.0213974","127.0240451,37.4884446","128.3249662,36.1294771","128.5472367,35.8540749","128.5920715,35.8931452","126.7354543,37.4482426","126.734457,37.4265","127.3786253,36.3835632","126.7354543,37.4482426","127.0665374,37.5785742"
"127.1562406,37.5692151","127.168842,36.763721","127.0218288,35.9703852","127.1521116,37.5112999","127.2675545,37.0214056","127.0243799,37.4875581","128.324912,36.1294991","128.546628,35.8538521","128.5920293,35.8932141","126.7356013,37.4482346","126.7344336,37.4262466","127.378625,36.3837498","126.7356013,37.4482346","127.0667797,37.578585"
"127.1564903,37.5693276","127.1698005,36.7625563","127.0221423,35.9704379","127.1523368,37.5112744","127.2676366,37.0214021","127.0245317,37.4871558","128.3248367,36.1295294","128.5458246,35.853558","128.5918287,35.8935387","126.7360945,37.448208","126.7343992,37.4261859","127.3786154,36.3842014","126.7360945,37.448208","127.0669235,37.5785909"
"127.1566124,37.5693829","127.1701564,36.7621237","127.0222863,35.9704691","127.1525935,37.5113139","127.2682237,37.0213204","127.0252024,37.4853837","128.3242712,36.129756","128.545809,35.8535518","128.5915681,35.8940838","126.736496,37.4481926","126.7340652,37.4255781","127.3786116,36.3844998","126.736496,37.4481926","127.0670288,37.5785958"
"127.1566519,37.5694011","127.170499,36.7616703","127.0227161,35.9705601","127.152756,37.5114136","127.2684688,37.0212965","127.0257161,37.483922","128.3242192,36.1297762","128.5456821,35.8535024","128.5914869,35.8943018","126.7366001,37.448186","126.7336973,37.4248618","127.3786063,36.3850408","126.7366001,37.448186","127.0671284,37.5786016"
"127.1576373,37.5698402","127.1706635,36.7614616","127.0231349,35.9706293","127.1528147,37.5114525","127.268886,37.0212775","127.0257794,37.4837447","128.3241638,36.1297991","128.5447549,35.8531399","128.5914022,35.8945892","126.7369846,37.4481723","126.7335278,37.4245281","127.3786024,36.3853752","126.7369846,37.4481723","127.0673537,37.578615"
"127.1576385,37.5698402","127.1709998,36.7608865","127.0233566,35.9706618","127.1528743,37.5115329","127.269375,37.0212829","127.0258163,37.4836403","128.3237864,36.1299496","128.5446658,35.8531046","128.5912645,35.8951314","126.7373296,37.4481547","126.7334602,37.4243934","127.3786011,36.3854942","126.7373296,37.4481547","127.0676617,37.5786333"
"127.1582182,37.5701024","127.1711718,36.7604813","127.0235184,35.970685","127.1529622,37.5115998","127.2697493,37.0213062","127.0259706,37.4832019","128.3232221,36.1301788","128.5443742,35.8529909","128.5911628,35.8953082","126.7387084,37.4480879","126.7333893,37.4242568","127.3785997,36.3856493","126.7387084,37.4480879","127.0681757,37.578655"
"127.1587516,37.5703437","127.1713239,36.7600201","127.0237412,35.970694","127.153449,37.5122746","127.2701842,37.0213683","127.0259752,37.4831893","128.3230605,36.1302448","128.5439244,35.8528081","128.5911247,35.8956836","126.738731,37.4480862","126.7330449,37.4235605","127.3785997,36.3856917","126.738731,37.4480862","127.0683773,37.5786629"
"127.1588115,37.5703745","127.1713296,36.7599967","127.0240151,35.9707059","127.1534975,37.512318","127.270902,37.0215446","127.0260547,37.4829634","128.322765,36.130365","128.5438086,35.8527614","128.591119,35.8965635","126.7389018,37.4480765","126.7327921,37.4230776","127.3786017,36.3857881","126.7389018,37.4480765","127.0685868,37.5786673"
"127.1589493,37.5704425","127.1714291,36.7595228","127.0242003,35.9707084","127.1535561,37.5123696","127.2719826,37.0218622","127.0263358,37.4821605","128.3226544,36.1304108","128.5428868,35.8523916","128.591144,35.8969275","126.7398587,37.4480358","126.7327467,37.4229907","127.3786017,36.3857999","126.7398587,37.4480358","127.068974,37.5786832"
"127.1603359,37.5710847","127.1714544,36.7591055","127.0244133,35.9707111","127.1537116,37.5125079","127.2722486,37.0219889","127.0264141,37.4819373","128.3224784,36.1304841","128.5421889,35.8521227","128.5911866,35.8972075","126.7400859,37.4480327","126.7326912,37.4228876","127.3786048,36.385963","126.7400859,37.4480327","127.069497,37.5787157"
"127.1621887,37.5718011","127.1714422,36.7588179","127.0245652,35.9707117","127.1541495,37.5127499","127.2726822,37.0221195","127.0264452,37.4818536","128.3224342,36.1305025","128.54151,35.8518608","128.5913381,35.8979085","126.7402997,37.4480242","126.7323337,37.422148","127.3786246,36.3868583","126.7402997,37.4480242","127.0698185,37.5787394"
"127.1631655,37.5721428","127.171427,36.7584464","127.0246606,35.970712","127.154562,37.5128664","127.2736762,37.0224252","127.0267282,37.4810895","128.3223788,36.1305254","128.5413397,35.8517974","128.5914369,35.8982457","126.7404558,37.4480117","126.7321562,37.4218296","127.3786255,36.3870097","126.7404558,37.4480117","127.0700461,37.5787493"
"127.1632243,37.5721637","127.1714239,36.7583833","127.0252754,35.9706441","127.1557899,37.5130656","127.2741761,37.0225578","127.0272172,37.4797709","128.3223622,36.1305327","128.5411249,35.8517163","128.5916825,35.8990233","126.7444221,37.4476432","126.7320818,37.4216957","127.3786273,36.3872577","126.7444221,37.4476432","127.0700982,37.5787521"
"127.1633374,37.572201","127.1714164,36.7583067","127.0258316,35.970567","127.1562501,37.51314","127.2747233,37.022658","127.0278864,37.4780331","128.3222374,36.1306075","128.5410392,35.8516837","128.5917554,35.8993345","126.7444903,37.4476067","126.7320041,37.4215573","127.3786241,36.3879329","126.7444903,37.4476067","127.0701412,37.5787541"
"127.1641751,37.5725207","127.1714099,36.7582508","127.0265039,35.9705372","127.1566391,37.5132015","127.2748784,37.0226754","127.0283187,37.4769126","128.322199,36.1306492","128.540525,35.8514826","128.5917972,35.8995487","126.7445575,37.4475584","126.7318906,37.4213844","127.378625,36.3880564","126.7445575,37.4475584","127.0702511,37.578759"
"127.1641762,37.5725207","127.1714045,36.7582039","127.026812,35.9705763","127.1570153,37.5133252","127.2750796,37.022683","127.0285808,37.4762475","128.322153,36.1307127","128.5396156,35.8511289","128.5918162,35.8997262","126.7446591,37.4474617","126.7318561,37.421331","127.3786258,36.3882241","126.7446591,37.4474617","127.0713243,37.5788242"
"127.1649923,37.5728655","127.1714013,36.7581732","127.026853,35.9705819","127.1610372,37.5139993","127.2755945,37.022675","127.0290494,37.4752741","128.3221816,36.1307927","128.5394119,35.8510495","128.5918279,35.8999325","126.7446763,37.4474366","126.7318025,37.4212729","127.3786257,36.3883377","126.7446763,37.4474366","127.0714999,37.5788248"
"127.1656873,37.5731956","127.1713263,36.7576195","127.0271222,35.9706352","127.1612373,37.5140332","127.2760983,37.0226372","127.0295246,37.4745243","128.3222573,36.1309085","128.5381122,35.8505658","128.5918278,35.9000885","126.7447281,37.4473396","126.7316796,37.4211279","127.3786256,36.3883684","126.7447281,37.4473396","127.0719946,37.5788528"
"127.1663934,37.5735761","127.1712275,36.7568782","127.0273559,35.970692","127.1634287,37.5143901","127.2763108,37.0226141","127.0300117,37.4738583","128.3223649,36.1309952","128.5377218,35.8504421","128.5917945,35.9004873","126.7446732,37.4471815","126.7319454,37.4211107","127.3786231,36.3885414","126.7446732,37.4471815","127.072212,37.5788662"
"127.1666079,37.5737101","127.1711225,36.7560134","127.0277679,35.9707919","127.1654244,37.5147167","127.2765369,37.0225893","127.0301404,37.4737092","128.3225601,36.1312805","128.5373468,35.8503029","128.5917659,35.9006624","126.7442499,37.4459908","126.7320166,37.4211058","127.3786231,36.3885784","126.7442499,37.4459908","127.0724325,37.5789256"
"127.1671443,37.5740551","127.171099,36.7557618","127.0284988,35.9709688","127.1661379,37.5148295","127.278253,37.0224086","127.0303683,37.4734478","128.3226417,36.131326","128.5373301,35.8502958","128.591742,35.9007772","126.7439337,37.4452857","126.7322089,37.4210926","127.378332,36.3885889","126.7439337,37.4452857","127.0726936,37.5790148"
"127.1684226,37.5748771","127.1710851,36.7555905","127.0286118,35.9709999","127.1688433,37.5151319","127.2806123,37.0221723","127.030407,37.4734029","128.3228018,36.1314421","128.5373057,35.850287","128.5916804,35.9009743","126.7438987,37.4448294","126.7339617,37.4209841","127.3783142,36.3885889","126.7438987,37.4448294","127.0727331,37.5790312"
"127.1693975,37.5754251","127.1710055,36.7542985","127.0286439,35.9710108","127.1700365,37.5152777","127.2822248,37.022023","127.030702,37.4730616","128.3228646,36.1314912","128.5372356,35.8502605","128.5916194,35.9011272","126.7437139,37.4444353","126.7343914,37.420958","127.3780555,36.3885914","126.7437139,37.4444353","127.0731592,37.5791941"
"127.1699523,37.5757133","127.1710024,36.7542435","127.0287944,35.9710637","127.1719307,37.5155425","127.2834597,37.0218594","127.0311745,37.4725551","128.3230373,36.1316388","128.5368055,35.850147","128.5914715,35.9014152","126.7436129,37.4442498","126.7350631,37.4209182","127.3776585,36.3885918","126.7436129,37.4442498","127.073392,37.5792824"
"127.1707421,37.576122","127.1709897,36.7540569","127.0289671,35.9711248","127.1744352,37.5160001","127.2851567,37.0216623","127.0318497,37.471833","128.3232602,36.1318067","128.5367234,35.8501369","128.5912895,35.9017189","126.7434375,37.4439287","126.7356093,37.4208857","127.3772906,36.3885924","126.7434375,37.4439287","127.0737118,37.5793971"
"127.1719131,37.5766337","127.1709686,36.7535042","127.0292004,35.9712375","127.1755229,37.5161996","127.2855121,37.0216224","127.0323404,37.4713095","128.3235111,36.1319962","128.5367035,35.8501344","128.5911906,35.9018613","126.7432625,37.4435743","126.7362233,37.4208482","127.3768334,36.3885928","126.7432625,37.4435743","127.0747313,37.5797559"
"127.1727498,37.5769506","127.1709645,36.7534068","127.029733,35.9715687","127.180855,37.5172516","127.2861373,37.0215478","127.0338622,37.4697246","128.3235312,36.1320095","128.5364506,35.8501059","128.5909333,35.9021675","126.7431449,37.4433455","126.7364122,37.4208368","127.3767665,36.3885927","126.7431449,37.4433455","127.0747472,37.5797614"
"127.1733231,37.5771559","127.1709624,36.7533708","127.0305728,35.9721129","127.1830948,37.517693","127.2864995,37.0214818","127.0352864,37.4682087","128.3236129,36.1320622","128.5359827,35.8500631","128.5906479,35.902446","126.7428367,37.4427414","126.7384771,37.4207131","127.376587,36.3885916","126.7428367,37.4427414","127.0749506,37.5798414"
"127.1737867,37.5773158","127.1709551,36.7532391","127.0308689,35.9723007","127.1845553,37.5180683","127.2868449,37.021403","127.0357371,37.467731","128.3237302,36.13212","128.5350991,35.8499833","128.590387,35.9026476","126.7422123,37.441891","126.7414326,37.4205789","127.3763617,36.3886076","126.7422123,37.441891","127.0751291,37.5799115"
"127.1744281,37.5774933","127.1709198,36.7525936","127.0309816,35.9723697","127.1845858,37.5180783","127.2871419,37.0213179","127.0359602,37.467493","128.3236112,36.1322136","128.5346002,35.8499416","128.5901741,35.9028028","126.7421094,37.4417822","126.7420137,37.420552","127.3758743,36.3887081","126.7421094,37.4417822","127.0754817,37.580047"
"127.1747358,37.577578","127.1708434,36.7523878","127.031102,35.9724504","127.1863995,37.5186744","127.2875448,37.0211708","127.0371316,37.4662411","128.3235803,36.1322382","128.5343996,35.8499244","128.5899016,35.9029702","126.7420479,37.4417151","126.7423371,37.4205369","127.3755865,36.3888079","126.7420479,37.4417151","127.0756162,37.5801007"
"127.1759303,37.5779076","127.1707867,36.7520325","127.0313363,35.9726019","127.1872266,37.5189821","127.2882269,37.0208502","127.0387923,37.4644845","128.3235164,36.1322945","128.5334118,35.8498409","128.5896574,35.9031023","126.7419058,37.4415655","126.7432417,37.4204895","127.3751579,36.3890355","126.7419058,37.4415655","127.0758309,37.5801898"
"127.1760615,37.5779413","127.1705566,36.7510763","127.0314357,35.9726672","127.1877383,37.5192161","127.288371,37.020782","127.0393762,37.4638675","128.3232345,36.1325408","128.5324977,35.849718","128.5894912,35.9031831","126.7407501,37.4402574","126.7436081,37.4204603","127.3750798,36.3890832","126.7407501,37.4402574","127.0760794,37.5802953"
"127.1773739,37.5782495","127.1705071,36.750867","127.0324314,35.9732841","127.1887499,37.5197749","127.2886018,37.0206625","127.0395116,37.4637238","128.3231795,36.1325916","128.5322249,35.8496816","128.5892366,35.9032837","126.7404275,37.4398542","126.7439826,37.420423","127.3749994,36.3891327","126.7404275,37.4398542","127.076102,37.5803062"
"127.1795179,37.5787349","127.1704372,36.7507117","127.0324856,35.9733168","127.1894993,37.5202582","127.2887313,37.0205951","127.0395708,37.463661","128.3231365,36.1326307","128.5321117,35.8496664","128.5889156,35.9033921","126.7403315,37.4397346","126.7443118,37.4203864","127.3747494,36.3892911","126.7403315,37.4397346","127.0761415,37.5803243"
"127.1802941,37.5789109","127.170319,36.7505825","127.0325121,35.9733331","127.1901785,37.5207404","127.2894518,37.0202205","127.0400545,37.4631581","128.3229758,36.1327734","128.5310708,35.8495004","128.5887135,35.9034426","126.7401336,37.4394062","126.7446763,37.4203301","127.3746244,36.3893911","126.7401336,37.4394062","127.0767552,37.5805537"
"127.1810499,37.5790824","127.1702319,36.7505165","127.0328826,35.9735077","127.190783,37.5212593","127.2897469,37.0200281","127.0405519,37.4626255","128.3229361,36.1328088","128.5309421,35.8494808","128.5884572,35.9034999","126.7399941,37.4391186","126.7452991,37.4202043","127.3745272,36.3894676","126.7399941,37.4391186","127.0778042,37.580908"
"127.1834746,37.5796325","127.1701324,36.7504747","127.0342695,35.974183","127.1912057,37.5216534","127.2901716,37.0197007","127.0405732,37.4624751","128.3228755,36.1328597","128.5307291,35.8494501","128.588255,35.9035387","126.73993,37.4389713","126.7456174,37.4201315","127.3743374,36.3896495","126.73993,37.4389713","127.0782813,37.5810702"
"127.1846264,37.5799033","127.1700194,36.7504411","127.034472,35.9742766","127.191422,37.5219046","127.2904252,37.0194614","127.0405941,37.4623868","128.3227049,36.1330114","128.5307136,35.8494476","128.5880349,35.9035696","126.7398175,37.4386966","126.7458836,37.4200674","127.3741619,36.3899243","126.7398175,37.4386966","127.0783276,37.5810857"
"127.1860509,37.5802379","127.169932,36.7504327","127.034785,35.9744293","127.1917993,37.5223427","127.2907624,37.0190771","127.0405992,37.4622832","128.3225958,36.1331077","128.530677,35.8494425","128.5877703,35.90359","126.7394995,37.4376165","126.7463631,37.4199209","127.3740992,36.3900748","126.7394995,37.4376165","127.0788351,37.5812623"
"127.1866211,37.5803719","127.1698066,36.7504332","127.0351809,35.9746256","127.1920819,37.5226833","127.2909542,37.0188115","127.0405872,37.4622083","128.3224088,36.1332875","128.5306115,35.8494331","128.5874679,35.9036","126.7391549,37.4361523","126.7468485,37.41975","127.3740745,36.3901415","126.7391549,37.4361523","127.0788928,37.5812788"
"127.1870239,37.5804658","127.1696945,36.7504492","127.0353047,35.9747","127.1921528,37.5227808","127.2912771,37.0182947","127.0405492,37.4621415","128.3222744,36.1334075","128.5303319,35.8493895","128.5870647,35.9036099","126.7390898,37.4358797","126.7473295,37.4195665","127.373996,36.3904182","126.7390898,37.4358797","127.079145,37.5813473"
"127.188825,37.5809492","127.1694825,36.7505081","127.035444,35.9747835","127.1926868,37.5236628","127.2936074,37.0142053","127.0404874,37.4620826","128.3220189,36.133631","128.5302808,35.8493818","128.5866337,35.9036165","126.7389517,37.4353434","126.7482511,37.419173","127.3738245,36.3910166","126.7389517,37.4353434","127.0792287,37.5813701"
"127.1890693,37.5810282","127.1693568,36.7505492","127.0355622,35.9748533","127.1929945,37.5242306","127.2937899,37.0136287","127.040412,37.4620247","128.3219141,36.1337047","128.5300978,35.8493537","128.5856047,35.9036466","126.7389138,37.4351746","126.7492422,37.4187178","127.3735463,36.3920251","126.7389138,37.4351746","127.0794052,37.581396"
"127.1896472,37.5812163","127.1692323,36.7505993","127.0356219,35.9748932","127.1934617,37.5251241","127.2938229,37.013489","127.040299,37.4619999","128.3216869,36.1338749","128.5294742,35.8492589","128.5848216,35.9036708","126.7387371,37.4344325","126.7495295,37.4185827","127.3732827,36.3929832","126.7387371,37.4344325","127.0796123,37.5814202"
