0,1,2,3,4,5,6,7,8,9,10,11,12,13
"127.9615917,37.7683089",,,"127.9024449,37.2787508","127.7326039,37.2446502","127.9783021,37.4046342","127.9507464,36.7650932","128.6289655,36.479642","128.6259541,36.4760366","127.5871634,37.2322801","127.7778111,37.4014687",,"127.5871634,37.2322801","127.9325053,37.3895683"
"127.9617711,37.7688508",,,"127.9019683,37.280347","127.7332103,37.2445634","127.9789264,37.4047137","127.9486942,36.7655507","128.629222,36.4798532","128.6259691,36.4760689","127.5874372,37.2321564","127.7779695,37.4015125",,"127.5874372,37.2321564","127.9327908,37.3902974"
"127.9619658,37.7696775",,,"127.901935,37.2804561","127.734397,37.244388","127.980113,37.4049279","127.9481301,36.765652","128.6292977,36.4799165","128.6259864,36.4761075","127.5879126,37.2319316","127.7784343,37.4016421",,"127.5879126,37.2319316","127.9343926,37.3941927"
"127.9620976,37.7702403",,,"127.9018885,37.2806086","127.734548,37.2443651","127.9807635,37.405056","127.9474664,36.7657834","128.6295038,36.4800434","128.6260384,36.476235","127.5885244,37.2315814","127.7811262,37.402392",,"127.5885244,37.2315814","127.9344782,37.3945529"
"127.9621173,37.7702916",,,"127.9017454,37.2806371","127.7353662,37.2442472","127.981328,37.405169","127.9463883,36.765938","128.6297154,36.4801658","128.6264135,36.47716","127.5889873,37.2312646","127.7827524,37.4027829",,"127.5889873,37.2312646","127.9346796,37.3949857"
"127.9622535,37.7706516",,,"127.9015651,37.2806737","127.7365845,37.2440708","127.9820286,37.4053428","127.9454613,36.7660713","128.6299357,36.4802674","128.6265715,36.4774326","127.5893725,37.2309417","127.7840288,37.4029674",,"127.5893725,37.2309417","127.9348297,37.3953619"
"127.9623158,37.7708145",,,"127.9009722,37.2807677","127.7367344,37.2440489","127.9824791,37.4054699","127.9394465,36.7668347","128.6300863,36.4803354","128.6266728,36.4775704","127.5895493,37.2307766","127.7853861,37.4030614",,"127.5895493,37.2307766","127.9349616,37.3956914"
"127.9625762,37.7712461",,,,"127.7399442,37.2436305","127.9832522,37.4056822","127.9390546,36.7668803","128.6302277,36.4803882","128.6268318,36.4777564","127.5902068,37.2300847","127.7860618,37.4030724",,"127.5902068,37.2300847","127.9351998,37.3962575"
"127.9626531,37.7713728",,,,"127.7402541,37.2435902","127.9841445,37.4059868","127.9321972,36.7676654","128.6304248,36.4804359","128.6270007,36.4779324","127.5904668,37.2297528","127.7869306,37.4030514",,"127.5904668,37.2297528","127.9354494,37.3968244"
"127.9630651,37.7718976",,,,"127.7405269,37.243559","127.9850223,37.4063104","127.9290544,36.7680905","128.6310147,36.480543","128.6270278,36.4779574","127.5908979,37.2292017","127.7881122,37.4029782",,"127.5908979,37.2292017","127.9357237,37.3973696"
"127.9632342,37.7720565",,,,"127.7419594,37.2433948","127.9854029,37.4064567","127.9279236,36.7682514","128.631321,36.480577","128.6271496,36.4780401","127.5910374,37.2289564","127.788651,37.4029399",,"127.5910374,37.2289564","127.9358823,37.3976404"
"127.9635117,37.7723159",,,,"127.7420699,37.2433819","127.9857383,37.406595","127.9274009,36.7683543","128.6329151,36.4807278","128.6275555,36.4783193","127.5910981,37.2288121","127.7889786,37.4029166",,"127.5910981,37.2288121","127.9359051,37.3976772"
"127.9641493,37.7727748",,,,"127.7422897,37.2433571","127.9863535,37.4068611","127.9269677,36.7684397","128.6344297,36.4808702","128.6276615,36.4783959","127.5912004,37.2285723","127.7900514,37.402758",,"127.5912004,37.2285723","127.9360808,37.3979659"
"127.9648875,37.7731496",,,,"127.742328,37.2433525","127.9866448,37.4069951","127.9255377,36.7687901","128.6349126,36.4809161","128.6280768,36.4787877","127.5912678,37.2283901","127.7907322,37.4026455",,"127.5912678,37.2283901","127.9361367,37.3980577"
"127.965485,37.7733797",,,,"127.7462299,37.242883","127.9876617,37.4075083","127.9240376,36.7692561","128.6367582,36.4810942","128.628359,36.4789978","127.5913195,37.2282513","127.7929212,37.4021651",,"127.5913195,37.2282513","127.936337,37.3983165"
"127.9661212,37.7736044",,,,"127.746426,37.2428627","127.9885992,37.4079794","127.9223647,36.7698777","128.6369593,36.481104","128.6283838,36.479021","127.5913891,37.2279961","127.7935218,37.4020419",,"127.5913891,37.2279961","127.9366489,37.3987165"
"127.9667244,37.7738318",,,,"127.7465116,37.2428535","127.9892208,37.4083446","127.9197728,36.7708812","128.6373826,36.4811243","128.6287616,36.4794339","127.5915957,37.2273361","127.7942828,37.4019102",,"127.5915957,37.2273361","127.9370367,37.3991414"
"127.9670079,37.7739488",,,,"127.746533,37.2428508","127.9899492,37.4087995","127.9184992,36.7713689","128.6378916,36.4811185","128.6289655,36.479642","127.5919061,37.2267365","127.7956446,37.4016824",,"127.5919061,37.2267365","127.9374374,37.3994743"
"127.9674623,37.774166",,,,"127.7466412,37.242837","127.9900343,37.4088559","127.9168353,36.7720067","128.6385545,36.4810302","128.629222,36.4798532","127.5919488,37.2266174","127.7971494,37.4013631",,"127.5919488,37.2266174","127.9379186,37.3998403"
"127.967999,37.7744658",,,,"127.7499997,37.2423991","127.9906744,37.4092832","127.9134067,36.7733113","128.638882,36.4809802","128.6292977,36.4799165","127.592196,37.2259385","127.7994321,37.4008913",,"127.592196,37.2259385","127.9383008,37.4000949"
"127.9684873,37.7748163",,,,"127.7523923,37.242075","127.9908004,37.4093728","127.9114094,36.7740764","128.6393471,36.480882","128.6295038,36.4800434","127.592514,37.2251765","127.8018264,37.4003525",,"127.592514,37.2251765","127.9385616,37.4002534"
"127.9690494,37.7753575",,,,"127.7527743,37.2420164","127.9915054,37.4098747","127.9111254,36.7741856","128.6394718,36.4808555","128.6297154,36.4801658","127.592622,37.224961","127.8024856,37.4002048",,"127.592622,37.224961","127.9390253,37.4005158"
"127.9694117,37.7757328",,,,"127.7533874,37.2419421","127.9920437,37.4102943","127.9106736,36.7743593","128.6409707,36.4804581","128.6299357,36.4802674","127.5930347,37.2241359","127.8035049,37.3999607",,"127.5930347,37.2241359","127.9391839,37.4005928"
"127.9700499,37.7764576",,,,"127.7536219,37.2419254","127.9925752,37.4106968","127.9100879,36.7746309","128.6413892,36.4803748","128.6300863,36.4803354","127.5937839,37.2228869","127.8070808,37.3988508",,"127.5937839,37.2228869","127.9394569,37.4007242"
"127.9707486,37.7772219",,,,"127.7543998,37.2419165","127.9929807,37.4110187","127.9096577,36.7748613","128.6420073,36.480276","128.6302277,36.4803882","127.5946086,37.2217324","127.8088029,37.3983542",,"127.5946086,37.2217324","127.9400708,37.4009843"
"127.971112,37.7775882",,,,"127.7549489,37.2419325","127.993377,37.4113046","127.9092679,36.7751097","128.6424252,36.4802287","128.6304248,36.4804359","127.5951815,37.2210117","127.8105214,37.3978233",,"127.5951815,37.2210117","127.9402407,37.4010431"
"127.9711451,37.7776151",,,,"127.7554249,37.2419828","127.9940959,37.4118568","127.9087521,36.7754774","128.6437599,36.4801312","128.6310147,36.480543","127.596369,37.2197479","127.8139449,37.3967768",,"127.596369,37.2197479","127.9407931,37.401234"
"127.9713734,37.7778007",,,,"127.7558118,37.2420243","127.9947966,37.4123848","127.9085045,36.7757028","128.6438815,36.4801228","128.631321,36.480577","127.5969162,37.2192526","127.8142348,37.3966823",,"127.5969162,37.2192526","127.9414913,37.4014053"
"127.9714259,37.7778429",,,,"127.7565124,37.2421662","127.9951873,37.4126824","127.9084889,36.7757181","128.6441179,36.4801052","128.6329151,36.4807278","127.5976446,37.2186111","127.8169426,37.3957944",,"127.5976446,37.2186111","127.9415523,37.401415"
"127.9717065,37.7780491",,,,"127.7565903,37.2421849","127.9955461,37.4129522","127.9078646,36.7763189","128.6451728,36.4800293","128.6344297,36.4808702","127.5977381,37.2185398","127.8196761,37.3948631",,"127.5977381,37.2185398","127.9424254,37.4015487"
"127.9719118,37.7781843",,,,"127.7567584,37.2422251","127.9961152,37.4133906","127.9066747,36.7776373","128.6459977,36.4799556","128.6349126,36.4809161","127.5980331,37.2183133","127.8212779,37.3943008",,"127.5980331,37.2183133","127.9428505,37.4015958"
"127.9720634,37.7782784",,,,"127.7567742,37.2422287","127.9967205,37.4138433","127.9059447,36.7784024","128.646813,36.4798315","128.6367582,36.4810942","127.5986141,37.2178684","127.823464,37.3935179",,"127.5986141,37.2178684","127.9434032,37.4016397"
"127.9722219,37.7783751",,,,"127.7570382,37.2422912","127.9972622,37.4142583","127.9054318,36.7788946","128.6471167,36.4797627","128.6369593,36.481104","127.6000037,37.2169117","127.8257798,37.392694",,"127.6000037,37.2169117","127.9438089,37.4016544"
"127.9723005,37.7784189",,,,"127.7573125,37.2423708","127.997812,37.4146833","127.9050759,36.7791905","128.6476456,36.4795936","128.6373826,36.4811243","127.6008563,37.2164071","127.8288571,37.3916362",,"127.6008563,37.2164071","127.9441343,37.4016487"
"127.9726287,37.7786015",,,,"127.7578216,37.2425464","127.9982382,37.4150501","127.9046808,36.7795047","128.6482958,36.4793295","128.6378916,36.4811185","127.6010838,37.2162726","127.8295543,37.3914144",,"127.6010838,37.2162726","127.9443411,37.4016452"
"127.9740683,37.7794393",,,,"127.758315,37.2427418","127.9986134,37.415392","127.9044732,36.7796487","128.6495571,36.4787197","128.6385545,36.4810302","127.6042079,37.2145185","127.8307931,37.3910422",,"127.6042079,37.2145185","127.9447691,37.401622"
"127.9742017,37.7795199",,,,"127.7587532,37.2429671","127.9991369,37.4159414","127.9042108,36.7798308","128.6497788,36.478613","128.638882,36.4809802","127.6050897,37.2140093","127.8325773,37.3906226",,"127.6050897,37.2140093","127.9452005,37.4015807"
"127.974546,37.7797276",,,,"127.7592242,37.2432284","127.9994651,37.4163636","127.903603,36.7801827","128.6504162,36.4783887","128.6393471,36.480882","127.6060863,37.2133648","127.833137,37.3904939",,"127.6060863,37.2133648","127.9459873,37.4014578"
"127.9753424,37.7803274",,,,"127.7597746,37.2435833","127.9996977,37.4166664","127.9031985,36.7804184","128.6508889,36.4782696","128.6394718,36.4808555","127.6061437,37.2133278","127.8357811,37.3901169",,"127.6061437,37.2133278","127.9475473,37.4012158"
"127.975475,37.7804558",,,,"127.7601748,37.2439042","128.0,37.4170915","127.9028989,36.7805655","128.6511403,36.4782122","128.6409707,36.4804581","127.6069127,37.2127646","127.8365399,37.3900255",,"127.6069127,37.2127646","127.9487292,37.4010328"
"127.9755835,37.7805599",,,,"127.7606363,37.2443322","128.0000365,37.4171499","127.9024114,36.7807781","128.6515078,36.4781528","128.6413892,36.4803748","127.6071874,37.2125634","127.8379053,37.3899558",,"127.6071874,37.2125634","127.9490798,37.4009017"
"127.9758203,37.7808293",,,,"127.7609735,37.2446731","128.000081,37.4172191","127.9016186,36.7811062","128.6517918,36.4781122","128.6420073,36.480276","127.607946,37.2118794","127.8380307,37.3899491",,"127.607946,37.2118794","127.9492795,37.4008541"
"127.9760175,37.7811151",,,,"127.7611388,37.2448846","128.0001267,37.4172911","127.9011812,36.781251","128.6522891,36.4780731","128.6424252,36.4802287","127.6084806,37.2113318","127.8390903,37.3899272",,"127.6084806,37.2113318","127.9493618,37.4008348"
"127.9763975,37.7817526",,,,"127.7613483,37.2451518","128.0002489,37.4174816","127.8995044,36.7816443","128.6525469,36.4780688","128.6437599,36.4801312","127.6091647,37.2105595","127.8398868,37.3899465",,"127.6091647,37.2105595","127.9495061,37.4007748"
"127.9770643,37.7828396",,,,"127.7616204,37.2455677","128.0005869,37.4180084","127.8990957,36.7817159","128.6532561,36.478098","128.6438815,36.4801228","127.6096372,37.2099299","127.8403139,37.3899624",,"127.6096372,37.2099299","127.9496558,37.4006796"
"127.9773025,37.7831604",,,,"127.7618201,37.2459404","128.0008884,37.4184804","127.8988997,36.7817409","128.6533253,36.4780956","128.6441179,36.4801052","127.6101712,37.2090388","127.8418973,37.3901246",,"127.6101712,37.2090388","127.9498404,37.4005617"
"127.9774696,37.7833598",,,,"127.7619655,37.2462457","128.0011008,37.4188121","127.8986903,36.7817678","128.6536435,36.4781033","128.6451728,36.4800293","127.6105387,37.2083552","127.8426274,37.3902036",,"127.6105387,37.2083552","127.9500023,37.4004268"
"127.977768,37.7836633",,,,"127.7623169,37.2471066","128.0014023,37.4192822","127.8981291,36.7818129","128.6536904,36.4781038","128.6459977,36.4799556","127.6109622,37.2073948","127.8434392,37.39035",,"127.6109622,37.2073948","127.9501277,37.4002334"
"127.9781698,37.783987",,,,"127.7627647,37.2481369","128.0015246,37.4194827","127.8977213,36.781835","128.6540121,36.4781196","128.646813,36.4798315","127.6111911,37.2067203","127.8434856,37.390358",,"127.6111911,37.2067203","127.9503752,37.3996853"
"127.9785177,37.7842208",,,,"127.7631072,37.2490249","128.0022462,37.420582","127.897003,36.7818555","128.6541451,36.4781255","128.6471167,36.4797627","127.6113648,37.2060603","127.84522,37.3906765",,"127.6113648,37.2060603","127.9504383,37.3990875"
"127.9786614,37.7843176",,,,"127.7635255,37.2499993","128.00305,37.421808","127.8955785,36.781844","128.655842,36.4782191","128.6476456,36.4795936","127.6115079,37.2052589","127.8481222,37.3914071",,"127.6115079,37.2052589","127.9504412,37.3990136"
"127.9790033,37.7844983",,,,"127.7637689,37.2505774","128.0033982,37.4223384","127.8939714,36.781834","128.6561057,36.4782318","128.6482958,36.4793295","127.6116104,37.204461","127.8500877,37.3918655",,"127.6116104,37.204461","127.9505615,37.397588"
"127.9798843,37.7849832",,,,"127.7640383,37.251197","128.0056865,37.4258241","127.8918935,36.7818102","128.6565581,36.4782563","128.6495571,36.4787197","127.6117758,37.2019901","127.8504338,37.3919519",,"127.6117758,37.2019901","127.9505631,37.3971094"
"127.9800723,37.7850861",,,,"127.7642406,37.2516617","128.007187,37.4281081","127.8898884,36.7817744","128.6568851,36.4783261","128.6497788,36.478613","127.6118794,37.200426","127.8530794,37.3926291",,"127.6118794,37.200426","127.9506388,37.3971055"
"127.9802684,37.7852043",,,,"127.7643883,37.2519633","128.0072739,37.4282546","127.8871987,36.7817625","128.6571207,36.478332","128.6504162,36.4783887","127.6120921,37.1972078","127.8541518,37.3929333",,"127.6120921,37.1972078","127.9511471,37.3970783"
"127.9808125,37.7855761",,,,"127.76468,37.2525152","128.0080993,37.429641","127.8847924,36.7817324","128.6572648,36.4783405","128.6508889,36.4782696","127.6121282,37.196474","127.8543939,37.3929974",,"127.6121282,37.196474","127.9512566,37.3970734"
"127.9809566,37.7857242",,,,"127.7648501,37.2527988","128.0081795,37.4297966","127.8844203,36.7817336","128.6573095,36.4783428","128.6511403,36.4782122","127.6122508,37.1947783","127.8554176,37.3932711",,"127.6122508,37.1947783","127.9519432,37.3970158"
"127.9813247,37.7860995",,,,"127.7651174,37.2531371","128.008924,37.43125","127.8835014,36.7817537","128.6574144,36.4783435","128.6515078,36.4781528","127.6123619,37.1929988","127.8578166,37.393866",,"127.6123619,37.1929988","127.9520357,37.397367"
"127.9815307,37.7863339",,,,"127.7652783,37.2533495","128.0089664,37.4313336","127.8831922,36.7817601","128.6576322,36.4783459","128.6517918,36.4781122","127.6124621,37.1913987","127.8591613,37.3941603",,"127.6124621,37.1913987","127.9520623,37.3974669"
"127.9816439,37.7864623",,,,"127.7655491,37.2537076","128.00938,37.4321557","127.8822377,36.781829","128.659022,36.4784262","128.6522891,36.4780731","127.6124731,37.1912509","127.8608549,37.3944228",,"127.6124731,37.1912509","127.9521784,37.3978099"
"127.9818376,37.786722",,,,"127.7659952,37.2542348","128.0101741,37.4337333","127.8819185,36.7818724","128.6593593,36.4784418","128.6525469,36.4780688","127.6125373,37.1904242","127.8623583,37.3945877",,"127.6125373,37.1904242","127.9525711,37.3990442"
"127.9820729,37.7871068",,,,"127.7661253,37.2543635","128.0109239,37.4351244","127.8815702,36.7819213","128.6596575,36.4784534","128.6532561,36.478098","127.6126099,37.1892758","127.8633866,37.3946503",,"127.6126099,37.1892758","127.9526791,37.3993466"
"127.9824247,37.7877741",,,,"127.766157,37.2543949","128.0113244,37.4356825","127.8808393,36.7820994","128.6598953,36.4784574","128.6533253,36.4780956","127.6126121,37.1892325","127.8642783,37.3947044",,"127.6126121,37.1892325","127.9527366,37.399506"
"127.983016,37.7889326",,,,"127.7664263,37.2546602","128.0119118,37.436291","127.8802293,36.7822555","128.6600926,36.4784365","128.6536435,36.4781033","127.6126341,37.1888945","127.8650816,37.3947136",,"127.6126341,37.1888945","127.952763,37.3995798"
"127.9832243,37.7893409",,,,"127.7667408,37.2549272","128.0122551,37.4365735","127.8796765,36.7824394","128.6602594,36.4783934","128.6536904,36.4781038","127.6126518,37.1886267","127.8668935,37.3946683",,"127.6126518,37.1886267","127.9527952,37.3996761"
"127.983345,37.789573",,,,"127.7669375,37.2550665","128.0125996,37.4368577","127.8788711,36.7827385","128.6604211,36.4783116","128.6540121,36.4781196","127.6126749,37.1882824","127.8684091,37.3945618",,"127.6126749,37.1882824","127.9528664,37.3998633"
"127.9836778,37.7900935",,,,"127.7673989,37.2554333","128.0133365,37.4373413","127.8788442,36.7827485","128.6605437,36.4782194","128.6541451,36.4781255","127.6127994,37.1863992","127.8685006,37.3945534",,"127.6127994,37.1863992","127.9530948,37.40046"
"127.9837489,37.7902077",,,,"127.7687497,37.2563496","128.0139117,37.4376416","127.8785702,36.7828603","128.6606486,36.4780714","128.655842,36.4782191","127.6128942,37.1849334","127.8690223,37.3945067",,"127.6128942,37.1849334","127.9531525,37.4006554"
"127.9841294,37.7907334",,,,"127.7700496,37.2572075","128.0144739,37.4378744","127.8782829,36.7829973","128.6606731,36.4779901","128.6561057,36.4782318","127.6129743,37.1842987","127.8696704,37.3944325",,"127.6129743,37.1842987","127.9532183,37.4008796"
"127.9843493,37.7910083",,,,"127.7715123,37.258166","128.0154493,37.4381748","127.8778625,36.7832105","128.6606812,36.4779359","128.6565581,36.4782563","127.6131373,37.1833061","127.870061,37.3943763",,"127.6131373,37.1833061","127.9532286,37.4009084"
"127.9848425,37.7915686",,,,"127.7737054,37.2596329","128.0160562,37.4383164","127.8776792,36.7833066","128.6605552,36.4777974","128.6568851,36.4783261","127.6133423,37.1825009","127.870437,37.3943238",,"127.6133423,37.1825009","127.9533313,37.4012605"
"127.9855081,37.7922707",,,,"127.7748087,37.2603533","128.0161615,37.4383412","127.8775138,36.7833928","128.6605022,36.47776","128.6571207,36.478332","127.6136249,37.1816281","127.8708739,37.3942584",,"127.6136249,37.1816281","127.95342,37.4015495"
"127.9857838,37.7925778",,,,"127.7750698,37.2605239","128.0172499,37.4384825","127.8771774,36.7835895","128.6604223,36.477713","128.6572648,36.4783405","127.6139044,37.1809229","127.8719416,37.3940586",,"127.6139044,37.1809229","127.9535109,37.4018177"
"127.9861527,37.7930639",,,,"127.7758916,37.2610421","128.0186653,37.4386664","127.8771696,36.783594","128.6603189,36.4776708","128.6573095,36.4783428","127.6139369,37.1808409","127.8736399,37.3936512",,"127.6139369,37.1808409","127.9535546,37.4019401"
"127.9862939,37.793286",,,,"127.776277,37.2612648","128.0188497,37.4386909","127.8769596,36.7837326","128.6601914,36.4776513","128.6574144,36.4783435","127.6143367,37.1800076","127.8749993,37.3932638",,"127.6143367,37.1800076","127.953789,37.4025882"
"127.9865878,37.7939337",,,,"127.7766724,37.2614766","128.0211247,37.4389432","127.8768076,36.7838323","128.6600611,36.4776697","128.6576322,36.4783459","127.6145872,37.1795575","127.875306,37.3931511",,"127.6145872,37.1795575","127.9539108,37.4029258"
"127.9868601,37.7945941",,,,"127.7770577,37.2616686","128.0215614,37.4389908","127.8765172,36.7840243","128.6599578,36.4777076","128.659022,36.4784262","127.6148244,37.1791661","127.8756737,37.3930318",,"127.6148244,37.1791661","127.954012,37.4032165"
"127.9870762,37.7951449",,,,"127.7775401,37.2618892","128.0232484,37.4392123","127.8762056,36.7842425","128.6598006,36.4777921","128.6593593,36.4784418","127.6152121,37.178541","127.876135,37.3928744",,"127.6152121,37.178541","127.9541866,37.4036999"
"127.98727,37.7956109",,,,"127.7779851,37.2620747","128.0232744,37.4392158","127.8756796,36.7846372","128.65967,36.4779439","128.6596575,36.4784534","127.6153751,37.1783074","127.8769321,37.3925636",,"127.6153751,37.1783074","127.9544998,37.4042909"
"127.9874448,37.7961023",,,,"127.7784538,37.2622485","128.0243707,37.4393479","127.8754407,36.7848165","128.6589397,36.4788994","128.6598953,36.4784574","127.6160249,37.1774658","127.8777079,37.3922619",,"127.6160249,37.1774658","127.9547484,37.4046721"
"127.9874978,37.7963995",,,,"127.7790026,37.2624347","128.0245246,37.4393662","127.8753178,36.7849106","128.6589178,36.4789275","128.6600926,36.4784365","127.6165624,37.1768405","127.8782129,37.3920484",,"127.6165624,37.1768405","127.9548374,37.4048079"
"127.9875215,37.7968807",,,,"127.7795276,37.2625957","128.0257865,37.4395742","127.875252,36.7849604","128.6587067,36.4791432","128.6602594,36.4783934","127.6169493,37.1764408","127.8784699,37.3919367",,"127.6169493,37.1764408","127.9551392,37.4052042"
"127.9875246,37.7978821",,,,"127.7801542,37.2627781","128.0266992,37.4398","127.8749996,36.7851514","128.6582618,36.4797037","128.6604211,36.4783116","127.6174622,37.1759328","127.8789051,37.3917479",,"127.6174622,37.1759328","127.9552497,37.4053498"
"127.9875062,37.7981967",,,,"127.781413,37.2631321","128.027637,37.4400662","127.8734742,36.7862993","128.6569658,36.4814282","128.6605437,36.4782194","127.6182126,37.1752659","127.87902,37.3916979",,"127.6182126,37.1752659","127.9558445,37.4061768"
"127.9874933,37.7986537",,,,"127.7826944,37.2634896","128.0292372,37.4406413","127.8731024,36.786579","128.6569384,36.4814645","128.6606486,36.4780714","127.6191993,37.1744906","127.8800289,37.3912602",,"127.6191993,37.1744906","127.9560655,37.4064743"
"127.9875028,37.7990584",,,,"127.7836822,37.263773","128.0306118,37.4412661","127.8728511,36.7867673","128.6567844,36.4816923","128.6606731,36.4779901","127.6198868,37.1739906","127.8802397,37.391164",,"127.6198868,37.1739906","127.9560758,37.4064887"
"127.9875189,37.7997749",,,,"127.7844827,37.2640009","128.0314992,37.4417498","127.872668,36.7869148","128.6566687,36.4818638","128.6606812,36.4779359","127.6205157,37.1735329","127.8832976,37.3897921",,"127.6205157,37.1735329","127.9562999,37.4067456"
"127.9875191,37.7998082",,,,"127.7849276,37.264135","128.0324872,37.4423826","127.8721532,36.7872932","128.6565966,36.48197","128.6605552,36.4777974","127.6215126,37.1728071","127.8834622,37.3897231",,"127.6215126,37.1728071","127.9564867,37.4069829"
"127.9875239,37.80002",,,,"127.7853646,37.2642899","128.0336965,37.4432938","127.8719879,36.7874146","128.6565292,36.4820968","128.6605022,36.47776","127.6228369,37.1718494","127.8837056,37.389615",,"127.6228369,37.1718494","127.9568195,37.4072691"
"127.9875569,37.8003669",,,,"127.7856447,37.2643947","128.034687,37.4441249","127.8709993,36.7881037","128.6563863,36.4823939","128.6604223,36.477713","127.6232723,37.1715262","127.8839108,37.3895296",,"127.6232723,37.1715262","127.9569457,37.4074101"
"127.9875974,37.8006551",,,,"127.7859271,37.2645121","128.0360941,37.4453417","127.8704797,36.7884325","128.6563722,36.482422","128.6603189,36.4776708","127.6247338,37.1704421","127.8847088,37.3891809",,"127.6247338,37.1704421","127.9578445,37.4084081"
"127.9876632,37.8009974",,,,"127.7862548,37.2646727","128.0363341,37.4455488","127.8702853,36.7885521","128.6562693,36.4826321","128.6601914,36.4776513","127.6249993,37.1702489","127.8858371,37.3886905",,"127.6249993,37.1702489","127.9579241,37.4084997"
"127.9878701,37.8015346",,,,"127.786613,37.2648602","128.0365878,37.4457622","127.869441,36.7889559","128.6562554,36.4826737","128.6600611,36.4776697","127.6260118,37.1695078","127.8882561,37.3876676",,"127.6260118,37.1695078","127.9585275,37.4092302"
"127.9879392,37.8016749",,,,"127.7869849,37.2650856","128.0371873,37.4462832","127.8685953,36.7892957","128.6561912,36.4828627","128.6599578,36.4777076","127.6265428,37.1691178","127.8891579,37.3872861",,"127.6265428,37.1691178","127.9586776,37.4093964"
"127.9880267,37.8018593",,,,"127.7871828,37.2652113","128.0378614,37.4467993","127.8672747,36.7897018","128.6561546,36.4829541","128.6598006,36.4777921","127.629776,37.1667427","127.8905816,37.3867045",,"127.629776,37.1667427","127.9590702,37.4098473"
"127.9882139,37.8021677",,,,"127.7873162,37.2652966","128.0387624,37.4474243","127.8666667,36.7898344","128.6560545,36.4833545","128.65967,36.4779439","127.6297996,37.1667246","127.8909446,37.3865663",,"127.6297996,37.1667246","127.9597257,37.410601"
"127.9884729,37.8025163",,,,"127.7876057,37.2655095","128.0394616,37.447816","127.8658728,36.7899739","128.6559917,36.4838626","128.6589397,36.4788994","127.6298739,37.1666659","127.8922223,37.3861519",,"127.6298739,37.1666659","127.9598509,37.4107511"
"127.9886779,37.8027597",,,,"127.7879553,37.265798","128.0401491,37.4481463","127.8657025,36.7899942","128.6559914,36.4845171","128.6589178,36.4789275","127.630757,37.1660448","127.8930357,37.38595",,"127.630757,37.1660448","127.9601324,37.4111466"
"127.9891706,37.8032381",,,,"127.7882326,37.2660551","128.0407365,37.4483996","127.8654124,36.7900294","128.6560229,36.4847556","128.6587067,36.4791432","127.6315118,37.1654842","127.8938832,37.3857886",,"127.6315118,37.1654842","127.9601997,37.411241"
"127.9895247,37.8035313",,,,"127.7884896,37.2663186","128.0412533,37.4485739","127.8653989,36.7900312","128.6561379,36.4852882","128.6582618,36.4797037","127.632063,37.1650824","127.8946766,37.3856453",,"127.632063,37.1650824","127.9603,37.4113875"
"127.991278,37.8051536",,,,"127.7888317,37.2667027","128.0417248,37.4487331","127.8646583,36.790084","128.656324,36.4857912","128.6569658,36.4814282","127.6327998,37.1645326","127.8956487,37.3855465",,"127.6327998,37.1645326","127.9611248,37.4126579"
"127.991558,37.8054129",,,,"127.7898332,37.267873","128.0423999,37.4489076","127.8640577,36.7901056","128.6564643,36.4862117","128.6569384,36.4814645","127.633288,37.164167","127.8970051,37.3855014",,"127.633288,37.164167","127.9613865,37.4131409"
"127.9918723,37.8056991",,,,"127.7909344,37.2691566","128.0430057,37.4490382","127.8626621,36.7900747","128.6566115,36.4866565","128.6567844,36.4816923","127.6338245,37.16375","127.8984049,37.3855283",,"127.6338245,37.16375","127.9615364,37.4134414"
"127.9919752,37.8057933",,,,"127.7912335,37.269502","128.0434869,37.4491414","127.8592518,36.7899156","128.6566874,36.4868821","128.6566687,36.4818638","127.6345241,37.163175","127.8993214,37.3856126",,"127.6345241,37.163175","127.9617286,37.4138201"
"127.9920894,37.8058956",,,,"127.7915087,37.2698014","128.0443968,37.4492725","127.8590388,36.7899054","128.6570998,36.4881077","128.6565966,36.48197","127.6354992,37.1623743","127.8998449,37.385701",,"127.6354992,37.1623743","127.9617446,37.4138471"
"127.9921066,37.8059109",,,,"127.791768,37.2700613","128.0451615,37.4493248","127.8589301,36.7899004","128.6573117,36.4887745","128.6565292,36.4820968","127.6367923,37.1612352","127.9000304,37.3857355",,"127.6367923,37.1612352","127.9617927,37.4139524"
"127.9921317,37.8059333",,,,"127.7919492,37.270233","128.0459497,37.4493491","127.8581746,36.7898918","128.6575495,36.4894492","128.6563863,36.4823939","127.636925,37.1611107","127.9003877,37.385801",,"127.636925,37.1611107","127.9618156,37.414001"
"127.9922426,37.8060311",,,,"127.7919605,37.2702438","128.0466244,37.4493244","127.8574104,36.7899392","128.657712,36.4898659","128.6563722,36.482422","127.6373523,37.1607109","127.9012043,37.3859974",,"127.6373523,37.1607109","127.961834,37.4140478"
"127.992262,37.806049",,,,"127.7921359,37.2703903","128.0474121,37.4492748","127.8569467,36.7899938","128.6579495,36.4903666","128.6562693,36.4826321","127.6383495,37.1597497","127.9021478,37.3862565",,"127.6383495,37.1597497","127.9618616,37.4141261"
"127.992294,37.8060768",,,,"127.7922807,37.2705098","128.0485868,37.4491242","127.8564404,36.7900665","128.6580989,36.4906581","128.6562554,36.4826737","127.639268,37.158822","127.9028616,37.3864515",,"127.639268,37.158822","127.9618719,37.4141504"
