smiles,FP,xtb_homo_ev,xtb_lumo_ev,xtb_gap_ev,xtb_mol_c6_au,xtb_mol_c8_au,xtb_charge_mean,xtb_charge_std,xtb_charge_min,xtb_charge_max,xtb_charge_range,xtb_charge_abs_mean,xtb_charge_abs_max,xtb_charge_median,xtb_charge_q25,xtb_charge_q75,xtb_radius_gyration,xtb_max_distance,xtb_mean_dist_from_com,xtb_charge_iqr,xtb_charge_skew_proxy,xtb_charge_tail_ratio,xtb_softness_inv_gap,xtb_electronegativity,xtb_geom_compactness_rg_over_maxdist,xtb_geom_com_ratio,xtb_hardness_gap_half,xtb_dispersion_balance_c8_c6,xtb_size_density_proxy,xtb_charge_extreme_balance,xtb_total_energy,xtb_dipole_debye,xtb_inertia_1,xtb_inertia_2
COS(=O)(=O)C,377.15,0.09815085,0.09815085,0.09815085,2301.183454,59710.174,-8.33E-10,0.475267095,-0.59271313,1.01952389,1.61223702,0.413008301,1.01952389,0.036455445,-0.396584285,0.291118765,1.456688365,4.047529613,1.778374634,0.68770305,-0.076705175,2.468531233,10.18839878,-0.09815085,0.359895666,0.439372853,0.049075425,25.947594,568.5402391,1.720096685,-22.77718856,-0.414,112.6213098,199.0149272
C1CNCCN1,361.15,0.08881749,0.08881749,0.08881749,3764.568507,81618.52369,0,0.217373263,-0.35077369,0.23576099,0.58653468,0.201390618,0.35077369,0.073671365,-0.217557053,0.204287558,2.091746589,6.002527052,2.125670848,0.42184461,-0.338916406,1.741757855,11.25904369,-0.08881749,0.348477661,0.354129324,0.044408745,21.68071149,627.1639385,0.672117085,-19.49839344,0.005,107.5188268,113.9079074
CC(CO)N,336.15,0.02941005,0.02941005,0.02941005,2605.822892,54019.72626,7.14E-10,0.243411877,-0.40612026,0.3254617,0.73158196,0.217878184,0.40612026,0.02159344,-0.205315933,0.208205883,1.785394896,5.42807132,1.943405447,0.413521815,-0.088711527,1.863978547,34.00198231,-0.02941005,0.328918835,0.358028724,0.014705025,20.73039055,480.0642325,0.801392425,-17.98076729,-0.078,62.65349536,138.92369
CC=CC=CC(=O)O,400.15,0.05250057,0.05250057,0.05250057,4057.016804,96665.04263,-6.25E-10,0.299031998,-0.47423779,0.42520644,0.89944423,0.273836112,0.47423779,-0.097870325,-0.232409545,0.31323506,1.946768239,5.540354922,2.024746668,0.545644605,0.327290474,1.731830717,19.04741225,-0.05250057,0.351379698,0.365454325,0.026250285,23.82663107,732.2665896,0.896610201,-25.01866956,0.307,57.71032311,717.2439756
C(CSCCO)O,386.15,0.03495914,0.03495914,0.03495914,4947.675912,125622.7853,-5.88E-10,0.305007506,-0.54692193,0.35047192,0.89739385,0.286240417,0.54692193,-0.11796673,-0.21618946,0.30102892,2.103058156,5.815989086,2.091964511,0.51721838,0.386766643,1.910708263,28.60482266,-0.03495914,0.361599399,0.35969196,0.01747957,25.39026152,850.7024066,0.640807949,-25.01210745,0.462,113.4556808,614.7051934
C(CNCCNCCN)N,408.15,0.03227882,0.03227882,0.03227882,10936.01738,229988.1048,-1.07E-09,0.237390329,-0.43565513,0.31482586,0.75048099,0.213442029,0.43565513,0.018847235,-0.215814903,0.214704975,2.589238831,7.865885598,2.630326437,0.430519878,-0.079393445,2.041093463,30.9800668,-0.03227882,0.329173212,0.334396732,0.01613941,21.0303346,1390.309743,0.722649266,-33.66592601,-0.562,121.6603176,1559.687753
CCOC(=O)N,365.15,0.02534511,0.02534511,0.02534511,2339.64743,51888.89722,3.74E-18,0.315498033,-0.50367316,0.3629405,0.86661366,0.291060306,0.50367316,-0.01736104,-0.21132992,0.2997055,2.123837675,5.992154396,1.970272987,0.51103542,0.055027411,1.730476981,39.45534267,-0.02534511,0.354436407,0.328808782,0.012672555,22.17808399,390.4517933,0.720587335,-21.06868707,-1.007,66.70551792,210.6832139
CCN(CC)N=O,336.15,0.04693396,0.04693396,0.04693396,4213.908302,91246.20254,-1.18E-09,0.258931867,-0.42482862,0.30618787,0.73101649,0.241383639,0.42482862,-0.03470547,-0.20320579,0.26570524,2.036285885,6.099372481,2.059727859,0.46891103,0.134033208,1.759972723,21.30653369,-0.04693396,0.333851702,0.337695044,0.02346698,21.65358048,690.8757114,0.72073268,-23.47339559,0.286,155.512678,227.8176236
C(CN)CNCCCN,352.15,0.02115607,0.02115607,0.02115607,9477.15667,199864.0619,-3.85E-10,0.225847902,-0.43399643,0.29552307,0.7295195,0.202485533,0.43399643,0.04244593,-0.21224965,0.185147138,2.525230914,7.305034541,2.46519247,0.397396788,-0.187940335,2.143345367,47.26775814,-0.02115607,0.345683638,0.337464862,0.010578035,21.08903218,1297.345908,0.680934334,-30.24370397,0.284,116.4594991,1115.083487
C=CCN=C=S,319.15,0.04512481,0.04512481,0.04512481,3035.80268,88518.09826,1.82E-09,0.224947939,-0.30857868,0.25285331,0.56143199,0.221169735,0.30857868,-0.17263511,-0.184828095,0.23861685,2.214774116,5.489744609,2.070738529,0.423444945,0.767444737,1.395212056,22.16075813,-0.04512481,0.403438461,0.37720125,0.022562405,29.15805393,552.9952478,0.819412767,-17.17623091,-0.469,30.78267935,484.8149215
CN(C)N,258.15,0.04245484,0.04245484,0.04245484,1876.032871,37177.52748,-1.16E-18,0.167890694,-0.26789907,0.20210137,0.47000044,0.15011751,0.26789907,0.04576002,-0.152988283,0.158558685,2.056258645,6.711669369,2.145961088,0.311546968,-0.272558407,1.784595748,23.55444044,-0.04245484,0.306370671,0.319735817,0.02122742,19.81709812,279.5180704,0.754393698,-14.15384629,-0.25,56.93039756,57.14711673
CNN,343.15,0.01021444,0.01021444,0.01021444,967.768606,18595.56142,-1.11E-09,0.194835424,-0.29514911,0.24846071,0.54360982,0.16748155,0.29514911,0.05428217,-0.16459639,0.12793613,1.769324604,5.528530577,1.865669694,0.29253252,-0.278605246,1.762278352,97.90061911,-0.01021444,0.320035239,0.337462128,0.00510722,19.21488391,175.0498786,0.841814194,-10.98235714,-0.43,13.49785992,52.17031853
CCOS(=O)(=O)C,373.15,0.18946046,0.18946046,0.18946046,3934.323084,94946.06787,7.40E-18,0.426525479,-0.54935018,1.03279438,1.58214456,0.373691899,1.03279438,0.22167913,-0.316169375,0.24438901,1.620149823,6.325234788,2.115108445,0.560558385,-0.519732445,2.763759085,5.278146163,-0.18946046,0.256140661,0.334392084,0.09473023,24.13275825,622.0042759,1.880029201,-25.9448812,-0.343,121.9870987,357.8201972
C1=CC=C(C=C1)N,343.15,0.06943568,0.06943568,0.06943568,3828.843443,95207.03226,-7.14E-10,0.242370548,-0.40398822,0.25800937,0.66199759,0.237339264,0.40398822,0.01518784,-0.203636108,0.234151995,1.953478951,4.25874509,1.951402292,0.437788103,-0.062663722,1.702155024,14.40181762,-0.06943568,0.458698257,0.458210635,0.03471784,24.86574175,899.0543838,0.638655677,-19.31485164,-0.148,89.8457283,194.6052964
CN(C)N=O,334.15,0.04852407,0.04852407,0.04852407,1630.43627,35169.67973,-9.09E-10,0.272399622,-0.4458862,0.3098013,0.7556875,0.257422286,0.4458862,0.06980626,-0.238003935,0.25681385,1.97704477,4.733689148,1.738925867,0.494817785,-0.256264162,1.732119648,20.60832902,-0.04852407,0.417654119,0.36735109,0.024262035,21.57071723,344.4324752,0.694799032,-17.13834402,0.468,54.65309738,110.9662746
CCCCCC=O,305.15,0.01217093,0.01217093,0.01217093,5909.981055,128969.4135,5.26E-10,0.262209189,-0.5232018,0.29845751,0.82165931,0.249713933,0.5232018,-0.08210737,-0.23051606,0.25303459,1.911091073,5.963066674,2.1292401,0.48355065,0.313136892,2.095204674,82.16299,-0.01217093,0.32048796,0.357071322,0.006085465,21.82230574,991.0975977,0.570444349,-23.0117002,0.313,39.8453932,642.5953362
C(C(=O)O)Br,386.15,0.13307567,0.13307567,0.13307567,1566.819186,54553.84216,-1.25E-09,0.327432099,-0.35288907,0.42388272,0.77677179,0.309214464,0.42388272,-0.148089715,-0.26832,0.401509078,1.879532097,4.85767555,2.164673242,0.669829078,0.452276103,1.370837298,7.514521625,-0.13307567,0.386920056,0.445619149,0.066537835,34.81821173,322.5450465,1.201178376,-18.02323324,0.089,48.11337999,333.8280012
CN(C)C=O,340.15,0.00588318,0.00588318,0.00588318,2032.39047,45138.04319,-8.33E-10,0.275006392,-0.47628929,0.32783513,0.80412442,0.253116119,0.47628929,0.09740888,-0.225778773,0.253216308,1.766710964,3.985798175,1.735222107,0.47899508,-0.354205879,1.88170272,169.9761013,-0.00588318,0.443251486,0.435351222,0.00294159,22.20933618,509.9080236,0.688310942,-16.98057315,-0.086,56.8814954,122.2664778
CCCCCO,306.15,0.08094094,0.08094094,0.08094094,5170.906037,106774.7881,5.56E-10,0.269888117,-0.51400982,0.34241036,0.85642018,0.256681448,0.51400982,-0.145691275,-0.221655495,0.272386795,1.78512239,5.734435061,2.111118084,0.49404229,0.539821009,2.002520335,12.35468726,-0.08094094,0.311298737,0.368147527,0.04047047,20.64914492,901.7289379,0.666155289,-20.88601356,0.218,33.08685554,435.4116146
CC,138.15,1.04867876,1.04867876,1.04867876,869.483578,17066.42014,-1.25E-09,0.074237693,-0.12859256,0.04288453,0.17147709,0.064291726,0.12859256,0.042852205,-1.08E-05,0.042865772,1.547468135,5.255388715,2.251256056,0.042876577,-0.57722977,2.000141659,0.953580866,-1.04867876,0.294453602,0.428370988,0.52433938,19.62822596,165.4461021,0.333491533,-7.336182642,-0.134,6.346034397,24.76901215
C=C,137.15,0.04170385,0.04170385,0.04170385,581.795326,12686.65794,-9.25E-18,0.142692306,-0.17631546,0.17320237,0.34951783,0.117541827,0.17631546,0.003144585,-0.131452013,0.130642245,1.580460185,5.070319776,1.645465925,0.262094258,-0.022037523,1.500023141,23.9786015,-0.04170385,0.311708187,0.324529023,0.020851925,21.80604995,114.7452926,0.982343636,-6.270536551,0.014,3.486956811,16.79378811
C#C,255.15,0.03310001,0.03310001,0.03310001,352.101267,8719.454815,2.50E-09,0.124350055,-0.12481654,0.13275258,0.25756912,0.124202228,0.13275258,-0.003968015,-0.123895068,0.119927055,1.61460287,3.293522507,1.398374036,0.243822123,0.031910058,1.068842183,30.21147123,-0.03310001,0.49023587,0.424583112,0.016550005,24.76405407,106.9071993,1.063581637,-5.206318046,0.002,6.27E-12,14.24749999
CCl,228.15,1.66E-05,1.66E-05,1.66E-05,602.306388,15902.88966,1.73E-18,0.128536278,-0.18026285,0.22252593,0.40278878,0.089010372,0.22252593,-0.01408956,-0.01409482,-0.0140787,1.02493724,3.645434158,1.778407855,1.61E-05,0.109615435,2.5,60422.95707,-1.66E-05,0.281156426,0.487845282,8.28E-06,26.40332226,165.2221277,1.234452523,-8.210213294,0.395,3.221855659,37.6154205
CN,273.15,0.01316811,0.01316811,0.01316811,591.867095,11254.50151,-3.97E-18,0.186216532,-0.29498312,0.2902941,0.58527722,0.15678208,0.29498312,0.05333445,-0.12687708,0.102554365,1.70083521,4.991985925,1.660400762,0.229431445,-0.286410929,1.881484925,75.94104241,-0.01316811,0.340713142,0.33261327,0.006584055,19.01525124,118.5634543,0.984104107,-7.586483127,-0.281,4.941727775,21.78134802
CCBr,250.15,0.1903076,0.1903076,0.1903076,1510.949843,49703.47048,1.25E-09,0.156473646,-0.18291917,0.21927423,0.4021934,0.139924639,0.21927423,0.001855985,-0.171861798,0.129341143,1.269504176,5.43573138,2.169610196,0.30120294,-0.011861318,1.567088055,5.254650891,-0.1903076,0.233547997,0.399138597,0.0951538,32.89551318,277.9662455,1.198749316,-10.91130667,-0.147,17.06928479,130.7827343
CCC,169.15,0.06133561,0.06133561,0.06133561,1748.933797,35720.84663,3.78E-18,0.182384198,-0.24315324,0.2707979,0.51395114,0.164369111,0.2707979,0.07490492,-0.16544342,0.105106855,1.483711055,5.336157409,1.762714252,0.270550275,-0.410698518,1.647498721,16.30374264,-0.06133561,0.278048592,0.330334006,0.030667805,20.42435608,327.7515379,1.113692337,-10.50060224,0.356,17.25559913,58.78012297
CCCl,223.15,0.00527124,0.00527124,0.00527124,1281.919309,31727.8481,1.25E-09,0.146762842,-0.17285142,0.20857418,0.3814256,0.133514301,0.20857418,-0.05597232,-0.100529995,0.140421303,1.327081181,5.114873265,2.176265233,0.240951298,0.381379377,1.562186058,189.7086833,-0.00527124,0.25945534,0.425477841,0.00263562,24.75026928,250.6258205,1.206667437,-11.37775391,0.236,16.15239303,90.94192655
C=CCl,194.15,0.0450618,0.0450618,0.0450618,886.959468,24501.66604,1.67E-09,0.141420817,-0.16028709,0.20943097,0.36971806,0.121250235,0.20943097,-0.02165326,-0.126693018,0.111488375,1.282567319,4.086512628,2.068869282,0.238181393,0.153112266,1.727262384,22.19174556,-0.0450618,0.313853751,0.506267683,0.0225309,27.62433563,217.0455713,1.306599115,-10.32146822,0.129,8.853021619,83.33469157
CCI,334.15,0.09474233,0.09474233,0.09474233,2016.099323,91126.52157,1.25E-09,0.161500097,-0.19253307,0.2297353,0.42226837,0.138658444,0.2297353,0.014502515,-0.179729595,0.114735573,1.363590714,5.357907277,2.656191032,0.294465167,-0.089798793,1.656843203,10.55494413,-0.09474233,0.254500618,0.495751586,0.047371165,45.19942075,376.2848476,1.193225143,-10.63763437,-0.166,17.47524315,166.3184319
C(=S)=S,243.15,0.00751642,0.00751642,0.00751642,920.800299,40226.57433,-2.31E-18,0.064459126,-0.09115897,0.0455795,0.13673847,0.060772647,0.09115897,0.04557947,-0.02278975,0.045579485,3.089119918,6.732072334,2.24402419,0.068369235,-0.707106548,1.5,133.0420599,-0.00751642,0.458866121,0.333333345,0.00375821,43.68653483,136.7781351,0.500000165,-8.530164249,0,1.39E-12,207.4122051
C1CO1,255.15,0.22129494,0.22129494,0.22129494,715.328357,15971.32023,-1.43E-09,0.283803026,-0.45813748,0.32697443,0.78511191,0.257324156,0.45813748,-0.04042887,-0.2010341,0.286830055,1.343843519,3.32317604,1.500260767,0.487864155,0.142453973,1.780390491,4.518856147,-0.22129494,0.404385294,0.451453895,0.11064747,22.32725723,215.2544278,0.713703734,-10.34316515,0.492,19.76383494,23.40101118
CC(C)Br,344.15,0.02565897,0.02565897,0.02565897,2622.983637,78619.49497,-1.39E-17,0.163791095,-0.19440618,0.26087148,0.45527766,0.1432114,0.26087148,-0.03442299,-0.14988712,0.140394965,1.477104074,5.378698103,2.419438146,0.290282085,0.21016399,1.821583198,38.97272572,-0.02565897,0.274621116,0.449818543,0.012829485,29.97330744,487.6614353,1.341888823,-14.07901807,,62.63553131,172.5695718
CC(C)C,190.15,0.00920166,0.00920166,0.00920166,3054.960882,62430.50792,-7.14E-10,0.192344006,-0.22684079,0.27676975,0.50361054,0.184738912,0.27676975,-0.09060649,-0.185097335,0.203323788,1.653045747,5.21855373,2.006616055,0.388421123,0.471064792,1.498167044,108.6760432,-0.00920166,0.316763194,0.384515741,0.00460083,20.43577981,585.4037421,1.22010574,-13.66717947,-0.264,64.55496786,64.55508909
CC(C)Cl,241.15,0.70330607,0.70330607,0.70330607,2291.508776,53969.81064,-9.09E-10,0.188914489,-0.21883596,0.34600733,0.56484329,0.164918715,0.34600733,-0.03105379,-0.205773285,0.14597375,1.363416429,5.251853764,2.004669087,0.351747035,0.164380134,2.09804769,1.421856063,-0.70330607,0.259606701,0.381706951,0.351653035,23.55208551,436.3237971,1.581126475,-14.54702341,-0.467,62.19053124,110.8494737
CC(C)N,236.15,0.02664456,0.02664456,0.02664456,2415.506564,49027.8554,-1.54E-09,0.219648605,-0.35805436,0.29101767,0.64907203,0.204979437,0.35805436,-0.0821034,-0.22858526,0.23056816,1.761496532,6.584104367,2.020008376,0.45915342,0.373794308,1.74678185,37.53111329,-0.02664456,0.26753776,0.306800783,0.01332228,20.29713193,366.8694221,0.812775105,-13.92142845,0.312,60.14524127,64.15105347
CC(C)S,239.15,0.05147545,0.05147545,0.05147545,2720.875867,71565.38663,8.33E-10,0.206592888,-0.30125098,0.2541638,0.55541478,0.193318308,0.30125098,0.03325278,-0.22633976,0.197946022,1.892891878,5.453773736,2.108736468,0.424285782,-0.160958006,1.558315836,19.42673643,-0.05147545,0.347079283,0.386656391,0.025737725,26.30233429,498.8978272,0.843694517,-13.74527926,0.156,64.12247304,112.2105579
CC(Cl)Cl,267.15,0.03481,0.03481,0.03481,1500.98414,46918.84668,1.25E-09,0.130748278,-0.23243401,0.15768893,0.39012294,0.110550521,0.23243401,0.050495725,-0.065869228,0.078748722,1.226208676,3.338749044,1.562622528,0.14461795,-0.386205651,2.102513922,28.72737719,-0.03481,0.367265901,0.46802635,0.017405,31.25872248,449.564828,0.678424513,-15.41908065,-0.073,78.98005901,158.8621199
C=C(Cl)Cl,263.15,0.02340119,0.02340119,0.02340119,1313.927004,43008.11769,6.36E-18,0.145027685,-0.17672111,0.18100146,0.35772257,0.127386677,0.18100146,-0.00180362,-0.13846812,0.137061478,1.2457409,3.291081687,1.592353907,0.275529598,0.012436384,1.420882189,42.73286957,-0.02340119,0.3785202,0.483839071,0.011700595,32.73250155,399.2386483,1.024220932,-14.36857293,0.473,65.02726272,157.0960261
CC(=O)Cl,277.15,0.10267583,0.10267583,0.10267583,1082.506782,29448.56937,0,0.269823344,-0.39377655,0.42514518,0.81892173,0.235861866,0.42514518,-0.00342228,-0.21415885,0.200185675,1.308294823,4.009478329,1.660930659,0.414344525,0.01268341,1.802517667,9.739390468,-0.10267583,0.32630051,0.414251063,0.051337915,27.20405069,269.9869393,1.07966099,-14.41823388,-0.182,49.15051061,102.7024398
CC1CN1,269.15,0.043316,0.043316,0.043316,1863.459787,40341.84875,-9.09E-10,0.221847166,-0.36499073,0.28429933,0.64929006,0.208793919,0.36499073,0.09910281,-0.21329959,0.179077505,1.728485842,5.057818977,1.855401158,0.392377095,-0.446716596,1.748090804,23.08615754,-0.043316,0.341745296,0.36683819,0.021658,21.64889687,368.431491,0.778922056,-12.87525679,-0.007,29.76009824,77.08797713
CC1CO1,236.15,0.0231439,0.0231439,0.0231439,1530.49564,33707.0048,-1.00E-09,0.250399755,-0.43861752,0.34521145,0.78382897,0.222599219,0.43861752,-0.050054635,-0.18495199,0.245198048,1.674898595,4.397770719,1.744546384,0.430150038,0.199898894,1.970436024,43.20792952,-0.0231439,0.380851732,0.396688799,0.01157195,22.0235876,348.0162423,0.787044371,-13.51294264,0.051,28.1639734,75.30779245
CC(C)(C)N,283.15,0.00569101,0.00569101,0.00569101,3649.555859,75476.91262,6.25E-10,0.187931234,-0.34133155,0.26772594,0.60905749,0.159387353,0.34133155,0.00303827,-0.201928515,0.202719745,1.971682187,6.787989201,2.187341267,0.40464826,-0.016166921,2.141522168,175.7157341,-0.00569101,0.290466312,0.322236999,0.002845505,20.68112273,537.6490372,0.784357438,-17.08967597,-0.264,109.5550834,109.7011172
CC(C)(C)O,284.15,0.03163392,0.03163392,0.03163392,3258.726096,67994.13071,-1.33E-09,0.231670413,-0.47904881,0.34721712,0.82626593,0.206330451,0.47904881,-0.04954811,-0.186957345,0.170914815,1.926409048,5.642622145,2.05501728,0.35787216,0.21387327,2.321755264,31.61163713,-0.03163392,0.341403163,0.364195444,0.01581696,20.86524878,577.5198147,0.724805307,-17.73062939,0.117,106.9021298,107.7264457
C[Pb](C)(C)C,311.15,0.01092776,0.01092776,0.01092776,9374.310742,404207.5281,3.27E-18,0.272636018,-0.25307397,0.69661829,0.94969226,0.242501046,0.69661829,-0.10760366,-0.23833031,0.22145655,2.162867,7.772125498,2.403984139,0.45978686,0.394678813,2.872640353,91.51006244,-0.01092776,0.278285136,0.309308456,0.00546388,43.11863979,1206.145056,2.752627186,-16.76677106,-0.352,178.0022129,182.2648412
CS(=O)(=O)O,462.15,0.05644387,0.05644387,0.05644387,1475.333045,38684.56768,1.11E-09,0.515780017,-0.51945485,1.14272592,1.66218077,0.425096399,1.14272592,-0.1285419,-0.42487387,0.31099687,1.368605044,4.087429486,1.64847373,0.73587074,0.249218459,2.68815714,17.71671574,-0.05644387,0.334832698,0.403303283,0.028221935,26.22090505,360.9439747,2.199856099,-19.61618216,0.816,105.6392742,110.7529158
C[Si](C)(C)C,246.15,0.03322444,0.03322444,0.03322444,6804.079124,180984.6975,0,0.243316249,-0.28177057,0.51912102,0.80089159,0.222316291,0.51912102,-0.10564362,-0.21716018,0.22651979,2.111329486,7.451829495,2.406993159,0.44367997,0.434182346,2.335056143,30.09832521,-0.03322444,0.283330354,0.323007009,0.01661222,26.59944046,913.0749877,1.842353586,-16.38416196,0.934,162.3309173,162.3310947
C[Si](C)(C)Cl,255.15,0.0567536,0.0567536,0.0567536,5253.226329,152742.7567,-7.14E-10,0.220393023,-0.21988114,0.55971559,0.77959673,0.181223031,0.55971559,-0.06611981,-0.187323043,0.138072965,1.785788765,6.765400553,2.460966187,0.325396008,0.300008632,3.088545577,17.62002763,-0.0567536,0.263959059,0.363757647,0.0283768,29.0759901,776.4841547,2.545537057,-17.31772193,0.439,159.5651129,230.757894
C[Si](C)(Cl)Cl,264.15,0.39918175,0.39918175,0.39918175,3924.970271,139302.3022,1.26E-18,0.247584855,-0.3087447,0.56104803,0.86979273,0.196264784,0.56104803,-0.01115806,-0.23451319,0.131409285,2.052385955,5.799417273,2.271750935,0.365922475,0.045067619,2.858628123,2.505124545,-0.39918175,0.353895203,0.391720552,0.199590875,35.49130123,676.7870092,1.817190805,-18.24613024,-0.174,200.4542164,269.8256504
CCC(C)(C)C,225.15,0.02070995,0.02070995,0.02070995,6720.641889,138412.9514,5.00E-10,0.226649774,-0.25393502,0.28441042,0.53834544,0.222916009,0.28441042,-0.136993535,-0.216353218,0.245425223,1.882251192,6.789209494,2.249559686,0.46177844,0.604428292,1.275863595,48.28596882,-0.02070995,0.277241584,0.33134339,0.010354975,20.59519815,989.9005024,1.120012592,-19.99627837,-0.066,118.0771234,203.0513399
CC(C)(C)CO,310.15,0.05494683,0.05494683,0.05494683,5051.657351,105203.3324,1.11E-09,0.25662981,-0.51356191,0.37945757,0.89301948,0.239239189,0.51356191,-0.11150505,-0.201329723,0.244259,1.827505126,6.444499216,2.194334698,0.445588723,0.434497657,2.14664626,18.19941205,-0.05494683,0.283575971,0.340497318,0.027473415,20.82550837,783.8712026,0.738874053,-20.8907303,0.112,115.655944,195.5004016
CCC(C)(C)O,292.15,0.02195994,0.02195994,0.02195994,4826.783637,101262.9538,-3.08E-18,0.220361547,-0.43061682,0.29404834,0.72466516,0.199502106,0.43061682,-0.04375218,-0.198647613,0.208351953,1.84042974,5.726685735,2.0973084,0.406999565,0.198547253,2.15845752,45.53746504,-0.02195994,0.321377813,0.36623424,0.01097997,20.97938533,842.8581313,0.682853819,-20.89274127,-0.354,111.4680313,195.1937047
CC(C)(C#N)O,347.15,0.04670908,0.04670908,0.04670908,2694.095566,62558.03761,-7.69E-10,0.254888501,-0.4468978,0.31007478,0.75697258,0.241805578,0.4468978,0.14878765,-0.19705782,0.21640094,1.901378448,4.37220152,1.8543878,0.41345876,-0.583736223,1.84816994,21.4091136,-0.04670908,0.43487896,0.424131365,0.02335454,23.22042261,616.187418,0.693838233,-19.0719716,0.796,105.3496537,180.4245617
CC(C)(C)OO,300.15,0.13655859,0.13655859,0.13655859,3583.166041,76194.62929,-6.25E-10,0.283300193,-0.48689436,0.37155902,0.85845338,0.257850789,0.48689436,-0.016886045,-0.224609263,0.259687008,1.897566961,5.912121725,2.010644944,0.48429627,0.059604775,1.888279501,7.322864127,-0.13655859,0.320962093,0.340088557,0.068279295,21.26461024,606.0710871,0.763120403,-21.71736207,0.277,111.8524394,183.0562079
CC(=O)C(C)(C)C,278.15,0.0902,0.0902,0.0902,5896.58691,128336.7928,-1.58E-09,0.254633071,-0.51151469,0.32045871,0.8319734,0.236793821,0.51151469,-0.09353943,-0.210183095,0.266358285,1.864148613,5.71677195,2.105337311,0.47654138,0.367349882,2.160169082,11.0864745,-0.0902,0.326084131,0.368273797,0.0451,21.76458938,1031.453933,0.626489749,-23.0267078,-0.114,158.2636464,222.0751579
CC(C)(C)C(=O)O,337.15,0.16730059,0.16730059,0.16730059,4321.344665,96810.54876,-5.88E-10,0.297337703,-0.5046358,0.34126755,0.84590335,0.283593299,0.5046358,0.18692867,-0.23770154,0.27712631,1.915772546,5.37817519,1.998843998,0.51482785,-0.62867463,1.779434849,5.977265233,-0.16730059,0.356212373,0.371658402,0.083650295,22.40287602,803.4964485,0.676265041,-23.95424346,0.438,151.0658222,217.0817411
COS(=O)(=O)OC,356.15,0.04183663,0.04183663,0.04183663,3128.457049,74426.26121,-7.69E-10,0.605132136,-0.57374231,1.70439919,2.2781415,0.462416076,1.70439919,-0.19239842,-0.54798858,0.31224592,1.584698166,7.362933693,2.256329038,0.8602345,0.317944475,3.685856262,23.90249884,-0.04183663,0.215226462,0.306444297,0.020918315,23.79008567,424.892737,2.970670213,-26.87080298,0.49,141.1448775,266.0745346
C1C=CCS1(=O)=O,386.15,0.36734392,0.36734392,0.36734392,3254.568987,87618.89553,-7.69E-10,0.349864971,-0.45002148,0.84364605,1.29366753,0.297300064,0.84364605,0.11155248,-0.26490035,0.18142234,1.61953977,4.568795778,1.95762684,0.44632269,-0.318844383,2.837692125,2.722244593,-0.36734392,0.354478477,0.428477642,0.18367196,26.92181234,712.3472235,1.874679515,-22.95616563,0.244,127.7244564,233.0579692
CCC(CO)(CO)CO,445.15,0.04896269,0.04896269,0.04896269,7683.463991,165739.9479,4.35E-10,0.323653365,-0.56987105,0.4037586,0.97362965,0.29854847,0.56987105,-0.04435565,-0.23355305,0.30916637,2.052964392,6.07135058,2.174471285,0.54271942,0.137046777,1.908805796,20.42371446,-0.04896269,0.338139655,0.358152812,0.024481345,21.57099299,1265.527973,0.708508706,-32.16040227,-0.174,295.7675343,369.9435343
CCC(C)Br,294.15,0.1755339,0.1755339,0.1755339,4182.869811,117315.5236,-1.98E-18,0.165129017,-0.18872136,0.23984218,0.42856354,0.157552403,0.23984218,-0.06337016,-0.16747708,0.161942875,1.635234071,6.236563034,2.559135936,0.329419955,0.383761505,1.522300997,5.69690527,-0.1755339,0.262201162,0.410343954,0.08776695,28.04665909,670.7011199,1.270879883,-17.24233361,,108.6064013,259.7770108
CCC(C)C,216.15,0.06279063,0.06279063,0.06279063,4665.036561,95991.43799,-3.27E-18,0.2038415,-0.22839465,0.27481211,0.50320676,0.200416824,0.27481211,-0.1115849,-0.21784679,0.20157792,1.793598364,5.592068928,2.125159142,0.41942471,0.547410121,1.371202802,15.92594309,-0.06279063,0.320739674,0.380030928,0.031395315,20.5767815,834.2237231,1.20323357,-16.82902985,0.132,83.14087172,135.0864711
CC(=C)C=C,219.15,0.0604233,0.0604233,0.0604233,3047.979286,70006.80704,7.69E-10,0.196053615,-0.22984133,0.26331693,0.49315826,0.187323724,0.26331693,-0.01956692,-0.20151425,0.19920913,1.796062706,5.121268523,1.958172839,0.40072338,0.099803928,1.405678494,16.54990707,-0.0604233,0.350706607,0.382360899,0.03021165,22.96826864,595.1609982,1.145646564,-14.72127811,-0.27,58.97328736,121.3052586
